Order 0	number of articles 7
2	Aisle 4	Location 14
3	Aisle 10	Location 38
4	Aisle 6	Location 4
5	Aisle 3	Location 5
6	Aisle 2	Location 15
7	Aisle 17	Location 20
8	Aisle 14	Location 2
9	Aisle 18	Location 26
10	Aisle 19	Location 0
11	Aisle 0	Location 43
12	Aisle 11	Location 33
13	Aisle 14	Location 20
14	Aisle 15	Location 41
15	Aisle 8	Location 4
16	Aisle 1	Location 39
17	Aisle 12	Location 41
18	Aisle 9	Location 12
19	Aisle 17	Location 38
20	Aisle 6	Location 43
Order 8	number of articles 10
0	Aisle 14	Location 29
1	Aisle 6	Location 11
2	Aisle 16	Location 38
3	Aisle 17	Location 40
4	Aisle 8	Location 36
5	Aisle 5	Location 20
6	Aisle 12	Location 28
7	Aisle 4	Location 41
8	Aisle 0	Location 27
9	Aisle 5	Location 7
Order 9	number of articles 14
0	Aisle 16	Location 9
1	Aisle 16	Location 29
2	Aisle 12	Location 43
3	Aisle 7	Location 22
4	Aisle 1	Location 33
5	Aisle 12	Location 20
6	Aisle 11	Location 10
7	Aisle 10	Location 16
8	Aisle 14	Location 32
9	Aisle 13	Location 23
10	Aisle 3	Location 27
11	Aisle 11	Location 7
12	Aisle 14	Location 11
13	Aisle 4	Location 26
Order 10	number of articles 5
0	Aisle 11	Location 9
1	Aisle 11	Location 14
2	Aisle 9	Location 26
3	Aisle 10	Location 41
4	Aisle 16	Location 33
Order 11	number of articles 22
0	Aisle 13	Location 41
1	Aisle 2	Location 42
2	Aisle 0	Location 43
3	Aisle 1	Location 18
4	Aisle 9	Location 21
5	Aisle 8	Location 34
6	Aisle 3	Location 15
7	Aisle 10	Location 1
8	Aisle 2	Location 35
9	Aisle 12	Location 26
10	Aisle 19	Location 33
11	Aisle 2	Location 15
12	Aisle 15	Location 28
13	Aisle 14	Location 10
14	Aisle 2	Location 34
15	Aisle 4	Location 24
16	Aisle 1	Location 33
17	Aisle 7	Location 34
18	Aisle 6	Location 34
19	Aisle 7	Location 19
20	Aisle 6	Location 17
21	Aisle 16	Location 7
Order 12	number of articles 10
0	Aisle 5	Location 2
1	Aisle 3	Location 44
2	Aisle 7	Location 20
3	Aisle 7	Location 32
4	Aisle 12	Location 19
5	Aisle 12	Location 26
6	Aisle 11	Location 34
7	Aisle 13	Location 9
8	Aisle 19	Location 6
9	Aisle 5	Location 11
Order 13	number of articles 24
0	Aisle 1	Location 27
1	Aisle 9	Location 35
2	Aisle 5	Location 12
3	Aisle 13	Location 12
4	Aisle 7	Location 24
5	Aisle 1	Location 23
6	Aisle 0	Location 34
7	Aisle 3	Location 6
8	Aisle 12	Location 10
9	Aisle 5	Location 27
10	Aisle 11	Location 42
11	Aisle 16	Location 36
12	Aisle 12	Location 32
13	Aisle 8	Location 41
14	Aisle 16	Location 12
15	Aisle 11	Location 17
16	Aisle 18	Location 10
17	Aisle 13	Location 34
18	Aisle 18	Location 32
19	Aisle 8	Location 18
20	Aisle 2	Location 42
21	Aisle 8	Location 28
22	Aisle 12	Location 25
23	Aisle 11	Location 7
Order 14	number of articles 17
0	Aisle 19	Location 36
1	Aisle 13	Location 16
2	Aisle 3	Location 7
3	Aisle 3	Location 20
4	Aisle 19	Location 10
5	Aisle 0	Location 37
6	Aisle 6	Location 23
7	Aisle 5	Location 4
8	Aisle 18	Location 44
9	Aisle 5	Location 44
10	Aisle 2	Location 13
11	Aisle 6	Location 12
12	Aisle 13	Location 40
13	Aisle 12	Location 21
14	Aisle 12	Location 44
15	Aisle 17	Location 20
16	Aisle 11	Location 25
Order 15	number of articles 13
0	Aisle 1	Location 31
1	Aisle 9	Location 9
2	Aisle 3	Location 19
3	Aisle 16	Location 24
4	Aisle 14	Location 8
5	Aisle 4	Location 23
6	Aisle 15	Location 41
7	Aisle 17	Location 41
8	Aisle 4	Location 38
9	Aisle 16	Location 19
10	Aisle 13	Location 17
11	Aisle 9	Location 16
12	Aisle 11	Location 7
Order 16	number of articles 13
0	Aisle 15	Location 27
1	Aisle 8	Location 17
2	Aisle 3	Location 44
3	Aisle 6	Location 25
4	Aisle 7	Location 0
5	Aisle 10	Location 17
6	Aisle 19	Location 17
7	Aisle 12	Location 26
8	Aisle 1	Location 41
9	Aisle 15	Location 19
10	Aisle 5	Location 29
11	Aisle 11	Location 2
12	Aisle 17	Location 5
Order 17	number of articles 23
0	Aisle 5	Location 28
1	Aisle 15	Location 40
2	Aisle 12	Location 41
3	Aisle 6	Location 15
4	Aisle 4	Location 8
5	Aisle 16	Location 1
6	Aisle 17	Location 38
7	Aisle 9	Location 20
8	Aisle 16	Location 0
9	Aisle 9	Location 4
10	Aisle 3	Location 9
11	Aisle 15	Location 38
12	Aisle 10	Location 32
13	Aisle 17	Location 5
14	Aisle 19	Location 24
15	Aisle 9	Location 12
16	Aisle 7	Location 43
17	Aisle 4	Location 13
18	Aisle 18	Location 39
19	Aisle 5	Location 3
20	Aisle 12	Location 24
21	Aisle 8	Location 32
22	Aisle 16	Location 15
Order 18	number of articles 23
0	Aisle 2	Location 32
1	Aisle 6	Location 35
2	Aisle 17	Location 16
3	Aisle 13	Location 29
4	Aisle 14	Location 42
5	Aisle 17	Location 15
6	Aisle 17	Location 18
7	Aisle 10	Location 27
8	Aisle 9	Location 27
9	Aisle 13	Location 40
10	Aisle 15	Location 32
11	Aisle 18	Location 27
12	Aisle 14	Location 28
13	Aisle 16	Location 8
14	Aisle 16	Location 1
15	Aisle 17	Location 43
16	Aisle 7	Location 42
17	Aisle 12	Location 10
18	Aisle 15	Location 36
19	Aisle 11	Location 7
20	Aisle 0	Location 35
21	Aisle 3	Location 17
22	Aisle 0	Location 3
Order 19	number of articles 19
0	Aisle 1	Location 23
1	Aisle 16	Location 39
2	Aisle 15	Location 24
3	Aisle 13	Location 38
4	Aisle 0	Location 20
5	Aisle 0	Location 10
6	Aisle 5	Location 30
7	Aisle 5	Location 31
8	Aisle 0	Location 3
9	Aisle 6	Location 5
10	Aisle 0	Location 40
11	Aisle 14	Location 30
12	Aisle 9	Location 28
13	Aisle 13	Location 4
14	Aisle 16	Location 15
15	Aisle 8	Location 14
16	Aisle 11	Location 5
17	Aisle 9	Location 12
18	Aisle 18	Location 32
Order 20	number of articles 9
0	Aisle 16	Location 17
1	Aisle 14	Location 43
2	Aisle 10	Location 9
3	Aisle 5	Location 9
4	Aisle 9	Location 34
5	Aisle 13	Location 35
6	Aisle 11	Location 22
7	Aisle 19	Location 3
8	Aisle 10	Location 21
Order 21	number of articles 12
0	Aisle 15	Location 33
1	Aisle 1	Location 7
2	Aisle 4	Location 29
3	Aisle 6	Location 32
4	Aisle 16	Location 22
5	Aisle 7	Location 25
6	Aisle 19	Location 41
7	Aisle 6	Location 14
8	Aisle 1	Location 29
9	Aisle 11	Location 17
10	Aisle 3	Location 12
11	Aisle 0	Location 4
Order 22	number of articles 18
0	Aisle 3	Location 2
1	Aisle 18	Location 17
2	Aisle 0	Location 27
3	Aisle 18	Location 44
4	Aisle 2	Location 28
5	Aisle 11	Location 18
6	Aisle 3	Location 18
7	Aisle 7	Location 32
8	Aisle 8	Location 14
9	Aisle 10	Location 27
10	Aisle 7	Location 24
11	Aisle 12	Location 21
12	Aisle 2	Location 7
13	Aisle 16	Location 5
14	Aisle 18	Location 32
15	Aisle 2	Location 34
16	Aisle 19	Location 4
17	Aisle 2	Location 41
Order 23	number of articles 19
0	Aisle 1	Location 1
1	Aisle 5	Location 28
2	Aisle 18	Location 21
3	Aisle 6	Location 34
4	Aisle 19	Location 9
5	Aisle 10	Location 18
6	Aisle 12	Location 10
7	Aisle 11	Location 18
8	Aisle 0	Location 7
9	Aisle 12	Location 2
10	Aisle 8	Location 11
11	Aisle 6	Location 14
12	Aisle 5	Location 22
13	Aisle 2	Location 21
14	Aisle 1	Location 38
15	Aisle 10	Location 5
16	Aisle 10	Location 44
17	Aisle 1	Location 34
18	Aisle 12	Location 14
Order 24	number of articles 5
0	Aisle 1	Location 12
1	Aisle 7	Location 20
2	Aisle 18	Location 28
3	Aisle 11	Location 12
4	Aisle 19	Location 12
Order 25	number of articles 23
0	Aisle 13	Location 43
1	Aisle 18	Location 5
2	Aisle 5	Location 4
3	Aisle 13	Location 19
4	Aisle 7	Location 11
5	Aisle 2	Location 18
6	Aisle 11	Location 29
7	Aisle 18	Location 4
8	Aisle 8	Location 9
9	Aisle 7	Location 27
10	Aisle 0	Location 10
11	Aisle 5	Location 17
12	Aisle 15	Location 34
13	Aisle 5	Location 3
14	Aisle 11	Location 34
15	Aisle 1	Location 30
16	Aisle 1	Location 21
17	Aisle 11	Location 14
18	Aisle 11	Location 23
19	Aisle 17	Location 19
20	Aisle 10	Location 39
21	Aisle 10	Location 10
22	Aisle 18	Location 17
Order 26	number of articles 18
0	Aisle 11	Location 31
1	Aisle 19	Location 28
2	Aisle 14	Location 13
3	Aisle 17	Location 0
4	Aisle 18	Location 36
5	Aisle 15	Location 37
6	Aisle 14	Location 0
7	Aisle 0	Location 20
8	Aisle 15	Location 7
9	Aisle 11	Location 38
10	Aisle 6	Location 36
11	Aisle 13	Location 2
12	Aisle 9	Location 40
13	Aisle 19	Location 13
14	Aisle 8	Location 0
15	Aisle 4	Location 20
16	Aisle 0	Location 2
17	Aisle 3	Location 32
Order 27	number of articles 11
0	Aisle 16	Location 26
1	Aisle 9	Location 27
2	Aisle 19	Location 31
3	Aisle 16	Location 18
4	Aisle 19	Location 43
5	Aisle 0	Location 20
6	Aisle 15	Location 12
7	Aisle 7	Location 1
8	Aisle 5	Location 3
9	Aisle 1	Location 9
10	Aisle 18	Location 22
Order 28	number of articles 11
0	Aisle 4	Location 36
1	Aisle 15	Location 32
2	Aisle 18	Location 30
3	Aisle 16	Location 25
4	Aisle 4	Location 22
5	Aisle 5	Location 8
6	Aisle 2	Location 16
7	Aisle 0	Location 25
8	Aisle 5	Location 28
9	Aisle 7	Location 31
10	Aisle 11	Location 28
Order 29	number of articles 17
0	Aisle 18	Location 18
1	Aisle 5	Location 44
2	Aisle 10	Location 24
3	Aisle 10	Location 20
4	Aisle 14	Location 35
5	Aisle 19	Location 40
6	Aisle 9	Location 21
7	Aisle 4	Location 13
8	Aisle 7	Location 26
9	Aisle 14	Location 15
10	Aisle 16	Location 3
11	Aisle 9	Location 27
12	Aisle 7	Location 25
13	Aisle 10	Location 30
14	Aisle 9	Location 35
15	Aisle 10	Location 15
16	Aisle 17	Location 0
Order 30	number of articles 15
0	Aisle 18	Location 23
1	Aisle 5	Location 21
2	Aisle 11	Location 44
3	Aisle 16	Location 22
4	Aisle 2	Location 34
5	Aisle 4	Location 7
6	Aisle 7	Location 12
7	Aisle 7	Location 24
8	Aisle 10	Location 29
9	Aisle 1	Location 12
10	Aisle 1	Location 6
11	Aisle 16	Location 37
12	Aisle 9	Location 44
13	Aisle 12	Location 16
14	Aisle 0	Location 37
Order 31	number of articles 14
0	Aisle 4	Location 40
1	Aisle 0	Location 33
2	Aisle 13	Location 37
3	Aisle 8	Location 24
4	Aisle 9	Location 35
5	Aisle 8	Location 34
6	Aisle 19	Location 8
7	Aisle 4	Location 39
8	Aisle 8	Location 28
9	Aisle 6	Location 30
10	Aisle 6	Location 3
11	Aisle 3	Location 3
12	Aisle 10	Location 20
13	Aisle 5	Location 15
Order 32	number of articles 15
0	Aisle 17	Location 26
1	Aisle 2	Location 9
2	Aisle 10	Location 17
3	Aisle 12	Location 22
4	Aisle 17	Location 37
5	Aisle 8	Location 36
6	Aisle 1	Location 12
7	Aisle 6	Location 5
8	Aisle 3	Location 7
9	Aisle 15	Location 9
10	Aisle 10	Location 13
11	Aisle 11	Location 36
12	Aisle 15	Location 40
13	Aisle 19	Location 30
14	Aisle 16	Location 11
Order 33	number of articles 10
0	Aisle 10	Location 5
1	Aisle 14	Location 20
2	Aisle 10	Location 23
3	Aisle 10	Location 12
4	Aisle 8	Location 1
5	Aisle 0	Location 24
6	Aisle 1	Location 44
7	Aisle 19	Location 2
8	Aisle 4	Location 11
9	Aisle 6	Location 25
Order 34	number of articles 17
0	Aisle 0	Location 0
1	Aisle 10	Location 18
2	Aisle 15	Location 10
3	Aisle 0	Location 38
4	Aisle 17	Location 6
5	Aisle 12	Location 40
6	Aisle 2	Location 28
7	Aisle 3	Location 25
8	Aisle 7	Location 40
9	Aisle 6	Location 5
10	Aisle 3	Location 22
11	Aisle 7	Location 6
12	Aisle 15	Location 25
13	Aisle 12	Location 32
14	Aisle 5	Location 13
15	Aisle 14	Location 32
16	Aisle 18	Location 27
Order 35	number of articles 16
0	Aisle 12	Location 14
1	Aisle 2	Location 39
2	Aisle 19	Location 38
3	Aisle 16	Location 38
4	Aisle 3	Location 16
5	Aisle 12	Location 39
6	Aisle 17	Location 9
7	Aisle 11	Location 8
8	Aisle 14	Location 4
9	Aisle 11	Location 22
10	Aisle 17	Location 40
11	Aisle 8	Location 24
12	Aisle 1	Location 13
13	Aisle 19	Location 35
14	Aisle 8	Location 3
15	Aisle 11	Location 10
Order 36	number of articles 19
0	Aisle 14	Location 32
1	Aisle 10	Location 38
2	Aisle 4	Location 27
3	Aisle 14	Location 15
4	Aisle 6	Location 42
5	Aisle 14	Location 35
6	Aisle 4	Location 18
7	Aisle 4	Location 25
8	Aisle 8	Location 41
9	Aisle 17	Location 27
10	Aisle 12	Location 5
11	Aisle 13	Location 37
12	Aisle 7	Location 21
13	Aisle 12	Location 42
14	Aisle 15	Location 32
15	Aisle 11	Location 39
16	Aisle 11	Location 20
17	Aisle 13	Location 41
18	Aisle 19	Location 29
Order 37	number of articles 22
0	Aisle 19	Location 42
1	Aisle 17	Location 8
2	Aisle 13	Location 33
3	Aisle 0	Location 29
4	Aisle 12	Location 30
5	Aisle 14	Location 1
6	Aisle 0	Location 28
7	Aisle 19	Location 11
8	Aisle 17	Location 11
9	Aisle 8	Location 12
10	Aisle 7	Location 15
11	Aisle 5	Location 2
12	Aisle 14	Location 39
13	Aisle 14	Location 0
14	Aisle 3	Location 44
15	Aisle 4	Location 15
16	Aisle 19	Location 21
17	Aisle 12	Location 40
18	Aisle 6	Location 8
19	Aisle 12	Location 19
20	Aisle 15	Location 29
21	Aisle 1	Location 14
Order 38	number of articles 8
0	Aisle 9	Location 11
1	Aisle 2	Location 32
2	Aisle 1	Location 16
3	Aisle 17	Location 12
4	Aisle 15	Location 9
5	Aisle 15	Location 41
6	Aisle 4	Location 38
7	Aisle 3	Location 3
Order 39	number of articles 14
0	Aisle 12	Location 22
1	Aisle 3	Location 35
2	Aisle 9	Location 28
3	Aisle 14	Location 2
4	Aisle 11	Location 10
5	Aisle 11	Location 31
6	Aisle 8	Location 5
7	Aisle 18	Location 26
8	Aisle 12	Location 36
9	Aisle 11	Location 37
10	Aisle 8	Location 27
11	Aisle 18	Location 10
12	Aisle 10	Location 23
13	Aisle 8	Location 21
