Order 0	number of articles 23
4	Aisle 1	Location 27
5	Aisle 16	Location 9
6	Aisle 1	Location 21
7	Aisle 3	Location 18
8	Aisle 11	Location 30
9	Aisle 15	Location 29
10	Aisle 15	Location 16
Order 10	number of articles 6
0	Aisle 4	Location 23
1	Aisle 6	Location 40
2	Aisle 2	Location 2
3	Aisle 11	Location 23
4	Aisle 18	Location 43
5	Aisle 2	Location 4
Order 11	number of articles 20
0	Aisle 9	Location 3
1	Aisle 10	Location 27
2	Aisle 0	Location 19
3	Aisle 0	Location 43
4	Aisle 9	Location 7
5	Aisle 12	Location 14
6	Aisle 17	Location 39
7	Aisle 13	Location 3
8	Aisle 5	Location 7
9	Aisle 17	Location 24
10	Aisle 0	Location 29
11	Aisle 13	Location 7
12	Aisle 5	Location 13
13	Aisle 19	Location 4
14	Aisle 17	Location 22
15	Aisle 0	Location 20
16	Aisle 8	Location 38
17	Aisle 5	Location 19
18	Aisle 7	Location 42
19	Aisle 12	Location 27
Order 12	number of articles 8
0	Aisle 15	Location 37
1	Aisle 9	Location 1
2	Aisle 14	Location 8
3	Aisle 13	Location 11
4	Aisle 3	Location 33
5	Aisle 19	Location 36
6	Aisle 9	Location 42
7	Aisle 17	Location 31
Order 13	number of articles 22
0	Aisle 0	Location 43
1	Aisle 12	Location 1
2	Aisle 17	Location 7
3	Aisle 14	Location 8
4	Aisle 16	Location 22
5	Aisle 17	Location 21
6	Aisle 6	Location 38
7	Aisle 13	Location 10
8	Aisle 11	Location 34
9	Aisle 14	Location 19
10	Aisle 15	Location 31
11	Aisle 8	Location 3
12	Aisle 9	Location 27
13	Aisle 1	Location 34
14	Aisle 8	Location 26
15	Aisle 8	Location 5
16	Aisle 14	Location 2
17	Aisle 6	Location 5
18	Aisle 1	Location 35
19	Aisle 10	Location 36
20	Aisle 4	Location 5
21	Aisle 1	Location 9
Order 14	number of articles 8
0	Aisle 4	Location 7
1	Aisle 19	Location 0
2	Aisle 6	Location 8
3	Aisle 17	Location 20
4	Aisle 13	Location 37
5	Aisle 1	Location 11
6	Aisle 8	Location 4
7	Aisle 11	Location 35
Order 15	number of articles 6
0	Aisle 15	Location 29
1	Aisle 5	Location 2
2	Aisle 16	Location 24
3	Aisle 17	Location 22
4	Aisle 12	Location 6
5	Aisle 11	Location 18
Order 16	number of articles 11
0	Aisle 9	Location 43
1	Aisle 19	Location 5
2	Aisle 6	Location 34
3	Aisle 19	Location 11
4	Aisle 10	Location 20
5	Aisle 19	Location 2
6	Aisle 7	Location 9
7	Aisle 2	Location 39
8	Aisle 15	Location 2
9	Aisle 11	Location 27
10	Aisle 6	Location 15
Order 17	number of articles 19
0	Aisle 3	Location 42
1	Aisle 18	Location 25
2	Aisle 9	Location 19
3	Aisle 6	Location 31
4	Aisle 1	Location 34
5	Aisle 19	Location 42
6	Aisle 12	Location 21
7	Aisle 5	Location 8
8	Aisle 13	Location 15
9	Aisle 7	Location 25
10	Aisle 18	Location 20
11	Aisle 1	Location 6
12	Aisle 15	Location 14
13	Aisle 3	Location 12
14	Aisle 19	Location 18
15	Aisle 4	Location 34
16	Aisle 0	Location 11
17	Aisle 17	Location 21
18	Aisle 1	Location 12
Order 18	number of articles 7
0	Aisle 9	Location 2
1	Aisle 16	Location 37
2	Aisle 3	Location 20
3	Aisle 5	Location 18
4	Aisle 14	Location 17
5	Aisle 2	Location 12
6	Aisle 19	Location 27
Order 19	number of articles 11
0	Aisle 2	Location 6
1	Aisle 0	Location 0
2	Aisle 0	Location 43
3	Aisle 7	Location 5
4	Aisle 10	Location 24
5	Aisle 17	Location 41
6	Aisle 2	Location 0
7	Aisle 4	Location 10
8	Aisle 8	Location 33
9	Aisle 9	Location 43
10	Aisle 10	Location 22
Order 20	number of articles 19
0	Aisle 16	Location 35
1	Aisle 19	Location 10
2	Aisle 11	Location 4
3	Aisle 18	Location 31
4	Aisle 9	Location 15
5	Aisle 3	Location 35
6	Aisle 19	Location 22
7	Aisle 9	Location 42
8	Aisle 6	Location 24
9	Aisle 2	Location 15
10	Aisle 8	Location 10
11	Aisle 7	Location 29
12	Aisle 14	Location 44
13	Aisle 4	Location 7
14	Aisle 1	Location 11
15	Aisle 14	Location 25
16	Aisle 14	Location 15
17	Aisle 8	Location 26
18	Aisle 12	Location 18
Order 21	number of articles 17
0	Aisle 2	Location 3
1	Aisle 16	Location 20
2	Aisle 18	Location 15
3	Aisle 2	Location 36
4	Aisle 9	Location 38
5	Aisle 19	Location 10
6	Aisle 0	Location 21
7	Aisle 0	Location 15
8	Aisle 13	Location 11
9	Aisle 9	Location 34
10	Aisle 18	Location 2
11	Aisle 9	Location 9
12	Aisle 14	Location 31
13	Aisle 12	Location 6
14	Aisle 6	Location 16
15	Aisle 14	Location 17
16	Aisle 13	Location 22
Order 22	number of articles 12
0	Aisle 9	Location 6
1	Aisle 8	Location 34
2	Aisle 2	Location 37
3	Aisle 12	Location 44
4	Aisle 9	Location 16
5	Aisle 12	Location 7
6	Aisle 19	Location 15
7	Aisle 18	Location 8
8	Aisle 12	Location 43
9	Aisle 17	Location 27
10	Aisle 8	Location 6
11	Aisle 0	Location 19
Order 23	number of articles 9
0	Aisle 3	Location 14
1	Aisle 13	Location 38
2	Aisle 17	Location 5
3	Aisle 11	Location 44
4	Aisle 16	Location 31
5	Aisle 1	Location 14
6	Aisle 2	Location 21
7	Aisle 8	Location 11
8	Aisle 7	Location 43
Order 24	number of articles 23
0	Aisle 11	Location 12
1	Aisle 7	Location 27
2	Aisle 1	Location 27
3	Aisle 15	Location 32
4	Aisle 11	Location 18
5	Aisle 1	Location 26
6	Aisle 6	Location 7
7	Aisle 15	Location 36
8	Aisle 8	Location 29
9	Aisle 9	Location 37
10	Aisle 4	Location 7
11	Aisle 3	Location 41
12	Aisle 6	Location 27
13	Aisle 7	Location 7
14	Aisle 10	Location 27
15	Aisle 3	Location 10
16	Aisle 5	Location 40
17	Aisle 18	Location 36
18	Aisle 0	Location 10
19	Aisle 3	Location 11
20	Aisle 12	Location 19
21	Aisle 13	Location 7
22	Aisle 12	Location 16
Order 25	number of articles 14
0	Aisle 3	Location 20
1	Aisle 0	Location 44
2	Aisle 19	Location 19
3	Aisle 3	Location 24
4	Aisle 15	Location 39
5	Aisle 10	Location 2
6	Aisle 6	Location 37
7	Aisle 1	Location 25
8	Aisle 7	Location 42
9	Aisle 16	Location 11
10	Aisle 16	Location 42
11	Aisle 10	Location 28
12	Aisle 16	Location 24
13	Aisle 1	Location 24
Order 26	number of articles 10
0	Aisle 18	Location 23
1	Aisle 18	Location 35
2	Aisle 19	Location 21
3	Aisle 0	Location 36
4	Aisle 10	Location 39
5	Aisle 5	Location 42
6	Aisle 17	Location 10
7	Aisle 9	Location 24
8	Aisle 18	Location 4
9	Aisle 11	Location 24
Order 27	number of articles 22
0	Aisle 8	Location 42
1	Aisle 19	Location 2
2	Aisle 8	Location 6
3	Aisle 16	Location 17
4	Aisle 0	Location 8
5	Aisle 19	Location 11
6	Aisle 3	Location 10
7	Aisle 14	Location 35
8	Aisle 19	Location 14
9	Aisle 0	Location 42
10	Aisle 12	Location 18
11	Aisle 9	Location 21
12	Aisle 5	Location 19
13	Aisle 19	Location 42
14	Aisle 0	Location 4
15	Aisle 17	Location 14
16	Aisle 11	Location 4
17	Aisle 16	Location 41
18	Aisle 15	Location 31
19	Aisle 18	Location 32
20	Aisle 9	Location 15
21	Aisle 10	Location 44
Order 28	number of articles 15
0	Aisle 9	Location 13
1	Aisle 4	Location 30
2	Aisle 3	Location 23
3	Aisle 7	Location 39
4	Aisle 0	Location 29
5	Aisle 1	Location 43
6	Aisle 6	Location 33
7	Aisle 6	Location 39
8	Aisle 4	Location 7
9	Aisle 0	Location 37
10	Aisle 9	Location 14
11	Aisle 7	Location 3
12	Aisle 4	Location 36
13	Aisle 12	Location 43
14	Aisle 4	Location 26
Order 29	number of articles 20
0	Aisle 0	Location 11
1	Aisle 1	Location 9
2	Aisle 11	Location 5
3	Aisle 5	Location 16
4	Aisle 15	Location 16
5	Aisle 13	Location 5
6	Aisle 10	Location 14
7	Aisle 18	Location 13
8	Aisle 7	Location 6
9	Aisle 19	Location 21
10	Aisle 7	Location 0
11	Aisle 12	Location 23
12	Aisle 14	Location 39
13	Aisle 7	Location 22
14	Aisle 7	Location 18
15	Aisle 14	Location 10
16	Aisle 5	Location 0
17	Aisle 5	Location 34
18	Aisle 11	Location 17
19	Aisle 11	Location 0
Order 30	number of articles 17
0	Aisle 1	Location 5
1	Aisle 18	Location 31
2	Aisle 3	Location 43
3	Aisle 6	Location 40
4	Aisle 4	Location 10
5	Aisle 18	Location 30
6	Aisle 5	Location 12
7	Aisle 3	Location 23
8	Aisle 0	Location 2
9	Aisle 5	Location 3
10	Aisle 10	Location 20
11	Aisle 9	Location 26
12	Aisle 8	Location 12
13	Aisle 10	Location 16
14	Aisle 13	Location 32
15	Aisle 11	Location 13
16	Aisle 16	Location 44
Order 31	number of articles 13
0	Aisle 10	Location 14
1	Aisle 0	Location 18
2	Aisle 1	Location 38
3	Aisle 9	Location 37
4	Aisle 9	Location 13
5	Aisle 4	Location 37
6	Aisle 12	Location 23
7	Aisle 4	Location 25
8	Aisle 4	Location 32
9	Aisle 1	Location 22
10	Aisle 16	Location 31
11	Aisle 19	Location 9
12	Aisle 17	Location 13
Order 32	number of articles 12
0	Aisle 3	Location 5
1	Aisle 10	Location 6
2	Aisle 13	Location 36
3	Aisle 19	Location 26
4	Aisle 9	Location 22
5	Aisle 12	Location 11
6	Aisle 15	Location 22
7	Aisle 16	Location 42
8	Aisle 3	Location 15
9	Aisle 14	Location 18
10	Aisle 5	Location 3
11	Aisle 4	Location 22
Order 33	number of articles 24
0	Aisle 12	Location 0
1	Aisle 18	Location 0
2	Aisle 6	Location 23
3	Aisle 0	Location 32
4	Aisle 5	Location 37
5	Aisle 15	Location 40
6	Aisle 7	Location 36
7	Aisle 8	Location 43
8	Aisle 17	Location 12
9	Aisle 5	Location 3
10	Aisle 1	Location 29
11	Aisle 16	Location 29
12	Aisle 4	Location 18
13	Aisle 5	Location 24
14	Aisle 4	Location 2
15	Aisle 19	Location 26
16	Aisle 6	Location 13
17	Aisle 19	Location 8
18	Aisle 7	Location 28
19	Aisle 14	Location 39
20	Aisle 7	Location 26
21	Aisle 16	Location 4
22	Aisle 12	Location 38
23	Aisle 18	Location 16
Order 34	number of articles 10
0	Aisle 11	Location 11
1	Aisle 7	Location 29
2	Aisle 9	Location 40
3	Aisle 7	Location 4
4	Aisle 2	Location 37
5	Aisle 14	Location 38
6	Aisle 9	Location 33
7	Aisle 1	Location 9
8	Aisle 5	Location 41
9	Aisle 3	Location 29
Order 35	number of articles 8
0	Aisle 10	Location 28
1	Aisle 4	Location 25
2	Aisle 16	Location 17
3	Aisle 16	Location 29
4	Aisle 19	Location 11
5	Aisle 14	Location 26
6	Aisle 12	Location 1
7	Aisle 11	Location 3
Order 36	number of articles 14
0	Aisle 14	Location 28
1	Aisle 5	Location 21
2	Aisle 12	Location 25
3	Aisle 0	Location 36
4	Aisle 17	Location 17
5	Aisle 12	Location 14
6	Aisle 13	Location 12
7	Aisle 19	Location 41
8	Aisle 16	Location 27
9	Aisle 0	Location 30
10	Aisle 0	Location 33
11	Aisle 9	Location 29
12	Aisle 1	Location 11
13	Aisle 15	Location 13
Order 37	number of articles 19
0	Aisle 6	Location 23
1	Aisle 18	Location 13
2	Aisle 19	Location 8
3	Aisle 7	Location 0
4	Aisle 2	Location 35
5	Aisle 14	Location 22
6	Aisle 15	Location 0
7	Aisle 2	Location 7
8	Aisle 19	Location 2
9	Aisle 6	Location 9
10	Aisle 15	Location 35
11	Aisle 13	Location 29
12	Aisle 4	Location 24
13	Aisle 16	Location 38
14	Aisle 0	Location 9
15	Aisle 11	Location 40
16	Aisle 13	Location 42
17	Aisle 12	Location 35
18	Aisle 1	Location 2
Order 38	number of articles 23
0	Aisle 7	Location 39
1	Aisle 13	Location 26
2	Aisle 17	Location 19
3	Aisle 15	Location 22
4	Aisle 8	Location 36
5	Aisle 12	Location 25
6	Aisle 13	Location 41
7	Aisle 9	Location 33
8	Aisle 3	Location 14
9	Aisle 14	Location 1
10	Aisle 0	Location 32
11	Aisle 8	Location 24
12	Aisle 9	Location 8
13	Aisle 8	Location 37
14	Aisle 11	Location 29
15	Aisle 5	Location 18
16	Aisle 19	Location 21
17	Aisle 3	Location 28
18	Aisle 2	Location 42
19	Aisle 10	Location 17
20	Aisle 2	Location 19
21	Aisle 6	Location 23
22	Aisle 18	Location 7
Order 39	number of articles 12
0	Aisle 4	Location 11
1	Aisle 13	Location 41
2	Aisle 12	Location 38
3	Aisle 1	Location 33
4	Aisle 1	Location 38
5	Aisle 1	Location 3
6	Aisle 9	Location 33
7	Aisle 1	Location 34
8	Aisle 14	Location 33
9	Aisle 0	Location 20
10	Aisle 1	Location 11
11	Aisle 10	Location 18
Order 40	number of articles 11
0	Aisle 17	Location 11
1	Aisle 6	Location 2
2	Aisle 18	Location 15
3	Aisle 10	Location 8
4	Aisle 16	Location 7
5	Aisle 0	Location 35
6	Aisle 10	Location 9
7	Aisle 7	Location 4
8	Aisle 9	Location 31
9	Aisle 8	Location 6
10	Aisle 3	Location 0
Order 41	number of articles 16
0	Aisle 6	Location 35
1	Aisle 14	Location 44
2	Aisle 14	Location 15
3	Aisle 9	Location 11
4	Aisle 11	Location 21
5	Aisle 7	Location 17
6	Aisle 12	Location 37
7	Aisle 19	Location 37
8	Aisle 6	Location 43
9	Aisle 8	Location 38
10	Aisle 8	Location 43
11	Aisle 18	Location 16
12	Aisle 14	Location 27
13	Aisle 9	Location 35
14	Aisle 8	Location 26
15	Aisle 3	Location 29
Order 42	number of articles 19
0	Aisle 3	Location 38
1	Aisle 7	Location 27
2	Aisle 5	Location 0
3	Aisle 10	Location 22
4	Aisle 5	Location 28
5	Aisle 14	Location 3
6	Aisle 8	Location 31
7	Aisle 4	Location 20
8	Aisle 16	Location 27
9	Aisle 0	Location 17
10	Aisle 6	Location 25
11	Aisle 12	Location 15
12	Aisle 6	Location 13
13	Aisle 17	Location 34
14	Aisle 3	Location 21
15	Aisle 13	Location 23
16	Aisle 3	Location 36
17	Aisle 1	Location 31
18	Aisle 18	Location 5
Order 43	number of articles 6
0	Aisle 16	Location 43
1	Aisle 15	Location 23
2	Aisle 13	Location 9
3	Aisle 15	Location 0
4	Aisle 2	Location 43
5	Aisle 4	Location 37
Order 44	number of articles 6
0	Aisle 8	Location 30
1	Aisle 13	Location 18
2	Aisle 4	Location 15
3	Aisle 10	Location 20
4	Aisle 1	Location 35
5	Aisle 6	Location 26
Order 45	number of articles 7
0	Aisle 13	Location 6
1	Aisle 14	Location 19
2	Aisle 17	Location 19
3	Aisle 15	Location 40
4	Aisle 1	Location 34
5	Aisle 19	Location 34
6	Aisle 15	Location 37
Order 46	number of articles 24
0	Aisle 7	Location 25
1	Aisle 18	Location 43
2	Aisle 3	Location 38
3	Aisle 0	Location 12
4	Aisle 16	Location 11
5	Aisle 14	Location 44
6	Aisle 7	Location 32
7	Aisle 16	Location 27
8	Aisle 9	Location 14
9	Aisle 6	Location 40
10	Aisle 4	Location 32
11	Aisle 1	Location 37
12	Aisle 6	Location 10
13	Aisle 18	Location 14
14	Aisle 12	Location 6
15	Aisle 4	Location 19
16	Aisle 18	Location 24
17	Aisle 8	Location 6
18	Aisle 16	Location 2
19	Aisle 12	Location 11
20	Aisle 9	Location 27
21	Aisle 0	Location 20
22	Aisle 19	Location 2
23	Aisle 6	Location 16
Order 47	number of articles 13
0	Aisle 11	Location 2
1	Aisle 15	Location 3
2	Aisle 14	Location 39
3	Aisle 14	Location 41
4	Aisle 10	Location 26
5	Aisle 4	Location 40
6	Aisle 3	Location 23
7	Aisle 11	Location 28
8	Aisle 0	Location 43
9	Aisle 4	Location 11
10	Aisle 17	Location 24
11	Aisle 19	Location 38
12	Aisle 3	Location 4
Order 48	number of articles 21
0	Aisle 0	Location 4
1	Aisle 7	Location 32
2	Aisle 7	Location 5
3	Aisle 8	Location 29
4	Aisle 4	Location 16
5	Aisle 9	Location 14
6	Aisle 15	Location 34
7	Aisle 4	Location 4
8	Aisle 2	Location 12
9	Aisle 17	Location 25
10	Aisle 3	Location 33
11	Aisle 19	Location 38
12	Aisle 10	Location 4
13	Aisle 9	Location 23
14	Aisle 19	Location 25
15	Aisle 5	Location 38
16	Aisle 0	Location 34
17	Aisle 5	Location 14
18	Aisle 4	Location 10
19	Aisle 9	Location 42
20	Aisle 7	Location 28
Order 49	number of articles 13
0	Aisle 17	Location 19
1	Aisle 15	Location 15
2	Aisle 4	Location 21
3	Aisle 2	Location 2
4	Aisle 3	Location 14
5	Aisle 7	Location 1
6	Aisle 17	Location 14
7	Aisle 17	Location 8
8	Aisle 14	Location 5
9	Aisle 16	Location 42
10	Aisle 17	Location 15
11	Aisle 12	Location 38
12	Aisle 7	Location 27
Order 50	number of articles 19
0	Aisle 9	Location 31
1	Aisle 5	Location 13
2	Aisle 19	Location 11
3	Aisle 10	Location 9
4	Aisle 8	Location 23
5	Aisle 19	Location 43
6	Aisle 14	Location 12
7	Aisle 16	Location 23
8	Aisle 3	Location 19
9	Aisle 2	Location 16
10	Aisle 10	Location 31
11	Aisle 9	Location 11
12	Aisle 15	Location 37
13	Aisle 16	Location 21
14	Aisle 12	Location 37
15	Aisle 7	Location 35
16	Aisle 16	Location 12
17	Aisle 14	Location 3
18	Aisle 7	Location 25
Order 51	number of articles 21
0	Aisle 6	Location 13
1	Aisle 19	Location 13
2	Aisle 10	Location 23
3	Aisle 5	Location 34
4	Aisle 19	Location 21
5	Aisle 2	Location 43
6	Aisle 1	Location 43
7	Aisle 2	Location 5
8	Aisle 9	Location 41
9	Aisle 4	Location 13
10	Aisle 0	Location 11
11	Aisle 16	Location 41
12	Aisle 16	Location 15
13	Aisle 18	Location 5
14	Aisle 0	Location 44
15	Aisle 1	Location 20
16	Aisle 3	Location 1
17	Aisle 11	Location 21
18	Aisle 4	Location 37
19	Aisle 6	Location 44
20	Aisle 13	Location 44
Order 52	number of articles 8
0	Aisle 17	Location 2
1	Aisle 2	Location 11
2	Aisle 19	Location 20
3	Aisle 0	Location 0
4	Aisle 19	Location 32
5	Aisle 12	Location 21
6	Aisle 12	Location 19
7	Aisle 15	Location 2
Order 53	number of articles 15
0	Aisle 7	Location 44
1	Aisle 8	Location 43
2	Aisle 0	Location 39
3	Aisle 2	Location 21
4	Aisle 3	Location 37
5	Aisle 7	Location 38
6	Aisle 14	Location 43
7	Aisle 15	Location 12
8	Aisle 6	Location 29
9	Aisle 5	Location 3
10	Aisle 13	Location 24
11	Aisle 9	Location 9
12	Aisle 16	Location 17
13	Aisle 9	Location 34
14	Aisle 10	Location 12
Order 54	number of articles 16
0	Aisle 15	Location 38
1	Aisle 2	Location 20
2	Aisle 12	Location 17
3	Aisle 16	Location 4
4	Aisle 8	Location 9
5	Aisle 8	Location 8
6	Aisle 13	Location 28
7	Aisle 0	Location 21
8	Aisle 2	Location 21
9	Aisle 10	Location 32
10	Aisle 0	Location 24
11	Aisle 1	Location 11
12	Aisle 6	Location 20
13	Aisle 3	Location 8
14	Aisle 7	Location 29
15	Aisle 18	Location 33
Order 55	number of articles 5
0	Aisle 9	Location 19
1	Aisle 10	Location 13
2	Aisle 5	Location 16
3	Aisle 2	Location 32
4	Aisle 5	Location 33
Order 56	number of articles 14
0	Aisle 0	Location 12
1	Aisle 16	Location 20
2	Aisle 17	Location 41
3	Aisle 4	Location 40
4	Aisle 4	Location 34
5	Aisle 1	Location 22
6	Aisle 1	Location 15
7	Aisle 4	Location 2
8	Aisle 17	Location 37
9	Aisle 3	Location 28
10	Aisle 3	Location 17
11	Aisle 7	Location 8
12	Aisle 18	Location 37
13	Aisle 17	Location 33
Order 57	number of articles 20
0	Aisle 0	Location 3
1	Aisle 14	Location 34
2	Aisle 15	Location 13
3	Aisle 4	Location 13
4	Aisle 4	Location 29
5	Aisle 19	Location 28
6	Aisle 17	Location 7
7	Aisle 1	Location 2
8	Aisle 14	Location 1
9	Aisle 6	Location 29
10	Aisle 8	Location 44
11	Aisle 18	Location 15
12	Aisle 19	Location 9
13	Aisle 6	Location 15
14	Aisle 8	Location 26
15	Aisle 6	Location 3
16	Aisle 19	Location 41
17	Aisle 3	Location 14
18	Aisle 14	Location 40
19	Aisle 0	Location 17
Order 58	number of articles 19
0	Aisle 6	Location 10
1	Aisle 14	Location 17
2	Aisle 10	Location 12
3	Aisle 2	Location 0
4	Aisle 16	Location 23
5	Aisle 1	Location 35
6	Aisle 17	Location 32
7	Aisle 3	Location 1
8	Aisle 11	Location 37
9	Aisle 6	Location 19
10	Aisle 5	Location 37
11	Aisle 18	Location 15
12	Aisle 8	Location 34
13	Aisle 12	Location 26
14	Aisle 5	Location 23
15	Aisle 6	Location 14
16	Aisle 10	Location 39
17	Aisle 5	Location 26
18	Aisle 1	Location 43
Order 59	number of articles 19
0	Aisle 15	Location 22
1	Aisle 13	Location 9
2	Aisle 7	Location 44
3	Aisle 6	Location 2
4	Aisle 1	Location 9
5	Aisle 2	Location 25
6	Aisle 4	Location 31
7	Aisle 16	Location 40
8	Aisle 0	Location 1
9	Aisle 0	Location 29
10	Aisle 15	Location 7
11	Aisle 17	Location 42
12	Aisle 3	Location 11
13	Aisle 8	Location 43
14	Aisle 10	Location 5
15	Aisle 6	Location 12
16	Aisle 13	Location 12
17	Aisle 5	Location 31
18	Aisle 11	Location 29
