Order 0	number of articles 20
5	Aisle 9	Location 44
6	Aisle 7	Location 40
7	Aisle 11	Location 11
8	Aisle 19	Location 37
9	Aisle 19	Location 5
10	Aisle 13	Location 16
11	Aisle 4	Location 12
12	Aisle 12	Location 41
13	Aisle 6	Location 27
Order 7	number of articles 18
0	Aisle 3	Location 25
1	Aisle 14	Location 38
2	Aisle 16	Location 16
3	Aisle 7	Location 3
4	Aisle 9	Location 33
5	Aisle 11	Location 2
6	Aisle 9	Location 15
7	Aisle 7	Location 33
8	Aisle 3	Location 29
9	Aisle 11	Location 16
10	Aisle 0	Location 17
11	Aisle 17	Location 26
12	Aisle 5	Location 26
13	Aisle 10	Location 14
14	Aisle 6	Location 5
15	Aisle 9	Location 40
16	Aisle 19	Location 33
17	Aisle 8	Location 39
Order 8	number of articles 24
0	Aisle 15	Location 25
1	Aisle 5	Location 8
2	Aisle 0	Location 27
3	Aisle 11	Location 24
4	Aisle 6	Location 15
5	Aisle 16	Location 19
6	Aisle 0	Location 22
7	Aisle 15	Location 11
8	Aisle 8	Location 30
9	Aisle 3	Location 34
10	Aisle 17	Location 19
11	Aisle 0	Location 5
12	Aisle 1	Location 40
13	Aisle 17	Location 12
14	Aisle 0	Location 41
15	Aisle 7	Location 18
16	Aisle 13	Location 11
17	Aisle 15	Location 30
18	Aisle 11	Location 11
19	Aisle 14	Location 27
20	Aisle 1	Location 41
21	Aisle 3	Location 44
22	Aisle 19	Location 39
23	Aisle 2	Location 29
Order 9	number of articles 8
0	Aisle 15	Location 3
1	Aisle 16	Location 39
2	Aisle 18	Location 8
3	Aisle 7	Location 42
4	Aisle 12	Location 15
5	Aisle 5	Location 24
6	Aisle 1	Location 42
7	Aisle 9	Location 4
Order 10	number of articles 22
0	Aisle 13	Location 6
1	Aisle 13	Location 24
2	Aisle 19	Location 22
3	Aisle 0	Location 6
4	Aisle 2	Location 24
5	Aisle 14	Location 39
6	Aisle 6	Location 11
7	Aisle 10	Location 9
8	Aisle 12	Location 34
9	Aisle 2	Location 0
10	Aisle 4	Location 31
11	Aisle 4	Location 1
12	Aisle 16	Location 42
13	Aisle 11	Location 18
14	Aisle 18	Location 37
15	Aisle 17	Location 9
16	Aisle 2	Location 3
17	Aisle 1	Location 40
18	Aisle 17	Location 43
19	Aisle 6	Location 2
20	Aisle 0	Location 30
21	Aisle 8	Location 38
Order 11	number of articles 9
0	Aisle 8	Location 28
1	Aisle 13	Location 42
2	Aisle 18	Location 16
3	Aisle 16	Location 40
4	Aisle 10	Location 5
5	Aisle 10	Location 3
6	Aisle 17	Location 4
7	Aisle 1	Location 5
8	Aisle 18	Location 3
Order 12	number of articles 21
0	Aisle 19	Location 10
1	Aisle 15	Location 19
2	Aisle 10	Location 25
3	Aisle 5	Location 3
4	Aisle 16	Location 1
5	Aisle 9	Location 22
6	Aisle 17	Location 27
7	Aisle 2	Location 17
8	Aisle 3	Location 23
9	Aisle 13	Location 40
10	Aisle 12	Location 21
11	Aisle 4	Location 44
12	Aisle 12	Location 12
13	Aisle 11	Location 23
14	Aisle 11	Location 44
15	Aisle 15	Location 41
16	Aisle 3	Location 2
17	Aisle 15	Location 31
18	Aisle 19	Location 0
19	Aisle 18	Location 17
20	Aisle 8	Location 17
Order 13	number of articles 7
0	Aisle 4	Location 43
1	Aisle 10	Location 2
2	Aisle 16	Location 2
3	Aisle 3	Location 43
4	Aisle 15	Location 5
5	Aisle 12	Location 16
6	Aisle 13	Location 31
Order 14	number of articles 12
0	Aisle 18	Location 0
1	Aisle 0	Location 15
2	Aisle 3	Location 6
3	Aisle 17	Location 10
4	Aisle 5	Location 25
5	Aisle 18	Location 33
6	Aisle 18	Location 18
7	Aisle 2	Location 4
8	Aisle 3	Location 43
9	Aisle 18	Location 23
10	Aisle 14	Location 44
11	Aisle 19	Location 37
Order 15	number of articles 10
0	Aisle 7	Location 37
1	Aisle 3	Location 2
2	Aisle 10	Location 18
3	Aisle 5	Location 9
4	Aisle 4	Location 17
5	Aisle 9	Location 43
6	Aisle 13	Location 12
7	Aisle 16	Location 14
8	Aisle 9	Location 3
9	Aisle 4	Location 26
Order 16	number of articles 14
0	Aisle 11	Location 22
1	Aisle 4	Location 40
2	Aisle 3	Location 6
3	Aisle 17	Location 13
4	Aisle 17	Location 15
5	Aisle 4	Location 0
6	Aisle 8	Location 17
7	Aisle 12	Location 22
8	Aisle 13	Location 5
9	Aisle 12	Location 30
10	Aisle 12	Location 15
11	Aisle 17	Location 24
12	Aisle 1	Location 4
13	Aisle 16	Location 12
Order 17	number of articles 7
0	Aisle 0	Location 7
1	Aisle 2	Location 32
2	Aisle 8	Location 41
3	Aisle 16	Location 39
4	Aisle 8	Location 11
5	Aisle 16	Location 3
6	Aisle 12	Location 4
Order 18	number of articles 9
0	Aisle 19	Location 10
1	Aisle 19	Location 40
2	Aisle 2	Location 20
3	Aisle 16	Location 4
4	Aisle 11	Location 6
5	Aisle 11	Location 32
6	Aisle 4	Location 8
7	Aisle 16	Location 44
8	Aisle 18	Location 16
Order 19	number of articles 6
0	Aisle 2	Location 19
1	Aisle 13	Location 27
2	Aisle 5	Location 36
3	Aisle 10	Location 21
4	Aisle 17	Location 34
5	Aisle 15	Location 17
Order 20	number of articles 11
0	Aisle 15	Location 19
1	Aisle 19	Location 23
2	Aisle 2	Location 28
3	Aisle 19	Location 39
4	Aisle 10	Location 31
5	Aisle 14	Location 12
6	Aisle 10	Location 18
7	Aisle 0	Location 29
8	Aisle 8	Location 12
9	Aisle 3	Location 44
10	Aisle 2	Location 42
Order 21	number of articles 5
0	Aisle 17	Location 13
1	Aisle 3	Location 43
2	Aisle 13	Location 36
3	Aisle 11	Location 10
4	Aisle 17	Location 8
Order 22	number of articles 22
0	Aisle 16	Location 7
1	Aisle 3	Location 15
2	Aisle 9	Location 43
3	Aisle 16	Location 37
4	Aisle 2	Location 20
5	Aisle 11	Location 29
6	Aisle 18	Location 37
7	Aisle 7	Location 44
8	Aisle 2	Location 40
9	Aisle 9	Location 29
10	Aisle 5	Location 38
11	Aisle 13	Location 42
12	Aisle 9	Location 7
13	Aisle 12	Location 12
14	Aisle 17	Location 24
15	Aisle 3	Location 20
16	Aisle 18	Location 26
17	Aisle 19	Location 14
18	Aisle 7	Location 5
19	Aisle 9	Location 5
20	Aisle 10	Location 24
21	Aisle 16	Location 3
Order 23	number of articles 7
0	Aisle 9	Location 20
1	Aisle 5	Location 38
2	Aisle 3	Location 41
3	Aisle 15	Location 38
4	Aisle 18	Location 36
5	Aisle 2	Location 7
6	Aisle 19	Location 16
Order 24	number of articles 5
0	Aisle 11	Location 40
1	Aisle 3	Location 10
2	Aisle 0	Location 12
3	Aisle 18	Location 41
4	Aisle 10	Location 21
Order 25	number of articles 12
0	Aisle 9	Location 20
1	Aisle 5	Location 1
2	Aisle 3	Location 15
3	Aisle 1	Location 36
4	Aisle 7	Location 26
5	Aisle 13	Location 0
6	Aisle 7	Location 33
7	Aisle 10	Location 14
8	Aisle 16	Location 15
9	Aisle 15	Location 19
10	Aisle 3	Location 30
11	Aisle 7	Location 44
Order 26	number of articles 19
0	Aisle 6	Location 24
1	Aisle 11	Location 43
2	Aisle 10	Location 14
3	Aisle 7	Location 3
4	Aisle 13	Location 8
5	Aisle 1	Location 22
6	Aisle 0	Location 44
7	Aisle 9	Location 3
8	Aisle 6	Location 25
9	Aisle 6	Location 36
10	Aisle 0	Location 2
11	Aisle 19	Location 28
12	Aisle 18	Location 22
13	Aisle 11	Location 40
14	Aisle 16	Location 22
15	Aisle 17	Location 22
16	Aisle 1	Location 11
17	Aisle 15	Location 4
18	Aisle 4	Location 7
Order 27	number of articles 11
0	Aisle 5	Location 1
1	Aisle 14	Location 28
2	Aisle 0	Location 33
3	Aisle 13	Location 30
4	Aisle 18	Location 22
5	Aisle 5	Location 13
6	Aisle 6	Location 43
7	Aisle 14	Location 42
8	Aisle 15	Location 30
9	Aisle 6	Location 21
10	Aisle 3	Location 39
Order 28	number of articles 8
0	Aisle 5	Location 15
1	Aisle 0	Location 25
2	Aisle 0	Location 38
3	Aisle 13	Location 43
4	Aisle 7	Location 40
5	Aisle 5	Location 11
6	Aisle 6	Location 37
7	Aisle 13	Location 26
Order 29	number of articles 14
0	Aisle 1	Location 17
1	Aisle 14	Location 28
2	Aisle 1	Location 38
3	Aisle 16	Location 27
4	Aisle 1	Location 30
5	Aisle 1	Location 16
6	Aisle 9	Location 29
7	Aisle 1	Location 36
8	Aisle 2	Location 41
9	Aisle 1	Location 7
10	Aisle 1	Location 14
11	Aisle 2	Location 28
12	Aisle 1	Location 33
13	Aisle 15	Location 8
Order 30	number of articles 10
0	Aisle 19	Location 15
1	Aisle 9	Location 20
2	Aisle 15	Location 3
3	Aisle 10	Location 27
4	Aisle 9	Location 34
5	Aisle 1	Location 2
6	Aisle 12	Location 44
7	Aisle 18	Location 33
8	Aisle 2	Location 34
9	Aisle 12	Location 30
Order 31	number of articles 12
0	Aisle 5	Location 2
1	Aisle 6	Location 15
2	Aisle 11	Location 12
3	Aisle 9	Location 32
4	Aisle 14	Location 17
5	Aisle 18	Location 22
6	Aisle 7	Location 11
7	Aisle 8	Location 17
8	Aisle 9	Location 31
9	Aisle 4	Location 17
10	Aisle 18	Location 44
11	Aisle 5	Location 21
Order 32	number of articles 22
0	Aisle 16	Location 30
1	Aisle 9	Location 32
2	Aisle 8	Location 23
3	Aisle 16	Location 39
4	Aisle 12	Location 0
5	Aisle 2	Location 9
6	Aisle 3	Location 19
7	Aisle 5	Location 4
8	Aisle 5	Location 13
9	Aisle 16	Location 35
10	Aisle 7	Location 25
11	Aisle 15	Location 2
12	Aisle 17	Location 24
13	Aisle 7	Location 40
14	Aisle 16	Location 42
15	Aisle 17	Location 2
16	Aisle 8	Location 29
17	Aisle 8	Location 28
18	Aisle 4	Location 29
19	Aisle 14	Location 22
20	Aisle 10	Location 8
21	Aisle 18	Location 35
Order 33	number of articles 12
0	Aisle 15	Location 36
1	Aisle 8	Location 30
2	Aisle 0	Location 37
3	Aisle 19	Location 9
4	Aisle 4	Location 6
5	Aisle 2	Location 43
6	Aisle 14	Location 23
7	Aisle 9	Location 41
8	Aisle 10	Location 16
9	Aisle 2	Location 29
10	Aisle 16	Location 24
11	Aisle 2	Location 0
Order 34	number of articles 18
0	Aisle 15	Location 36
1	Aisle 14	Location 25
2	Aisle 4	Location 22
3	Aisle 5	Location 28
4	Aisle 16	Location 16
5	Aisle 14	Location 30
6	Aisle 18	Location 41
7	Aisle 12	Location 29
8	Aisle 5	Location 19
9	Aisle 9	Location 4
10	Aisle 7	Location 6
11	Aisle 0	Location 12
12	Aisle 14	Location 28
13	Aisle 7	Location 16
14	Aisle 12	Location 36
15	Aisle 2	Location 18
16	Aisle 5	Location 37
17	Aisle 5	Location 18
Order 35	number of articles 13
0	Aisle 16	Location 2
1	Aisle 0	Location 39
2	Aisle 11	Location 17
3	Aisle 18	Location 35
4	Aisle 14	Location 24
5	Aisle 17	Location 17
6	Aisle 5	Location 25
7	Aisle 0	Location 43
8	Aisle 2	Location 13
9	Aisle 11	Location 4
10	Aisle 14	Location 13
11	Aisle 9	Location 7
12	Aisle 12	Location 43
Order 36	number of articles 22
0	Aisle 13	Location 33
1	Aisle 0	Location 1
2	Aisle 10	Location 3
3	Aisle 7	Location 19
4	Aisle 0	Location 9
5	Aisle 1	Location 31
6	Aisle 3	Location 32
7	Aisle 16	Location 11
8	Aisle 18	Location 33
9	Aisle 17	Location 0
10	Aisle 16	Location 14
11	Aisle 14	Location 20
12	Aisle 8	Location 18
13	Aisle 7	Location 11
14	Aisle 6	Location 39
15	Aisle 3	Location 7
16	Aisle 17	Location 35
17	Aisle 14	Location 13
18	Aisle 15	Location 23
19	Aisle 10	Location 2
20	Aisle 1	Location 37
21	Aisle 2	Location 15
Order 37	number of articles 6
0	Aisle 13	Location 27
1	Aisle 7	Location 26
2	Aisle 13	Location 41
3	Aisle 6	Location 23
4	Aisle 7	Location 35
5	Aisle 4	Location 7
Order 38	number of articles 20
0	Aisle 9	Location 35
1	Aisle 11	Location 36
2	Aisle 4	Location 29
3	Aisle 15	Location 5
4	Aisle 9	Location 42
5	Aisle 7	Location 16
6	Aisle 18	Location 39
7	Aisle 11	Location 17
8	Aisle 12	Location 41
9	Aisle 10	Location 19
10	Aisle 0	Location 34
11	Aisle 0	Location 22
12	Aisle 15	Location 29
13	Aisle 10	Location 3
14	Aisle 19	Location 2
15	Aisle 0	Location 40
16	Aisle 15	Location 30
17	Aisle 2	Location 20
18	Aisle 8	Location 25
19	Aisle 6	Location 7
Order 39	number of articles 15
0	Aisle 4	Location 19
1	Aisle 3	Location 21
2	Aisle 5	Location 18
3	Aisle 5	Location 37
4	Aisle 18	Location 42
5	Aisle 6	Location 1
6	Aisle 4	Location 4
7	Aisle 7	Location 11
8	Aisle 8	Location 24
9	Aisle 16	Location 6
10	Aisle 12	Location 2
11	Aisle 2	Location 15
12	Aisle 13	Location 36
13	Aisle 9	Location 40
14	Aisle 11	Location 35
