Order 0	number of articles 7
7	Aisle 9	Location 11
8	Aisle 3	Location 4
9	Aisle 1	Location 25
10	Aisle 7	Location 26
11	Aisle 18	Location 18
12	Aisle 4	Location 21
13	Aisle 2	Location 7
14	Aisle 11	Location 40
15	Aisle 12	Location 32
16	Aisle 7	Location 30
17	Aisle 15	Location 34
18	Aisle 4	Location 29
19	Aisle 8	Location 3
Order 7	number of articles 11
0	Aisle 16	Location 44
1	Aisle 13	Location 6
2	Aisle 15	Location 14
3	Aisle 3	Location 0
4	Aisle 3	Location 30
5	Aisle 7	Location 44
6	Aisle 9	Location 41
7	Aisle 16	Location 28
8	Aisle 8	Location 14
9	Aisle 18	Location 38
10	Aisle 4	Location 12
Order 8	number of articles 7
0	Aisle 4	Location 5
1	Aisle 4	Location 42
2	Aisle 14	Location 14
3	Aisle 0	Location 5
4	Aisle 2	Location 23
5	Aisle 6	Location 30
6	Aisle 4	Location 2
Order 9	number of articles 15
0	Aisle 8	Location 38
1	Aisle 14	Location 17
2	Aisle 16	Location 41
3	Aisle 2	Location 7
4	Aisle 7	Location 27
5	Aisle 10	Location 10
6	Aisle 15	Location 6
7	Aisle 13	Location 12
8	Aisle 13	Location 23
9	Aisle 2	Location 1
10	Aisle 18	Location 16
11	Aisle 14	Location 3
12	Aisle 6	Location 41
13	Aisle 5	Location 18
14	Aisle 3	Location 28
Order 10	number of articles 20
0	Aisle 13	Location 1
1	Aisle 6	Location 9
2	Aisle 12	Location 26
3	Aisle 0	Location 43
4	Aisle 19	Location 10
5	Aisle 10	Location 28
6	Aisle 6	Location 2
7	Aisle 14	Location 44
8	Aisle 7	Location 6
9	Aisle 1	Location 27
10	Aisle 15	Location 16
11	Aisle 2	Location 31
12	Aisle 3	Location 40
13	Aisle 14	Location 38
14	Aisle 14	Location 6
15	Aisle 0	Location 12
16	Aisle 1	Location 43
17	Aisle 2	Location 23
18	Aisle 3	Location 16
19	Aisle 11	Location 42
Order 11	number of articles 21
0	Aisle 14	Location 9
1	Aisle 0	Location 4
2	Aisle 1	Location 44
3	Aisle 3	Location 13
4	Aisle 17	Location 14
5	Aisle 4	Location 9
6	Aisle 13	Location 35
7	Aisle 19	Location 39
8	Aisle 14	Location 32
9	Aisle 18	Location 36
10	Aisle 4	Location 38
11	Aisle 19	Location 11
12	Aisle 19	Location 5
13	Aisle 2	Location 4
14	Aisle 13	Location 7
15	Aisle 2	Location 29
16	Aisle 5	Location 44
17	Aisle 5	Location 43
18	Aisle 8	Location 10
19	Aisle 5	Location 16
20	Aisle 10	Location 7
Order 12	number of articles 6
0	Aisle 10	Location 35
1	Aisle 17	Location 15
2	Aisle 11	Location 43
3	Aisle 11	Location 18
4	Aisle 1	Location 39
5	Aisle 12	Location 24
Order 13	number of articles 18
0	Aisle 0	Location 10
1	Aisle 19	Location 14
2	Aisle 0	Location 41
3	Aisle 16	Location 10
4	Aisle 8	Location 44
5	Aisle 2	Location 20
6	Aisle 19	Location 39
7	Aisle 15	Location 28
8	Aisle 15	Location 10
9	Aisle 6	Location 9
10	Aisle 12	Location 10
11	Aisle 3	Location 24
12	Aisle 2	Location 42
13	Aisle 17	Location 19
14	Aisle 12	Location 40
15	Aisle 15	Location 4
16	Aisle 3	Location 33
17	Aisle 9	Location 40
Order 14	number of articles 6
0	Aisle 15	Location 11
1	Aisle 15	Location 20
2	Aisle 11	Location 15
3	Aisle 7	Location 13
4	Aisle 0	Location 9
5	Aisle 11	Location 30
Order 15	number of articles 17
0	Aisle 14	Location 37
1	Aisle 5	Location 7
2	Aisle 8	Location 18
3	Aisle 1	Location 13
4	Aisle 18	Location 11
5	Aisle 6	Location 43
6	Aisle 12	Location 2
7	Aisle 0	Location 9
8	Aisle 10	Location 16
9	Aisle 13	Location 34
10	Aisle 12	Location 42
11	Aisle 18	Location 22
12	Aisle 0	Location 24
13	Aisle 18	Location 2
14	Aisle 0	Location 16
15	Aisle 19	Location 22
16	Aisle 7	Location 15
Order 16	number of articles 10
0	Aisle 14	Location 8
1	Aisle 17	Location 24
2	Aisle 1	Location 2
3	Aisle 4	Location 6
4	Aisle 17	Location 26
5	Aisle 13	Location 16
6	Aisle 13	Location 11
7	Aisle 16	Location 34
8	Aisle 2	Location 16
9	Aisle 0	Location 44
Order 17	number of articles 7
0	Aisle 19	Location 23
1	Aisle 6	Location 28
2	Aisle 17	Location 15
3	Aisle 7	Location 16
4	Aisle 16	Location 23
5	Aisle 9	Location 19
6	Aisle 8	Location 23
Order 18	number of articles 15
0	Aisle 5	Location 1
1	Aisle 3	Location 30
2	Aisle 14	Location 9
3	Aisle 14	Location 37
4	Aisle 2	Location 7
5	Aisle 18	Location 36
6	Aisle 3	Location 14
7	Aisle 11	Location 24
8	Aisle 1	Location 7
9	Aisle 10	Location 38
10	Aisle 14	Location 5
11	Aisle 14	Location 25
12	Aisle 4	Location 6
13	Aisle 17	Location 0
14	Aisle 7	Location 30
Order 19	number of articles 21
0	Aisle 13	Location 39
1	Aisle 0	Location 14
2	Aisle 16	Location 24
3	Aisle 4	Location 44
4	Aisle 3	Location 32
5	Aisle 8	Location 23
6	Aisle 8	Location 36
7	Aisle 14	Location 37
8	Aisle 16	Location 30
9	Aisle 1	Location 22
10	Aisle 11	Location 3
11	Aisle 14	Location 44
12	Aisle 1	Location 43
13	Aisle 3	Location 13
14	Aisle 1	Location 37
15	Aisle 1	Location 9
16	Aisle 19	Location 8
17	Aisle 9	Location 44
18	Aisle 4	Location 13
19	Aisle 7	Location 9
20	Aisle 15	Location 41
Order 20	number of articles 14
0	Aisle 12	Location 38
1	Aisle 16	Location 25
2	Aisle 14	Location 26
3	Aisle 15	Location 38
4	Aisle 5	Location 17
5	Aisle 11	Location 30
6	Aisle 7	Location 10
7	Aisle 16	Location 34
8	Aisle 1	Location 21
9	Aisle 9	Location 17
10	Aisle 0	Location 9
11	Aisle 3	Location 24
12	Aisle 14	Location 4
13	Aisle 1	Location 18
Order 21	number of articles 17
0	Aisle 17	Location 32
1	Aisle 7	Location 35
2	Aisle 12	Location 14
3	Aisle 1	Location 28
4	Aisle 8	Location 20
5	Aisle 11	Location 24
6	Aisle 0	Location 31
7	Aisle 2	Location 38
8	Aisle 14	Location 28
9	Aisle 9	Location 6
10	Aisle 6	Location 38
11	Aisle 0	Location 25
12	Aisle 11	Location 6
13	Aisle 2	Location 15
14	Aisle 4	Location 27
15	Aisle 2	Location 23
16	Aisle 12	Location 24
Order 22	number of articles 8
0	Aisle 18	Location 16
1	Aisle 13	Location 24
2	Aisle 8	Location 43
3	Aisle 11	Location 26
4	Aisle 9	Location 37
5	Aisle 15	Location 42
6	Aisle 12	Location 23
7	Aisle 13	Location 42
Order 23	number of articles 5
0	Aisle 10	Location 0
1	Aisle 3	Location 26
2	Aisle 0	Location 43
3	Aisle 5	Location 34
4	Aisle 8	Location 19
Order 24	number of articles 17
0	Aisle 19	Location 32
1	Aisle 17	Location 33
2	Aisle 15	Location 30
3	Aisle 14	Location 10
4	Aisle 14	Location 31
5	Aisle 12	Location 41
6	Aisle 15	Location 39
7	Aisle 2	Location 3
8	Aisle 14	Location 29
9	Aisle 2	Location 9
10	Aisle 3	Location 31
11	Aisle 15	Location 15
12	Aisle 6	Location 27
13	Aisle 16	Location 26
14	Aisle 17	Location 43
15	Aisle 17	Location 29
16	Aisle 9	Location 42
Order 25	number of articles 14
0	Aisle 6	Location 34
1	Aisle 12	Location 16
2	Aisle 7	Location 32
3	Aisle 0	Location 24
4	Aisle 11	Location 0
5	Aisle 1	Location 29
6	Aisle 7	Location 21
7	Aisle 8	Location 10
8	Aisle 2	Location 14
9	Aisle 8	Location 19
10	Aisle 12	Location 43
11	Aisle 17	Location 26
12	Aisle 11	Location 15
13	Aisle 11	Location 3
Order 26	number of articles 8
0	Aisle 10	Location 21
1	Aisle 11	Location 32
2	Aisle 6	Location 37
3	Aisle 3	Location 34
4	Aisle 16	Location 32
5	Aisle 3	Location 23
6	Aisle 9	Location 14
7	Aisle 19	Location 19
Order 27	number of articles 23
0	Aisle 1	Location 24
1	Aisle 8	Location 5
2	Aisle 14	Location 33
3	Aisle 7	Location 18
4	Aisle 5	Location 19
5	Aisle 12	Location 0
6	Aisle 3	Location 21
7	Aisle 10	Location 8
8	Aisle 13	Location 43
9	Aisle 10	Location 11
10	Aisle 7	Location 29
11	Aisle 0	Location 42
12	Aisle 8	Location 10
13	Aisle 18	Location 43
14	Aisle 7	Location 31
15	Aisle 14	Location 21
16	Aisle 7	Location 20
17	Aisle 0	Location 16
18	Aisle 3	Location 36
19	Aisle 18	Location 23
20	Aisle 15	Location 17
21	Aisle 0	Location 37
22	Aisle 4	Location 36
Order 28	number of articles 21
0	Aisle 12	Location 37
1	Aisle 10	Location 28
2	Aisle 6	Location 11
3	Aisle 19	Location 8
4	Aisle 2	Location 18
5	Aisle 18	Location 16
6	Aisle 9	Location 29
7	Aisle 1	Location 5
8	Aisle 7	Location 34
9	Aisle 6	Location 28
10	Aisle 2	Location 22
11	Aisle 18	Location 25
12	Aisle 19	Location 26
13	Aisle 4	Location 40
14	Aisle 8	Location 2
15	Aisle 10	Location 11
16	Aisle 0	Location 32
17	Aisle 14	Location 10
18	Aisle 11	Location 12
19	Aisle 19	Location 9
20	Aisle 15	Location 26
Order 29	number of articles 8
0	Aisle 1	Location 17
1	Aisle 19	Location 41
2	Aisle 12	Location 34
3	Aisle 12	Location 35
4	Aisle 18	Location 17
5	Aisle 9	Location 33
6	Aisle 17	Location 6
7	Aisle 1	Location 35
Order 30	number of articles 12
0	Aisle 3	Location 37
1	Aisle 2	Location 17
2	Aisle 0	Location 43
3	Aisle 13	Location 27
4	Aisle 9	Location 8
5	Aisle 6	Location 28
6	Aisle 4	Location 30
7	Aisle 14	Location 36
8	Aisle 19	Location 24
9	Aisle 17	Location 39
10	Aisle 9	Location 43
11	Aisle 0	Location 39
Order 31	number of articles 18
0	Aisle 19	Location 35
1	Aisle 11	Location 3
2	Aisle 10	Location 22
3	Aisle 15	Location 25
4	Aisle 12	Location 11
5	Aisle 12	Location 7
6	Aisle 7	Location 25
7	Aisle 12	Location 32
8	Aisle 12	Location 17
9	Aisle 5	Location 5
10	Aisle 6	Location 12
11	Aisle 11	Location 32
12	Aisle 17	Location 20
13	Aisle 1	Location 7
14	Aisle 11	Location 33
15	Aisle 5	Location 0
16	Aisle 11	Location 21
17	Aisle 11	Location 8
Order 32	number of articles 17
0	Aisle 13	Location 27
1	Aisle 4	Location 25
2	Aisle 1	Location 15
3	Aisle 9	Location 6
4	Aisle 5	Location 44
5	Aisle 16	Location 42
6	Aisle 12	Location 44
7	Aisle 13	Location 36
8	Aisle 9	Location 25
9	Aisle 12	Location 13
10	Aisle 19	Location 20
11	Aisle 9	Location 27
12	Aisle 6	Location 7
13	Aisle 18	Location 24
14	Aisle 17	Location 22
15	Aisle 4	Location 37
16	Aisle 5	Location 1
Order 33	number of articles 14
0	Aisle 14	Location 42
1	Aisle 11	Location 8
2	Aisle 19	Location 13
3	Aisle 1	Location 35
4	Aisle 19	Location 0
5	Aisle 12	Location 38
6	Aisle 13	Location 5
7	Aisle 12	Location 21
8	Aisle 14	Location 23
9	Aisle 6	Location 9
10	Aisle 11	Location 4
11	Aisle 16	Location 9
12	Aisle 15	Location 6
13	Aisle 9	Location 26
Order 34	number of articles 24
0	Aisle 15	Location 0
1	Aisle 19	Location 12
2	Aisle 6	Location 25
3	Aisle 13	Location 18
4	Aisle 4	Location 2
5	Aisle 15	Location 28
6	Aisle 7	Location 16
7	Aisle 4	Location 15
8	Aisle 11	Location 7
9	Aisle 2	Location 6
10	Aisle 1	Location 25
11	Aisle 3	Location 36
12	Aisle 14	Location 29
13	Aisle 8	Location 39
14	Aisle 1	Location 36
15	Aisle 12	Location 22
16	Aisle 2	Location 11
17	Aisle 0	Location 7
18	Aisle 11	Location 43
19	Aisle 17	Location 8
20	Aisle 14	Location 39
21	Aisle 10	Location 19
22	Aisle 13	Location 17
23	Aisle 19	Location 36
Order 35	number of articles 23
0	Aisle 14	Location 13
1	Aisle 1	Location 22
2	Aisle 16	Location 18
3	Aisle 3	Location 26
4	Aisle 10	Location 38
5	Aisle 12	Location 42
6	Aisle 1	Location 7
7	Aisle 5	Location 25
8	Aisle 4	Location 1
9	Aisle 9	Location 19
10	Aisle 15	Location 44
11	Aisle 18	Location 8
12	Aisle 7	Location 41
13	Aisle 5	Location 28
14	Aisle 16	Location 33
15	Aisle 6	Location 31
16	Aisle 19	Location 2
17	Aisle 2	Location 20
18	Aisle 10	Location 10
19	Aisle 11	Location 12
20	Aisle 15	Location 3
21	Aisle 18	Location 7
22	Aisle 15	Location 22
Order 36	number of articles 20
0	Aisle 9	Location 8
1	Aisle 7	Location 28
2	Aisle 15	Location 30
3	Aisle 9	Location 7
4	Aisle 14	Location 14
5	Aisle 7	Location 39
6	Aisle 7	Location 20
7	Aisle 7	Location 26
8	Aisle 0	Location 23
9	Aisle 19	Location 20
10	Aisle 15	Location 9
11	Aisle 9	Location 0
12	Aisle 14	Location 24
13	Aisle 4	Location 37
14	Aisle 11	Location 35
15	Aisle 13	Location 18
16	Aisle 12	Location 11
17	Aisle 9	Location 11
18	Aisle 11	Location 39
19	Aisle 10	Location 19
Order 37	number of articles 14
0	Aisle 12	Location 29
1	Aisle 13	Location 38
2	Aisle 7	Location 21
3	Aisle 13	Location 7
4	Aisle 3	Location 17
5	Aisle 2	Location 18
6	Aisle 14	Location 36
7	Aisle 18	Location 13
8	Aisle 3	Location 14
9	Aisle 18	Location 35
10	Aisle 14	Location 20
11	Aisle 3	Location 33
12	Aisle 15	Location 40
13	Aisle 6	Location 14
Order 38	number of articles 22
0	Aisle 19	Location 32
1	Aisle 17	Location 10
2	Aisle 19	Location 30
3	Aisle 12	Location 22
4	Aisle 0	Location 27
5	Aisle 16	Location 20
6	Aisle 11	Location 44
7	Aisle 14	Location 36
8	Aisle 7	Location 19
9	Aisle 13	Location 26
10	Aisle 11	Location 15
11	Aisle 12	Location 28
12	Aisle 7	Location 15
13	Aisle 15	Location 7
14	Aisle 12	Location 1
15	Aisle 5	Location 18
16	Aisle 1	Location 4
17	Aisle 4	Location 29
18	Aisle 19	Location 41
19	Aisle 15	Location 24
20	Aisle 10	Location 1
21	Aisle 6	Location 17
Order 39	number of articles 18
0	Aisle 19	Location 35
1	Aisle 4	Location 42
2	Aisle 8	Location 14
3	Aisle 7	Location 26
4	Aisle 13	Location 0
5	Aisle 7	Location 43
6	Aisle 6	Location 22
7	Aisle 8	Location 32
8	Aisle 12	Location 41
9	Aisle 5	Location 8
10	Aisle 4	Location 44
11	Aisle 7	Location 32
12	Aisle 8	Location 17
13	Aisle 6	Location 11
14	Aisle 4	Location 15
15	Aisle 16	Location 8
16	Aisle 0	Location 42
17	Aisle 17	Location 9
