Order 0	number of articles 13
11	Aisle 6	Location 21
12	Aisle 6	Location 38
13	Aisle 1	Location 18
14	Aisle 15	Location 2
15	Aisle 6	Location 13
16	Aisle 10	Location 19
17	Aisle 12	Location 7
18	Aisle 6	Location 19
19	Aisle 12	Location 37
20	Aisle 18	Location 24
21	Aisle 17	Location 27
22	Aisle 12	Location 1
23	Aisle 12	Location 29
Order 27	number of articles 14
0	Aisle 15	Location 6
1	Aisle 3	Location 20
2	Aisle 10	Location 5
3	Aisle 6	Location 6
4	Aisle 1	Location 32
5	Aisle 12	Location 32
6	Aisle 19	Location 25
7	Aisle 13	Location 9
8	Aisle 4	Location 22
9	Aisle 8	Location 14
10	Aisle 9	Location 29
11	Aisle 0	Location 11
12	Aisle 1	Location 18
13	Aisle 12	Location 18
Order 28	number of articles 5
0	Aisle 13	Location 23
1	Aisle 3	Location 44
2	Aisle 16	Location 35
3	Aisle 13	Location 44
4	Aisle 8	Location 21
Order 29	number of articles 19
0	Aisle 15	Location 24
1	Aisle 12	Location 17
2	Aisle 16	Location 20
3	Aisle 4	Location 29
4	Aisle 19	Location 17
5	Aisle 16	Location 27
6	Aisle 18	Location 14
7	Aisle 10	Location 5
8	Aisle 14	Location 2
9	Aisle 3	Location 41
10	Aisle 13	Location 19
11	Aisle 8	Location 14
12	Aisle 18	Location 2
13	Aisle 8	Location 17
14	Aisle 18	Location 37
15	Aisle 15	Location 25
16	Aisle 12	Location 7
17	Aisle 0	Location 2
18	Aisle 16	Location 18
Order 30	number of articles 17
0	Aisle 4	Location 10
1	Aisle 19	Location 38
2	Aisle 7	Location 29
3	Aisle 2	Location 25
4	Aisle 2	Location 3
5	Aisle 15	Location 40
6	Aisle 0	Location 27
7	Aisle 2	Location 31
8	Aisle 15	Location 43
9	Aisle 12	Location 22
10	Aisle 16	Location 18
11	Aisle 8	Location 37
12	Aisle 2	Location 42
13	Aisle 13	Location 7
14	Aisle 15	Location 11
15	Aisle 9	Location 2
16	Aisle 15	Location 22
Order 31	number of articles 17
0	Aisle 6	Location 22
1	Aisle 6	Location 41
2	Aisle 11	Location 43
3	Aisle 1	Location 35
4	Aisle 9	Location 15
5	Aisle 15	Location 41
6	Aisle 10	Location 32
7	Aisle 14	Location 37
8	Aisle 9	Location 13
9	Aisle 3	Location 25
10	Aisle 19	Location 8
11	Aisle 18	Location 5
12	Aisle 14	Location 0
13	Aisle 17	Location 4
14	Aisle 16	Location 4
15	Aisle 1	Location 11
16	Aisle 19	Location 15
Order 32	number of articles 6
0	Aisle 14	Location 36
1	Aisle 13	Location 2
2	Aisle 10	Location 22
3	Aisle 9	Location 42
4	Aisle 10	Location 30
5	Aisle 8	Location 25
Order 33	number of articles 12
0	Aisle 12	Location 4
1	Aisle 3	Location 12
2	Aisle 6	Location 37
3	Aisle 17	Location 9
4	Aisle 9	Location 31
5	Aisle 11	Location 33
6	Aisle 14	Location 15
7	Aisle 4	Location 27
8	Aisle 15	Location 5
9	Aisle 0	Location 24
10	Aisle 15	Location 3
11	Aisle 5	Location 39
Order 34	number of articles 13
0	Aisle 5	Location 21
1	Aisle 4	Location 1
2	Aisle 14	Location 18
3	Aisle 9	Location 5
4	Aisle 0	Location 9
5	Aisle 19	Location 25
6	Aisle 3	Location 32
7	Aisle 7	Location 21
8	Aisle 2	Location 25
9	Aisle 1	Location 14
10	Aisle 16	Location 23
11	Aisle 9	Location 18
12	Aisle 19	Location 9
Order 35	number of articles 13
0	Aisle 11	Location 38
1	Aisle 2	Location 24
2	Aisle 2	Location 28
3	Aisle 3	Location 24
4	Aisle 17	Location 27
5	Aisle 1	Location 41
6	Aisle 15	Location 8
7	Aisle 17	Location 17
8	Aisle 17	Location 41
9	Aisle 18	Location 4
10	Aisle 0	Location 42
11	Aisle 3	Location 39
12	Aisle 8	Location 34
Order 36	number of articles 10
0	Aisle 3	Location 23
1	Aisle 16	Location 31
2	Aisle 11	Location 13
3	Aisle 18	Location 37
4	Aisle 6	Location 18
5	Aisle 6	Location 35
6	Aisle 1	Location 21
7	Aisle 8	Location 8
8	Aisle 19	Location 9
9	Aisle 1	Location 1
Order 37	number of articles 20
0	Aisle 11	Location 8
1	Aisle 3	Location 43
2	Aisle 12	Location 22
3	Aisle 16	Location 16
4	Aisle 16	Location 7
5	Aisle 6	Location 22
6	Aisle 13	Location 31
7	Aisle 1	Location 6
8	Aisle 11	Location 1
9	Aisle 6	Location 17
10	Aisle 1	Location 7
11	Aisle 16	Location 13
12	Aisle 9	Location 9
13	Aisle 6	Location 27
14	Aisle 11	Location 43
15	Aisle 16	Location 28
16	Aisle 5	Location 40
17	Aisle 16	Location 6
18	Aisle 4	Location 33
19	Aisle 13	Location 27
Order 38	number of articles 10
0	Aisle 10	Location 23
1	Aisle 16	Location 4
2	Aisle 6	Location 42
3	Aisle 13	Location 23
4	Aisle 1	Location 37
5	Aisle 11	Location 44
6	Aisle 0	Location 2
7	Aisle 0	Location 42
8	Aisle 17	Location 44
9	Aisle 11	Location 4
Order 39	number of articles 19
0	Aisle 15	Location 21
1	Aisle 3	Location 28
2	Aisle 11	Location 9
3	Aisle 9	Location 38
4	Aisle 1	Location 17
5	Aisle 15	Location 27
6	Aisle 12	Location 14
7	Aisle 2	Location 7
8	Aisle 0	Location 5
9	Aisle 16	Location 19
10	Aisle 5	Location 41
11	Aisle 11	Location 2
12	Aisle 9	Location 15
13	Aisle 4	Location 16
14	Aisle 11	Location 5
15	Aisle 7	Location 33
16	Aisle 11	Location 37
17	Aisle 1	Location 12
18	Aisle 8	Location 26
