Order 0	number of articles 18
Order 8	number of articles 13
0	Aisle 10	Location 34
1	Aisle 19	Location 18
2	Aisle 2	Location 2
3	Aisle 12	Location 39
4	Aisle 0	Location 36
5	Aisle 16	Location 15
6	Aisle 19	Location 10
7	Aisle 18	Location 2
8	Aisle 4	Location 20
9	Aisle 2	Location 5
10	Aisle 10	Location 38
11	Aisle 9	Location 24
12	Aisle 4	Location 41
Order 9	number of articles 20
0	Aisle 9	Location 25
1	Aisle 19	Location 20
2	Aisle 8	Location 26
3	Aisle 4	Location 38
4	Aisle 2	Location 43
5	Aisle 13	Location 3
6	Aisle 12	Location 7
7	Aisle 4	Location 0
8	Aisle 7	Location 12
9	Aisle 18	Location 14
10	Aisle 16	Location 1
11	Aisle 10	Location 25
12	Aisle 17	Location 5
13	Aisle 11	Location 17
14	Aisle 15	Location 38
15	Aisle 9	Location 15
16	Aisle 4	Location 20
17	Aisle 4	Location 9
18	Aisle 1	Location 16
19	Aisle 17	Location 3
Order 10	number of articles 21
0	Aisle 4	Location 37
1	Aisle 13	Location 30
2	Aisle 3	Location 13
3	Aisle 3	Location 34
4	Aisle 18	Location 15
5	Aisle 10	Location 13
6	Aisle 3	Location 35
7	Aisle 5	Location 3
8	Aisle 11	Location 41
9	Aisle 1	Location 30
10	Aisle 18	Location 32
11	Aisle 10	Location 2
12	Aisle 11	Location 22
13	Aisle 5	Location 18
14	Aisle 19	Location 8
15	Aisle 10	Location 1
16	Aisle 2	Location 8
17	Aisle 2	Location 17
18	Aisle 3	Location 28
19	Aisle 17	Location 37
20	Aisle 14	Location 12
Order 11	number of articles 21
0	Aisle 0	Location 30
1	Aisle 2	Location 18
2	Aisle 5	Location 39
3	Aisle 2	Location 2
4	Aisle 5	Location 5
5	Aisle 4	Location 10
6	Aisle 18	Location 8
7	Aisle 5	Location 14
8	Aisle 7	Location 13
9	Aisle 18	Location 10
10	Aisle 2	Location 4
11	Aisle 17	Location 33
12	Aisle 17	Location 32
13	Aisle 14	Location 13
14	Aisle 1	Location 12
15	Aisle 8	Location 34
16	Aisle 6	Location 26
17	Aisle 13	Location 2
18	Aisle 14	Location 30
19	Aisle 6	Location 12
20	Aisle 13	Location 43
Order 12	number of articles 23
0	Aisle 18	Location 9
1	Aisle 6	Location 1
2	Aisle 9	Location 3
3	Aisle 7	Location 7
4	Aisle 9	Location 24
5	Aisle 6	Location 41
6	Aisle 17	Location 30
7	Aisle 10	Location 26
8	Aisle 1	Location 14
9	Aisle 9	Location 25
10	Aisle 18	Location 20
11	Aisle 17	Location 32
12	Aisle 19	Location 43
13	Aisle 6	Location 23
14	Aisle 18	Location 1
15	Aisle 15	Location 24
16	Aisle 13	Location 29
17	Aisle 13	Location 19
18	Aisle 15	Location 40
19	Aisle 11	Location 43
20	Aisle 2	Location 14
21	Aisle 5	Location 21
22	Aisle 4	Location 44
Order 13	number of articles 13
0	Aisle 19	Location 4
1	Aisle 7	Location 29
2	Aisle 5	Location 29
3	Aisle 1	Location 41
4	Aisle 9	Location 23
5	Aisle 12	Location 16
6	Aisle 5	Location 21
7	Aisle 2	Location 15
8	Aisle 16	Location 9
9	Aisle 14	Location 24
10	Aisle 19	Location 34
11	Aisle 15	Location 18
12	Aisle 10	Location 44
Order 14	number of articles 16
0	Aisle 14	Location 22
1	Aisle 1	Location 12
2	Aisle 6	Location 15
3	Aisle 5	Location 28
4	Aisle 17	Location 11
5	Aisle 13	Location 43
6	Aisle 18	Location 39
7	Aisle 18	Location 33
8	Aisle 14	Location 38
9	Aisle 13	Location 9
10	Aisle 15	Location 1
11	Aisle 2	Location 15
12	Aisle 13	Location 1
13	Aisle 14	Location 24
14	Aisle 17	Location 17
15	Aisle 13	Location 8
Order 15	number of articles 7
0	Aisle 8	Location 19
1	Aisle 16	Location 13
2	Aisle 8	Location 40
3	Aisle 11	Location 15
4	Aisle 18	Location 39
5	Aisle 2	Location 19
6	Aisle 13	Location 22
Order 16	number of articles 5
0	Aisle 3	Location 34
1	Aisle 2	Location 9
2	Aisle 10	Location 36
3	Aisle 3	Location 0
4	Aisle 13	Location 21
Order 17	number of articles 19
0	Aisle 17	Location 9
1	Aisle 3	Location 35
2	Aisle 3	Location 9
3	Aisle 5	Location 10
4	Aisle 16	Location 34
5	Aisle 17	Location 20
6	Aisle 6	Location 30
7	Aisle 11	Location 10
8	Aisle 13	Location 35
9	Aisle 13	Location 33
10	Aisle 17	Location 18
11	Aisle 2	Location 41
12	Aisle 12	Location 42
13	Aisle 14	Location 1
14	Aisle 3	Location 34
15	Aisle 16	Location 11
16	Aisle 9	Location 35
17	Aisle 4	Location 40
18	Aisle 17	Location 6
Order 18	number of articles 5
0	Aisle 19	Location 19
1	Aisle 7	Location 16
2	Aisle 11	Location 11
3	Aisle 1	Location 9
4	Aisle 3	Location 11
Order 19	number of articles 10
0	Aisle 19	Location 4
1	Aisle 17	Location 0
2	Aisle 16	Location 12
3	Aisle 6	Location 17
4	Aisle 9	Location 35
5	Aisle 7	Location 37
6	Aisle 10	Location 4
7	Aisle 11	Location 35
8	Aisle 7	Location 20
9	Aisle 15	Location 23
Order 20	number of articles 23
0	Aisle 3	Location 7
1	Aisle 4	Location 11
2	Aisle 11	Location 9
3	Aisle 10	Location 7
4	Aisle 17	Location 33
5	Aisle 13	Location 34
6	Aisle 17	Location 8
7	Aisle 12	Location 14
8	Aisle 4	Location 25
9	Aisle 1	Location 10
10	Aisle 15	Location 19
11	Aisle 9	Location 6
12	Aisle 10	Location 22
13	Aisle 0	Location 11
14	Aisle 6	Location 44
15	Aisle 16	Location 2
16	Aisle 11	Location 7
17	Aisle 12	Location 32
18	Aisle 17	Location 9
19	Aisle 2	Location 15
20	Aisle 16	Location 19
21	Aisle 1	Location 20
22	Aisle 17	Location 3
Order 21	number of articles 15
0	Aisle 4	Location 5
1	Aisle 14	Location 8
2	Aisle 2	Location 21
3	Aisle 0	Location 41
4	Aisle 6	Location 22
5	Aisle 12	Location 2
6	Aisle 11	Location 20
7	Aisle 14	Location 36
8	Aisle 10	Location 34
9	Aisle 10	Location 10
10	Aisle 19	Location 18
11	Aisle 6	Location 16
12	Aisle 1	Location 29
13	Aisle 16	Location 15
14	Aisle 12	Location 22
Order 22	number of articles 21
0	Aisle 16	Location 28
1	Aisle 4	Location 26
2	Aisle 8	Location 41
3	Aisle 3	Location 23
4	Aisle 13	Location 7
5	Aisle 7	Location 21
6	Aisle 0	Location 30
7	Aisle 12	Location 20
8	Aisle 11	Location 1
9	Aisle 16	Location 19
10	Aisle 13	Location 41
11	Aisle 7	Location 9
12	Aisle 8	Location 8
13	Aisle 10	Location 43
14	Aisle 18	Location 14
15	Aisle 17	Location 37
16	Aisle 6	Location 33
17	Aisle 4	Location 30
18	Aisle 6	Location 43
19	Aisle 10	Location 15
20	Aisle 18	Location 39
Order 23	number of articles 20
0	Aisle 4	Location 36
1	Aisle 17	Location 4
2	Aisle 18	Location 44
3	Aisle 10	Location 40
4	Aisle 1	Location 16
5	Aisle 1	Location 6
6	Aisle 8	Location 3
7	Aisle 12	Location 18
8	Aisle 5	Location 10
9	Aisle 9	Location 11
10	Aisle 6	Location 19
11	Aisle 19	Location 3
12	Aisle 7	Location 15
13	Aisle 7	Location 30
14	Aisle 19	Location 12
15	Aisle 4	Location 1
16	Aisle 14	Location 32
17	Aisle 9	Location 9
18	Aisle 14	Location 12
19	Aisle 17	Location 14
Order 24	number of articles 7
0	Aisle 7	Location 35
1	Aisle 12	Location 39
2	Aisle 3	Location 16
3	Aisle 12	Location 40
4	Aisle 13	Location 7
5	Aisle 10	Location 44
6	Aisle 19	Location 6
Order 25	number of articles 18
0	Aisle 18	Location 24
1	Aisle 10	Location 24
2	Aisle 13	Location 5
3	Aisle 0	Location 9
4	Aisle 19	Location 36
5	Aisle 4	Location 27
6	Aisle 4	Location 16
7	Aisle 0	Location 42
8	Aisle 6	Location 15
9	Aisle 14	Location 12
10	Aisle 14	Location 6
11	Aisle 6	Location 19
12	Aisle 14	Location 43
13	Aisle 3	Location 8
14	Aisle 17	Location 17
15	Aisle 5	Location 42
16	Aisle 7	Location 7
17	Aisle 15	Location 3
Order 26	number of articles 16
0	Aisle 19	Location 23
1	Aisle 13	Location 19
2	Aisle 19	Location 8
3	Aisle 3	Location 14
4	Aisle 13	Location 43
5	Aisle 11	Location 4
6	Aisle 1	Location 29
7	Aisle 10	Location 38
8	Aisle 7	Location 0
9	Aisle 18	Location 17
10	Aisle 4	Location 11
11	Aisle 11	Location 11
12	Aisle 1	Location 0
13	Aisle 17	Location 1
14	Aisle 17	Location 13
15	Aisle 10	Location 1
Order 27	number of articles 9
0	Aisle 19	Location 22
1	Aisle 2	Location 40
2	Aisle 9	Location 13
3	Aisle 6	Location 11
4	Aisle 9	Location 30
5	Aisle 8	Location 1
6	Aisle 8	Location 4
7	Aisle 19	Location 31
8	Aisle 6	Location 38
Order 28	number of articles 24
0	Aisle 3	Location 42
1	Aisle 8	Location 16
2	Aisle 17	Location 9
3	Aisle 7	Location 32
4	Aisle 5	Location 27
5	Aisle 2	Location 4
6	Aisle 12	Location 25
7	Aisle 16	Location 38
8	Aisle 17	Location 40
9	Aisle 14	Location 13
10	Aisle 1	Location 2
11	Aisle 13	Location 18
12	Aisle 9	Location 21
13	Aisle 7	Location 4
14	Aisle 9	Location 10
15	Aisle 11	Location 28
16	Aisle 15	Location 22
17	Aisle 4	Location 20
18	Aisle 15	Location 11
19	Aisle 16	Location 2
20	Aisle 4	Location 7
21	Aisle 11	Location 13
22	Aisle 9	Location 26
23	Aisle 3	Location 2
Order 29	number of articles 13
0	Aisle 17	Location 10
1	Aisle 14	Location 11
2	Aisle 18	Location 43
3	Aisle 16	Location 9
4	Aisle 13	Location 31
5	Aisle 0	Location 19
6	Aisle 10	Location 24
7	Aisle 18	Location 3
8	Aisle 11	Location 28
9	Aisle 10	Location 40
10	Aisle 8	Location 35
11	Aisle 17	Location 31
12	Aisle 9	Location 1
Order 30	number of articles 7
0	Aisle 14	Location 10
1	Aisle 10	Location 22
2	Aisle 11	Location 24
3	Aisle 16	Location 11
4	Aisle 13	Location 15
5	Aisle 4	Location 30
6	Aisle 15	Location 13
Order 31	number of articles 9
0	Aisle 16	Location 3
1	Aisle 15	Location 13
2	Aisle 11	Location 21
3	Aisle 8	Location 15
4	Aisle 5	Location 0
5	Aisle 5	Location 12
6	Aisle 11	Location 7
7	Aisle 0	Location 15
8	Aisle 19	Location 39
Order 32	number of articles 9
0	Aisle 19	Location 44
1	Aisle 4	Location 15
2	Aisle 19	Location 16
3	Aisle 5	Location 30
4	Aisle 4	Location 41
5	Aisle 18	Location 5
6	Aisle 6	Location 18
7	Aisle 1	Location 21
8	Aisle 2	Location 4
Order 33	number of articles 11
0	Aisle 14	Location 31
1	Aisle 7	Location 9
2	Aisle 12	Location 25
3	Aisle 10	Location 23
4	Aisle 14	Location 9
5	Aisle 10	Location 18
6	Aisle 13	Location 22
7	Aisle 17	Location 17
8	Aisle 9	Location 23
9	Aisle 1	Location 27
10	Aisle 17	Location 0
Order 34	number of articles 16
0	Aisle 16	Location 43
1	Aisle 4	Location 34
2	Aisle 6	Location 42
3	Aisle 5	Location 6
4	Aisle 11	Location 1
5	Aisle 8	Location 38
6	Aisle 5	Location 5
7	Aisle 12	Location 32
8	Aisle 4	Location 37
9	Aisle 13	Location 35
10	Aisle 0	Location 16
11	Aisle 6	Location 30
12	Aisle 1	Location 26
13	Aisle 6	Location 11
14	Aisle 8	Location 8
15	Aisle 8	Location 36
Order 35	number of articles 18
0	Aisle 11	Location 41
1	Aisle 3	Location 23
2	Aisle 13	Location 7
3	Aisle 16	Location 29
4	Aisle 14	Location 11
5	Aisle 13	Location 0
6	Aisle 8	Location 33
7	Aisle 0	Location 26
8	Aisle 16	Location 40
9	Aisle 12	Location 38
10	Aisle 15	Location 18
11	Aisle 18	Location 31
12	Aisle 3	Location 6
13	Aisle 0	Location 32
14	Aisle 2	Location 22
15	Aisle 11	Location 38
16	Aisle 17	Location 34
17	Aisle 15	Location 41
Order 36	number of articles 8
0	Aisle 5	Location 41
1	Aisle 9	Location 25
2	Aisle 16	Location 24
3	Aisle 11	Location 20
4	Aisle 11	Location 24
5	Aisle 11	Location 21
6	Aisle 8	Location 36
7	Aisle 11	Location 9
Order 37	number of articles 9
0	Aisle 6	Location 29
1	Aisle 14	Location 12
2	Aisle 3	Location 19
3	Aisle 4	Location 33
4	Aisle 18	Location 36
5	Aisle 3	Location 11
6	Aisle 19	Location 8
7	Aisle 7	Location 35
8	Aisle 1	Location 16
Order 38	number of articles 9
0	Aisle 0	Location 8
1	Aisle 7	Location 4
2	Aisle 5	Location 19
3	Aisle 19	Location 40
4	Aisle 4	Location 22
5	Aisle 10	Location 39
6	Aisle 7	Location 36
7	Aisle 15	Location 36
8	Aisle 17	Location 28
Order 39	number of articles 8
0	Aisle 10	Location 30
1	Aisle 15	Location 33
2	Aisle 16	Location 3
3	Aisle 1	Location 16
4	Aisle 17	Location 6
5	Aisle 13	Location 26
6	Aisle 13	Location 25
7	Aisle 18	Location 30
