Order 0	number of articles 19
7	Aisle 17	Location 43
8	Aisle 12	Location 7
9	Aisle 18	Location 32
10	Aisle 12	Location 23
11	Aisle 13	Location 40
12	Aisle 11	Location 19
13	Aisle 19	Location 43
14	Aisle 14	Location 1
15	Aisle 1	Location 33
16	Aisle 9	Location 22
Order 8	number of articles 14
0	Aisle 4	Location 9
1	Aisle 3	Location 15
2	Aisle 19	Location 21
3	Aisle 7	Location 43
4	Aisle 16	Location 15
5	Aisle 14	Location 33
6	Aisle 12	Location 2
7	Aisle 1	Location 21
8	Aisle 2	Location 2
9	Aisle 14	Location 27
10	Aisle 17	Location 19
11	Aisle 7	Location 38
12	Aisle 9	Location 7
13	Aisle 6	Location 10
Order 9	number of articles 7
0	Aisle 5	Location 4
1	Aisle 16	Location 28
2	Aisle 5	Location 12
3	Aisle 2	Location 1
4	Aisle 10	Location 44
5	Aisle 4	Location 33
6	Aisle 7	Location 5
Order 10	number of articles 19
0	Aisle 0	Location 42
1	Aisle 13	Location 0
2	Aisle 17	Location 26
3	Aisle 0	Location 12
4	Aisle 6	Location 0
5	Aisle 19	Location 13
6	Aisle 11	Location 39
7	Aisle 4	Location 44
8	Aisle 2	Location 15
9	Aisle 15	Location 18
10	Aisle 2	Location 0
11	Aisle 9	Location 10
12	Aisle 17	Location 40
13	Aisle 13	Location 41
14	Aisle 0	Location 2
15	Aisle 3	Location 32
16	Aisle 15	Location 43
17	Aisle 9	Location 3
18	Aisle 2	Location 40
Order 11	number of articles 19
0	Aisle 2	Location 33
1	Aisle 18	Location 11
2	Aisle 12	Location 9
3	Aisle 19	Location 33
4	Aisle 2	Location 24
5	Aisle 11	Location 37
6	Aisle 0	Location 26
7	Aisle 16	Location 9
8	Aisle 4	Location 19
9	Aisle 1	Location 32
10	Aisle 13	Location 40
11	Aisle 13	Location 24
12	Aisle 18	Location 6
13	Aisle 7	Location 4
14	Aisle 18	Location 24
15	Aisle 17	Location 17
16	Aisle 3	Location 9
17	Aisle 11	Location 27
18	Aisle 7	Location 11
Order 12	number of articles 12
0	Aisle 11	Location 27
1	Aisle 5	Location 41
2	Aisle 13	Location 2
3	Aisle 19	Location 16
4	Aisle 1	Location 39
5	Aisle 5	Location 29
6	Aisle 2	Location 28
7	Aisle 3	Location 0
8	Aisle 5	Location 9
9	Aisle 8	Location 30
10	Aisle 10	Location 16
11	Aisle 3	Location 33
Order 13	number of articles 17
0	Aisle 2	Location 1
1	Aisle 1	Location 6
2	Aisle 8	Location 21
3	Aisle 9	Location 29
4	Aisle 9	Location 12
5	Aisle 18	Location 7
6	Aisle 18	Location 5
7	Aisle 17	Location 37
8	Aisle 4	Location 43
9	Aisle 14	Location 23
10	Aisle 16	Location 30
11	Aisle 19	Location 7
12	Aisle 9	Location 40
13	Aisle 5	Location 22
14	Aisle 4	Location 13
15	Aisle 8	Location 41
16	Aisle 0	Location 8
Order 14	number of articles 14
0	Aisle 15	Location 1
1	Aisle 16	Location 17
2	Aisle 15	Location 41
3	Aisle 18	Location 4
4	Aisle 1	Location 26
5	Aisle 9	Location 20
6	Aisle 7	Location 35
7	Aisle 13	Location 5
8	Aisle 11	Location 31
9	Aisle 18	Location 31
10	Aisle 9	Location 23
11	Aisle 12	Location 1
12	Aisle 12	Location 22
13	Aisle 15	Location 2
Order 15	number of articles 10
0	Aisle 17	Location 10
1	Aisle 2	Location 30
2	Aisle 5	Location 18
3	Aisle 16	Location 16
4	Aisle 5	Location 29
5	Aisle 8	Location 19
6	Aisle 15	Location 32
7	Aisle 14	Location 5
8	Aisle 1	Location 10
9	Aisle 6	Location 3
Order 16	number of articles 22
0	Aisle 8	Location 38
1	Aisle 8	Location 42
2	Aisle 18	Location 18
3	Aisle 11	Location 40
4	Aisle 11	Location 6
5	Aisle 1	Location 3
6	Aisle 19	Location 8
7	Aisle 9	Location 8
8	Aisle 6	Location 43
9	Aisle 6	Location 27
10	Aisle 9	Location 11
11	Aisle 11	Location 21
12	Aisle 1	Location 35
13	Aisle 17	Location 33
14	Aisle 19	Location 23
15	Aisle 10	Location 20
16	Aisle 1	Location 6
17	Aisle 5	Location 14
18	Aisle 19	Location 22
19	Aisle 6	Location 28
20	Aisle 12	Location 26
21	Aisle 2	Location 14
Order 17	number of articles 18
0	Aisle 12	Location 44
1	Aisle 16	Location 13
2	Aisle 13	Location 37
3	Aisle 11	Location 13
4	Aisle 2	Location 35
5	Aisle 6	Location 0
6	Aisle 11	Location 35
7	Aisle 14	Location 22
8	Aisle 5	Location 36
9	Aisle 12	Location 33
10	Aisle 15	Location 12
11	Aisle 3	Location 14
12	Aisle 7	Location 41
13	Aisle 1	Location 42
14	Aisle 3	Location 37
15	Aisle 14	Location 18
16	Aisle 0	Location 41
17	Aisle 12	Location 4
Order 18	number of articles 24
0	Aisle 2	Location 38
1	Aisle 11	Location 8
2	Aisle 1	Location 28
3	Aisle 12	Location 23
4	Aisle 13	Location 21
5	Aisle 1	Location 18
6	Aisle 16	Location 17
7	Aisle 9	Location 31
8	Aisle 16	Location 2
9	Aisle 7	Location 18
10	Aisle 15	Location 18
11	Aisle 2	Location 21
12	Aisle 12	Location 44
13	Aisle 10	Location 3
14	Aisle 4	Location 23
15	Aisle 12	Location 9
16	Aisle 10	Location 6
17	Aisle 2	Location 24
18	Aisle 0	Location 26
19	Aisle 15	Location 20
20	Aisle 13	Location 26
21	Aisle 19	Location 28
22	Aisle 1	Location 29
23	Aisle 1	Location 24
Order 19	number of articles 11
0	Aisle 11	Location 1
1	Aisle 8	Location 14
2	Aisle 6	Location 30
3	Aisle 16	Location 26
4	Aisle 16	Location 15
5	Aisle 5	Location 10
6	Aisle 13	Location 39
7	Aisle 17	Location 21
8	Aisle 14	Location 5
9	Aisle 10	Location 30
10	Aisle 16	Location 43
Order 20	number of articles 11
0	Aisle 18	Location 30
1	Aisle 16	Location 38
2	Aisle 13	Location 6
3	Aisle 16	Location 32
4	Aisle 6	Location 6
5	Aisle 1	Location 29
6	Aisle 19	Location 36
7	Aisle 5	Location 27
8	Aisle 4	Location 2
9	Aisle 1	Location 39
10	Aisle 19	Location 0
Order 21	number of articles 19
0	Aisle 6	Location 43
1	Aisle 19	Location 30
2	Aisle 12	Location 1
3	Aisle 16	Location 8
4	Aisle 2	Location 13
5	Aisle 16	Location 16
6	Aisle 5	Location 12
7	Aisle 19	Location 12
8	Aisle 11	Location 30
9	Aisle 13	Location 21
10	Aisle 9	Location 26
11	Aisle 11	Location 29
12	Aisle 16	Location 17
13	Aisle 11	Location 32
14	Aisle 2	Location 34
15	Aisle 1	Location 21
16	Aisle 18	Location 9
17	Aisle 8	Location 41
18	Aisle 0	Location 42
Order 22	number of articles 23
0	Aisle 8	Location 19
1	Aisle 2	Location 5
2	Aisle 18	Location 12
3	Aisle 12	Location 7
4	Aisle 9	Location 23
5	Aisle 9	Location 20
6	Aisle 14	Location 43
7	Aisle 3	Location 18
8	Aisle 14	Location 7
9	Aisle 13	Location 20
10	Aisle 17	Location 27
11	Aisle 3	Location 38
12	Aisle 0	Location 36
13	Aisle 10	Location 34
14	Aisle 11	Location 0
15	Aisle 10	Location 30
16	Aisle 11	Location 41
17	Aisle 4	Location 43
18	Aisle 16	Location 13
19	Aisle 14	Location 3
20	Aisle 9	Location 41
21	Aisle 6	Location 0
22	Aisle 6	Location 18
Order 23	number of articles 23
0	Aisle 16	Location 2
1	Aisle 13	Location 21
2	Aisle 7	Location 21
3	Aisle 9	Location 38
4	Aisle 14	Location 22
5	Aisle 13	Location 24
6	Aisle 6	Location 14
7	Aisle 9	Location 10
8	Aisle 1	Location 1
9	Aisle 8	Location 3
10	Aisle 5	Location 9
11	Aisle 12	Location 42
12	Aisle 5	Location 17
13	Aisle 16	Location 37
14	Aisle 9	Location 7
15	Aisle 13	Location 31
16	Aisle 10	Location 2
17	Aisle 1	Location 22
18	Aisle 5	Location 23
19	Aisle 5	Location 40
20	Aisle 10	Location 12
21	Aisle 6	Location 42
22	Aisle 8	Location 14
Order 24	number of articles 12
0	Aisle 10	Location 18
1	Aisle 10	Location 23
2	Aisle 7	Location 15
3	Aisle 4	Location 30
4	Aisle 1	Location 6
5	Aisle 16	Location 14
6	Aisle 19	Location 3
7	Aisle 0	Location 25
8	Aisle 11	Location 12
9	Aisle 16	Location 29
10	Aisle 19	Location 39
11	Aisle 17	Location 37
Order 25	number of articles 18
0	Aisle 15	Location 17
1	Aisle 12	Location 17
2	Aisle 9	Location 38
3	Aisle 5	Location 41
4	Aisle 18	Location 41
5	Aisle 8	Location 28
6	Aisle 11	Location 2
7	Aisle 3	Location 36
8	Aisle 14	Location 12
9	Aisle 16	Location 34
10	Aisle 17	Location 25
11	Aisle 8	Location 34
12	Aisle 10	Location 29
13	Aisle 2	Location 23
14	Aisle 4	Location 37
15	Aisle 13	Location 43
16	Aisle 2	Location 42
17	Aisle 10	Location 27
Order 26	number of articles 17
0	Aisle 6	Location 32
1	Aisle 8	Location 35
2	Aisle 4	Location 35
3	Aisle 9	Location 20
4	Aisle 4	Location 37
5	Aisle 8	Location 12
6	Aisle 17	Location 0
7	Aisle 15	Location 1
8	Aisle 3	Location 44
9	Aisle 17	Location 12
10	Aisle 16	Location 39
11	Aisle 6	Location 2
12	Aisle 16	Location 32
13	Aisle 16	Location 34
14	Aisle 10	Location 23
15	Aisle 17	Location 36
16	Aisle 10	Location 30
Order 27	number of articles 5
0	Aisle 4	Location 16
1	Aisle 0	Location 21
2	Aisle 9	Location 8
3	Aisle 19	Location 40
4	Aisle 2	Location 29
Order 28	number of articles 15
0	Aisle 19	Location 33
1	Aisle 18	Location 33
2	Aisle 3	Location 0
3	Aisle 2	Location 18
4	Aisle 4	Location 1
5	Aisle 8	Location 8
6	Aisle 18	Location 5
7	Aisle 5	Location 11
8	Aisle 11	Location 13
9	Aisle 16	Location 33
10	Aisle 10	Location 16
11	Aisle 5	Location 20
12	Aisle 17	Location 8
13	Aisle 5	Location 27
14	Aisle 4	Location 39
Order 29	number of articles 24
0	Aisle 19	Location 29
1	Aisle 9	Location 40
2	Aisle 2	Location 25
3	Aisle 15	Location 41
4	Aisle 13	Location 28
5	Aisle 14	Location 36
6	Aisle 10	Location 19
7	Aisle 15	Location 36
8	Aisle 6	Location 37
9	Aisle 8	Location 19
10	Aisle 8	Location 14
11	Aisle 10	Location 5
12	Aisle 3	Location 43
13	Aisle 11	Location 19
14	Aisle 2	Location 30
15	Aisle 1	Location 36
16	Aisle 2	Location 44
17	Aisle 5	Location 34
18	Aisle 18	Location 13
19	Aisle 3	Location 4
20	Aisle 7	Location 44
21	Aisle 11	Location 40
22	Aisle 19	Location 38
23	Aisle 18	Location 44
Order 30	number of articles 9
0	Aisle 14	Location 4
1	Aisle 3	Location 24
2	Aisle 1	Location 3
3	Aisle 0	Location 0
4	Aisle 11	Location 0
5	Aisle 3	Location 19
6	Aisle 2	Location 30
7	Aisle 6	Location 23
8	Aisle 6	Location 16
Order 31	number of articles 14
0	Aisle 0	Location 23
1	Aisle 7	Location 17
2	Aisle 17	Location 36
3	Aisle 16	Location 24
4	Aisle 17	Location 24
5	Aisle 2	Location 6
6	Aisle 10	Location 38
7	Aisle 8	Location 44
8	Aisle 9	Location 7
9	Aisle 14	Location 38
10	Aisle 6	Location 17
11	Aisle 13	Location 35
12	Aisle 9	Location 37
13	Aisle 18	Location 15
Order 32	number of articles 21
0	Aisle 15	Location 41
1	Aisle 18	Location 16
2	Aisle 2	Location 18
3	Aisle 13	Location 41
4	Aisle 11	Location 44
5	Aisle 0	Location 11
6	Aisle 9	Location 8
7	Aisle 1	Location 26
8	Aisle 4	Location 6
9	Aisle 17	Location 31
10	Aisle 17	Location 6
11	Aisle 8	Location 8
12	Aisle 0	Location 24
13	Aisle 12	Location 29
14	Aisle 10	Location 3
15	Aisle 5	Location 28
16	Aisle 13	Location 36
17	Aisle 17	Location 0
18	Aisle 14	Location 25
19	Aisle 7	Location 26
20	Aisle 1	Location 30
Order 33	number of articles 8
0	Aisle 3	Location 3
1	Aisle 13	Location 30
2	Aisle 15	Location 3
3	Aisle 19	Location 17
4	Aisle 2	Location 30
5	Aisle 2	Location 20
6	Aisle 10	Location 35
7	Aisle 1	Location 6
Order 34	number of articles 9
0	Aisle 12	Location 2
1	Aisle 15	Location 39
2	Aisle 17	Location 35
3	Aisle 18	Location 13
4	Aisle 16	Location 37
5	Aisle 3	Location 40
6	Aisle 3	Location 8
7	Aisle 9	Location 26
8	Aisle 0	Location 33
Order 35	number of articles 23
0	Aisle 8	Location 37
1	Aisle 1	Location 0
2	Aisle 6	Location 38
3	Aisle 8	Location 32
4	Aisle 15	Location 17
5	Aisle 19	Location 9
6	Aisle 6	Location 39
7	Aisle 18	Location 37
8	Aisle 13	Location 33
9	Aisle 15	Location 31
10	Aisle 0	Location 40
11	Aisle 17	Location 38
12	Aisle 7	Location 26
13	Aisle 17	Location 31
14	Aisle 2	Location 13
15	Aisle 2	Location 43
16	Aisle 9	Location 11
17	Aisle 2	Location 17
18	Aisle 9	Location 34
19	Aisle 7	Location 32
20	Aisle 9	Location 8
21	Aisle 19	Location 41
22	Aisle 3	Location 18
Order 36	number of articles 14
0	Aisle 10	Location 22
1	Aisle 5	Location 21
2	Aisle 6	Location 10
3	Aisle 5	Location 30
4	Aisle 15	Location 28
5	Aisle 14	Location 10
6	Aisle 0	Location 10
7	Aisle 19	Location 20
8	Aisle 5	Location 4
9	Aisle 17	Location 21
10	Aisle 17	Location 37
11	Aisle 15	Location 29
12	Aisle 16	Location 44
13	Aisle 1	Location 23
Order 37	number of articles 17
0	Aisle 5	Location 20
1	Aisle 0	Location 25
2	Aisle 3	Location 12
3	Aisle 5	Location 36
4	Aisle 8	Location 33
5	Aisle 3	Location 15
6	Aisle 14	Location 18
7	Aisle 13	Location 41
8	Aisle 0	Location 12
9	Aisle 9	Location 13
10	Aisle 16	Location 44
11	Aisle 13	Location 25
12	Aisle 18	Location 27
13	Aisle 9	Location 16
14	Aisle 18	Location 3
15	Aisle 12	Location 43
16	Aisle 18	Location 18
Order 38	number of articles 16
0	Aisle 17	Location 27
1	Aisle 18	Location 7
2	Aisle 2	Location 27
3	Aisle 4	Location 41
4	Aisle 2	Location 43
5	Aisle 10	Location 30
6	Aisle 19	Location 9
7	Aisle 19	Location 20
8	Aisle 10	Location 15
9	Aisle 10	Location 28
10	Aisle 17	Location 31
11	Aisle 6	Location 21
12	Aisle 10	Location 37
13	Aisle 7	Location 40
14	Aisle 19	Location 25
15	Aisle 17	Location 42
Order 39	number of articles 21
0	Aisle 14	Location 20
1	Aisle 12	Location 21
2	Aisle 8	Location 32
3	Aisle 13	Location 37
4	Aisle 17	Location 2
5	Aisle 10	Location 23
6	Aisle 16	Location 40
7	Aisle 15	Location 26
8	Aisle 15	Location 17
9	Aisle 1	Location 25
10	Aisle 15	Location 27
11	Aisle 12	Location 32
12	Aisle 13	Location 10
13	Aisle 5	Location 13
14	Aisle 6	Location 12
15	Aisle 1	Location 27
16	Aisle 10	Location 17
17	Aisle 7	Location 21
18	Aisle 12	Location 43
19	Aisle 18	Location 32
20	Aisle 0	Location 33
Order 40	number of articles 23
0	Aisle 13	Location 34
1	Aisle 1	Location 22
2	Aisle 10	Location 31
3	Aisle 9	Location 30
4	Aisle 5	Location 32
5	Aisle 19	Location 43
6	Aisle 2	Location 21
7	Aisle 12	Location 12
8	Aisle 11	Location 19
9	Aisle 8	Location 28
10	Aisle 12	Location 35
11	Aisle 4	Location 36
12	Aisle 16	Location 21
13	Aisle 4	Location 16
14	Aisle 12	Location 23
15	Aisle 19	Location 22
16	Aisle 11	Location 29
17	Aisle 6	Location 7
18	Aisle 10	Location 42
19	Aisle 6	Location 19
20	Aisle 8	Location 8
21	Aisle 2	Location 2
22	Aisle 8	Location 23
Order 41	number of articles 9
0	Aisle 16	Location 19
1	Aisle 3	Location 21
2	Aisle 11	Location 18
3	Aisle 14	Location 6
4	Aisle 19	Location 6
5	Aisle 3	Location 8
6	Aisle 1	Location 33
7	Aisle 0	Location 23
8	Aisle 10	Location 28
Order 42	number of articles 19
0	Aisle 13	Location 32
1	Aisle 10	Location 12
2	Aisle 7	Location 43
3	Aisle 2	Location 14
4	Aisle 18	Location 25
5	Aisle 6	Location 36
6	Aisle 2	Location 7
7	Aisle 16	Location 21
8	Aisle 17	Location 0
9	Aisle 7	Location 8
10	Aisle 16	Location 44
11	Aisle 5	Location 17
12	Aisle 2	Location 5
13	Aisle 2	Location 12
14	Aisle 8	Location 11
15	Aisle 1	Location 5
16	Aisle 9	Location 7
17	Aisle 0	Location 37
18	Aisle 2	Location 8
Order 43	number of articles 13
0	Aisle 5	Location 25
1	Aisle 16	Location 7
2	Aisle 0	Location 13
3	Aisle 15	Location 6
4	Aisle 0	Location 22
5	Aisle 8	Location 35
6	Aisle 2	Location 6
7	Aisle 10	Location 8
8	Aisle 3	Location 21
9	Aisle 10	Location 31
10	Aisle 0	Location 28
11	Aisle 0	Location 32
12	Aisle 9	Location 43
Order 44	number of articles 5
0	Aisle 17	Location 17
1	Aisle 6	Location 30
2	Aisle 6	Location 13
3	Aisle 3	Location 31
4	Aisle 10	Location 34
Order 45	number of articles 17
0	Aisle 17	Location 43
1	Aisle 8	Location 10
2	Aisle 16	Location 35
3	Aisle 3	Location 44
4	Aisle 2	Location 24
5	Aisle 1	Location 13
6	Aisle 8	Location 33
7	Aisle 17	Location 34
8	Aisle 9	Location 18
9	Aisle 0	Location 14
10	Aisle 4	Location 25
11	Aisle 19	Location 41
12	Aisle 8	Location 15
13	Aisle 19	Location 23
14	Aisle 1	Location 4
15	Aisle 3	Location 21
16	Aisle 2	Location 37
Order 46	number of articles 13
0	Aisle 8	Location 8
1	Aisle 7	Location 22
2	Aisle 4	Location 19
3	Aisle 4	Location 25
4	Aisle 3	Location 38
5	Aisle 5	Location 36
6	Aisle 10	Location 6
7	Aisle 1	Location 22
8	Aisle 4	Location 1
9	Aisle 1	Location 36
10	Aisle 11	Location 40
11	Aisle 12	Location 35
12	Aisle 16	Location 19
Order 47	number of articles 5
0	Aisle 19	Location 27
1	Aisle 12	Location 27
2	Aisle 2	Location 9
3	Aisle 0	Location 29
4	Aisle 5	Location 37
Order 48	number of articles 22
0	Aisle 15	Location 40
1	Aisle 16	Location 36
2	Aisle 7	Location 1
3	Aisle 12	Location 2
4	Aisle 6	Location 21
5	Aisle 0	Location 15
6	Aisle 14	Location 20
7	Aisle 6	Location 16
8	Aisle 14	Location 4
9	Aisle 13	Location 24
10	Aisle 0	Location 0
11	Aisle 2	Location 26
12	Aisle 19	Location 6
13	Aisle 4	Location 15
14	Aisle 2	Location 21
15	Aisle 12	Location 19
16	Aisle 2	Location 7
17	Aisle 5	Location 14
18	Aisle 13	Location 14
19	Aisle 11	Location 39
20	Aisle 3	Location 29
21	Aisle 10	Location 5
Order 49	number of articles 10
0	Aisle 16	Location 19
1	Aisle 9	Location 8
2	Aisle 8	Location 13
3	Aisle 16	Location 24
4	Aisle 12	Location 27
5	Aisle 19	Location 3
6	Aisle 14	Location 43
7	Aisle 11	Location 33
8	Aisle 4	Location 14
9	Aisle 19	Location 2
Order 50	number of articles 9
0	Aisle 13	Location 2
1	Aisle 16	Location 17
2	Aisle 18	Location 37
3	Aisle 4	Location 33
4	Aisle 6	Location 15
5	Aisle 19	Location 7
6	Aisle 6	Location 16
7	Aisle 8	Location 17
8	Aisle 1	Location 14
Order 51	number of articles 17
0	Aisle 4	Location 26
1	Aisle 9	Location 18
2	Aisle 13	Location 42
3	Aisle 7	Location 2
4	Aisle 17	Location 3
5	Aisle 5	Location 37
6	Aisle 6	Location 25
7	Aisle 9	Location 33
8	Aisle 14	Location 19
9	Aisle 19	Location 10
10	Aisle 2	Location 2
11	Aisle 12	Location 40
12	Aisle 19	Location 23
13	Aisle 5	Location 3
14	Aisle 3	Location 31
15	Aisle 17	Location 19
16	Aisle 11	Location 24
Order 52	number of articles 13
0	Aisle 18	Location 1
1	Aisle 11	Location 19
2	Aisle 18	Location 18
3	Aisle 17	Location 14
4	Aisle 7	Location 43
5	Aisle 2	Location 4
6	Aisle 13	Location 44
7	Aisle 7	Location 26
8	Aisle 11	Location 12
9	Aisle 11	Location 29
10	Aisle 18	Location 28
11	Aisle 12	Location 5
12	Aisle 0	Location 6
Order 53	number of articles 17
0	Aisle 7	Location 3
1	Aisle 19	Location 17
2	Aisle 10	Location 5
3	Aisle 3	Location 23
4	Aisle 4	Location 15
5	Aisle 8	Location 27
6	Aisle 1	Location 42
7	Aisle 3	Location 25
8	Aisle 13	Location 0
9	Aisle 5	Location 28
10	Aisle 11	Location 3
11	Aisle 6	Location 6
12	Aisle 5	Location 35
13	Aisle 13	Location 28
14	Aisle 19	Location 19
15	Aisle 15	Location 13
16	Aisle 11	Location 29
Order 54	number of articles 22
0	Aisle 5	Location 2
1	Aisle 14	Location 0
2	Aisle 15	Location 3
3	Aisle 16	Location 42
4	Aisle 19	Location 16
5	Aisle 6	Location 26
6	Aisle 11	Location 34
7	Aisle 15	Location 10
8	Aisle 13	Location 8
9	Aisle 4	Location 3
10	Aisle 10	Location 7
11	Aisle 11	Location 9
12	Aisle 8	Location 31
13	Aisle 4	Location 16
14	Aisle 8	Location 1
15	Aisle 5	Location 1
16	Aisle 14	Location 26
17	Aisle 6	Location 10
18	Aisle 6	Location 21
19	Aisle 15	Location 30
20	Aisle 14	Location 5
21	Aisle 0	Location 6
Order 55	number of articles 24
0	Aisle 12	Location 41
1	Aisle 5	Location 29
2	Aisle 7	Location 0
3	Aisle 12	Location 7
4	Aisle 16	Location 38
5	Aisle 6	Location 6
6	Aisle 18	Location 5
7	Aisle 11	Location 32
8	Aisle 1	Location 6
9	Aisle 7	Location 7
10	Aisle 18	Location 9
11	Aisle 3	Location 38
12	Aisle 3	Location 35
13	Aisle 17	Location 42
14	Aisle 3	Location 21
15	Aisle 3	Location 24
16	Aisle 1	Location 23
17	Aisle 19	Location 34
18	Aisle 7	Location 25
19	Aisle 1	Location 32
20	Aisle 5	Location 3
21	Aisle 14	Location 3
22	Aisle 8	Location 43
23	Aisle 1	Location 10
Order 56	number of articles 16
0	Aisle 6	Location 18
1	Aisle 3	Location 34
2	Aisle 11	Location 39
3	Aisle 14	Location 35
4	Aisle 1	Location 43
5	Aisle 17	Location 35
6	Aisle 8	Location 17
7	Aisle 19	Location 32
8	Aisle 7	Location 2
9	Aisle 10	Location 36
10	Aisle 13	Location 18
11	Aisle 4	Location 37
12	Aisle 18	Location 33
13	Aisle 7	Location 30
14	Aisle 16	Location 12
15	Aisle 5	Location 38
Order 57	number of articles 17
0	Aisle 2	Location 44
1	Aisle 10	Location 13
2	Aisle 17	Location 29
3	Aisle 9	Location 35
4	Aisle 4	Location 27
5	Aisle 11	Location 10
6	Aisle 6	Location 25
7	Aisle 10	Location 4
8	Aisle 15	Location 42
9	Aisle 2	Location 0
10	Aisle 0	Location 28
11	Aisle 18	Location 2
12	Aisle 15	Location 39
13	Aisle 6	Location 13
14	Aisle 2	Location 12
15	Aisle 1	Location 2
16	Aisle 13	Location 27
Order 58	number of articles 9
0	Aisle 16	Location 15
1	Aisle 19	Location 0
2	Aisle 4	Location 13
3	Aisle 14	Location 22
4	Aisle 0	Location 31
5	Aisle 9	Location 44
6	Aisle 6	Location 35
7	Aisle 6	Location 11
8	Aisle 13	Location 31
Order 59	number of articles 11
0	Aisle 11	Location 6
1	Aisle 16	Location 29
2	Aisle 14	Location 32
3	Aisle 9	Location 38
4	Aisle 13	Location 10
5	Aisle 15	Location 9
6	Aisle 4	Location 8
7	Aisle 7	Location 30
8	Aisle 1	Location 10
9	Aisle 17	Location 12
10	Aisle 18	Location 11
