Order 0	number of articles 17
6	Aisle 16	Location 21
7	Aisle 18	Location 32
8	Aisle 11	Location 0
9	Aisle 10	Location 11
10	Aisle 15	Location 30
11	Aisle 11	Location 10
12	Aisle 7	Location 43
Order 9	number of articles 12
0	Aisle 15	Location 13
1	Aisle 8	Location 25
2	Aisle 5	Location 42
3	Aisle 13	Location 23
4	Aisle 15	Location 27
5	Aisle 13	Location 8
6	Aisle 3	Location 32
7	Aisle 12	Location 0
8	Aisle 1	Location 0
9	Aisle 16	Location 44
10	Aisle 0	Location 7
11	Aisle 3	Location 4
Order 10	number of articles 14
0	Aisle 12	Location 29
1	Aisle 2	Location 41
2	Aisle 12	Location 19
3	Aisle 14	Location 17
4	Aisle 12	Location 36
5	Aisle 17	Location 10
6	Aisle 17	Location 26
7	Aisle 19	Location 36
8	Aisle 10	Location 22
9	Aisle 11	Location 40
10	Aisle 12	Location 35
11	Aisle 13	Location 3
12	Aisle 17	Location 18
13	Aisle 18	Location 14
Order 11	number of articles 10
0	Aisle 7	Location 10
1	Aisle 6	Location 27
2	Aisle 0	Location 31
3	Aisle 5	Location 16
4	Aisle 6	Location 40
5	Aisle 13	Location 16
6	Aisle 5	Location 41
7	Aisle 3	Location 11
8	Aisle 14	Location 21
9	Aisle 1	Location 30
Order 12	number of articles 9
0	Aisle 10	Location 17
1	Aisle 11	Location 30
2	Aisle 1	Location 39
3	Aisle 4	Location 19
4	Aisle 18	Location 16
5	Aisle 13	Location 37
6	Aisle 18	Location 44
7	Aisle 4	Location 39
8	Aisle 11	Location 37
Order 13	number of articles 22
0	Aisle 11	Location 41
1	Aisle 7	Location 44
2	Aisle 8	Location 9
3	Aisle 7	Location 18
4	Aisle 16	Location 34
5	Aisle 6	Location 9
6	Aisle 12	Location 34
7	Aisle 14	Location 23
8	Aisle 3	Location 5
9	Aisle 3	Location 39
10	Aisle 17	Location 18
11	Aisle 5	Location 1
12	Aisle 6	Location 14
13	Aisle 0	Location 38
14	Aisle 5	Location 17
15	Aisle 12	Location 30
16	Aisle 8	Location 10
17	Aisle 2	Location 40
18	Aisle 13	Location 35
19	Aisle 16	Location 0
20	Aisle 6	Location 2
21	Aisle 1	Location 44
Order 14	number of articles 22
0	Aisle 11	Location 40
1	Aisle 6	Location 38
2	Aisle 15	Location 30
3	Aisle 19	Location 42
4	Aisle 4	Location 29
5	Aisle 6	Location 29
6	Aisle 18	Location 6
7	Aisle 18	Location 8
8	Aisle 0	Location 28
9	Aisle 7	Location 33
10	Aisle 19	Location 30
11	Aisle 0	Location 22
12	Aisle 1	Location 3
13	Aisle 9	Location 7
14	Aisle 19	Location 27
15	Aisle 5	Location 22
16	Aisle 10	Location 12
17	Aisle 13	Location 4
18	Aisle 12	Location 5
19	Aisle 17	Location 37
20	Aisle 17	Location 42
21	Aisle 9	Location 32
Order 15	number of articles 22
0	Aisle 4	Location 17
1	Aisle 18	Location 10
2	Aisle 3	Location 43
3	Aisle 8	Location 34
4	Aisle 18	Location 7
5	Aisle 13	Location 7
6	Aisle 19	Location 25
7	Aisle 0	Location 27
8	Aisle 17	Location 22
9	Aisle 13	Location 4
10	Aisle 19	Location 5
11	Aisle 11	Location 2
12	Aisle 0	Location 13
13	Aisle 6	Location 18
14	Aisle 3	Location 0
15	Aisle 9	Location 40
16	Aisle 16	Location 22
17	Aisle 19	Location 4
18	Aisle 5	Location 33
19	Aisle 12	Location 9
20	Aisle 12	Location 33
21	Aisle 0	Location 18
Order 16	number of articles 24
0	Aisle 8	Location 4
1	Aisle 16	Location 17
2	Aisle 7	Location 42
3	Aisle 10	Location 36
4	Aisle 5	Location 5
5	Aisle 2	Location 39
6	Aisle 1	Location 20
7	Aisle 11	Location 15
8	Aisle 5	Location 40
9	Aisle 18	Location 43
10	Aisle 7	Location 21
11	Aisle 0	Location 32
12	Aisle 17	Location 24
13	Aisle 1	Location 42
14	Aisle 4	Location 0
15	Aisle 0	Location 43
16	Aisle 17	Location 43
17	Aisle 15	Location 6
18	Aisle 19	Location 19
19	Aisle 12	Location 44
20	Aisle 10	Location 9
21	Aisle 6	Location 31
22	Aisle 4	Location 36
23	Aisle 13	Location 30
Order 17	number of articles 13
0	Aisle 7	Location 29
1	Aisle 10	Location 34
2	Aisle 16	Location 3
3	Aisle 1	Location 38
4	Aisle 2	Location 22
5	Aisle 15	Location 25
6	Aisle 14	Location 14
7	Aisle 2	Location 35
8	Aisle 14	Location 23
9	Aisle 15	Location 32
10	Aisle 2	Location 37
11	Aisle 19	Location 39
12	Aisle 1	Location 10
Order 18	number of articles 16
0	Aisle 19	Location 20
1	Aisle 12	Location 36
2	Aisle 0	Location 41
3	Aisle 15	Location 14
4	Aisle 18	Location 22
5	Aisle 1	Location 22
6	Aisle 5	Location 41
7	Aisle 13	Location 11
8	Aisle 19	Location 34
9	Aisle 16	Location 37
10	Aisle 1	Location 1
11	Aisle 5	Location 37
12	Aisle 0	Location 23
13	Aisle 4	Location 14
14	Aisle 7	Location 1
15	Aisle 17	Location 31
Order 19	number of articles 15
0	Aisle 15	Location 3
1	Aisle 17	Location 37
2	Aisle 17	Location 22
3	Aisle 14	Location 7
4	Aisle 17	Location 16
5	Aisle 17	Location 23
6	Aisle 2	Location 2
7	Aisle 0	Location 12
8	Aisle 9	Location 29
9	Aisle 11	Location 42
10	Aisle 3	Location 6
11	Aisle 5	Location 8
12	Aisle 8	Location 11
13	Aisle 0	Location 39
14	Aisle 17	Location 5
Order 20	number of articles 13
0	Aisle 1	Location 8
1	Aisle 5	Location 26
2	Aisle 11	Location 44
3	Aisle 7	Location 12
4	Aisle 18	Location 15
5	Aisle 12	Location 0
6	Aisle 4	Location 35
7	Aisle 10	Location 15
8	Aisle 7	Location 37
9	Aisle 0	Location 2
10	Aisle 5	Location 8
11	Aisle 3	Location 12
12	Aisle 14	Location 36
Order 21	number of articles 22
0	Aisle 8	Location 24
1	Aisle 7	Location 1
2	Aisle 1	Location 13
3	Aisle 11	Location 39
4	Aisle 13	Location 8
5	Aisle 13	Location 10
6	Aisle 14	Location 22
7	Aisle 17	Location 14
8	Aisle 13	Location 13
9	Aisle 15	Location 35
10	Aisle 3	Location 13
11	Aisle 10	Location 13
12	Aisle 13	Location 38
13	Aisle 11	Location 24
14	Aisle 17	Location 0
15	Aisle 0	Location 5
16	Aisle 10	Location 2
17	Aisle 8	Location 11
18	Aisle 12	Location 15
19	Aisle 2	Location 30
20	Aisle 13	Location 2
21	Aisle 4	Location 38
Order 22	number of articles 20
0	Aisle 7	Location 26
1	Aisle 3	Location 44
2	Aisle 14	Location 28
3	Aisle 12	Location 25
4	Aisle 14	Location 24
5	Aisle 17	Location 18
6	Aisle 7	Location 10
7	Aisle 17	Location 2
8	Aisle 4	Location 3
9	Aisle 13	Location 32
10	Aisle 12	Location 15
11	Aisle 15	Location 14
12	Aisle 12	Location 13
13	Aisle 13	Location 21
14	Aisle 3	Location 30
15	Aisle 12	Location 27
16	Aisle 16	Location 20
17	Aisle 11	Location 0
18	Aisle 6	Location 39
19	Aisle 2	Location 39
Order 23	number of articles 14
0	Aisle 4	Location 13
1	Aisle 16	Location 3
2	Aisle 1	Location 41
3	Aisle 4	Location 36
4	Aisle 17	Location 37
5	Aisle 13	Location 12
6	Aisle 8	Location 42
7	Aisle 5	Location 44
8	Aisle 3	Location 1
9	Aisle 7	Location 29
10	Aisle 16	Location 20
11	Aisle 4	Location 38
12	Aisle 5	Location 40
13	Aisle 4	Location 15
Order 24	number of articles 10
0	Aisle 15	Location 29
1	Aisle 12	Location 9
2	Aisle 16	Location 42
3	Aisle 18	Location 4
4	Aisle 8	Location 39
5	Aisle 6	Location 12
6	Aisle 9	Location 34
7	Aisle 16	Location 41
8	Aisle 6	Location 15
9	Aisle 13	Location 31
Order 25	number of articles 23
0	Aisle 4	Location 10
1	Aisle 19	Location 2
2	Aisle 10	Location 3
3	Aisle 14	Location 7
4	Aisle 18	Location 44
5	Aisle 2	Location 1
6	Aisle 11	Location 27
7	Aisle 0	Location 12
8	Aisle 8	Location 29
9	Aisle 0	Location 8
10	Aisle 14	Location 40
11	Aisle 14	Location 19
12	Aisle 2	Location 10
13	Aisle 4	Location 30
14	Aisle 16	Location 26
15	Aisle 11	Location 37
16	Aisle 8	Location 30
17	Aisle 19	Location 39
18	Aisle 14	Location 29
19	Aisle 2	Location 27
20	Aisle 13	Location 29
21	Aisle 7	Location 0
22	Aisle 18	Location 25
Order 26	number of articles 18
0	Aisle 5	Location 9
1	Aisle 7	Location 1
2	Aisle 3	Location 6
3	Aisle 7	Location 25
4	Aisle 4	Location 8
5	Aisle 11	Location 44
6	Aisle 13	Location 33
7	Aisle 3	Location 8
8	Aisle 10	Location 19
9	Aisle 16	Location 8
10	Aisle 17	Location 32
11	Aisle 2	Location 10
12	Aisle 1	Location 17
13	Aisle 14	Location 5
14	Aisle 7	Location 2
15	Aisle 7	Location 42
16	Aisle 16	Location 37
17	Aisle 2	Location 5
Order 27	number of articles 5
0	Aisle 17	Location 26
1	Aisle 13	Location 16
2	Aisle 14	Location 0
3	Aisle 9	Location 30
4	Aisle 19	Location 6
Order 28	number of articles 5
0	Aisle 10	Location 4
1	Aisle 18	Location 8
2	Aisle 9	Location 31
3	Aisle 1	Location 38
4	Aisle 19	Location 20
Order 29	number of articles 10
0	Aisle 2	Location 18
1	Aisle 1	Location 16
2	Aisle 19	Location 17
3	Aisle 9	Location 13
4	Aisle 14	Location 15
5	Aisle 19	Location 37
6	Aisle 4	Location 22
7	Aisle 16	Location 19
8	Aisle 3	Location 4
9	Aisle 15	Location 33
Order 30	number of articles 6
0	Aisle 7	Location 16
1	Aisle 13	Location 32
2	Aisle 11	Location 24
3	Aisle 2	Location 33
4	Aisle 17	Location 41
5	Aisle 12	Location 2
Order 31	number of articles 11
0	Aisle 15	Location 35
1	Aisle 15	Location 11
2	Aisle 5	Location 1
3	Aisle 10	Location 27
4	Aisle 11	Location 0
5	Aisle 10	Location 14
6	Aisle 13	Location 20
7	Aisle 18	Location 28
8	Aisle 11	Location 1
9	Aisle 8	Location 16
10	Aisle 5	Location 29
Order 32	number of articles 13
0	Aisle 4	Location 10
1	Aisle 9	Location 10
2	Aisle 8	Location 17
3	Aisle 1	Location 15
4	Aisle 18	Location 38
5	Aisle 12	Location 16
6	Aisle 15	Location 12
7	Aisle 11	Location 25
8	Aisle 11	Location 40
9	Aisle 18	Location 20
10	Aisle 14	Location 25
11	Aisle 0	Location 2
12	Aisle 13	Location 42
Order 33	number of articles 13
0	Aisle 15	Location 25
1	Aisle 4	Location 9
2	Aisle 12	Location 42
3	Aisle 17	Location 29
4	Aisle 19	Location 39
5	Aisle 5	Location 43
6	Aisle 13	Location 43
7	Aisle 16	Location 35
8	Aisle 18	Location 20
9	Aisle 3	Location 44
10	Aisle 13	Location 2
11	Aisle 4	Location 3
12	Aisle 6	Location 31
Order 34	number of articles 17
0	Aisle 2	Location 10
1	Aisle 14	Location 43
2	Aisle 15	Location 43
3	Aisle 10	Location 32
4	Aisle 8	Location 28
5	Aisle 5	Location 37
6	Aisle 14	Location 23
7	Aisle 3	Location 28
8	Aisle 0	Location 26
9	Aisle 12	Location 19
10	Aisle 11	Location 5
11	Aisle 4	Location 9
12	Aisle 4	Location 27
13	Aisle 17	Location 35
14	Aisle 2	Location 17
15	Aisle 1	Location 14
16	Aisle 11	Location 22
Order 35	number of articles 18
0	Aisle 6	Location 9
1	Aisle 12	Location 25
2	Aisle 6	Location 43
3	Aisle 1	Location 20
4	Aisle 2	Location 2
5	Aisle 9	Location 21
6	Aisle 9	Location 28
7	Aisle 13	Location 23
8	Aisle 10	Location 41
9	Aisle 16	Location 44
10	Aisle 10	Location 40
11	Aisle 19	Location 15
12	Aisle 0	Location 9
13	Aisle 8	Location 28
14	Aisle 1	Location 9
15	Aisle 11	Location 30
16	Aisle 14	Location 10
17	Aisle 0	Location 1
Order 36	number of articles 8
0	Aisle 13	Location 0
1	Aisle 18	Location 11
2	Aisle 6	Location 27
3	Aisle 1	Location 31
4	Aisle 18	Location 5
5	Aisle 10	Location 30
6	Aisle 11	Location 14
7	Aisle 18	Location 41
Order 37	number of articles 18
0	Aisle 18	Location 33
1	Aisle 9	Location 42
2	Aisle 4	Location 18
3	Aisle 17	Location 5
4	Aisle 9	Location 34
5	Aisle 0	Location 14
6	Aisle 1	Location 37
7	Aisle 15	Location 3
8	Aisle 1	Location 0
9	Aisle 4	Location 43
10	Aisle 7	Location 24
11	Aisle 1	Location 11
12	Aisle 16	Location 28
13	Aisle 17	Location 16
14	Aisle 4	Location 39
15	Aisle 9	Location 22
16	Aisle 5	Location 13
17	Aisle 1	Location 15
Order 38	number of articles 23
0	Aisle 18	Location 31
1	Aisle 0	Location 38
2	Aisle 16	Location 37
3	Aisle 10	Location 4
4	Aisle 8	Location 12
5	Aisle 13	Location 36
6	Aisle 4	Location 3
7	Aisle 2	Location 12
8	Aisle 9	Location 22
9	Aisle 11	Location 43
10	Aisle 3	Location 2
11	Aisle 6	Location 17
12	Aisle 13	Location 38
13	Aisle 6	Location 22
14	Aisle 1	Location 32
15	Aisle 17	Location 8
16	Aisle 11	Location 16
17	Aisle 4	Location 1
18	Aisle 4	Location 19
19	Aisle 9	Location 3
20	Aisle 18	Location 44
21	Aisle 1	Location 33
22	Aisle 1	Location 3
Order 39	number of articles 17
0	Aisle 11	Location 18
1	Aisle 7	Location 39
2	Aisle 4	Location 17
3	Aisle 10	Location 42
4	Aisle 10	Location 41
5	Aisle 13	Location 32
6	Aisle 18	Location 33
7	Aisle 8	Location 36
8	Aisle 6	Location 44
9	Aisle 18	Location 24
10	Aisle 17	Location 28
11	Aisle 0	Location 21
12	Aisle 7	Location 6
13	Aisle 9	Location 42
14	Aisle 3	Location 34
15	Aisle 9	Location 28
16	Aisle 10	Location 16
