Order 0	number of articles 5
10	Aisle 3	Location 11
11	Aisle 19	Location 44
12	Aisle 11	Location 32
13	Aisle 0	Location 38
14	Aisle 15	Location 6
15	Aisle 3	Location 24
16	Aisle 17	Location 11
17	Aisle 15	Location 37
18	Aisle 12	Location 30
Order 7	number of articles 9
0	Aisle 9	Location 42
1	Aisle 15	Location 44
2	Aisle 11	Location 26
3	Aisle 18	Location 39
4	Aisle 9	Location 22
5	Aisle 19	Location 6
6	Aisle 5	Location 39
7	Aisle 19	Location 35
8	Aisle 11	Location 32
Order 8	number of articles 8
0	Aisle 16	Location 19
1	Aisle 14	Location 8
2	Aisle 3	Location 4
3	Aisle 0	Location 16
4	Aisle 8	Location 2
5	Aisle 17	Location 41
6	Aisle 6	Location 26
7	Aisle 4	Location 33
Order 9	number of articles 15
0	Aisle 10	Location 14
1	Aisle 13	Location 10
2	Aisle 4	Location 38
3	Aisle 7	Location 29
4	Aisle 18	Location 1
5	Aisle 18	Location 11
6	Aisle 16	Location 42
7	Aisle 15	Location 36
8	Aisle 13	Location 38
9	Aisle 3	Location 10
10	Aisle 4	Location 35
11	Aisle 19	Location 40
12	Aisle 8	Location 32
13	Aisle 4	Location 21
14	Aisle 14	Location 29
Order 10	number of articles 6
0	Aisle 14	Location 30
1	Aisle 14	Location 24
2	Aisle 14	Location 5
3	Aisle 12	Location 40
4	Aisle 4	Location 31
5	Aisle 9	Location 35
Order 11	number of articles 21
0	Aisle 12	Location 0
1	Aisle 7	Location 14
2	Aisle 4	Location 42
3	Aisle 16	Location 15
4	Aisle 1	Location 39
5	Aisle 13	Location 0
6	Aisle 5	Location 31
7	Aisle 7	Location 22
8	Aisle 17	Location 10
9	Aisle 11	Location 15
10	Aisle 1	Location 16
11	Aisle 11	Location 44
12	Aisle 18	Location 20
13	Aisle 8	Location 0
14	Aisle 10	Location 22
15	Aisle 3	Location 22
16	Aisle 15	Location 6
17	Aisle 8	Location 43
18	Aisle 19	Location 12
19	Aisle 0	Location 28
20	Aisle 3	Location 29
Order 12	number of articles 24
0	Aisle 13	Location 30
1	Aisle 14	Location 37
2	Aisle 19	Location 38
3	Aisle 10	Location 11
4	Aisle 18	Location 31
5	Aisle 1	Location 28
6	Aisle 7	Location 30
7	Aisle 7	Location 26
8	Aisle 2	Location 0
9	Aisle 17	Location 14
10	Aisle 18	Location 11
11	Aisle 3	Location 22
12	Aisle 5	Location 37
13	Aisle 0	Location 20
14	Aisle 0	Location 11
15	Aisle 19	Location 33
16	Aisle 6	Location 30
17	Aisle 4	Location 26
18	Aisle 17	Location 44
19	Aisle 7	Location 13
20	Aisle 15	Location 1
21	Aisle 6	Location 26
22	Aisle 12	Location 30
23	Aisle 1	Location 32
Order 13	number of articles 9
0	Aisle 4	Location 33
1	Aisle 18	Location 12
2	Aisle 5	Location 35
3	Aisle 9	Location 34
4	Aisle 8	Location 15
5	Aisle 4	Location 27
6	Aisle 7	Location 17
7	Aisle 2	Location 37
8	Aisle 17	Location 43
Order 14	number of articles 12
0	Aisle 14	Location 34
1	Aisle 7	Location 13
2	Aisle 5	Location 21
3	Aisle 6	Location 4
4	Aisle 1	Location 18
5	Aisle 7	Location 29
6	Aisle 18	Location 41
7	Aisle 11	Location 15
8	Aisle 3	Location 26
9	Aisle 12	Location 28
10	Aisle 8	Location 17
11	Aisle 1	Location 34
Order 15	number of articles 9
0	Aisle 12	Location 2
1	Aisle 19	Location 27
2	Aisle 17	Location 23
3	Aisle 5	Location 29
4	Aisle 11	Location 11
5	Aisle 5	Location 0
6	Aisle 12	Location 23
7	Aisle 12	Location 5
8	Aisle 0	Location 24
Order 16	number of articles 13
0	Aisle 11	Location 28
1	Aisle 14	Location 44
2	Aisle 5	Location 10
3	Aisle 14	Location 35
4	Aisle 0	Location 43
5	Aisle 18	Location 14
6	Aisle 5	Location 38
7	Aisle 11	Location 5
8	Aisle 3	Location 20
9	Aisle 19	Location 32
10	Aisle 1	Location 34
11	Aisle 2	Location 21
12	Aisle 17	Location 20
Order 17	number of articles 22
0	Aisle 5	Location 29
1	Aisle 8	Location 34
2	Aisle 5	Location 31
3	Aisle 1	Location 42
4	Aisle 15	Location 0
5	Aisle 10	Location 20
6	Aisle 16	Location 16
7	Aisle 1	Location 36
8	Aisle 15	Location 30
9	Aisle 1	Location 15
10	Aisle 2	Location 7
11	Aisle 2	Location 35
12	Aisle 9	Location 16
13	Aisle 17	Location 20
14	Aisle 14	Location 8
15	Aisle 15	Location 40
16	Aisle 9	Location 31
17	Aisle 14	Location 7
18	Aisle 0	Location 36
19	Aisle 3	Location 8
20	Aisle 3	Location 23
21	Aisle 8	Location 39
Order 18	number of articles 10
0	Aisle 15	Location 31
1	Aisle 6	Location 38
2	Aisle 12	Location 3
3	Aisle 19	Location 14
4	Aisle 11	Location 44
5	Aisle 10	Location 8
6	Aisle 10	Location 34
7	Aisle 3	Location 40
8	Aisle 5	Location 15
9	Aisle 12	Location 30
Order 19	number of articles 14
0	Aisle 0	Location 44
1	Aisle 9	Location 29
2	Aisle 11	Location 0
3	Aisle 5	Location 30
4	Aisle 12	Location 18
5	Aisle 0	Location 3
6	Aisle 3	Location 24
7	Aisle 15	Location 30
8	Aisle 14	Location 5
9	Aisle 15	Location 34
10	Aisle 17	Location 5
11	Aisle 19	Location 37
12	Aisle 1	Location 41
13	Aisle 15	Location 21
Order 20	number of articles 22
0	Aisle 4	Location 14
1	Aisle 18	Location 41
2	Aisle 18	Location 8
3	Aisle 2	Location 18
4	Aisle 7	Location 21
5	Aisle 3	Location 23
6	Aisle 18	Location 44
7	Aisle 15	Location 27
8	Aisle 8	Location 26
9	Aisle 15	Location 8
10	Aisle 5	Location 42
11	Aisle 10	Location 5
12	Aisle 17	Location 23
13	Aisle 1	Location 20
14	Aisle 15	Location 11
15	Aisle 8	Location 41
16	Aisle 6	Location 3
17	Aisle 0	Location 33
18	Aisle 3	Location 30
19	Aisle 10	Location 35
20	Aisle 2	Location 37
21	Aisle 7	Location 36
Order 21	number of articles 22
0	Aisle 1	Location 33
1	Aisle 11	Location 31
2	Aisle 16	Location 32
3	Aisle 11	Location 42
4	Aisle 2	Location 6
5	Aisle 5	Location 31
6	Aisle 3	Location 43
7	Aisle 0	Location 37
8	Aisle 6	Location 42
9	Aisle 19	Location 8
10	Aisle 14	Location 22
11	Aisle 15	Location 9
12	Aisle 4	Location 32
13	Aisle 5	Location 25
14	Aisle 1	Location 12
15	Aisle 4	Location 23
16	Aisle 10	Location 26
17	Aisle 8	Location 28
18	Aisle 8	Location 6
19	Aisle 12	Location 40
20	Aisle 7	Location 6
21	Aisle 6	Location 25
Order 22	number of articles 14
0	Aisle 6	Location 5
1	Aisle 0	Location 19
2	Aisle 6	Location 2
3	Aisle 1	Location 33
4	Aisle 7	Location 33
5	Aisle 15	Location 12
6	Aisle 3	Location 8
7	Aisle 10	Location 18
8	Aisle 19	Location 29
9	Aisle 3	Location 37
10	Aisle 13	Location 22
11	Aisle 2	Location 24
12	Aisle 9	Location 35
13	Aisle 1	Location 34
Order 23	number of articles 21
0	Aisle 14	Location 25
1	Aisle 3	Location 24
2	Aisle 3	Location 38
3	Aisle 4	Location 35
4	Aisle 16	Location 35
5	Aisle 8	Location 36
6	Aisle 15	Location 24
7	Aisle 19	Location 27
8	Aisle 1	Location 16
9	Aisle 0	Location 8
10	Aisle 19	Location 42
11	Aisle 9	Location 18
12	Aisle 10	Location 16
13	Aisle 19	Location 23
14	Aisle 1	Location 2
15	Aisle 18	Location 36
16	Aisle 8	Location 8
17	Aisle 12	Location 0
18	Aisle 15	Location 10
19	Aisle 0	Location 4
20	Aisle 12	Location 13
Order 24	number of articles 14
0	Aisle 1	Location 30
1	Aisle 4	Location 9
2	Aisle 9	Location 6
3	Aisle 1	Location 27
4	Aisle 4	Location 10
5	Aisle 0	Location 16
6	Aisle 8	Location 27
7	Aisle 10	Location 15
8	Aisle 2	Location 29
9	Aisle 12	Location 8
10	Aisle 6	Location 0
11	Aisle 4	Location 3
12	Aisle 16	Location 38
13	Aisle 7	Location 11
Order 25	number of articles 12
0	Aisle 17	Location 9
1	Aisle 17	Location 34
2	Aisle 11	Location 24
3	Aisle 2	Location 31
4	Aisle 4	Location 25
5	Aisle 15	Location 18
6	Aisle 12	Location 4
7	Aisle 12	Location 27
8	Aisle 13	Location 38
9	Aisle 3	Location 25
10	Aisle 2	Location 16
11	Aisle 14	Location 40
Order 26	number of articles 19
0	Aisle 4	Location 2
1	Aisle 9	Location 40
2	Aisle 18	Location 29
3	Aisle 0	Location 25
4	Aisle 19	Location 23
5	Aisle 15	Location 8
6	Aisle 3	Location 33
7	Aisle 9	Location 23
8	Aisle 3	Location 26
9	Aisle 1	Location 32
10	Aisle 13	Location 42
11	Aisle 17	Location 38
12	Aisle 14	Location 7
13	Aisle 1	Location 28
14	Aisle 1	Location 9
15	Aisle 11	Location 41
16	Aisle 5	Location 14
17	Aisle 0	Location 32
18	Aisle 14	Location 22
Order 27	number of articles 23
0	Aisle 3	Location 10
1	Aisle 15	Location 0
2	Aisle 7	Location 17
3	Aisle 13	Location 14
4	Aisle 13	Location 33
5	Aisle 8	Location 38
6	Aisle 8	Location 17
7	Aisle 4	Location 0
8	Aisle 5	Location 25
9	Aisle 4	Location 26
10	Aisle 3	Location 28
11	Aisle 10	Location 11
12	Aisle 17	Location 34
13	Aisle 8	Location 36
14	Aisle 7	Location 7
15	Aisle 0	Location 5
16	Aisle 15	Location 13
17	Aisle 2	Location 8
18	Aisle 7	Location 43
19	Aisle 2	Location 36
20	Aisle 2	Location 44
21	Aisle 14	Location 33
22	Aisle 8	Location 9
Order 28	number of articles 14
0	Aisle 1	Location 22
1	Aisle 16	Location 28
2	Aisle 17	Location 16
3	Aisle 8	Location 21
4	Aisle 11	Location 25
5	Aisle 18	Location 9
6	Aisle 7	Location 7
7	Aisle 11	Location 35
8	Aisle 7	Location 11
9	Aisle 3	Location 40
10	Aisle 14	Location 16
11	Aisle 15	Location 29
12	Aisle 11	Location 34
13	Aisle 16	Location 13
Order 29	number of articles 10
0	Aisle 11	Location 0
1	Aisle 3	Location 16
2	Aisle 5	Location 5
3	Aisle 4	Location 44
4	Aisle 9	Location 5
5	Aisle 4	Location 17
6	Aisle 4	Location 18
7	Aisle 3	Location 38
8	Aisle 17	Location 10
9	Aisle 9	Location 34
Order 30	number of articles 14
0	Aisle 16	Location 8
1	Aisle 17	Location 1
2	Aisle 11	Location 44
3	Aisle 7	Location 34
4	Aisle 7	Location 7
5	Aisle 16	Location 19
6	Aisle 11	Location 7
7	Aisle 13	Location 12
8	Aisle 6	Location 0
9	Aisle 13	Location 37
10	Aisle 7	Location 36
11	Aisle 11	Location 21
12	Aisle 14	Location 1
13	Aisle 5	Location 44
Order 31	number of articles 17
0	Aisle 9	Location 6
1	Aisle 16	Location 17
2	Aisle 3	Location 0
3	Aisle 12	Location 25
4	Aisle 12	Location 44
5	Aisle 16	Location 0
6	Aisle 4	Location 8
7	Aisle 11	Location 21
8	Aisle 12	Location 31
9	Aisle 7	Location 23
10	Aisle 4	Location 16
11	Aisle 12	Location 17
12	Aisle 2	Location 2
13	Aisle 6	Location 31
14	Aisle 17	Location 36
15	Aisle 16	Location 8
16	Aisle 4	Location 24
Order 32	number of articles 6
0	Aisle 11	Location 1
1	Aisle 17	Location 5
2	Aisle 13	Location 13
3	Aisle 9	Location 10
4	Aisle 11	Location 31
5	Aisle 12	Location 15
Order 33	number of articles 16
0	Aisle 4	Location 43
1	Aisle 14	Location 41
2	Aisle 18	Location 25
3	Aisle 12	Location 23
4	Aisle 12	Location 21
5	Aisle 18	Location 35
6	Aisle 16	Location 6
7	Aisle 9	Location 17
8	Aisle 5	Location 0
9	Aisle 14	Location 42
10	Aisle 18	Location 17
11	Aisle 12	Location 35
12	Aisle 6	Location 18
13	Aisle 11	Location 27
14	Aisle 3	Location 39
15	Aisle 7	Location 38
Order 34	number of articles 6
0	Aisle 14	Location 42
1	Aisle 10	Location 40
2	Aisle 15	Location 34
3	Aisle 12	Location 20
4	Aisle 15	Location 43
5	Aisle 15	Location 36
Order 35	number of articles 19
0	Aisle 5	Location 5
1	Aisle 12	Location 27
2	Aisle 11	Location 19
3	Aisle 7	Location 44
4	Aisle 1	Location 1
5	Aisle 17	Location 25
6	Aisle 12	Location 38
7	Aisle 1	Location 38
8	Aisle 8	Location 37
9	Aisle 18	Location 15
10	Aisle 4	Location 22
11	Aisle 4	Location 10
12	Aisle 12	Location 11
13	Aisle 11	Location 16
14	Aisle 14	Location 15
15	Aisle 8	Location 14
16	Aisle 2	Location 7
17	Aisle 16	Location 20
18	Aisle 10	Location 15
Order 36	number of articles 17
0	Aisle 1	Location 6
1	Aisle 13	Location 43
2	Aisle 14	Location 1
3	Aisle 19	Location 39
4	Aisle 4	Location 16
5	Aisle 18	Location 21
6	Aisle 18	Location 0
7	Aisle 6	Location 36
8	Aisle 0	Location 22
9	Aisle 10	Location 7
10	Aisle 16	Location 5
11	Aisle 7	Location 42
12	Aisle 19	Location 8
13	Aisle 12	Location 11
14	Aisle 5	Location 18
15	Aisle 12	Location 0
16	Aisle 11	Location 43
Order 37	number of articles 21
0	Aisle 4	Location 41
1	Aisle 2	Location 2
2	Aisle 2	Location 21
3	Aisle 2	Location 17
4	Aisle 6	Location 10
5	Aisle 12	Location 21
6	Aisle 12	Location 41
7	Aisle 19	Location 37
8	Aisle 0	Location 16
9	Aisle 9	Location 23
10	Aisle 7	Location 36
11	Aisle 8	Location 35
12	Aisle 18	Location 15
13	Aisle 16	Location 4
14	Aisle 12	Location 39
15	Aisle 15	Location 37
16	Aisle 10	Location 9
17	Aisle 0	Location 29
18	Aisle 17	Location 4
19	Aisle 7	Location 14
20	Aisle 5	Location 42
Order 38	number of articles 19
0	Aisle 12	Location 9
1	Aisle 4	Location 22
2	Aisle 4	Location 0
3	Aisle 12	Location 32
4	Aisle 3	Location 9
5	Aisle 18	Location 8
6	Aisle 18	Location 12
7	Aisle 9	Location 36
8	Aisle 10	Location 25
9	Aisle 14	Location 26
10	Aisle 19	Location 6
11	Aisle 4	Location 31
12	Aisle 10	Location 40
13	Aisle 16	Location 40
14	Aisle 5	Location 44
15	Aisle 9	Location 43
16	Aisle 8	Location 31
17	Aisle 17	Location 32
18	Aisle 2	Location 27
Order 39	number of articles 11
0	Aisle 11	Location 37
1	Aisle 19	Location 1
2	Aisle 19	Location 21
3	Aisle 13	Location 3
4	Aisle 7	Location 5
5	Aisle 9	Location 37
6	Aisle 2	Location 32
7	Aisle 11	Location 12
8	Aisle 18	Location 40
9	Aisle 7	Location 1
10	Aisle 19	Location 12
