Order 0	number of articles 18
6	Aisle 15	Location 15
7	Aisle 7	Location 24
8	Aisle 5	Location 39
9	Aisle 18	Location 14
10	Aisle 7	Location 22
11	Aisle 7	Location 25
12	Aisle 14	Location 31
13	Aisle 17	Location 26
14	Aisle 11	Location 43
15	Aisle 4	Location 34
16	Aisle 12	Location 26
17	Aisle 13	Location 32
18	Aisle 17	Location 5
19	Aisle 6	Location 36
20	Aisle 17	Location 23
21	Aisle 13	Location 24
22	Aisle 0	Location 4
23	Aisle 8	Location 32
Order 17	number of articles 10
0	Aisle 7	Location 31
1	Aisle 8	Location 0
2	Aisle 17	Location 22
3	Aisle 5	Location 27
4	Aisle 0	Location 17
5	Aisle 9	Location 38
6	Aisle 18	Location 26
7	Aisle 16	Location 31
8	Aisle 8	Location 32
9	Aisle 14	Location 44
Order 18	number of articles 7
0	Aisle 5	Location 5
1	Aisle 2	Location 26
2	Aisle 10	Location 3
3	Aisle 5	Location 4
4	Aisle 14	Location 17
5	Aisle 2	Location 20
6	Aisle 1	Location 20
Order 19	number of articles 23
0	Aisle 18	Location 7
1	Aisle 17	Location 16
2	Aisle 8	Location 30
3	Aisle 19	Location 3
4	Aisle 16	Location 9
5	Aisle 11	Location 35
6	Aisle 17	Location 9
7	Aisle 16	Location 29
8	Aisle 14	Location 35
9	Aisle 2	Location 43
10	Aisle 2	Location 16
11	Aisle 14	Location 19
12	Aisle 1	Location 40
13	Aisle 10	Location 18
14	Aisle 16	Location 17
15	Aisle 7	Location 12
16	Aisle 5	Location 10
17	Aisle 6	Location 28
18	Aisle 19	Location 36
19	Aisle 18	Location 14
20	Aisle 3	Location 42
21	Aisle 7	Location 17
22	Aisle 7	Location 44
Order 20	number of articles 24
0	Aisle 19	Location 39
1	Aisle 14	Location 16
2	Aisle 12	Location 40
3	Aisle 17	Location 7
4	Aisle 19	Location 8
5	Aisle 5	Location 25
6	Aisle 6	Location 41
7	Aisle 0	Location 25
8	Aisle 13	Location 39
9	Aisle 14	Location 41
10	Aisle 9	Location 7
11	Aisle 4	Location 1
12	Aisle 19	Location 32
13	Aisle 18	Location 31
14	Aisle 1	Location 7
15	Aisle 10	Location 3
16	Aisle 15	Location 35
17	Aisle 1	Location 24
18	Aisle 7	Location 23
19	Aisle 7	Location 12
20	Aisle 18	Location 39
21	Aisle 1	Location 22
22	Aisle 16	Location 11
23	Aisle 18	Location 37
Order 21	number of articles 9
0	Aisle 0	Location 23
1	Aisle 19	Location 41
2	Aisle 14	Location 17
3	Aisle 10	Location 12
4	Aisle 7	Location 39
5	Aisle 6	Location 10
6	Aisle 18	Location 29
7	Aisle 5	Location 11
8	Aisle 17	Location 32
Order 22	number of articles 20
0	Aisle 9	Location 43
1	Aisle 11	Location 33
2	Aisle 9	Location 40
3	Aisle 0	Location 22
4	Aisle 19	Location 42
5	Aisle 1	Location 20
6	Aisle 11	Location 29
7	Aisle 15	Location 37
8	Aisle 13	Location 26
9	Aisle 10	Location 30
10	Aisle 11	Location 16
11	Aisle 19	Location 41
12	Aisle 1	Location 10
13	Aisle 6	Location 33
14	Aisle 10	Location 29
15	Aisle 13	Location 27
16	Aisle 7	Location 21
17	Aisle 9	Location 34
18	Aisle 18	Location 25
19	Aisle 17	Location 6
Order 23	number of articles 22
0	Aisle 12	Location 16
1	Aisle 12	Location 3
2	Aisle 18	Location 7
3	Aisle 1	Location 5
4	Aisle 13	Location 36
5	Aisle 6	Location 43
6	Aisle 2	Location 41
7	Aisle 8	Location 2
8	Aisle 3	Location 44
9	Aisle 17	Location 30
10	Aisle 12	Location 22
11	Aisle 11	Location 44
12	Aisle 18	Location 15
13	Aisle 15	Location 40
14	Aisle 10	Location 5
15	Aisle 6	Location 15
16	Aisle 1	Location 35
17	Aisle 13	Location 38
18	Aisle 3	Location 12
19	Aisle 5	Location 39
20	Aisle 17	Location 35
21	Aisle 5	Location 40
Order 24	number of articles 24
0	Aisle 12	Location 30
1	Aisle 7	Location 2
2	Aisle 5	Location 0
3	Aisle 8	Location 17
4	Aisle 0	Location 40
5	Aisle 3	Location 18
6	Aisle 16	Location 2
7	Aisle 12	Location 4
8	Aisle 13	Location 27
9	Aisle 15	Location 23
10	Aisle 1	Location 1
11	Aisle 6	Location 41
12	Aisle 17	Location 13
13	Aisle 2	Location 21
14	Aisle 6	Location 30
15	Aisle 12	Location 24
16	Aisle 19	Location 7
17	Aisle 8	Location 30
18	Aisle 13	Location 25
19	Aisle 0	Location 9
20	Aisle 9	Location 38
21	Aisle 4	Location 31
22	Aisle 8	Location 34
23	Aisle 14	Location 17
Order 25	number of articles 18
0	Aisle 11	Location 25
1	Aisle 16	Location 21
2	Aisle 18	Location 35
3	Aisle 2	Location 23
4	Aisle 10	Location 23
5	Aisle 16	Location 14
6	Aisle 8	Location 35
7	Aisle 15	Location 41
8	Aisle 0	Location 16
9	Aisle 0	Location 21
10	Aisle 6	Location 18
11	Aisle 5	Location 0
12	Aisle 9	Location 16
13	Aisle 8	Location 36
14	Aisle 11	Location 26
15	Aisle 4	Location 30
16	Aisle 14	Location 27
17	Aisle 7	Location 28
Order 26	number of articles 19
0	Aisle 17	Location 15
1	Aisle 8	Location 11
2	Aisle 17	Location 30
3	Aisle 16	Location 26
4	Aisle 3	Location 29
5	Aisle 8	Location 22
6	Aisle 19	Location 42
7	Aisle 18	Location 41
8	Aisle 11	Location 19
9	Aisle 1	Location 10
10	Aisle 4	Location 10
11	Aisle 16	Location 44
12	Aisle 15	Location 14
13	Aisle 16	Location 33
14	Aisle 11	Location 36
15	Aisle 2	Location 40
16	Aisle 11	Location 37
17	Aisle 0	Location 41
18	Aisle 6	Location 25
Order 27	number of articles 13
0	Aisle 14	Location 33
1	Aisle 8	Location 35
2	Aisle 14	Location 19
3	Aisle 3	Location 39
4	Aisle 6	Location 12
5	Aisle 4	Location 25
6	Aisle 16	Location 33
7	Aisle 13	Location 13
8	Aisle 13	Location 31
9	Aisle 11	Location 5
10	Aisle 13	Location 9
11	Aisle 5	Location 25
12	Aisle 10	Location 5
Order 28	number of articles 15
0	Aisle 1	Location 3
1	Aisle 11	Location 34
2	Aisle 3	Location 3
3	Aisle 5	Location 35
4	Aisle 15	Location 35
5	Aisle 11	Location 23
6	Aisle 8	Location 0
7	Aisle 11	Location 25
8	Aisle 5	Location 32
9	Aisle 11	Location 5
10	Aisle 5	Location 15
11	Aisle 16	Location 27
12	Aisle 11	Location 15
13	Aisle 13	Location 31
14	Aisle 8	Location 26
Order 29	number of articles 12
0	Aisle 14	Location 6
1	Aisle 14	Location 28
2	Aisle 8	Location 8
3	Aisle 3	Location 16
4	Aisle 5	Location 2
5	Aisle 12	Location 32
6	Aisle 16	Location 12
7	Aisle 19	Location 19
8	Aisle 6	Location 32
9	Aisle 15	Location 35
10	Aisle 19	Location 10
11	Aisle 8	Location 1
Order 30	number of articles 22
0	Aisle 17	Location 17
1	Aisle 18	Location 32
2	Aisle 12	Location 32
3	Aisle 13	Location 27
4	Aisle 16	Location 4
5	Aisle 7	Location 34
6	Aisle 18	Location 36
7	Aisle 8	Location 36
8	Aisle 16	Location 29
9	Aisle 15	Location 10
10	Aisle 19	Location 31
11	Aisle 5	Location 4
12	Aisle 0	Location 17
13	Aisle 9	Location 25
14	Aisle 11	Location 29
15	Aisle 15	Location 42
16	Aisle 8	Location 21
17	Aisle 17	Location 21
18	Aisle 12	Location 25
19	Aisle 2	Location 4
20	Aisle 15	Location 0
21	Aisle 15	Location 28
Order 31	number of articles 7
0	Aisle 4	Location 26
1	Aisle 7	Location 37
2	Aisle 10	Location 35
3	Aisle 5	Location 23
4	Aisle 7	Location 34
5	Aisle 5	Location 10
6	Aisle 18	Location 14
Order 32	number of articles 8
0	Aisle 16	Location 43
1	Aisle 1	Location 18
2	Aisle 11	Location 27
3	Aisle 9	Location 36
4	Aisle 9	Location 9
5	Aisle 5	Location 21
6	Aisle 19	Location 21
7	Aisle 16	Location 1
Order 33	number of articles 14
0	Aisle 19	Location 42
1	Aisle 11	Location 35
2	Aisle 12	Location 11
3	Aisle 17	Location 18
4	Aisle 17	Location 32
5	Aisle 6	Location 28
6	Aisle 14	Location 36
7	Aisle 16	Location 36
8	Aisle 12	Location 38
9	Aisle 7	Location 0
10	Aisle 4	Location 22
11	Aisle 18	Location 1
12	Aisle 13	Location 34
13	Aisle 15	Location 36
Order 34	number of articles 7
0	Aisle 18	Location 30
1	Aisle 10	Location 25
2	Aisle 1	Location 16
3	Aisle 3	Location 38
4	Aisle 9	Location 34
5	Aisle 4	Location 26
6	Aisle 1	Location 1
Order 35	number of articles 21
0	Aisle 11	Location 26
1	Aisle 9	Location 4
2	Aisle 7	Location 12
3	Aisle 5	Location 0
4	Aisle 15	Location 31
5	Aisle 19	Location 41
6	Aisle 3	Location 37
7	Aisle 18	Location 14
8	Aisle 5	Location 17
9	Aisle 3	Location 39
10	Aisle 14	Location 40
11	Aisle 4	Location 44
12	Aisle 11	Location 34
13	Aisle 13	Location 29
14	Aisle 11	Location 12
15	Aisle 13	Location 40
16	Aisle 16	Location 3
17	Aisle 7	Location 16
18	Aisle 8	Location 27
19	Aisle 6	Location 15
20	Aisle 4	Location 35
Order 36	number of articles 20
0	Aisle 4	Location 21
1	Aisle 13	Location 3
2	Aisle 11	Location 29
3	Aisle 12	Location 21
4	Aisle 2	Location 23
5	Aisle 12	Location 23
6	Aisle 1	Location 1
7	Aisle 12	Location 13
8	Aisle 16	Location 34
9	Aisle 3	Location 24
10	Aisle 17	Location 38
11	Aisle 6	Location 30
12	Aisle 16	Location 0
13	Aisle 11	Location 39
14	Aisle 4	Location 29
15	Aisle 17	Location 30
16	Aisle 15	Location 0
17	Aisle 16	Location 43
18	Aisle 10	Location 32
19	Aisle 18	Location 26
Order 37	number of articles 10
0	Aisle 15	Location 14
1	Aisle 11	Location 41
2	Aisle 3	Location 1
3	Aisle 6	Location 43
4	Aisle 6	Location 42
5	Aisle 1	Location 8
6	Aisle 0	Location 19
7	Aisle 13	Location 11
8	Aisle 1	Location 9
9	Aisle 13	Location 36
Order 38	number of articles 16
0	Aisle 7	Location 39
1	Aisle 12	Location 37
2	Aisle 2	Location 1
3	Aisle 12	Location 34
4	Aisle 13	Location 42
5	Aisle 4	Location 33
6	Aisle 12	Location 24
7	Aisle 8	Location 38
8	Aisle 17	Location 34
9	Aisle 17	Location 9
10	Aisle 18	Location 14
11	Aisle 15	Location 11
12	Aisle 16	Location 24
13	Aisle 4	Location 29
14	Aisle 10	Location 29
15	Aisle 7	Location 2
Order 39	number of articles 12
0	Aisle 7	Location 26
1	Aisle 19	Location 21
2	Aisle 14	Location 3
3	Aisle 18	Location 41
4	Aisle 19	Location 24
5	Aisle 9	Location 17
6	Aisle 7	Location 34
7	Aisle 9	Location 13
8	Aisle 6	Location 5
9	Aisle 19	Location 1
10	Aisle 2	Location 16
11	Aisle 7	Location 37
