Order 0	number of articles 13
6	Aisle 19	Location 13
7	Aisle 13	Location 29
8	Aisle 8	Location 23
9	Aisle 1	Location 22
10	Aisle 6	Location 18
Order 28	number of articles 5
0	Aisle 14	Location 40
1	Aisle 17	Location 29
2	Aisle 4	Location 44
3	Aisle 2	Location 1
4	Aisle 9	Location 26
Order 29	number of articles 5
0	Aisle 15	Location 37
1	Aisle 12	Location 27
2	Aisle 11	Location 29
3	Aisle 10	Location 28
4	Aisle 12	Location 1
Order 30	number of articles 21
0	Aisle 17	Location 31
1	Aisle 15	Location 1
2	Aisle 0	Location 25
3	Aisle 8	Location 12
4	Aisle 10	Location 29
5	Aisle 0	Location 40
6	Aisle 12	Location 38
7	Aisle 8	Location 2
8	Aisle 16	Location 12
9	Aisle 6	Location 44
10	Aisle 19	Location 21
11	Aisle 16	Location 16
12	Aisle 12	Location 10
13	Aisle 16	Location 20
14	Aisle 2	Location 3
15	Aisle 5	Location 14
16	Aisle 15	Location 35
17	Aisle 6	Location 34
18	Aisle 19	Location 13
19	Aisle 2	Location 1
20	Aisle 4	Location 37
Order 31	number of articles 21
0	Aisle 2	Location 36
1	Aisle 19	Location 13
2	Aisle 8	Location 17
3	Aisle 11	Location 35
4	Aisle 7	Location 31
5	Aisle 14	Location 0
6	Aisle 3	Location 29
7	Aisle 10	Location 7
8	Aisle 8	Location 22
9	Aisle 5	Location 15
10	Aisle 11	Location 36
11	Aisle 8	Location 2
12	Aisle 16	Location 10
13	Aisle 7	Location 40
14	Aisle 4	Location 36
15	Aisle 5	Location 39
16	Aisle 7	Location 0
17	Aisle 15	Location 28
18	Aisle 19	Location 23
19	Aisle 9	Location 25
20	Aisle 5	Location 12
Order 32	number of articles 14
0	Aisle 17	Location 18
1	Aisle 19	Location 12
2	Aisle 6	Location 17
3	Aisle 10	Location 42
4	Aisle 0	Location 43
5	Aisle 1	Location 0
6	Aisle 15	Location 37
7	Aisle 16	Location 43
8	Aisle 4	Location 17
9	Aisle 14	Location 40
10	Aisle 2	Location 40
11	Aisle 15	Location 27
12	Aisle 6	Location 24
13	Aisle 11	Location 14
Order 33	number of articles 11
0	Aisle 5	Location 36
1	Aisle 18	Location 15
2	Aisle 9	Location 25
3	Aisle 2	Location 7
4	Aisle 6	Location 34
5	Aisle 3	Location 42
6	Aisle 18	Location 37
7	Aisle 4	Location 32
8	Aisle 13	Location 15
9	Aisle 7	Location 35
10	Aisle 3	Location 18
Order 34	number of articles 7
0	Aisle 8	Location 37
1	Aisle 11	Location 4
2	Aisle 11	Location 13
3	Aisle 10	Location 27
4	Aisle 19	Location 35
5	Aisle 8	Location 33
6	Aisle 10	Location 6
Order 35	number of articles 24
0	Aisle 15	Location 44
1	Aisle 15	Location 32
2	Aisle 0	Location 9
3	Aisle 3	Location 31
4	Aisle 5	Location 34
5	Aisle 16	Location 21
6	Aisle 11	Location 23
7	Aisle 9	Location 26
8	Aisle 10	Location 5
9	Aisle 19	Location 16
10	Aisle 19	Location 24
11	Aisle 11	Location 40
12	Aisle 4	Location 21
13	Aisle 19	Location 18
14	Aisle 17	Location 8
15	Aisle 1	Location 1
16	Aisle 15	Location 34
17	Aisle 13	Location 9
18	Aisle 18	Location 26
19	Aisle 9	Location 7
20	Aisle 16	Location 31
21	Aisle 7	Location 18
22	Aisle 11	Location 9
23	Aisle 7	Location 0
Order 36	number of articles 7
0	Aisle 12	Location 39
1	Aisle 1	Location 15
2	Aisle 9	Location 3
3	Aisle 13	Location 22
4	Aisle 17	Location 14
5	Aisle 4	Location 10
6	Aisle 10	Location 26
Order 37	number of articles 12
0	Aisle 10	Location 32
1	Aisle 4	Location 34
2	Aisle 4	Location 30
3	Aisle 8	Location 41
4	Aisle 6	Location 41
5	Aisle 8	Location 16
6	Aisle 14	Location 17
7	Aisle 1	Location 43
8	Aisle 15	Location 27
9	Aisle 1	Location 14
10	Aisle 0	Location 35
11	Aisle 12	Location 12
Order 38	number of articles 9
0	Aisle 14	Location 27
1	Aisle 13	Location 6
2	Aisle 2	Location 29
3	Aisle 7	Location 42
4	Aisle 1	Location 37
5	Aisle 15	Location 4
6	Aisle 19	Location 4
7	Aisle 12	Location 38
8	Aisle 11	Location 39
Order 39	number of articles 8
0	Aisle 12	Location 12
1	Aisle 11	Location 4
2	Aisle 10	Location 24
3	Aisle 2	Location 37
4	Aisle 10	Location 16
5	Aisle 18	Location 26
6	Aisle 13	Location 23
7	Aisle 15	Location 43
Order 40	number of articles 20
0	Aisle 2	Location 19
1	Aisle 7	Location 28
2	Aisle 9	Location 3
3	Aisle 5	Location 13
4	Aisle 15	Location 25
5	Aisle 11	Location 5
6	Aisle 11	Location 21
7	Aisle 3	Location 25
8	Aisle 0	Location 12
9	Aisle 6	Location 33
10	Aisle 13	Location 4
11	Aisle 10	Location 7
12	Aisle 15	Location 10
13	Aisle 8	Location 44
14	Aisle 5	Location 32
15	Aisle 13	Location 12
16	Aisle 6	Location 24
17	Aisle 4	Location 20
18	Aisle 12	Location 5
19	Aisle 0	Location 43
Order 41	number of articles 24
0	Aisle 11	Location 18
1	Aisle 2	Location 19
2	Aisle 19	Location 23
3	Aisle 17	Location 1
4	Aisle 0	Location 30
5	Aisle 9	Location 24
6	Aisle 4	Location 7
7	Aisle 13	Location 31
8	Aisle 4	Location 24
9	Aisle 16	Location 0
10	Aisle 8	Location 36
11	Aisle 10	Location 1
12	Aisle 6	Location 6
13	Aisle 8	Location 1
14	Aisle 18	Location 0
15	Aisle 11	Location 4
16	Aisle 14	Location 36
17	Aisle 15	Location 12
18	Aisle 0	Location 1
19	Aisle 3	Location 32
20	Aisle 17	Location 2
21	Aisle 8	Location 3
22	Aisle 16	Location 31
23	Aisle 1	Location 36
Order 42	number of articles 17
0	Aisle 1	Location 7
1	Aisle 0	Location 2
2	Aisle 19	Location 14
3	Aisle 6	Location 25
4	Aisle 13	Location 9
5	Aisle 11	Location 20
6	Aisle 8	Location 15
7	Aisle 4	Location 3
8	Aisle 5	Location 39
9	Aisle 17	Location 8
10	Aisle 6	Location 36
11	Aisle 0	Location 32
12	Aisle 19	Location 39
13	Aisle 18	Location 40
14	Aisle 16	Location 16
15	Aisle 6	Location 9
16	Aisle 9	Location 22
Order 43	number of articles 14
0	Aisle 3	Location 19
1	Aisle 18	Location 32
2	Aisle 8	Location 31
3	Aisle 8	Location 34
4	Aisle 14	Location 10
5	Aisle 2	Location 13
6	Aisle 7	Location 40
7	Aisle 14	Location 0
8	Aisle 17	Location 10
9	Aisle 10	Location 40
10	Aisle 9	Location 9
11	Aisle 9	Location 0
12	Aisle 13	Location 21
13	Aisle 12	Location 22
Order 44	number of articles 9
0	Aisle 13	Location 10
1	Aisle 19	Location 34
2	Aisle 1	Location 12
3	Aisle 10	Location 24
4	Aisle 4	Location 37
5	Aisle 6	Location 40
6	Aisle 4	Location 14
7	Aisle 16	Location 9
8	Aisle 8	Location 13
Order 45	number of articles 5
0	Aisle 15	Location 38
1	Aisle 9	Location 28
2	Aisle 7	Location 2
3	Aisle 13	Location 20
4	Aisle 12	Location 23
Order 46	number of articles 21
0	Aisle 10	Location 14
1	Aisle 7	Location 44
2	Aisle 0	Location 39
3	Aisle 2	Location 17
4	Aisle 0	Location 23
5	Aisle 1	Location 15
6	Aisle 16	Location 5
7	Aisle 4	Location 31
8	Aisle 11	Location 6
9	Aisle 2	Location 35
10	Aisle 7	Location 8
11	Aisle 15	Location 17
12	Aisle 2	Location 36
13	Aisle 0	Location 1
14	Aisle 3	Location 39
15	Aisle 16	Location 35
16	Aisle 17	Location 43
17	Aisle 1	Location 26
18	Aisle 19	Location 19
19	Aisle 8	Location 44
20	Aisle 2	Location 37
Order 47	number of articles 8
0	Aisle 4	Location 34
1	Aisle 10	Location 3
2	Aisle 16	Location 10
3	Aisle 18	Location 26
4	Aisle 11	Location 35
5	Aisle 2	Location 16
6	Aisle 17	Location 8
7	Aisle 1	Location 20
Order 48	number of articles 20
0	Aisle 2	Location 41
1	Aisle 1	Location 23
2	Aisle 2	Location 11
3	Aisle 8	Location 42
4	Aisle 10	Location 1
5	Aisle 8	Location 5
6	Aisle 13	Location 8
7	Aisle 5	Location 9
8	Aisle 19	Location 30
9	Aisle 16	Location 18
10	Aisle 1	Location 5
11	Aisle 14	Location 14
12	Aisle 9	Location 20
13	Aisle 19	Location 40
14	Aisle 12	Location 36
15	Aisle 8	Location 19
16	Aisle 1	Location 19
17	Aisle 10	Location 19
18	Aisle 1	Location 38
19	Aisle 10	Location 28
Order 49	number of articles 17
0	Aisle 18	Location 37
1	Aisle 8	Location 33
2	Aisle 18	Location 43
3	Aisle 18	Location 40
4	Aisle 13	Location 4
5	Aisle 7	Location 5
6	Aisle 12	Location 11
7	Aisle 15	Location 22
8	Aisle 7	Location 31
9	Aisle 13	Location 32
10	Aisle 0	Location 18
11	Aisle 17	Location 19
12	Aisle 5	Location 35
13	Aisle 8	Location 21
14	Aisle 1	Location 20
15	Aisle 2	Location 8
16	Aisle 19	Location 16
Order 50	number of articles 7
0	Aisle 1	Location 9
1	Aisle 8	Location 1
2	Aisle 13	Location 20
3	Aisle 4	Location 29
4	Aisle 2	Location 16
5	Aisle 8	Location 18
6	Aisle 8	Location 5
Order 51	number of articles 5
0	Aisle 18	Location 6
1	Aisle 2	Location 3
2	Aisle 10	Location 9
3	Aisle 18	Location 23
4	Aisle 11	Location 27
Order 52	number of articles 23
0	Aisle 15	Location 31
1	Aisle 17	Location 8
2	Aisle 11	Location 5
3	Aisle 10	Location 38
4	Aisle 13	Location 21
5	Aisle 13	Location 24
6	Aisle 12	Location 36
7	Aisle 8	Location 12
8	Aisle 10	Location 13
9	Aisle 2	Location 19
10	Aisle 19	Location 3
11	Aisle 10	Location 39
12	Aisle 11	Location 0
13	Aisle 5	Location 3
14	Aisle 17	Location 19
15	Aisle 16	Location 35
16	Aisle 10	Location 22
17	Aisle 17	Location 9
18	Aisle 14	Location 15
19	Aisle 18	Location 12
20	Aisle 10	Location 7
21	Aisle 11	Location 6
22	Aisle 4	Location 32
Order 53	number of articles 15
0	Aisle 14	Location 26
1	Aisle 12	Location 22
2	Aisle 7	Location 28
3	Aisle 13	Location 9
4	Aisle 0	Location 26
5	Aisle 7	Location 31
6	Aisle 1	Location 10
7	Aisle 8	Location 38
8	Aisle 16	Location 29
9	Aisle 12	Location 1
10	Aisle 0	Location 21
11	Aisle 4	Location 4
12	Aisle 3	Location 22
13	Aisle 14	Location 21
14	Aisle 18	Location 21
Order 54	number of articles 20
0	Aisle 13	Location 21
1	Aisle 9	Location 33
2	Aisle 11	Location 39
3	Aisle 9	Location 19
4	Aisle 7	Location 13
5	Aisle 3	Location 6
6	Aisle 11	Location 44
7	Aisle 0	Location 25
8	Aisle 9	Location 9
9	Aisle 4	Location 39
10	Aisle 10	Location 22
11	Aisle 1	Location 7
12	Aisle 15	Location 24
13	Aisle 1	Location 23
14	Aisle 14	Location 20
15	Aisle 8	Location 1
16	Aisle 7	Location 31
17	Aisle 0	Location 32
18	Aisle 4	Location 38
19	Aisle 4	Location 5
Order 55	number of articles 21
0	Aisle 16	Location 22
1	Aisle 19	Location 10
2	Aisle 18	Location 4
3	Aisle 8	Location 0
4	Aisle 15	Location 15
5	Aisle 15	Location 6
6	Aisle 2	Location 0
7	Aisle 13	Location 41
8	Aisle 1	Location 24
9	Aisle 10	Location 4
10	Aisle 3	Location 24
11	Aisle 4	Location 20
12	Aisle 3	Location 7
13	Aisle 14	Location 19
14	Aisle 16	Location 5
15	Aisle 19	Location 24
16	Aisle 13	Location 22
17	Aisle 10	Location 40
18	Aisle 16	Location 20
19	Aisle 19	Location 4
20	Aisle 15	Location 31
Order 56	number of articles 9
0	Aisle 5	Location 33
1	Aisle 15	Location 2
2	Aisle 12	Location 42
3	Aisle 14	Location 38
4	Aisle 16	Location 1
5	Aisle 12	Location 32
6	Aisle 6	Location 40
7	Aisle 10	Location 8
8	Aisle 18	Location 1
Order 57	number of articles 7
0	Aisle 7	Location 19
1	Aisle 5	Location 44
2	Aisle 9	Location 33
3	Aisle 2	Location 7
4	Aisle 19	Location 35
5	Aisle 8	Location 41
6	Aisle 16	Location 35
Order 58	number of articles 12
0	Aisle 10	Location 8
1	Aisle 0	Location 0
2	Aisle 16	Location 28
3	Aisle 10	Location 2
4	Aisle 8	Location 19
5	Aisle 8	Location 40
6	Aisle 7	Location 7
7	Aisle 16	Location 10
8	Aisle 10	Location 12
9	Aisle 19	Location 33
10	Aisle 17	Location 42
11	Aisle 16	Location 2
Order 59	number of articles 9
0	Aisle 16	Location 27
1	Aisle 4	Location 32
2	Aisle 1	Location 2
3	Aisle 1	Location 42
4	Aisle 16	Location 37
5	Aisle 7	Location 0
6	Aisle 3	Location 44
7	Aisle 18	Location 13
8	Aisle 13	Location 27
