Order 0	number of articles 17
2	Aisle 16	Location 39
3	Aisle 16	Location 18
4	Aisle 14	Location 17
5	Aisle 9	Location 32
6	Aisle 19	Location 7
7	Aisle 3	Location 1
8	Aisle 7	Location 36
Order 7	number of articles 16
0	Aisle 8	Location 28
1	Aisle 1	Location 17
2	Aisle 0	Location 43
3	Aisle 16	Location 0
4	Aisle 6	Location 21
5	Aisle 4	Location 3
6	Aisle 6	Location 37
7	Aisle 10	Location 37
8	Aisle 16	Location 40
9	Aisle 18	Location 40
10	Aisle 2	Location 27
11	Aisle 11	Location 43
12	Aisle 12	Location 1
13	Aisle 11	Location 9
14	Aisle 13	Location 3
15	Aisle 19	Location 33
Order 8	number of articles 20
0	Aisle 7	Location 8
1	Aisle 2	Location 31
2	Aisle 1	Location 9
3	Aisle 12	Location 16
4	Aisle 17	Location 3
5	Aisle 4	Location 11
6	Aisle 16	Location 38
7	Aisle 14	Location 2
8	Aisle 5	Location 43
9	Aisle 10	Location 15
10	Aisle 11	Location 7
11	Aisle 11	Location 35
12	Aisle 18	Location 1
13	Aisle 19	Location 9
14	Aisle 15	Location 36
15	Aisle 11	Location 22
16	Aisle 1	Location 10
17	Aisle 19	Location 2
18	Aisle 12	Location 3
19	Aisle 8	Location 17
Order 9	number of articles 8
0	Aisle 2	Location 39
1	Aisle 12	Location 23
2	Aisle 9	Location 14
3	Aisle 9	Location 38
4	Aisle 1	Location 34
5	Aisle 11	Location 8
6	Aisle 11	Location 33
7	Aisle 12	Location 39
Order 10	number of articles 22
0	Aisle 4	Location 28
1	Aisle 10	Location 39
2	Aisle 13	Location 10
3	Aisle 19	Location 35
4	Aisle 12	Location 42
5	Aisle 4	Location 39
6	Aisle 19	Location 19
7	Aisle 18	Location 33
8	Aisle 12	Location 32
9	Aisle 2	Location 2
10	Aisle 6	Location 22
11	Aisle 12	Location 5
12	Aisle 4	Location 32
13	Aisle 6	Location 1
14	Aisle 14	Location 37
15	Aisle 9	Location 30
16	Aisle 11	Location 30
17	Aisle 3	Location 35
18	Aisle 11	Location 2
19	Aisle 11	Location 12
20	Aisle 6	Location 23
21	Aisle 10	Location 17
Order 11	number of articles 11
0	Aisle 3	Location 16
1	Aisle 15	Location 11
2	Aisle 13	Location 43
3	Aisle 3	Location 38
4	Aisle 5	Location 15
5	Aisle 3	Location 24
6	Aisle 7	Location 23
7	Aisle 17	Location 23
8	Aisle 0	Location 30
9	Aisle 6	Location 8
10	Aisle 0	Location 31
Order 12	number of articles 17
0	Aisle 2	Location 14
1	Aisle 15	Location 27
2	Aisle 1	Location 31
3	Aisle 10	Location 10
4	Aisle 1	Location 7
5	Aisle 10	Location 0
6	Aisle 0	Location 10
7	Aisle 14	Location 12
8	Aisle 9	Location 7
9	Aisle 8	Location 35
10	Aisle 6	Location 13
11	Aisle 11	Location 21
12	Aisle 8	Location 9
13	Aisle 9	Location 10
14	Aisle 3	Location 0
15	Aisle 14	Location 2
16	Aisle 7	Location 24
Order 13	number of articles 7
0	Aisle 0	Location 7
1	Aisle 19	Location 34
2	Aisle 6	Location 35
3	Aisle 7	Location 33
4	Aisle 1	Location 25
5	Aisle 16	Location 12
6	Aisle 13	Location 9
Order 14	number of articles 6
0	Aisle 16	Location 5
1	Aisle 4	Location 25
2	Aisle 13	Location 25
3	Aisle 19	Location 37
4	Aisle 7	Location 15
5	Aisle 1	Location 28
Order 15	number of articles 14
0	Aisle 9	Location 22
1	Aisle 5	Location 20
2	Aisle 5	Location 11
3	Aisle 7	Location 9
4	Aisle 4	Location 35
5	Aisle 8	Location 29
6	Aisle 15	Location 7
7	Aisle 6	Location 9
8	Aisle 4	Location 14
9	Aisle 3	Location 18
10	Aisle 11	Location 39
11	Aisle 16	Location 29
12	Aisle 8	Location 42
13	Aisle 17	Location 30
Order 16	number of articles 8
0	Aisle 6	Location 24
1	Aisle 2	Location 19
2	Aisle 10	Location 9
3	Aisle 4	Location 43
4	Aisle 19	Location 11
5	Aisle 6	Location 23
6	Aisle 0	Location 27
7	Aisle 5	Location 26
Order 17	number of articles 12
0	Aisle 11	Location 1
1	Aisle 0	Location 10
2	Aisle 12	Location 26
3	Aisle 14	Location 12
4	Aisle 10	Location 28
5	Aisle 4	Location 29
6	Aisle 0	Location 6
7	Aisle 0	Location 2
8	Aisle 7	Location 31
9	Aisle 15	Location 10
10	Aisle 18	Location 34
11	Aisle 19	Location 38
Order 18	number of articles 18
0	Aisle 19	Location 34
1	Aisle 9	Location 41
2	Aisle 6	Location 25
3	Aisle 11	Location 16
4	Aisle 11	Location 32
5	Aisle 9	Location 40
6	Aisle 11	Location 33
7	Aisle 0	Location 23
8	Aisle 0	Location 36
9	Aisle 5	Location 11
10	Aisle 11	Location 5
11	Aisle 19	Location 31
12	Aisle 4	Location 8
13	Aisle 10	Location 5
14	Aisle 4	Location 40
15	Aisle 14	Location 22
16	Aisle 16	Location 5
17	Aisle 8	Location 20
Order 19	number of articles 16
0	Aisle 2	Location 11
1	Aisle 10	Location 5
2	Aisle 8	Location 17
3	Aisle 14	Location 37
4	Aisle 8	Location 34
5	Aisle 15	Location 22
6	Aisle 2	Location 20
7	Aisle 3	Location 2
8	Aisle 15	Location 42
9	Aisle 0	Location 17
10	Aisle 7	Location 34
11	Aisle 9	Location 19
12	Aisle 2	Location 14
13	Aisle 5	Location 35
14	Aisle 2	Location 8
15	Aisle 10	Location 19
Order 20	number of articles 5
0	Aisle 3	Location 43
1	Aisle 11	Location 31
2	Aisle 5	Location 16
3	Aisle 0	Location 7
4	Aisle 11	Location 42
Order 21	number of articles 23
0	Aisle 15	Location 42
1	Aisle 16	Location 0
2	Aisle 7	Location 23
3	Aisle 15	Location 2
4	Aisle 6	Location 27
5	Aisle 10	Location 23
6	Aisle 4	Location 1
7	Aisle 18	Location 2
8	Aisle 0	Location 17
9	Aisle 15	Location 37
10	Aisle 6	Location 3
11	Aisle 0	Location 9
12	Aisle 0	Location 24
13	Aisle 19	Location 12
14	Aisle 6	Location 31
15	Aisle 9	Location 32
16	Aisle 17	Location 5
17	Aisle 12	Location 30
18	Aisle 10	Location 7
19	Aisle 17	Location 39
20	Aisle 5	Location 41
21	Aisle 1	Location 5
22	Aisle 8	Location 42
Order 22	number of articles 8
0	Aisle 0	Location 37
1	Aisle 12	Location 20
2	Aisle 4	Location 10
3	Aisle 0	Location 7
4	Aisle 11	Location 33
5	Aisle 7	Location 34
6	Aisle 2	Location 36
7	Aisle 3	Location 13
Order 23	number of articles 8
0	Aisle 13	Location 37
1	Aisle 12	Location 41
2	Aisle 10	Location 9
3	Aisle 11	Location 14
4	Aisle 18	Location 22
5	Aisle 10	Location 18
6	Aisle 6	Location 22
7	Aisle 0	Location 11
Order 24	number of articles 18
0	Aisle 7	Location 16
1	Aisle 4	Location 20
2	Aisle 16	Location 17
3	Aisle 2	Location 19
4	Aisle 7	Location 41
5	Aisle 18	Location 29
6	Aisle 19	Location 4
7	Aisle 3	Location 36
8	Aisle 5	Location 14
9	Aisle 9	Location 43
10	Aisle 6	Location 4
11	Aisle 7	Location 9
12	Aisle 10	Location 29
13	Aisle 10	Location 38
14	Aisle 13	Location 14
15	Aisle 6	Location 34
16	Aisle 15	Location 31
17	Aisle 3	Location 34
Order 25	number of articles 6
0	Aisle 4	Location 3
1	Aisle 3	Location 19
2	Aisle 17	Location 44
3	Aisle 15	Location 14
4	Aisle 0	Location 0
5	Aisle 5	Location 12
Order 26	number of articles 21
0	Aisle 14	Location 13
1	Aisle 16	Location 44
2	Aisle 19	Location 43
3	Aisle 5	Location 15
4	Aisle 5	Location 1
5	Aisle 8	Location 4
6	Aisle 8	Location 11
7	Aisle 6	Location 37
8	Aisle 12	Location 13
9	Aisle 9	Location 11
10	Aisle 8	Location 15
11	Aisle 5	Location 5
12	Aisle 3	Location 39
13	Aisle 5	Location 11
14	Aisle 13	Location 26
15	Aisle 15	Location 5
16	Aisle 5	Location 9
17	Aisle 13	Location 0
18	Aisle 9	Location 38
19	Aisle 0	Location 24
20	Aisle 12	Location 17
Order 27	number of articles 24
0	Aisle 19	Location 32
1	Aisle 9	Location 24
2	Aisle 4	Location 41
3	Aisle 2	Location 24
4	Aisle 10	Location 15
5	Aisle 17	Location 23
6	Aisle 8	Location 28
7	Aisle 7	Location 26
8	Aisle 3	Location 22
9	Aisle 7	Location 8
10	Aisle 14	Location 14
11	Aisle 19	Location 12
12	Aisle 2	Location 17
13	Aisle 12	Location 22
14	Aisle 16	Location 42
15	Aisle 5	Location 2
16	Aisle 17	Location 41
17	Aisle 13	Location 11
18	Aisle 19	Location 13
19	Aisle 9	Location 3
20	Aisle 19	Location 18
21	Aisle 18	Location 32
22	Aisle 3	Location 42
23	Aisle 4	Location 23
Order 28	number of articles 6
0	Aisle 0	Location 1
1	Aisle 14	Location 7
2	Aisle 18	Location 13
3	Aisle 5	Location 35
4	Aisle 19	Location 41
5	Aisle 16	Location 29
Order 29	number of articles 24
0	Aisle 15	Location 12
1	Aisle 14	Location 15
2	Aisle 6	Location 18
3	Aisle 5	Location 37
4	Aisle 18	Location 36
5	Aisle 9	Location 38
6	Aisle 14	Location 11
7	Aisle 16	Location 1
8	Aisle 5	Location 43
9	Aisle 15	Location 15
10	Aisle 19	Location 30
11	Aisle 15	Location 32
12	Aisle 8	Location 30
13	Aisle 6	Location 17
14	Aisle 19	Location 31
15	Aisle 19	Location 23
16	Aisle 10	Location 43
17	Aisle 13	Location 16
18	Aisle 5	Location 12
19	Aisle 0	Location 40
20	Aisle 14	Location 4
21	Aisle 1	Location 39
22	Aisle 11	Location 25
23	Aisle 11	Location 30
Order 30	number of articles 20
0	Aisle 2	Location 43
1	Aisle 5	Location 33
2	Aisle 9	Location 16
3	Aisle 1	Location 41
4	Aisle 3	Location 29
5	Aisle 3	Location 21
6	Aisle 2	Location 26
7	Aisle 2	Location 11
8	Aisle 2	Location 20
9	Aisle 17	Location 44
10	Aisle 6	Location 43
11	Aisle 11	Location 44
12	Aisle 15	Location 22
13	Aisle 0	Location 40
14	Aisle 17	Location 21
15	Aisle 0	Location 23
16	Aisle 8	Location 6
17	Aisle 1	Location 27
18	Aisle 9	Location 3
19	Aisle 10	Location 31
Order 31	number of articles 24
0	Aisle 11	Location 1
1	Aisle 17	Location 26
2	Aisle 17	Location 15
3	Aisle 14	Location 15
4	Aisle 3	Location 40
5	Aisle 16	Location 12
6	Aisle 2	Location 9
7	Aisle 5	Location 1
8	Aisle 16	Location 14
9	Aisle 8	Location 17
10	Aisle 3	Location 6
11	Aisle 15	Location 26
12	Aisle 17	Location 39
13	Aisle 7	Location 41
14	Aisle 2	Location 39
15	Aisle 9	Location 29
16	Aisle 0	Location 40
17	Aisle 10	Location 9
18	Aisle 1	Location 33
19	Aisle 8	Location 16
20	Aisle 4	Location 28
21	Aisle 11	Location 36
22	Aisle 9	Location 37
23	Aisle 17	Location 33
Order 32	number of articles 17
0	Aisle 18	Location 11
1	Aisle 11	Location 19
2	Aisle 17	Location 42
3	Aisle 8	Location 44
4	Aisle 14	Location 24
5	Aisle 7	Location 39
6	Aisle 15	Location 40
7	Aisle 17	Location 22
8	Aisle 13	Location 44
9	Aisle 12	Location 6
10	Aisle 4	Location 21
11	Aisle 2	Location 17
12	Aisle 18	Location 14
13	Aisle 14	Location 23
14	Aisle 15	Location 17
15	Aisle 14	Location 1
16	Aisle 2	Location 44
Order 33	number of articles 6
0	Aisle 12	Location 12
1	Aisle 15	Location 24
2	Aisle 9	Location 21
3	Aisle 16	Location 41
4	Aisle 18	Location 34
5	Aisle 5	Location 15
Order 34	number of articles 6
0	Aisle 5	Location 27
1	Aisle 3	Location 25
2	Aisle 2	Location 31
3	Aisle 5	Location 2
4	Aisle 6	Location 14
5	Aisle 17	Location 4
Order 35	number of articles 6
0	Aisle 8	Location 32
1	Aisle 12	Location 18
2	Aisle 12	Location 42
3	Aisle 7	Location 41
4	Aisle 12	Location 23
5	Aisle 2	Location 26
Order 36	number of articles 15
0	Aisle 1	Location 1
1	Aisle 5	Location 24
2	Aisle 17	Location 9
3	Aisle 3	Location 10
4	Aisle 10	Location 4
5	Aisle 2	Location 4
6	Aisle 3	Location 28
7	Aisle 4	Location 3
8	Aisle 17	Location 26
9	Aisle 16	Location 18
10	Aisle 17	Location 5
11	Aisle 10	Location 35
12	Aisle 4	Location 24
13	Aisle 19	Location 5
14	Aisle 9	Location 42
Order 37	number of articles 5
0	Aisle 12	Location 43
1	Aisle 8	Location 21
2	Aisle 13	Location 19
3	Aisle 9	Location 25
4	Aisle 13	Location 6
Order 38	number of articles 11
0	Aisle 12	Location 6
1	Aisle 19	Location 37
2	Aisle 8	Location 23
3	Aisle 9	Location 44
4	Aisle 5	Location 24
5	Aisle 10	Location 6
6	Aisle 8	Location 43
7	Aisle 2	Location 36
8	Aisle 17	Location 2
9	Aisle 17	Location 15
10	Aisle 0	Location 29
Order 39	number of articles 9
0	Aisle 10	Location 44
1	Aisle 11	Location 27
2	Aisle 0	Location 15
3	Aisle 16	Location 41
4	Aisle 2	Location 2
5	Aisle 11	Location 25
6	Aisle 18	Location 22
7	Aisle 2	Location 5
8	Aisle 12	Location 3
