Order 0	number of articles 17
10	Aisle 0	Location 41
11	Aisle 6	Location 4
12	Aisle 15	Location 37
13	Aisle 11	Location 8
14	Aisle 15	Location 14
15	Aisle 13	Location 26
16	Aisle 17	Location 25
17	Aisle 10	Location 41
18	Aisle 14	Location 2
19	Aisle 2	Location 21
20	Aisle 3	Location 22
21	Aisle 0	Location 15
22	Aisle 16	Location 31
23	Aisle 18	Location 25
Order 10	number of articles 8
0	Aisle 17	Location 21
1	Aisle 0	Location 11
2	Aisle 4	Location 21
3	Aisle 18	Location 0
4	Aisle 3	Location 18
5	Aisle 6	Location 10
6	Aisle 5	Location 14
7	Aisle 0	Location 7
Order 11	number of articles 8
0	Aisle 3	Location 25
1	Aisle 7	Location 33
2	Aisle 19	Location 35
3	Aisle 18	Location 12
4	Aisle 1	Location 37
5	Aisle 5	Location 16
6	Aisle 13	Location 2
7	Aisle 8	Location 11
Order 12	number of articles 15
0	Aisle 1	Location 9
1	Aisle 13	Location 42
2	Aisle 7	Location 2
3	Aisle 19	Location 24
4	Aisle 10	Location 0
5	Aisle 3	Location 36
6	Aisle 2	Location 34
7	Aisle 15	Location 17
8	Aisle 0	Location 26
9	Aisle 16	Location 0
10	Aisle 4	Location 39
11	Aisle 2	Location 35
12	Aisle 1	Location 1
13	Aisle 6	Location 10
14	Aisle 4	Location 24
Order 13	number of articles 7
0	Aisle 5	Location 1
1	Aisle 1	Location 28
2	Aisle 1	Location 13
3	Aisle 18	Location 17
4	Aisle 1	Location 44
5	Aisle 4	Location 35
6	Aisle 3	Location 42
Order 14	number of articles 12
0	Aisle 3	Location 24
1	Aisle 2	Location 20
2	Aisle 4	Location 44
3	Aisle 13	Location 0
4	Aisle 3	Location 13
5	Aisle 14	Location 26
6	Aisle 6	Location 17
7	Aisle 2	Location 38
8	Aisle 7	Location 21
9	Aisle 10	Location 1
10	Aisle 15	Location 9
11	Aisle 11	Location 34
Order 15	number of articles 10
0	Aisle 18	Location 19
1	Aisle 4	Location 36
2	Aisle 12	Location 26
3	Aisle 13	Location 24
4	Aisle 6	Location 0
5	Aisle 17	Location 7
6	Aisle 1	Location 19
7	Aisle 2	Location 35
8	Aisle 13	Location 34
9	Aisle 15	Location 42
Order 16	number of articles 19
0	Aisle 2	Location 35
1	Aisle 12	Location 43
2	Aisle 7	Location 34
3	Aisle 14	Location 40
4	Aisle 14	Location 19
5	Aisle 13	Location 28
6	Aisle 4	Location 21
7	Aisle 16	Location 18
8	Aisle 2	Location 41
9	Aisle 10	Location 0
10	Aisle 15	Location 41
11	Aisle 1	Location 2
12	Aisle 8	Location 43
13	Aisle 5	Location 9
14	Aisle 0	Location 5
15	Aisle 5	Location 41
16	Aisle 14	Location 30
17	Aisle 13	Location 35
18	Aisle 16	Location 29
Order 17	number of articles 22
0	Aisle 8	Location 26
1	Aisle 13	Location 17
2	Aisle 4	Location 34
3	Aisle 17	Location 26
4	Aisle 0	Location 5
5	Aisle 18	Location 15
6	Aisle 11	Location 3
7	Aisle 17	Location 17
8	Aisle 14	Location 19
9	Aisle 12	Location 24
10	Aisle 14	Location 2
11	Aisle 0	Location 1
12	Aisle 16	Location 30
13	Aisle 2	Location 44
14	Aisle 11	Location 35
15	Aisle 9	Location 12
16	Aisle 6	Location 26
17	Aisle 15	Location 13
18	Aisle 4	Location 21
19	Aisle 1	Location 33
20	Aisle 19	Location 20
21	Aisle 12	Location 20
Order 18	number of articles 8
0	Aisle 18	Location 6
1	Aisle 18	Location 29
2	Aisle 19	Location 7
3	Aisle 15	Location 28
4	Aisle 8	Location 7
5	Aisle 9	Location 38
6	Aisle 1	Location 19
7	Aisle 3	Location 23
Order 19	number of articles 8
0	Aisle 0	Location 37
1	Aisle 12	Location 17
2	Aisle 14	Location 35
3	Aisle 9	Location 12
4	Aisle 12	Location 0
5	Aisle 4	Location 3
6	Aisle 15	Location 19
7	Aisle 15	Location 36
Order 20	number of articles 24
0	Aisle 3	Location 4
1	Aisle 15	Location 21
2	Aisle 18	Location 40
3	Aisle 12	Location 38
4	Aisle 16	Location 43
5	Aisle 1	Location 0
6	Aisle 4	Location 18
7	Aisle 0	Location 38
8	Aisle 1	Location 3
9	Aisle 13	Location 12
10	Aisle 18	Location 35
11	Aisle 5	Location 35
12	Aisle 6	Location 3
13	Aisle 7	Location 27
14	Aisle 19	Location 14
15	Aisle 12	Location 1
16	Aisle 9	Location 7
17	Aisle 12	Location 0
18	Aisle 3	Location 42
19	Aisle 8	Location 18
20	Aisle 8	Location 6
21	Aisle 2	Location 26
22	Aisle 15	Location 3
23	Aisle 19	Location 5
Order 21	number of articles 7
0	Aisle 9	Location 32
1	Aisle 17	Location 6
2	Aisle 11	Location 14
3	Aisle 17	Location 18
4	Aisle 9	Location 0
5	Aisle 18	Location 22
6	Aisle 8	Location 26
Order 22	number of articles 17
0	Aisle 15	Location 28
1	Aisle 1	Location 22
2	Aisle 0	Location 38
3	Aisle 8	Location 19
4	Aisle 2	Location 35
5	Aisle 10	Location 3
6	Aisle 3	Location 19
7	Aisle 17	Location 33
8	Aisle 5	Location 19
9	Aisle 12	Location 20
10	Aisle 9	Location 26
11	Aisle 13	Location 35
12	Aisle 9	Location 25
13	Aisle 14	Location 40
14	Aisle 10	Location 2
15	Aisle 8	Location 14
16	Aisle 5	Location 13
Order 23	number of articles 5
0	Aisle 17	Location 20
1	Aisle 2	Location 5
2	Aisle 5	Location 41
3	Aisle 13	Location 34
4	Aisle 18	Location 3
Order 24	number of articles 7
0	Aisle 18	Location 5
1	Aisle 10	Location 4
2	Aisle 4	Location 24
3	Aisle 18	Location 6
4	Aisle 1	Location 11
5	Aisle 17	Location 39
6	Aisle 4	Location 7
Order 25	number of articles 14
0	Aisle 18	Location 22
1	Aisle 10	Location 26
2	Aisle 12	Location 28
3	Aisle 4	Location 17
4	Aisle 1	Location 0
5	Aisle 0	Location 12
6	Aisle 15	Location 6
7	Aisle 3	Location 30
8	Aisle 2	Location 11
9	Aisle 2	Location 17
10	Aisle 4	Location 35
11	Aisle 10	Location 43
12	Aisle 11	Location 8
13	Aisle 16	Location 2
Order 26	number of articles 15
0	Aisle 4	Location 36
1	Aisle 13	Location 43
2	Aisle 5	Location 13
3	Aisle 5	Location 14
4	Aisle 12	Location 29
5	Aisle 12	Location 28
6	Aisle 5	Location 6
7	Aisle 16	Location 0
8	Aisle 4	Location 4
9	Aisle 14	Location 38
10	Aisle 15	Location 13
11	Aisle 8	Location 9
12	Aisle 6	Location 27
13	Aisle 15	Location 16
14	Aisle 12	Location 6
Order 27	number of articles 22
0	Aisle 15	Location 35
1	Aisle 9	Location 34
2	Aisle 15	Location 24
3	Aisle 18	Location 30
4	Aisle 0	Location 10
5	Aisle 6	Location 23
6	Aisle 0	Location 15
7	Aisle 0	Location 4
8	Aisle 5	Location 34
9	Aisle 10	Location 34
10	Aisle 8	Location 10
11	Aisle 4	Location 22
12	Aisle 3	Location 33
13	Aisle 9	Location 5
14	Aisle 4	Location 26
15	Aisle 4	Location 23
16	Aisle 10	Location 36
17	Aisle 6	Location 7
18	Aisle 9	Location 31
19	Aisle 4	Location 20
20	Aisle 6	Location 29
21	Aisle 17	Location 37
Order 28	number of articles 10
0	Aisle 8	Location 21
1	Aisle 3	Location 16
2	Aisle 9	Location 1
3	Aisle 5	Location 37
4	Aisle 14	Location 25
5	Aisle 12	Location 6
6	Aisle 15	Location 6
7	Aisle 3	Location 34
8	Aisle 9	Location 29
9	Aisle 3	Location 15
Order 29	number of articles 7
0	Aisle 14	Location 43
1	Aisle 0	Location 11
2	Aisle 7	Location 9
3	Aisle 9	Location 1
4	Aisle 1	Location 31
5	Aisle 14	Location 32
6	Aisle 0	Location 39
Order 30	number of articles 7
0	Aisle 10	Location 14
1	Aisle 18	Location 12
2	Aisle 18	Location 0
3	Aisle 4	Location 5
4	Aisle 14	Location 5
5	Aisle 4	Location 33
6	Aisle 4	Location 20
Order 31	number of articles 11
0	Aisle 1	Location 21
1	Aisle 18	Location 26
2	Aisle 15	Location 38
3	Aisle 1	Location 20
4	Aisle 7	Location 41
5	Aisle 13	Location 39
6	Aisle 7	Location 1
7	Aisle 12	Location 9
8	Aisle 12	Location 41
9	Aisle 15	Location 35
10	Aisle 3	Location 13
Order 32	number of articles 21
0	Aisle 15	Location 2
1	Aisle 18	Location 21
2	Aisle 3	Location 39
3	Aisle 17	Location 16
4	Aisle 12	Location 9
5	Aisle 7	Location 19
6	Aisle 2	Location 2
7	Aisle 8	Location 23
8	Aisle 1	Location 41
9	Aisle 11	Location 15
10	Aisle 0	Location 33
11	Aisle 10	Location 15
12	Aisle 6	Location 13
13	Aisle 7	Location 8
14	Aisle 0	Location 34
15	Aisle 2	Location 28
16	Aisle 1	Location 27
17	Aisle 4	Location 14
18	Aisle 7	Location 40
19	Aisle 2	Location 10
20	Aisle 15	Location 32
Order 33	number of articles 16
0	Aisle 9	Location 7
1	Aisle 7	Location 25
2	Aisle 6	Location 42
3	Aisle 0	Location 0
4	Aisle 1	Location 44
5	Aisle 1	Location 21
6	Aisle 7	Location 29
7	Aisle 10	Location 17
8	Aisle 12	Location 15
9	Aisle 17	Location 0
10	Aisle 8	Location 24
11	Aisle 10	Location 39
12	Aisle 4	Location 13
13	Aisle 11	Location 18
14	Aisle 15	Location 16
15	Aisle 15	Location 28
Order 34	number of articles 5
0	Aisle 12	Location 28
1	Aisle 18	Location 12
2	Aisle 13	Location 24
3	Aisle 17	Location 0
4	Aisle 13	Location 12
Order 35	number of articles 18
0	Aisle 8	Location 21
1	Aisle 1	Location 1
2	Aisle 1	Location 17
3	Aisle 1	Location 9
4	Aisle 14	Location 23
5	Aisle 9	Location 39
6	Aisle 5	Location 19
7	Aisle 10	Location 1
8	Aisle 17	Location 13
9	Aisle 12	Location 6
10	Aisle 6	Location 11
11	Aisle 15	Location 13
12	Aisle 19	Location 4
13	Aisle 4	Location 1
14	Aisle 13	Location 15
15	Aisle 6	Location 32
16	Aisle 2	Location 38
17	Aisle 3	Location 12
Order 36	number of articles 16
0	Aisle 19	Location 30
1	Aisle 13	Location 33
2	Aisle 0	Location 18
3	Aisle 15	Location 39
4	Aisle 1	Location 37
5	Aisle 14	Location 3
6	Aisle 6	Location 44
7	Aisle 11	Location 34
8	Aisle 6	Location 3
9	Aisle 3	Location 12
10	Aisle 15	Location 15
11	Aisle 16	Location 22
12	Aisle 2	Location 35
13	Aisle 9	Location 1
14	Aisle 3	Location 40
15	Aisle 15	Location 21
Order 37	number of articles 20
0	Aisle 17	Location 15
1	Aisle 11	Location 26
2	Aisle 13	Location 29
3	Aisle 19	Location 23
4	Aisle 8	Location 22
5	Aisle 9	Location 31
6	Aisle 2	Location 21
7	Aisle 15	Location 16
8	Aisle 0	Location 34
9	Aisle 1	Location 26
10	Aisle 16	Location 11
11	Aisle 15	Location 24
12	Aisle 11	Location 43
13	Aisle 17	Location 27
14	Aisle 13	Location 9
15	Aisle 6	Location 15
16	Aisle 8	Location 14
17	Aisle 17	Location 40
18	Aisle 0	Location 5
19	Aisle 1	Location 32
Order 38	number of articles 20
0	Aisle 16	Location 18
1	Aisle 19	Location 27
2	Aisle 8	Location 6
3	Aisle 1	Location 34
4	Aisle 14	Location 19
5	Aisle 16	Location 38
6	Aisle 19	Location 34
7	Aisle 9	Location 30
8	Aisle 5	Location 16
9	Aisle 7	Location 26
10	Aisle 17	Location 41
11	Aisle 9	Location 42
12	Aisle 9	Location 35
13	Aisle 18	Location 19
14	Aisle 19	Location 3
15	Aisle 3	Location 43
16	Aisle 5	Location 28
17	Aisle 5	Location 13
18	Aisle 0	Location 1
19	Aisle 5	Location 8
Order 39	number of articles 21
0	Aisle 5	Location 1
1	Aisle 16	Location 41
2	Aisle 6	Location 39
3	Aisle 8	Location 15
4	Aisle 17	Location 36
5	Aisle 5	Location 44
6	Aisle 19	Location 36
7	Aisle 2	Location 28
8	Aisle 4	Location 7
9	Aisle 7	Location 1
10	Aisle 13	Location 20
11	Aisle 2	Location 10
12	Aisle 7	Location 0
13	Aisle 1	Location 37
14	Aisle 4	Location 8
15	Aisle 12	Location 20
16	Aisle 15	Location 9
17	Aisle 15	Location 28
18	Aisle 5	Location 31
19	Aisle 6	Location 21
20	Aisle 12	Location 18
