Order 0	number of articles 14
6	Aisle 17	Location 30
7	Aisle 15	Location 42
Order 13	number of articles 12
0	Aisle 13	Location 40
1	Aisle 6	Location 37
2	Aisle 17	Location 29
3	Aisle 0	Location 1
4	Aisle 16	Location 37
5	Aisle 0	Location 43
6	Aisle 16	Location 17
7	Aisle 12	Location 28
8	Aisle 12	Location 3
9	Aisle 17	Location 30
10	Aisle 15	Location 39
11	Aisle 2	Location 15
Order 14	number of articles 17
0	Aisle 4	Location 43
1	Aisle 3	Location 35
2	Aisle 19	Location 6
3	Aisle 9	Location 3
4	Aisle 12	Location 12
5	Aisle 0	Location 39
6	Aisle 16	Location 16
7	Aisle 13	Location 5
8	Aisle 2	Location 14
9	Aisle 10	Location 33
10	Aisle 6	Location 27
11	Aisle 19	Location 38
12	Aisle 6	Location 19
13	Aisle 18	Location 19
14	Aisle 0	Location 35
15	Aisle 11	Location 40
16	Aisle 9	Location 43
Order 15	number of articles 6
0	Aisle 9	Location 8
1	Aisle 13	Location 6
2	Aisle 11	Location 21
3	Aisle 6	Location 31
4	Aisle 7	Location 9
5	Aisle 11	Location 8
Order 16	number of articles 15
0	Aisle 0	Location 26
1	Aisle 15	Location 15
2	Aisle 11	Location 26
3	Aisle 7	Location 40
4	Aisle 12	Location 10
5	Aisle 17	Location 29
6	Aisle 13	Location 32
7	Aisle 1	Location 4
8	Aisle 2	Location 22
9	Aisle 2	Location 23
10	Aisle 13	Location 36
11	Aisle 19	Location 2
12	Aisle 6	Location 6
13	Aisle 3	Location 21
14	Aisle 2	Location 2
Order 17	number of articles 22
0	Aisle 4	Location 7
1	Aisle 2	Location 4
2	Aisle 14	Location 22
3	Aisle 4	Location 42
4	Aisle 17	Location 44
5	Aisle 15	Location 7
6	Aisle 8	Location 44
7	Aisle 1	Location 9
8	Aisle 0	Location 39
9	Aisle 19	Location 30
10	Aisle 5	Location 39
11	Aisle 12	Location 18
12	Aisle 3	Location 42
13	Aisle 8	Location 43
14	Aisle 16	Location 37
15	Aisle 10	Location 3
16	Aisle 16	Location 15
17	Aisle 10	Location 32
18	Aisle 8	Location 38
19	Aisle 1	Location 7
20	Aisle 7	Location 26
21	Aisle 3	Location 33
Order 18	number of articles 21
0	Aisle 0	Location 18
1	Aisle 9	Location 30
2	Aisle 14	Location 34
3	Aisle 11	Location 16
4	Aisle 11	Location 34
5	Aisle 12	Location 43
6	Aisle 19	Location 31
7	Aisle 2	Location 35
8	Aisle 6	Location 3
9	Aisle 11	Location 12
10	Aisle 12	Location 0
11	Aisle 5	Location 20
12	Aisle 8	Location 22
13	Aisle 14	Location 42
14	Aisle 5	Location 13
15	Aisle 5	Location 29
16	Aisle 8	Location 18
17	Aisle 4	Location 35
18	Aisle 16	Location 25
19	Aisle 4	Location 13
20	Aisle 12	Location 30
Order 19	number of articles 11
0	Aisle 7	Location 1
1	Aisle 4	Location 41
2	Aisle 13	Location 19
3	Aisle 19	Location 3
4	Aisle 4	Location 33
5	Aisle 0	Location 0
6	Aisle 4	Location 44
7	Aisle 3	Location 1
8	Aisle 8	Location 11
9	Aisle 11	Location 32
10	Aisle 2	Location 11
Order 20	number of articles 6
0	Aisle 9	Location 4
1	Aisle 6	Location 15
2	Aisle 7	Location 24
3	Aisle 13	Location 12
4	Aisle 15	Location 8
5	Aisle 18	Location 13
Order 21	number of articles 14
0	Aisle 10	Location 39
1	Aisle 11	Location 11
2	Aisle 9	Location 42
3	Aisle 2	Location 2
4	Aisle 17	Location 1
5	Aisle 11	Location 37
6	Aisle 8	Location 13
7	Aisle 2	Location 37
8	Aisle 19	Location 22
9	Aisle 10	Location 13
10	Aisle 10	Location 21
11	Aisle 5	Location 12
12	Aisle 14	Location 6
13	Aisle 7	Location 2
Order 22	number of articles 20
0	Aisle 6	Location 40
1	Aisle 0	Location 7
2	Aisle 11	Location 20
3	Aisle 19	Location 40
4	Aisle 2	Location 18
5	Aisle 10	Location 43
6	Aisle 7	Location 10
7	Aisle 1	Location 5
8	Aisle 17	Location 12
9	Aisle 16	Location 6
10	Aisle 9	Location 1
11	Aisle 16	Location 28
12	Aisle 8	Location 43
13	Aisle 0	Location 18
14	Aisle 3	Location 15
15	Aisle 15	Location 14
16	Aisle 6	Location 23
17	Aisle 3	Location 8
18	Aisle 2	Location 21
19	Aisle 5	Location 18
Order 23	number of articles 5
0	Aisle 10	Location 11
1	Aisle 4	Location 31
2	Aisle 13	Location 10
3	Aisle 5	Location 40
4	Aisle 19	Location 8
Order 24	number of articles 10
0	Aisle 12	Location 18
1	Aisle 16	Location 0
2	Aisle 5	Location 4
3	Aisle 12	Location 28
4	Aisle 9	Location 37
5	Aisle 7	Location 14
6	Aisle 4	Location 39
7	Aisle 0	Location 28
8	Aisle 12	Location 40
9	Aisle 7	Location 11
Order 25	number of articles 13
0	Aisle 2	Location 10
1	Aisle 11	Location 5
2	Aisle 7	Location 31
3	Aisle 8	Location 25
4	Aisle 8	Location 27
5	Aisle 4	Location 42
6	Aisle 6	Location 15
7	Aisle 6	Location 28
8	Aisle 15	Location 33
9	Aisle 17	Location 13
10	Aisle 1	Location 19
11	Aisle 13	Location 27
12	Aisle 18	Location 20
Order 26	number of articles 6
0	Aisle 13	Location 41
1	Aisle 6	Location 22
2	Aisle 19	Location 44
3	Aisle 13	Location 6
4	Aisle 4	Location 31
5	Aisle 19	Location 29
Order 27	number of articles 12
0	Aisle 6	Location 36
1	Aisle 13	Location 40
2	Aisle 9	Location 5
3	Aisle 4	Location 19
4	Aisle 4	Location 20
5	Aisle 6	Location 35
6	Aisle 12	Location 20
7	Aisle 7	Location 21
8	Aisle 19	Location 3
9	Aisle 9	Location 27
10	Aisle 2	Location 3
11	Aisle 15	Location 8
Order 28	number of articles 15
0	Aisle 3	Location 17
1	Aisle 4	Location 6
2	Aisle 1	Location 7
3	Aisle 6	Location 27
4	Aisle 19	Location 34
5	Aisle 14	Location 32
6	Aisle 7	Location 44
7	Aisle 19	Location 38
8	Aisle 5	Location 36
9	Aisle 9	Location 11
10	Aisle 0	Location 2
11	Aisle 1	Location 37
12	Aisle 10	Location 44
13	Aisle 18	Location 13
14	Aisle 18	Location 42
Order 29	number of articles 20
0	Aisle 14	Location 16
1	Aisle 4	Location 7
2	Aisle 4	Location 42
3	Aisle 5	Location 0
4	Aisle 11	Location 43
5	Aisle 15	Location 15
6	Aisle 15	Location 7
7	Aisle 16	Location 1
8	Aisle 10	Location 23
9	Aisle 15	Location 2
10	Aisle 0	Location 42
11	Aisle 10	Location 41
12	Aisle 18	Location 43
13	Aisle 7	Location 38
14	Aisle 19	Location 4
15	Aisle 13	Location 4
16	Aisle 6	Location 42
17	Aisle 1	Location 17
18	Aisle 8	Location 15
19	Aisle 4	Location 21
Order 30	number of articles 8
0	Aisle 8	Location 12
1	Aisle 5	Location 9
2	Aisle 5	Location 32
3	Aisle 8	Location 38
4	Aisle 16	Location 41
5	Aisle 11	Location 16
6	Aisle 3	Location 42
7	Aisle 9	Location 18
Order 31	number of articles 9
0	Aisle 18	Location 42
1	Aisle 6	Location 26
2	Aisle 2	Location 37
3	Aisle 11	Location 20
4	Aisle 11	Location 6
5	Aisle 12	Location 2
6	Aisle 10	Location 26
7	Aisle 12	Location 33
8	Aisle 4	Location 26
Order 32	number of articles 12
0	Aisle 9	Location 29
1	Aisle 12	Location 39
2	Aisle 4	Location 20
3	Aisle 9	Location 12
4	Aisle 18	Location 12
5	Aisle 8	Location 7
6	Aisle 12	Location 26
7	Aisle 11	Location 5
8	Aisle 4	Location 17
9	Aisle 1	Location 42
10	Aisle 9	Location 31
11	Aisle 9	Location 39
Order 33	number of articles 16
0	Aisle 6	Location 44
1	Aisle 15	Location 8
2	Aisle 5	Location 29
3	Aisle 14	Location 6
4	Aisle 9	Location 24
5	Aisle 5	Location 30
6	Aisle 3	Location 5
7	Aisle 16	Location 15
8	Aisle 9	Location 28
9	Aisle 8	Location 4
10	Aisle 16	Location 1
11	Aisle 8	Location 36
12	Aisle 12	Location 43
13	Aisle 10	Location 18
14	Aisle 12	Location 32
15	Aisle 9	Location 2
Order 34	number of articles 10
0	Aisle 7	Location 14
1	Aisle 12	Location 18
2	Aisle 12	Location 19
3	Aisle 18	Location 25
4	Aisle 10	Location 5
5	Aisle 3	Location 6
6	Aisle 19	Location 13
7	Aisle 18	Location 41
8	Aisle 3	Location 43
9	Aisle 18	Location 39
Order 35	number of articles 24
0	Aisle 0	Location 6
1	Aisle 9	Location 23
2	Aisle 1	Location 42
3	Aisle 4	Location 31
4	Aisle 0	Location 13
5	Aisle 16	Location 22
6	Aisle 11	Location 20
7	Aisle 17	Location 9
8	Aisle 19	Location 30
9	Aisle 0	Location 23
10	Aisle 9	Location 30
11	Aisle 12	Location 31
12	Aisle 12	Location 42
13	Aisle 18	Location 2
14	Aisle 14	Location 6
15	Aisle 5	Location 5
16	Aisle 19	Location 40
17	Aisle 15	Location 26
18	Aisle 8	Location 37
19	Aisle 17	Location 25
20	Aisle 11	Location 22
21	Aisle 12	Location 6
22	Aisle 17	Location 39
23	Aisle 15	Location 29
Order 36	number of articles 7
0	Aisle 3	Location 8
1	Aisle 14	Location 24
2	Aisle 3	Location 22
3	Aisle 1	Location 36
4	Aisle 1	Location 38
5	Aisle 0	Location 33
6	Aisle 11	Location 14
Order 37	number of articles 8
0	Aisle 4	Location 10
1	Aisle 5	Location 42
2	Aisle 9	Location 28
3	Aisle 15	Location 1
4	Aisle 1	Location 30
5	Aisle 16	Location 41
6	Aisle 0	Location 17
7	Aisle 3	Location 13
Order 38	number of articles 7
0	Aisle 17	Location 23
1	Aisle 13	Location 30
2	Aisle 14	Location 35
3	Aisle 17	Location 2
4	Aisle 18	Location 22
5	Aisle 17	Location 27
6	Aisle 17	Location 26
Order 39	number of articles 18
0	Aisle 5	Location 27
1	Aisle 18	Location 10
2	Aisle 15	Location 17
3	Aisle 7	Location 9
4	Aisle 14	Location 23
5	Aisle 7	Location 29
6	Aisle 2	Location 30
7	Aisle 9	Location 7
8	Aisle 9	Location 40
9	Aisle 3	Location 25
10	Aisle 7	Location 26
11	Aisle 5	Location 8
12	Aisle 14	Location 35
13	Aisle 5	Location 33
14	Aisle 10	Location 29
15	Aisle 7	Location 44
16	Aisle 18	Location 3
17	Aisle 14	Location 26
