Order 0	number of articles 16
3	Aisle 2	Location 3
4	Aisle 11	Location 40
5	Aisle 17	Location 39
6	Aisle 13	Location 19
7	Aisle 3	Location 17
8	Aisle 15	Location 8
Order 11	number of articles 14
0	Aisle 10	Location 19
1	Aisle 10	Location 37
2	Aisle 3	Location 40
3	Aisle 8	Location 36
4	Aisle 1	Location 40
5	Aisle 8	Location 30
6	Aisle 2	Location 28
7	Aisle 7	Location 39
8	Aisle 19	Location 30
9	Aisle 12	Location 7
10	Aisle 14	Location 9
11	Aisle 16	Location 1
12	Aisle 5	Location 2
13	Aisle 18	Location 11
Order 12	number of articles 19
0	Aisle 4	Location 29
1	Aisle 0	Location 0
2	Aisle 0	Location 22
3	Aisle 18	Location 16
4	Aisle 18	Location 21
5	Aisle 11	Location 24
6	Aisle 16	Location 27
7	Aisle 1	Location 4
8	Aisle 3	Location 5
9	Aisle 1	Location 1
10	Aisle 18	Location 29
11	Aisle 12	Location 11
12	Aisle 7	Location 14
13	Aisle 16	Location 4
14	Aisle 5	Location 17
15	Aisle 18	Location 27
16	Aisle 3	Location 38
17	Aisle 2	Location 44
18	Aisle 4	Location 11
Order 13	number of articles 11
0	Aisle 6	Location 44
1	Aisle 18	Location 43
2	Aisle 9	Location 8
3	Aisle 6	Location 32
4	Aisle 12	Location 24
5	Aisle 19	Location 43
6	Aisle 1	Location 44
7	Aisle 13	Location 19
8	Aisle 9	Location 25
9	Aisle 4	Location 16
10	Aisle 11	Location 9
Order 14	number of articles 16
0	Aisle 18	Location 34
1	Aisle 7	Location 28
2	Aisle 6	Location 10
3	Aisle 8	Location 11
4	Aisle 14	Location 29
5	Aisle 6	Location 39
6	Aisle 14	Location 40
7	Aisle 4	Location 0
8	Aisle 0	Location 42
9	Aisle 17	Location 7
10	Aisle 12	Location 2
11	Aisle 0	Location 4
12	Aisle 2	Location 19
13	Aisle 13	Location 15
14	Aisle 0	Location 5
15	Aisle 12	Location 10
Order 15	number of articles 5
0	Aisle 7	Location 9
1	Aisle 19	Location 39
2	Aisle 0	Location 43
3	Aisle 13	Location 17
4	Aisle 4	Location 35
Order 16	number of articles 16
0	Aisle 14	Location 0
1	Aisle 18	Location 13
2	Aisle 5	Location 13
3	Aisle 3	Location 18
4	Aisle 9	Location 10
5	Aisle 2	Location 13
6	Aisle 19	Location 34
7	Aisle 10	Location 7
8	Aisle 2	Location 5
9	Aisle 7	Location 24
10	Aisle 1	Location 28
11	Aisle 12	Location 33
12	Aisle 3	Location 32
13	Aisle 19	Location 14
14	Aisle 12	Location 39
15	Aisle 10	Location 27
Order 17	number of articles 8
0	Aisle 11	Location 21
1	Aisle 18	Location 3
2	Aisle 2	Location 29
3	Aisle 16	Location 37
4	Aisle 17	Location 17
5	Aisle 18	Location 21
6	Aisle 7	Location 37
7	Aisle 15	Location 36
Order 18	number of articles 18
0	Aisle 5	Location 5
1	Aisle 11	Location 13
2	Aisle 12	Location 39
3	Aisle 19	Location 13
4	Aisle 1	Location 40
5	Aisle 17	Location 14
6	Aisle 14	Location 9
7	Aisle 7	Location 33
8	Aisle 18	Location 23
9	Aisle 1	Location 13
10	Aisle 10	Location 14
11	Aisle 8	Location 15
12	Aisle 13	Location 13
13	Aisle 16	Location 38
14	Aisle 9	Location 21
15	Aisle 13	Location 16
16	Aisle 11	Location 3
17	Aisle 2	Location 21
Order 19	number of articles 18
0	Aisle 4	Location 1
1	Aisle 15	Location 38
2	Aisle 18	Location 18
3	Aisle 18	Location 26
4	Aisle 0	Location 2
5	Aisle 18	Location 29
6	Aisle 12	Location 25
7	Aisle 15	Location 17
8	Aisle 6	Location 29
9	Aisle 0	Location 28
10	Aisle 12	Location 16
11	Aisle 7	Location 23
12	Aisle 16	Location 9
13	Aisle 16	Location 23
14	Aisle 8	Location 6
15	Aisle 19	Location 27
16	Aisle 14	Location 21
17	Aisle 0	Location 35
Order 20	number of articles 23
0	Aisle 5	Location 28
1	Aisle 0	Location 9
2	Aisle 8	Location 28
3	Aisle 18	Location 44
4	Aisle 14	Location 16
5	Aisle 2	Location 37
6	Aisle 12	Location 12
7	Aisle 11	Location 35
8	Aisle 14	Location 24
9	Aisle 0	Location 4
10	Aisle 12	Location 15
11	Aisle 2	Location 41
12	Aisle 5	Location 38
13	Aisle 9	Location 2
14	Aisle 0	Location 8
15	Aisle 14	Location 30
16	Aisle 14	Location 13
17	Aisle 19	Location 22
18	Aisle 1	Location 3
19	Aisle 3	Location 17
20	Aisle 18	Location 5
21	Aisle 3	Location 23
22	Aisle 16	Location 41
Order 21	number of articles 11
0	Aisle 1	Location 20
1	Aisle 5	Location 23
2	Aisle 6	Location 36
3	Aisle 14	Location 18
4	Aisle 11	Location 43
5	Aisle 12	Location 4
6	Aisle 18	Location 16
7	Aisle 17	Location 13
8	Aisle 16	Location 14
9	Aisle 0	Location 20
10	Aisle 7	Location 13
Order 22	number of articles 15
0	Aisle 10	Location 20
1	Aisle 2	Location 30
2	Aisle 5	Location 38
3	Aisle 13	Location 26
4	Aisle 7	Location 23
5	Aisle 3	Location 32
6	Aisle 6	Location 16
7	Aisle 10	Location 31
8	Aisle 7	Location 41
9	Aisle 15	Location 2
10	Aisle 7	Location 30
11	Aisle 2	Location 41
12	Aisle 1	Location 33
13	Aisle 12	Location 27
14	Aisle 18	Location 28
Order 23	number of articles 23
0	Aisle 4	Location 41
1	Aisle 13	Location 24
2	Aisle 15	Location 33
3	Aisle 2	Location 10
4	Aisle 0	Location 22
5	Aisle 6	Location 11
6	Aisle 4	Location 1
7	Aisle 19	Location 4
8	Aisle 16	Location 13
9	Aisle 16	Location 21
10	Aisle 1	Location 6
11	Aisle 10	Location 22
12	Aisle 2	Location 9
13	Aisle 0	Location 18
14	Aisle 10	Location 35
15	Aisle 19	Location 30
16	Aisle 0	Location 37
17	Aisle 11	Location 27
18	Aisle 0	Location 26
19	Aisle 18	Location 41
20	Aisle 8	Location 16
21	Aisle 2	Location 13
22	Aisle 19	Location 6
Order 24	number of articles 17
0	Aisle 1	Location 43
1	Aisle 4	Location 32
2	Aisle 16	Location 11
3	Aisle 3	Location 2
4	Aisle 14	Location 35
5	Aisle 0	Location 5
6	Aisle 8	Location 10
7	Aisle 17	Location 33
8	Aisle 1	Location 5
9	Aisle 2	Location 15
10	Aisle 6	Location 5
11	Aisle 0	Location 32
12	Aisle 14	Location 34
13	Aisle 9	Location 1
14	Aisle 0	Location 24
15	Aisle 3	Location 22
16	Aisle 10	Location 14
Order 25	number of articles 20
0	Aisle 16	Location 3
1	Aisle 10	Location 22
2	Aisle 5	Location 7
3	Aisle 19	Location 27
4	Aisle 16	Location 19
5	Aisle 2	Location 23
6	Aisle 1	Location 8
7	Aisle 10	Location 32
8	Aisle 6	Location 34
9	Aisle 3	Location 44
10	Aisle 19	Location 14
11	Aisle 13	Location 37
12	Aisle 18	Location 6
13	Aisle 6	Location 40
14	Aisle 3	Location 18
15	Aisle 19	Location 6
16	Aisle 18	Location 20
17	Aisle 4	Location 15
18	Aisle 16	Location 38
19	Aisle 7	Location 28
Order 26	number of articles 23
0	Aisle 15	Location 16
1	Aisle 8	Location 32
2	Aisle 18	Location 34
3	Aisle 15	Location 35
4	Aisle 18	Location 18
5	Aisle 6	Location 14
6	Aisle 3	Location 10
7	Aisle 12	Location 37
8	Aisle 5	Location 41
9	Aisle 13	Location 31
10	Aisle 6	Location 43
11	Aisle 4	Location 37
12	Aisle 13	Location 23
13	Aisle 19	Location 19
14	Aisle 18	Location 29
15	Aisle 0	Location 33
16	Aisle 13	Location 42
17	Aisle 16	Location 43
18	Aisle 15	Location 6
19	Aisle 7	Location 9
20	Aisle 15	Location 23
21	Aisle 15	Location 4
22	Aisle 19	Location 1
Order 27	number of articles 15
0	Aisle 12	Location 4
1	Aisle 2	Location 10
2	Aisle 16	Location 35
3	Aisle 17	Location 43
4	Aisle 8	Location 13
5	Aisle 18	Location 38
6	Aisle 0	Location 21
7	Aisle 0	Location 39
8	Aisle 10	Location 25
9	Aisle 16	Location 16
10	Aisle 3	Location 26
11	Aisle 4	Location 38
12	Aisle 10	Location 31
13	Aisle 11	Location 25
14	Aisle 17	Location 26
Order 28	number of articles 19
0	Aisle 12	Location 42
1	Aisle 0	Location 2
2	Aisle 4	Location 19
3	Aisle 7	Location 34
4	Aisle 1	Location 38
5	Aisle 1	Location 22
6	Aisle 19	Location 17
7	Aisle 12	Location 13
8	Aisle 3	Location 15
9	Aisle 15	Location 23
10	Aisle 11	Location 11
11	Aisle 8	Location 41
12	Aisle 6	Location 40
13	Aisle 12	Location 25
14	Aisle 7	Location 42
15	Aisle 17	Location 31
16	Aisle 15	Location 11
17	Aisle 18	Location 39
18	Aisle 19	Location 2
Order 29	number of articles 10
0	Aisle 16	Location 28
1	Aisle 7	Location 40
2	Aisle 4	Location 20
3	Aisle 0	Location 12
4	Aisle 8	Location 25
5	Aisle 15	Location 29
6	Aisle 10	Location 0
7	Aisle 6	Location 6
8	Aisle 2	Location 8
9	Aisle 5	Location 35
Order 30	number of articles 12
0	Aisle 6	Location 43
1	Aisle 16	Location 6
2	Aisle 8	Location 0
3	Aisle 15	Location 24
4	Aisle 8	Location 14
5	Aisle 19	Location 21
6	Aisle 6	Location 15
7	Aisle 10	Location 32
8	Aisle 15	Location 1
9	Aisle 17	Location 1
10	Aisle 2	Location 6
11	Aisle 7	Location 24
Order 31	number of articles 17
0	Aisle 0	Location 16
1	Aisle 12	Location 38
2	Aisle 12	Location 17
3	Aisle 19	Location 6
4	Aisle 12	Location 44
5	Aisle 16	Location 2
6	Aisle 9	Location 5
7	Aisle 1	Location 34
8	Aisle 7	Location 0
9	Aisle 7	Location 8
10	Aisle 5	Location 11
11	Aisle 17	Location 39
12	Aisle 5	Location 25
13	Aisle 5	Location 28
14	Aisle 3	Location 24
15	Aisle 3	Location 25
16	Aisle 3	Location 37
Order 32	number of articles 15
0	Aisle 8	Location 23
1	Aisle 19	Location 13
2	Aisle 14	Location 11
3	Aisle 9	Location 15
4	Aisle 3	Location 3
5	Aisle 19	Location 0
6	Aisle 15	Location 43
7	Aisle 2	Location 41
8	Aisle 12	Location 22
9	Aisle 6	Location 14
10	Aisle 13	Location 11
11	Aisle 6	Location 39
12	Aisle 14	Location 12
13	Aisle 9	Location 29
14	Aisle 9	Location 31
Order 33	number of articles 16
0	Aisle 13	Location 34
1	Aisle 12	Location 24
2	Aisle 19	Location 37
3	Aisle 15	Location 30
4	Aisle 5	Location 28
5	Aisle 4	Location 16
6	Aisle 13	Location 35
7	Aisle 12	Location 30
8	Aisle 2	Location 5
9	Aisle 14	Location 38
10	Aisle 13	Location 9
11	Aisle 9	Location 39
12	Aisle 13	Location 16
13	Aisle 5	Location 15
14	Aisle 9	Location 3
15	Aisle 6	Location 22
Order 34	number of articles 18
0	Aisle 6	Location 1
1	Aisle 14	Location 5
2	Aisle 7	Location 24
3	Aisle 16	Location 24
4	Aisle 15	Location 12
5	Aisle 7	Location 29
6	Aisle 5	Location 37
7	Aisle 15	Location 24
8	Aisle 10	Location 38
9	Aisle 10	Location 18
10	Aisle 10	Location 10
11	Aisle 9	Location 40
12	Aisle 3	Location 8
13	Aisle 6	Location 2
14	Aisle 19	Location 26
15	Aisle 3	Location 34
16	Aisle 10	Location 0
17	Aisle 17	Location 12
Order 35	number of articles 23
0	Aisle 19	Location 40
1	Aisle 4	Location 44
2	Aisle 17	Location 23
3	Aisle 1	Location 44
4	Aisle 2	Location 31
5	Aisle 12	Location 23
6	Aisle 9	Location 28
7	Aisle 1	Location 20
8	Aisle 10	Location 7
9	Aisle 6	Location 21
10	Aisle 9	Location 33
11	Aisle 4	Location 13
12	Aisle 1	Location 38
13	Aisle 16	Location 14
14	Aisle 13	Location 14
15	Aisle 17	Location 33
16	Aisle 6	Location 13
17	Aisle 9	Location 44
18	Aisle 5	Location 16
19	Aisle 1	Location 15
20	Aisle 17	Location 21
21	Aisle 3	Location 38
22	Aisle 17	Location 3
Order 36	number of articles 16
0	Aisle 14	Location 13
1	Aisle 1	Location 23
2	Aisle 8	Location 7
3	Aisle 8	Location 11
4	Aisle 4	Location 41
5	Aisle 12	Location 25
6	Aisle 17	Location 0
7	Aisle 17	Location 7
8	Aisle 6	Location 35
9	Aisle 5	Location 44
10	Aisle 9	Location 27
11	Aisle 13	Location 25
12	Aisle 2	Location 4
13	Aisle 17	Location 2
14	Aisle 17	Location 5
15	Aisle 14	Location 1
Order 37	number of articles 10
0	Aisle 16	Location 0
1	Aisle 15	Location 16
2	Aisle 0	Location 18
3	Aisle 6	Location 9
4	Aisle 0	Location 27
5	Aisle 0	Location 15
6	Aisle 7	Location 24
7	Aisle 0	Location 9
8	Aisle 16	Location 28
9	Aisle 0	Location 6
Order 38	number of articles 17
0	Aisle 11	Location 25
1	Aisle 7	Location 37
2	Aisle 2	Location 15
3	Aisle 1	Location 43
4	Aisle 19	Location 6
5	Aisle 10	Location 18
6	Aisle 17	Location 30
7	Aisle 13	Location 24
8	Aisle 7	Location 2
9	Aisle 2	Location 3
10	Aisle 18	Location 30
11	Aisle 18	Location 44
12	Aisle 15	Location 0
13	Aisle 16	Location 15
14	Aisle 14	Location 41
15	Aisle 18	Location 24
16	Aisle 5	Location 32
Order 39	number of articles 23
0	Aisle 11	Location 25
1	Aisle 19	Location 23
2	Aisle 13	Location 31
3	Aisle 7	Location 34
4	Aisle 4	Location 23
5	Aisle 12	Location 25
6	Aisle 19	Location 10
7	Aisle 18	Location 35
8	Aisle 4	Location 15
9	Aisle 9	Location 32
10	Aisle 15	Location 1
11	Aisle 15	Location 2
12	Aisle 4	Location 4
13	Aisle 14	Location 14
14	Aisle 2	Location 5
15	Aisle 2	Location 26
16	Aisle 1	Location 43
17	Aisle 15	Location 42
18	Aisle 18	Location 7
19	Aisle 2	Location 28
20	Aisle 7	Location 25
21	Aisle 13	Location 22
22	Aisle 8	Location 38
