Order 0	number of articles 6
1	Aisle 19	Location 26
2	Aisle 2	Location 10
3	Aisle 18	Location 16
4	Aisle 0	Location 7
5	Aisle 6	Location 44
6	Aisle 4	Location 8
7	Aisle 2	Location 39
Order 14	number of articles 17
0	Aisle 13	Location 3
1	Aisle 17	Location 8
2	Aisle 3	Location 4
3	Aisle 4	Location 11
4	Aisle 6	Location 17
5	Aisle 6	Location 9
6	Aisle 9	Location 18
7	Aisle 17	Location 4
8	Aisle 19	Location 9
9	Aisle 0	Location 10
10	Aisle 11	Location 19
11	Aisle 10	Location 34
12	Aisle 9	Location 4
13	Aisle 9	Location 33
14	Aisle 0	Location 24
15	Aisle 11	Location 21
16	Aisle 12	Location 26
Order 15	number of articles 8
0	Aisle 0	Location 33
1	Aisle 6	Location 34
2	Aisle 2	Location 17
3	Aisle 6	Location 15
4	Aisle 13	Location 11
5	Aisle 14	Location 15
6	Aisle 7	Location 12
7	Aisle 18	Location 32
Order 16	number of articles 6
0	Aisle 18	Location 27
1	Aisle 19	Location 33
2	Aisle 0	Location 13
3	Aisle 19	Location 41
4	Aisle 18	Location 21
5	Aisle 14	Location 44
Order 17	number of articles 15
0	Aisle 1	Location 2
1	Aisle 13	Location 25
2	Aisle 5	Location 36
3	Aisle 14	Location 4
4	Aisle 1	Location 15
5	Aisle 9	Location 26
6	Aisle 6	Location 44
7	Aisle 10	Location 34
8	Aisle 4	Location 39
9	Aisle 8	Location 44
10	Aisle 13	Location 18
11	Aisle 2	Location 43
12	Aisle 4	Location 9
13	Aisle 8	Location 32
14	Aisle 5	Location 17
Order 18	number of articles 10
0	Aisle 18	Location 42
1	Aisle 4	Location 6
2	Aisle 7	Location 34
3	Aisle 17	Location 37
4	Aisle 19	Location 39
5	Aisle 11	Location 1
6	Aisle 7	Location 41
7	Aisle 12	Location 44
8	Aisle 7	Location 8
9	Aisle 12	Location 20
Order 19	number of articles 16
0	Aisle 15	Location 12
1	Aisle 7	Location 26
2	Aisle 18	Location 14
3	Aisle 12	Location 0
4	Aisle 15	Location 23
5	Aisle 15	Location 29
6	Aisle 2	Location 30
7	Aisle 1	Location 8
8	Aisle 19	Location 11
9	Aisle 7	Location 3
10	Aisle 2	Location 13
11	Aisle 0	Location 26
12	Aisle 17	Location 44
13	Aisle 2	Location 39
14	Aisle 18	Location 37
15	Aisle 19	Location 21
Order 20	number of articles 16
0	Aisle 9	Location 35
1	Aisle 14	Location 33
2	Aisle 8	Location 2
3	Aisle 2	Location 11
4	Aisle 13	Location 35
5	Aisle 18	Location 6
6	Aisle 6	Location 34
7	Aisle 12	Location 30
8	Aisle 5	Location 44
9	Aisle 6	Location 7
10	Aisle 9	Location 6
11	Aisle 0	Location 32
12	Aisle 11	Location 29
13	Aisle 13	Location 21
14	Aisle 0	Location 13
15	Aisle 18	Location 4
Order 21	number of articles 9
0	Aisle 7	Location 22
1	Aisle 9	Location 16
2	Aisle 2	Location 7
3	Aisle 19	Location 31
4	Aisle 12	Location 9
5	Aisle 7	Location 21
6	Aisle 19	Location 41
7	Aisle 3	Location 1
8	Aisle 14	Location 3
Order 22	number of articles 22
0	Aisle 15	Location 25
1	Aisle 5	Location 29
2	Aisle 6	Location 4
3	Aisle 18	Location 20
4	Aisle 18	Location 11
5	Aisle 9	Location 29
6	Aisle 15	Location 3
7	Aisle 0	Location 17
8	Aisle 3	Location 37
9	Aisle 15	Location 24
10	Aisle 13	Location 40
11	Aisle 10	Location 32
12	Aisle 7	Location 43
13	Aisle 12	Location 5
14	Aisle 2	Location 20
15	Aisle 3	Location 30
16	Aisle 3	Location 19
17	Aisle 18	Location 37
18	Aisle 7	Location 8
19	Aisle 6	Location 14
20	Aisle 18	Location 4
21	Aisle 0	Location 11
Order 23	number of articles 19
0	Aisle 2	Location 44
1	Aisle 6	Location 2
2	Aisle 12	Location 30
3	Aisle 15	Location 23
4	Aisle 6	Location 41
5	Aisle 18	Location 16
6	Aisle 18	Location 43
7	Aisle 4	Location 19
8	Aisle 8	Location 24
9	Aisle 4	Location 20
10	Aisle 19	Location 23
11	Aisle 13	Location 44
12	Aisle 6	Location 11
13	Aisle 12	Location 35
14	Aisle 1	Location 28
15	Aisle 18	Location 2
16	Aisle 4	Location 5
17	Aisle 11	Location 10
18	Aisle 13	Location 42
Order 24	number of articles 17
0	Aisle 17	Location 35
1	Aisle 17	Location 18
2	Aisle 12	Location 27
3	Aisle 12	Location 9
4	Aisle 8	Location 4
5	Aisle 9	Location 16
6	Aisle 7	Location 28
7	Aisle 2	Location 44
8	Aisle 11	Location 12
9	Aisle 4	Location 23
10	Aisle 6	Location 32
11	Aisle 11	Location 40
12	Aisle 3	Location 14
13	Aisle 12	Location 20
14	Aisle 19	Location 41
15	Aisle 7	Location 18
16	Aisle 0	Location 23
Order 25	number of articles 17
0	Aisle 3	Location 44
1	Aisle 8	Location 25
2	Aisle 11	Location 24
3	Aisle 13	Location 13
4	Aisle 11	Location 43
5	Aisle 9	Location 6
6	Aisle 11	Location 8
7	Aisle 19	Location 38
8	Aisle 10	Location 27
9	Aisle 3	Location 16
10	Aisle 1	Location 33
11	Aisle 4	Location 19
12	Aisle 2	Location 1
13	Aisle 18	Location 26
14	Aisle 3	Location 21
15	Aisle 9	Location 15
16	Aisle 12	Location 25
Order 26	number of articles 5
0	Aisle 3	Location 20
1	Aisle 11	Location 25
2	Aisle 12	Location 21
3	Aisle 4	Location 6
4	Aisle 11	Location 22
Order 27	number of articles 13
0	Aisle 10	Location 34
1	Aisle 4	Location 7
2	Aisle 7	Location 17
3	Aisle 12	Location 2
4	Aisle 5	Location 24
5	Aisle 0	Location 29
6	Aisle 0	Location 5
7	Aisle 3	Location 39
8	Aisle 13	Location 29
9	Aisle 14	Location 2
10	Aisle 6	Location 15
11	Aisle 7	Location 12
12	Aisle 12	Location 37
Order 28	number of articles 10
0	Aisle 10	Location 6
1	Aisle 8	Location 4
2	Aisle 11	Location 17
3	Aisle 16	Location 30
4	Aisle 2	Location 2
5	Aisle 17	Location 20
6	Aisle 12	Location 31
7	Aisle 4	Location 14
8	Aisle 2	Location 12
9	Aisle 5	Location 44
Order 29	number of articles 15
0	Aisle 8	Location 27
1	Aisle 19	Location 37
2	Aisle 0	Location 36
3	Aisle 8	Location 31
4	Aisle 6	Location 38
5	Aisle 2	Location 19
6	Aisle 16	Location 18
7	Aisle 4	Location 31
8	Aisle 16	Location 34
9	Aisle 10	Location 9
10	Aisle 19	Location 0
11	Aisle 5	Location 30
12	Aisle 3	Location 14
13	Aisle 0	Location 2
14	Aisle 9	Location 37
Order 30	number of articles 22
0	Aisle 9	Location 21
1	Aisle 8	Location 21
2	Aisle 1	Location 6
3	Aisle 19	Location 43
4	Aisle 8	Location 9
5	Aisle 1	Location 9
6	Aisle 12	Location 18
7	Aisle 18	Location 17
8	Aisle 18	Location 5
9	Aisle 14	Location 16
10	Aisle 4	Location 5
11	Aisle 16	Location 17
12	Aisle 3	Location 30
13	Aisle 4	Location 29
14	Aisle 10	Location 12
15	Aisle 3	Location 3
16	Aisle 8	Location 22
17	Aisle 19	Location 10
18	Aisle 19	Location 2
19	Aisle 11	Location 0
20	Aisle 11	Location 34
21	Aisle 7	Location 35
Order 31	number of articles 21
0	Aisle 7	Location 14
1	Aisle 17	Location 2
2	Aisle 8	Location 19
3	Aisle 14	Location 12
4	Aisle 5	Location 29
5	Aisle 10	Location 9
6	Aisle 4	Location 6
7	Aisle 10	Location 30
8	Aisle 1	Location 31
9	Aisle 1	Location 6
10	Aisle 7	Location 26
11	Aisle 8	Location 15
12	Aisle 2	Location 17
13	Aisle 11	Location 22
14	Aisle 15	Location 16
15	Aisle 4	Location 3
16	Aisle 15	Location 19
17	Aisle 0	Location 27
18	Aisle 11	Location 5
19	Aisle 4	Location 33
20	Aisle 18	Location 25
Order 32	number of articles 13
0	Aisle 18	Location 13
1	Aisle 3	Location 39
2	Aisle 2	Location 43
3	Aisle 5	Location 23
4	Aisle 7	Location 6
5	Aisle 2	Location 10
6	Aisle 19	Location 41
7	Aisle 12	Location 24
8	Aisle 13	Location 5
9	Aisle 2	Location 37
10	Aisle 9	Location 32
11	Aisle 1	Location 21
12	Aisle 1	Location 33
Order 33	number of articles 8
0	Aisle 11	Location 37
1	Aisle 16	Location 25
2	Aisle 11	Location 29
3	Aisle 15	Location 22
4	Aisle 12	Location 12
5	Aisle 0	Location 6
6	Aisle 11	Location 24
7	Aisle 8	Location 6
Order 34	number of articles 19
0	Aisle 4	Location 43
1	Aisle 11	Location 4
2	Aisle 15	Location 29
3	Aisle 2	Location 37
4	Aisle 5	Location 0
5	Aisle 3	Location 32
6	Aisle 12	Location 8
7	Aisle 8	Location 1
8	Aisle 16	Location 36
9	Aisle 17	Location 19
10	Aisle 0	Location 8
11	Aisle 18	Location 12
12	Aisle 7	Location 15
13	Aisle 6	Location 8
14	Aisle 16	Location 5
15	Aisle 5	Location 20
16	Aisle 2	Location 11
17	Aisle 19	Location 27
18	Aisle 15	Location 25
Order 35	number of articles 6
0	Aisle 2	Location 43
1	Aisle 4	Location 16
2	Aisle 7	Location 7
3	Aisle 3	Location 31
4	Aisle 15	Location 11
5	Aisle 19	Location 16
Order 36	number of articles 11
0	Aisle 10	Location 35
1	Aisle 19	Location 27
2	Aisle 19	Location 29
3	Aisle 3	Location 21
4	Aisle 14	Location 42
5	Aisle 9	Location 12
6	Aisle 3	Location 8
7	Aisle 1	Location 10
8	Aisle 10	Location 22
9	Aisle 2	Location 19
10	Aisle 12	Location 41
Order 37	number of articles 22
0	Aisle 17	Location 39
1	Aisle 2	Location 7
2	Aisle 16	Location 4
3	Aisle 7	Location 0
4	Aisle 19	Location 21
5	Aisle 19	Location 5
6	Aisle 18	Location 24
7	Aisle 11	Location 27
8	Aisle 7	Location 39
9	Aisle 19	Location 19
10	Aisle 5	Location 9
11	Aisle 19	Location 15
12	Aisle 7	Location 6
13	Aisle 14	Location 23
14	Aisle 3	Location 20
15	Aisle 1	Location 41
16	Aisle 19	Location 12
17	Aisle 3	Location 15
18	Aisle 15	Location 3
19	Aisle 2	Location 14
20	Aisle 5	Location 42
21	Aisle 7	Location 16
Order 38	number of articles 6
0	Aisle 7	Location 32
1	Aisle 2	Location 11
2	Aisle 3	Location 38
3	Aisle 16	Location 0
4	Aisle 18	Location 29
5	Aisle 5	Location 44
Order 39	number of articles 5
0	Aisle 18	Location 26
1	Aisle 13	Location 35
2	Aisle 3	Location 4
3	Aisle 2	Location 0
4	Aisle 19	Location 37
