Order 0	number of articles 18
3	Aisle 11	Location 31
4	Aisle 4	Location 25
5	Aisle 14	Location 7
6	Aisle 3	Location 21
7	Aisle 4	Location 12
8	Aisle 1	Location 1
9	Aisle 15	Location 11
10	Aisle 8	Location 28
Order 14	number of articles 8
0	Aisle 3	Location 22
1	Aisle 3	Location 36
2	Aisle 0	Location 5
3	Aisle 2	Location 3
4	Aisle 1	Location 38
5	Aisle 7	Location 7
6	Aisle 16	Location 31
7	Aisle 0	Location 28
Order 15	number of articles 12
0	Aisle 12	Location 2
1	Aisle 18	Location 40
2	Aisle 7	Location 18
3	Aisle 3	Location 33
4	Aisle 7	Location 41
5	Aisle 4	Location 9
6	Aisle 8	Location 21
7	Aisle 12	Location 38
8	Aisle 1	Location 10
9	Aisle 2	Location 24
10	Aisle 19	Location 16
11	Aisle 16	Location 32
Order 16	number of articles 14
0	Aisle 11	Location 37
1	Aisle 11	Location 41
2	Aisle 2	Location 14
3	Aisle 14	Location 44
4	Aisle 13	Location 10
5	Aisle 6	Location 33
6	Aisle 0	Location 11
7	Aisle 7	Location 32
8	Aisle 7	Location 39
9	Aisle 12	Location 27
10	Aisle 0	Location 32
11	Aisle 1	Location 19
12	Aisle 12	Location 20
13	Aisle 2	Location 23
Order 17	number of articles 19
0	Aisle 0	Location 38
1	Aisle 18	Location 9
2	Aisle 2	Location 38
3	Aisle 1	Location 14
4	Aisle 4	Location 29
5	Aisle 4	Location 40
6	Aisle 13	Location 25
7	Aisle 10	Location 38
8	Aisle 19	Location 32
9	Aisle 6	Location 2
10	Aisle 6	Location 27
11	Aisle 0	Location 10
12	Aisle 13	Location 28
13	Aisle 10	Location 30
14	Aisle 14	Location 14
15	Aisle 16	Location 34
16	Aisle 10	Location 31
17	Aisle 17	Location 6
18	Aisle 3	Location 39
Order 18	number of articles 14
0	Aisle 18	Location 10
1	Aisle 15	Location 12
2	Aisle 14	Location 44
3	Aisle 4	Location 14
4	Aisle 14	Location 8
5	Aisle 15	Location 32
6	Aisle 14	Location 37
7	Aisle 7	Location 23
8	Aisle 15	Location 41
9	Aisle 7	Location 32
10	Aisle 17	Location 3
11	Aisle 3	Location 37
12	Aisle 9	Location 18
13	Aisle 1	Location 7
Order 19	number of articles 20
0	Aisle 8	Location 39
1	Aisle 5	Location 21
2	Aisle 13	Location 40
3	Aisle 8	Location 12
4	Aisle 19	Location 28
5	Aisle 12	Location 38
6	Aisle 8	Location 32
7	Aisle 7	Location 9
8	Aisle 1	Location 10
9	Aisle 5	Location 12
10	Aisle 17	Location 36
11	Aisle 1	Location 37
12	Aisle 11	Location 29
13	Aisle 16	Location 5
14	Aisle 10	Location 25
15	Aisle 2	Location 7
16	Aisle 10	Location 7
17	Aisle 2	Location 42
18	Aisle 7	Location 16
19	Aisle 6	Location 31
Order 20	number of articles 11
0	Aisle 1	Location 5
1	Aisle 9	Location 19
2	Aisle 17	Location 33
3	Aisle 13	Location 7
4	Aisle 2	Location 3
5	Aisle 5	Location 31
6	Aisle 3	Location 40
7	Aisle 7	Location 33
8	Aisle 15	Location 19
9	Aisle 7	Location 20
10	Aisle 5	Location 4
Order 21	number of articles 12
0	Aisle 16	Location 38
1	Aisle 4	Location 9
2	Aisle 14	Location 22
3	Aisle 9	Location 36
4	Aisle 10	Location 35
5	Aisle 10	Location 1
6	Aisle 13	Location 38
7	Aisle 7	Location 20
8	Aisle 5	Location 6
9	Aisle 13	Location 21
10	Aisle 6	Location 10
11	Aisle 10	Location 11
Order 22	number of articles 24
0	Aisle 3	Location 31
1	Aisle 3	Location 26
2	Aisle 1	Location 17
3	Aisle 15	Location 16
4	Aisle 19	Location 9
5	Aisle 0	Location 43
6	Aisle 15	Location 5
7	Aisle 13	Location 9
8	Aisle 5	Location 26
9	Aisle 1	Location 34
10	Aisle 0	Location 2
11	Aisle 1	Location 8
12	Aisle 12	Location 28
13	Aisle 12	Location 3
14	Aisle 14	Location 37
15	Aisle 12	Location 12
16	Aisle 9	Location 36
17	Aisle 17	Location 22
18	Aisle 4	Location 30
19	Aisle 19	Location 29
20	Aisle 1	Location 40
21	Aisle 3	Location 25
22	Aisle 6	Location 8
23	Aisle 16	Location 0
Order 23	number of articles 8
0	Aisle 18	Location 19
1	Aisle 7	Location 29
2	Aisle 14	Location 33
3	Aisle 6	Location 8
4	Aisle 13	Location 38
5	Aisle 4	Location 13
6	Aisle 6	Location 34
7	Aisle 17	Location 40
Order 24	number of articles 13
0	Aisle 3	Location 3
1	Aisle 12	Location 20
2	Aisle 16	Location 22
3	Aisle 17	Location 2
4	Aisle 2	Location 6
5	Aisle 12	Location 42
6	Aisle 5	Location 2
7	Aisle 16	Location 26
8	Aisle 8	Location 19
9	Aisle 14	Location 35
10	Aisle 5	Location 41
11	Aisle 6	Location 1
12	Aisle 15	Location 17
Order 25	number of articles 18
0	Aisle 17	Location 20
1	Aisle 1	Location 32
2	Aisle 3	Location 4
3	Aisle 17	Location 5
4	Aisle 0	Location 44
5	Aisle 2	Location 40
6	Aisle 11	Location 18
7	Aisle 18	Location 3
8	Aisle 12	Location 8
9	Aisle 6	Location 11
10	Aisle 0	Location 24
11	Aisle 8	Location 4
12	Aisle 17	Location 3
13	Aisle 18	Location 12
14	Aisle 7	Location 34
15	Aisle 6	Location 14
16	Aisle 11	Location 16
17	Aisle 17	Location 28
Order 26	number of articles 18
0	Aisle 8	Location 32
1	Aisle 0	Location 29
2	Aisle 17	Location 19
3	Aisle 1	Location 26
4	Aisle 0	Location 1
5	Aisle 14	Location 4
6	Aisle 8	Location 1
7	Aisle 2	Location 14
8	Aisle 15	Location 33
9	Aisle 13	Location 23
10	Aisle 1	Location 7
11	Aisle 1	Location 30
12	Aisle 10	Location 1
13	Aisle 6	Location 41
14	Aisle 6	Location 20
15	Aisle 0	Location 40
16	Aisle 4	Location 24
17	Aisle 15	Location 30
Order 27	number of articles 11
0	Aisle 11	Location 31
1	Aisle 7	Location 11
2	Aisle 7	Location 25
3	Aisle 4	Location 35
4	Aisle 5	Location 19
5	Aisle 19	Location 2
6	Aisle 5	Location 41
7	Aisle 3	Location 20
8	Aisle 3	Location 43
9	Aisle 11	Location 1
10	Aisle 6	Location 7
Order 28	number of articles 17
0	Aisle 8	Location 6
1	Aisle 0	Location 11
2	Aisle 12	Location 10
3	Aisle 5	Location 12
4	Aisle 4	Location 29
5	Aisle 18	Location 9
6	Aisle 0	Location 43
7	Aisle 12	Location 1
8	Aisle 6	Location 41
9	Aisle 17	Location 7
10	Aisle 10	Location 15
11	Aisle 11	Location 9
12	Aisle 7	Location 4
13	Aisle 16	Location 25
14	Aisle 2	Location 3
15	Aisle 1	Location 30
16	Aisle 9	Location 7
Order 29	number of articles 12
0	Aisle 2	Location 31
1	Aisle 14	Location 37
2	Aisle 11	Location 20
3	Aisle 9	Location 16
4	Aisle 3	Location 1
5	Aisle 13	Location 35
6	Aisle 15	Location 11
7	Aisle 0	Location 17
8	Aisle 13	Location 12
9	Aisle 1	Location 5
10	Aisle 3	Location 34
11	Aisle 8	Location 9
Order 30	number of articles 24
0	Aisle 4	Location 20
1	Aisle 13	Location 25
2	Aisle 15	Location 38
3	Aisle 9	Location 43
4	Aisle 2	Location 20
5	Aisle 5	Location 44
6	Aisle 18	Location 23
7	Aisle 13	Location 27
8	Aisle 7	Location 37
9	Aisle 2	Location 15
10	Aisle 13	Location 40
11	Aisle 15	Location 17
12	Aisle 14	Location 7
13	Aisle 8	Location 24
14	Aisle 6	Location 4
15	Aisle 3	Location 8
16	Aisle 0	Location 29
17	Aisle 6	Location 20
18	Aisle 17	Location 21
19	Aisle 14	Location 17
20	Aisle 16	Location 40
21	Aisle 4	Location 33
22	Aisle 8	Location 40
23	Aisle 10	Location 43
Order 31	number of articles 18
0	Aisle 8	Location 30
1	Aisle 12	Location 17
2	Aisle 19	Location 25
3	Aisle 18	Location 8
4	Aisle 13	Location 39
5	Aisle 15	Location 33
6	Aisle 13	Location 21
7	Aisle 15	Location 35
8	Aisle 17	Location 9
9	Aisle 7	Location 12
10	Aisle 16	Location 35
11	Aisle 4	Location 9
12	Aisle 12	Location 12
13	Aisle 7	Location 6
14	Aisle 5	Location 28
15	Aisle 13	Location 33
16	Aisle 5	Location 27
17	Aisle 2	Location 36
Order 32	number of articles 21
0	Aisle 9	Location 13
1	Aisle 13	Location 14
2	Aisle 15	Location 39
3	Aisle 2	Location 4
4	Aisle 15	Location 30
5	Aisle 9	Location 31
6	Aisle 19	Location 36
7	Aisle 11	Location 2
8	Aisle 18	Location 24
9	Aisle 10	Location 13
10	Aisle 8	Location 17
11	Aisle 0	Location 42
12	Aisle 9	Location 7
13	Aisle 7	Location 1
14	Aisle 15	Location 31
15	Aisle 12	Location 8
16	Aisle 3	Location 13
17	Aisle 4	Location 42
18	Aisle 18	Location 3
19	Aisle 17	Location 19
20	Aisle 16	Location 30
Order 33	number of articles 19
0	Aisle 11	Location 2
1	Aisle 16	Location 19
2	Aisle 19	Location 2
3	Aisle 3	Location 8
4	Aisle 15	Location 40
5	Aisle 1	Location 35
6	Aisle 8	Location 16
7	Aisle 0	Location 0
8	Aisle 19	Location 13
9	Aisle 9	Location 0
10	Aisle 6	Location 39
11	Aisle 12	Location 8
12	Aisle 9	Location 22
13	Aisle 14	Location 5
14	Aisle 2	Location 35
15	Aisle 9	Location 19
16	Aisle 12	Location 22
17	Aisle 6	Location 14
18	Aisle 14	Location 6
Order 34	number of articles 24
0	Aisle 4	Location 33
1	Aisle 17	Location 38
2	Aisle 3	Location 13
3	Aisle 14	Location 9
4	Aisle 14	Location 7
5	Aisle 0	Location 26
6	Aisle 13	Location 40
7	Aisle 7	Location 5
8	Aisle 14	Location 36
9	Aisle 13	Location 16
10	Aisle 6	Location 1
11	Aisle 19	Location 26
12	Aisle 15	Location 40
13	Aisle 0	Location 16
14	Aisle 7	Location 6
15	Aisle 1	Location 14
16	Aisle 0	Location 12
17	Aisle 8	Location 26
18	Aisle 11	Location 42
19	Aisle 3	Location 27
20	Aisle 17	Location 19
21	Aisle 3	Location 1
22	Aisle 15	Location 22
23	Aisle 14	Location 43
Order 35	number of articles 16
0	Aisle 10	Location 20
1	Aisle 0	Location 34
2	Aisle 12	Location 24
3	Aisle 5	Location 18
4	Aisle 6	Location 44
5	Aisle 4	Location 33
6	Aisle 19	Location 0
7	Aisle 2	Location 13
8	Aisle 7	Location 19
9	Aisle 8	Location 19
10	Aisle 9	Location 42
11	Aisle 12	Location 10
12	Aisle 13	Location 34
13	Aisle 7	Location 4
14	Aisle 13	Location 42
15	Aisle 12	Location 19
Order 36	number of articles 9
0	Aisle 9	Location 24
1	Aisle 13	Location 30
2	Aisle 9	Location 13
3	Aisle 19	Location 35
4	Aisle 5	Location 28
5	Aisle 12	Location 23
6	Aisle 8	Location 26
7	Aisle 8	Location 21
8	Aisle 19	Location 44
Order 37	number of articles 24
0	Aisle 6	Location 33
1	Aisle 5	Location 35
2	Aisle 17	Location 17
3	Aisle 7	Location 38
4	Aisle 14	Location 1
5	Aisle 14	Location 20
6	Aisle 11	Location 38
7	Aisle 7	Location 9
8	Aisle 18	Location 0
9	Aisle 4	Location 1
10	Aisle 10	Location 37
11	Aisle 2	Location 14
12	Aisle 2	Location 40
13	Aisle 2	Location 39
14	Aisle 4	Location 12
15	Aisle 5	Location 22
16	Aisle 11	Location 37
17	Aisle 7	Location 4
18	Aisle 5	Location 23
19	Aisle 15	Location 27
20	Aisle 14	Location 30
21	Aisle 5	Location 0
22	Aisle 13	Location 10
23	Aisle 12	Location 28
Order 38	number of articles 6
0	Aisle 3	Location 6
1	Aisle 10	Location 5
2	Aisle 12	Location 5
3	Aisle 6	Location 11
4	Aisle 12	Location 0
5	Aisle 15	Location 33
Order 39	number of articles 6
0	Aisle 19	Location 8
1	Aisle 16	Location 4
2	Aisle 8	Location 33
3	Aisle 8	Location 37
4	Aisle 6	Location 5
5	Aisle 8	Location 15
Order 40	number of articles 23
0	Aisle 0	Location 1
1	Aisle 12	Location 13
2	Aisle 8	Location 1
3	Aisle 12	Location 40
4	Aisle 11	Location 28
5	Aisle 1	Location 0
6	Aisle 9	Location 29
7	Aisle 10	Location 1
8	Aisle 19	Location 29
9	Aisle 3	Location 21
10	Aisle 14	Location 11
11	Aisle 12	Location 36
12	Aisle 8	Location 40
13	Aisle 8	Location 14
14	Aisle 7	Location 10
15	Aisle 10	Location 44
16	Aisle 7	Location 9
17	Aisle 8	Location 11
18	Aisle 2	Location 25
19	Aisle 14	Location 25
20	Aisle 19	Location 12
21	Aisle 2	Location 42
22	Aisle 17	Location 0
Order 41	number of articles 15
0	Aisle 16	Location 10
1	Aisle 18	Location 25
2	Aisle 4	Location 44
3	Aisle 12	Location 36
4	Aisle 8	Location 19
5	Aisle 13	Location 20
6	Aisle 6	Location 6
7	Aisle 4	Location 28
8	Aisle 4	Location 11
9	Aisle 4	Location 10
10	Aisle 6	Location 7
11	Aisle 6	Location 5
12	Aisle 19	Location 2
13	Aisle 16	Location 16
14	Aisle 8	Location 2
Order 42	number of articles 21
0	Aisle 11	Location 8
1	Aisle 16	Location 34
2	Aisle 14	Location 22
3	Aisle 0	Location 23
4	Aisle 11	Location 25
5	Aisle 17	Location 17
6	Aisle 16	Location 33
7	Aisle 10	Location 18
8	Aisle 19	Location 15
9	Aisle 7	Location 16
10	Aisle 13	Location 37
11	Aisle 19	Location 22
12	Aisle 15	Location 42
13	Aisle 8	Location 7
14	Aisle 15	Location 44
15	Aisle 8	Location 36
16	Aisle 11	Location 12
17	Aisle 12	Location 3
18	Aisle 1	Location 7
19	Aisle 7	Location 37
20	Aisle 5	Location 21
Order 43	number of articles 7
0	Aisle 3	Location 0
1	Aisle 7	Location 28
2	Aisle 18	Location 7
3	Aisle 10	Location 22
4	Aisle 0	Location 27
5	Aisle 14	Location 17
6	Aisle 1	Location 0
Order 44	number of articles 5
0	Aisle 16	Location 13
1	Aisle 10	Location 13
2	Aisle 7	Location 35
3	Aisle 7	Location 20
4	Aisle 9	Location 43
Order 45	number of articles 7
0	Aisle 6	Location 6
1	Aisle 9	Location 23
2	Aisle 13	Location 7
3	Aisle 12	Location 30
4	Aisle 18	Location 25
5	Aisle 19	Location 7
6	Aisle 8	Location 9
Order 46	number of articles 8
0	Aisle 13	Location 6
1	Aisle 12	Location 34
2	Aisle 12	Location 16
3	Aisle 2	Location 10
4	Aisle 4	Location 17
5	Aisle 0	Location 26
6	Aisle 14	Location 7
7	Aisle 3	Location 21
Order 47	number of articles 22
0	Aisle 3	Location 44
1	Aisle 18	Location 14
2	Aisle 10	Location 14
3	Aisle 2	Location 2
4	Aisle 18	Location 23
5	Aisle 15	Location 8
6	Aisle 2	Location 4
7	Aisle 10	Location 13
8	Aisle 19	Location 28
9	Aisle 8	Location 19
10	Aisle 10	Location 25
11	Aisle 10	Location 21
12	Aisle 9	Location 11
13	Aisle 5	Location 41
14	Aisle 1	Location 43
15	Aisle 13	Location 12
16	Aisle 4	Location 32
17	Aisle 17	Location 23
18	Aisle 4	Location 25
19	Aisle 12	Location 19
20	Aisle 7	Location 27
21	Aisle 1	Location 34
Order 48	number of articles 19
0	Aisle 17	Location 7
1	Aisle 6	Location 27
2	Aisle 4	Location 16
3	Aisle 3	Location 1
4	Aisle 8	Location 2
5	Aisle 14	Location 33
6	Aisle 10	Location 1
7	Aisle 15	Location 15
8	Aisle 8	Location 42
9	Aisle 17	Location 21
10	Aisle 19	Location 30
11	Aisle 9	Location 14
12	Aisle 12	Location 43
13	Aisle 6	Location 39
14	Aisle 16	Location 21
15	Aisle 5	Location 11
16	Aisle 4	Location 0
17	Aisle 16	Location 25
18	Aisle 8	Location 25
Order 49	number of articles 7
0	Aisle 12	Location 29
1	Aisle 14	Location 6
2	Aisle 7	Location 20
3	Aisle 0	Location 34
4	Aisle 3	Location 2
5	Aisle 2	Location 13
6	Aisle 14	Location 21
Order 50	number of articles 8
0	Aisle 13	Location 40
1	Aisle 2	Location 16
2	Aisle 10	Location 24
3	Aisle 16	Location 7
4	Aisle 1	Location 17
5	Aisle 0	Location 7
6	Aisle 16	Location 11
7	Aisle 11	Location 8
Order 51	number of articles 7
0	Aisle 2	Location 42
1	Aisle 7	Location 4
2	Aisle 5	Location 23
3	Aisle 9	Location 0
4	Aisle 2	Location 24
5	Aisle 8	Location 19
6	Aisle 2	Location 41
Order 52	number of articles 9
0	Aisle 0	Location 44
1	Aisle 7	Location 14
2	Aisle 2	Location 12
3	Aisle 11	Location 6
4	Aisle 13	Location 37
5	Aisle 10	Location 18
6	Aisle 6	Location 8
7	Aisle 1	Location 3
8	Aisle 7	Location 13
Order 53	number of articles 7
0	Aisle 0	Location 42
1	Aisle 11	Location 38
2	Aisle 12	Location 44
3	Aisle 12	Location 16
4	Aisle 11	Location 11
5	Aisle 4	Location 38
6	Aisle 13	Location 14
Order 54	number of articles 12
0	Aisle 8	Location 33
1	Aisle 1	Location 37
2	Aisle 15	Location 36
3	Aisle 2	Location 38
4	Aisle 10	Location 16
5	Aisle 12	Location 41
6	Aisle 3	Location 31
7	Aisle 12	Location 8
8	Aisle 7	Location 17
9	Aisle 0	Location 19
10	Aisle 11	Location 21
11	Aisle 8	Location 35
Order 55	number of articles 18
0	Aisle 5	Location 6
1	Aisle 9	Location 37
2	Aisle 19	Location 43
3	Aisle 5	Location 40
4	Aisle 7	Location 15
5	Aisle 6	Location 7
6	Aisle 13	Location 18
7	Aisle 5	Location 24
8	Aisle 15	Location 2
9	Aisle 10	Location 21
10	Aisle 18	Location 7
11	Aisle 15	Location 17
12	Aisle 13	Location 11
13	Aisle 12	Location 42
14	Aisle 1	Location 36
15	Aisle 1	Location 12
16	Aisle 6	Location 31
17	Aisle 1	Location 10
Order 56	number of articles 13
0	Aisle 14	Location 14
1	Aisle 13	Location 17
2	Aisle 4	Location 32
3	Aisle 11	Location 33
4	Aisle 15	Location 40
5	Aisle 8	Location 16
6	Aisle 13	Location 19
7	Aisle 9	Location 1
8	Aisle 6	Location 21
9	Aisle 10	Location 9
10	Aisle 10	Location 37
11	Aisle 16	Location 28
12	Aisle 13	Location 35
Order 57	number of articles 18
0	Aisle 9	Location 5
1	Aisle 18	Location 3
2	Aisle 6	Location 15
3	Aisle 19	Location 35
4	Aisle 15	Location 15
5	Aisle 4	Location 33
6	Aisle 12	Location 41
7	Aisle 11	Location 34
8	Aisle 5	Location 8
9	Aisle 9	Location 29
10	Aisle 3	Location 24
11	Aisle 16	Location 41
12	Aisle 9	Location 12
13	Aisle 6	Location 12
14	Aisle 1	Location 3
15	Aisle 10	Location 40
16	Aisle 17	Location 22
17	Aisle 11	Location 32
Order 58	number of articles 12
0	Aisle 11	Location 41
1	Aisle 2	Location 8
2	Aisle 15	Location 37
3	Aisle 2	Location 4
4	Aisle 2	Location 35
5	Aisle 6	Location 27
6	Aisle 5	Location 7
7	Aisle 11	Location 3
8	Aisle 12	Location 11
9	Aisle 12	Location 39
10	Aisle 5	Location 22
11	Aisle 12	Location 31
Order 59	number of articles 17
0	Aisle 10	Location 18
1	Aisle 5	Location 19
2	Aisle 17	Location 16
3	Aisle 12	Location 36
4	Aisle 18	Location 30
5	Aisle 0	Location 35
6	Aisle 11	Location 0
7	Aisle 14	Location 25
8	Aisle 19	Location 6
9	Aisle 7	Location 15
10	Aisle 9	Location 28
11	Aisle 11	Location 28
12	Aisle 19	Location 12
13	Aisle 7	Location 22
14	Aisle 3	Location 8
15	Aisle 3	Location 13
16	Aisle 6	Location 19
Order 60	number of articles 21
0	Aisle 10	Location 33
1	Aisle 11	Location 33
2	Aisle 2	Location 29
3	Aisle 19	Location 12
4	Aisle 14	Location 26
5	Aisle 16	Location 12
6	Aisle 17	Location 37
7	Aisle 9	Location 38
8	Aisle 11	Location 14
9	Aisle 0	Location 24
10	Aisle 11	Location 5
11	Aisle 0	Location 34
12	Aisle 4	Location 11
13	Aisle 15	Location 38
14	Aisle 1	Location 34
15	Aisle 4	Location 14
16	Aisle 11	Location 15
17	Aisle 6	Location 16
18	Aisle 2	Location 5
19	Aisle 3	Location 22
20	Aisle 8	Location 13
Order 61	number of articles 6
0	Aisle 18	Location 34
1	Aisle 1	Location 39
2	Aisle 11	Location 9
3	Aisle 9	Location 35
4	Aisle 13	Location 5
5	Aisle 10	Location 26
Order 62	number of articles 7
0	Aisle 5	Location 30
1	Aisle 14	Location 32
2	Aisle 8	Location 7
3	Aisle 14	Location 36
4	Aisle 12	Location 13
5	Aisle 9	Location 6
6	Aisle 12	Location 36
Order 63	number of articles 19
0	Aisle 19	Location 23
1	Aisle 7	Location 40
2	Aisle 15	Location 8
3	Aisle 16	Location 12
4	Aisle 11	Location 18
5	Aisle 8	Location 18
6	Aisle 15	Location 7
7	Aisle 5	Location 11
8	Aisle 5	Location 24
9	Aisle 16	Location 8
10	Aisle 6	Location 37
11	Aisle 9	Location 34
12	Aisle 2	Location 37
13	Aisle 4	Location 18
14	Aisle 0	Location 10
15	Aisle 8	Location 34
16	Aisle 16	Location 25
17	Aisle 0	Location 41
18	Aisle 11	Location 23
Order 64	number of articles 22
0	Aisle 6	Location 44
1	Aisle 11	Location 1
2	Aisle 8	Location 1
3	Aisle 7	Location 35
4	Aisle 0	Location 31
5	Aisle 4	Location 0
6	Aisle 5	Location 36
7	Aisle 9	Location 21
8	Aisle 13	Location 30
9	Aisle 3	Location 43
10	Aisle 8	Location 8
11	Aisle 6	Location 6
12	Aisle 4	Location 43
13	Aisle 2	Location 21
14	Aisle 16	Location 8
15	Aisle 8	Location 33
16	Aisle 1	Location 23
17	Aisle 18	Location 39
18	Aisle 1	Location 14
19	Aisle 11	Location 8
20	Aisle 13	Location 31
21	Aisle 1	Location 36
Order 65	number of articles 20
0	Aisle 2	Location 33
1	Aisle 5	Location 1
2	Aisle 2	Location 42
3	Aisle 5	Location 35
4	Aisle 2	Location 36
5	Aisle 14	Location 37
6	Aisle 12	Location 26
7	Aisle 14	Location 40
8	Aisle 17	Location 22
9	Aisle 10	Location 3
10	Aisle 3	Location 27
11	Aisle 6	Location 22
12	Aisle 7	Location 11
13	Aisle 5	Location 16
14	Aisle 17	Location 6
15	Aisle 17	Location 8
16	Aisle 16	Location 38
17	Aisle 15	Location 34
18	Aisle 17	Location 17
19	Aisle 1	Location 13
Order 66	number of articles 19
0	Aisle 3	Location 37
