Order 0	number of articles 20
18	Aisle 16	Location 7
19	Aisle 19	Location 42
20	Aisle 10	Location 2
21	Aisle 10	Location 42
Order 15	number of articles 20
0	Aisle 10	Location 25
1	Aisle 0	Location 25
2	Aisle 18	Location 27
3	Aisle 12	Location 13
4	Aisle 9	Location 31
5	Aisle 7	Location 23
6	Aisle 9	Location 43
7	Aisle 5	Location 1
8	Aisle 0	Location 5
9	Aisle 9	Location 5
10	Aisle 3	Location 32
11	Aisle 7	Location 41
12	Aisle 15	Location 3
13	Aisle 7	Location 18
14	Aisle 5	Location 42
15	Aisle 17	Location 25
16	Aisle 4	Location 29
17	Aisle 11	Location 21
18	Aisle 12	Location 2
19	Aisle 0	Location 7
Order 16	number of articles 11
0	Aisle 8	Location 10
1	Aisle 1	Location 3
2	Aisle 17	Location 5
3	Aisle 8	Location 23
4	Aisle 11	Location 23
5	Aisle 10	Location 25
6	Aisle 10	Location 5
7	Aisle 16	Location 42
8	Aisle 12	Location 37
9	Aisle 17	Location 42
10	Aisle 9	Location 20
Order 17	number of articles 22
0	Aisle 10	Location 29
1	Aisle 16	Location 23
2	Aisle 7	Location 41
3	Aisle 9	Location 35
4	Aisle 9	Location 5
5	Aisle 15	Location 6
6	Aisle 4	Location 17
7	Aisle 9	Location 6
8	Aisle 5	Location 19
9	Aisle 16	Location 28
10	Aisle 4	Location 8
11	Aisle 2	Location 8
12	Aisle 4	Location 13
13	Aisle 18	Location 44
14	Aisle 14	Location 34
15	Aisle 9	Location 20
16	Aisle 2	Location 31
17	Aisle 15	Location 9
18	Aisle 15	Location 42
19	Aisle 3	Location 4
20	Aisle 15	Location 29
21	Aisle 1	Location 10
Order 18	number of articles 19
0	Aisle 5	Location 13
1	Aisle 9	Location 2
2	Aisle 11	Location 40
3	Aisle 8	Location 43
4	Aisle 14	Location 0
5	Aisle 0	Location 4
6	Aisle 18	Location 5
7	Aisle 19	Location 3
8	Aisle 12	Location 10
9	Aisle 17	Location 29
10	Aisle 14	Location 10
11	Aisle 15	Location 29
12	Aisle 19	Location 7
13	Aisle 1	Location 10
14	Aisle 12	Location 7
15	Aisle 14	Location 23
16	Aisle 17	Location 27
17	Aisle 0	Location 23
18	Aisle 16	Location 17
Order 19	number of articles 7
0	Aisle 19	Location 43
1	Aisle 1	Location 28
2	Aisle 12	Location 39
3	Aisle 19	Location 30
4	Aisle 16	Location 23
5	Aisle 6	Location 18
6	Aisle 3	Location 2
Order 20	number of articles 13
0	Aisle 2	Location 32
1	Aisle 5	Location 32
2	Aisle 19	Location 0
3	Aisle 19	Location 13
4	Aisle 12	Location 9
5	Aisle 11	Location 13
6	Aisle 0	Location 19
7	Aisle 6	Location 11
8	Aisle 12	Location 25
9	Aisle 14	Location 30
10	Aisle 16	Location 42
11	Aisle 12	Location 35
12	Aisle 11	Location 26
Order 21	number of articles 18
0	Aisle 4	Location 10
1	Aisle 13	Location 17
2	Aisle 10	Location 11
3	Aisle 2	Location 28
4	Aisle 10	Location 13
5	Aisle 3	Location 34
6	Aisle 16	Location 13
7	Aisle 13	Location 35
8	Aisle 17	Location 7
9	Aisle 1	Location 30
10	Aisle 0	Location 4
11	Aisle 14	Location 19
12	Aisle 9	Location 34
13	Aisle 0	Location 21
14	Aisle 11	Location 2
15	Aisle 5	Location 17
16	Aisle 12	Location 27
17	Aisle 7	Location 32
Order 22	number of articles 7
0	Aisle 10	Location 30
1	Aisle 18	Location 6
2	Aisle 5	Location 4
3	Aisle 3	Location 38
4	Aisle 14	Location 14
5	Aisle 8	Location 3
6	Aisle 19	Location 28
Order 23	number of articles 21
0	Aisle 6	Location 17
1	Aisle 5	Location 8
2	Aisle 18	Location 39
3	Aisle 11	Location 43
4	Aisle 17	Location 10
5	Aisle 15	Location 42
6	Aisle 5	Location 31
7	Aisle 11	Location 10
8	Aisle 6	Location 16
9	Aisle 0	Location 5
10	Aisle 0	Location 38
11	Aisle 12	Location 33
12	Aisle 0	Location 37
13	Aisle 0	Location 25
14	Aisle 12	Location 4
15	Aisle 5	Location 15
16	Aisle 9	Location 23
17	Aisle 6	Location 18
18	Aisle 0	Location 34
19	Aisle 10	Location 38
20	Aisle 7	Location 35
Order 24	number of articles 21
0	Aisle 6	Location 11
1	Aisle 11	Location 1
2	Aisle 12	Location 39
3	Aisle 4	Location 33
4	Aisle 2	Location 11
5	Aisle 18	Location 33
6	Aisle 2	Location 33
7	Aisle 1	Location 35
8	Aisle 9	Location 0
9	Aisle 4	Location 9
10	Aisle 17	Location 9
11	Aisle 9	Location 33
12	Aisle 9	Location 20
13	Aisle 11	Location 41
14	Aisle 3	Location 25
15	Aisle 5	Location 9
16	Aisle 18	Location 34
17	Aisle 0	Location 6
18	Aisle 9	Location 7
19	Aisle 4	Location 4
20	Aisle 4	Location 31
Order 25	number of articles 21
0	Aisle 5	Location 13
1	Aisle 0	Location 5
2	Aisle 4	Location 26
3	Aisle 7	Location 14
4	Aisle 13	Location 29
5	Aisle 6	Location 16
6	Aisle 12	Location 17
7	Aisle 16	Location 11
8	Aisle 1	Location 22
9	Aisle 11	Location 7
10	Aisle 19	Location 11
11	Aisle 3	Location 23
12	Aisle 18	Location 42
13	Aisle 1	Location 9
14	Aisle 5	Location 41
15	Aisle 17	Location 31
16	Aisle 9	Location 0
17	Aisle 1	Location 2
18	Aisle 8	Location 35
19	Aisle 19	Location 21
20	Aisle 13	Location 4
Order 26	number of articles 6
0	Aisle 15	Location 8
1	Aisle 12	Location 24
2	Aisle 14	Location 16
3	Aisle 0	Location 13
4	Aisle 3	Location 26
5	Aisle 9	Location 25
Order 27	number of articles 10
0	Aisle 10	Location 19
1	Aisle 7	Location 31
2	Aisle 4	Location 29
3	Aisle 15	Location 32
4	Aisle 14	Location 29
5	Aisle 0	Location 15
6	Aisle 7	Location 37
7	Aisle 17	Location 3
8	Aisle 0	Location 28
9	Aisle 1	Location 4
Order 28	number of articles 8
0	Aisle 17	Location 6
1	Aisle 9	Location 44
2	Aisle 0	Location 25
3	Aisle 18	Location 25
4	Aisle 0	Location 35
5	Aisle 6	Location 42
6	Aisle 12	Location 24
7	Aisle 10	Location 7
Order 29	number of articles 5
0	Aisle 6	Location 12
1	Aisle 9	Location 14
2	Aisle 10	Location 44
3	Aisle 9	Location 13
4	Aisle 14	Location 19
Order 30	number of articles 12
0	Aisle 5	Location 3
1	Aisle 10	Location 37
2	Aisle 1	Location 18
3	Aisle 19	Location 40
4	Aisle 17	Location 17
5	Aisle 6	Location 17
6	Aisle 14	Location 36
7	Aisle 15	Location 5
8	Aisle 3	Location 34
9	Aisle 0	Location 41
10	Aisle 12	Location 3
11	Aisle 10	Location 35
Order 31	number of articles 8
0	Aisle 11	Location 12
1	Aisle 14	Location 38
2	Aisle 2	Location 36
3	Aisle 15	Location 36
4	Aisle 12	Location 44
5	Aisle 6	Location 36
6	Aisle 12	Location 31
7	Aisle 8	Location 12
Order 32	number of articles 6
0	Aisle 8	Location 6
1	Aisle 11	Location 39
2	Aisle 3	Location 14
3	Aisle 5	Location 28
4	Aisle 19	Location 4
5	Aisle 3	Location 24
Order 33	number of articles 23
0	Aisle 19	Location 28
1	Aisle 0	Location 38
2	Aisle 11	Location 17
3	Aisle 12	Location 23
4	Aisle 3	Location 16
5	Aisle 5	Location 27
6	Aisle 15	Location 20
7	Aisle 14	Location 3
8	Aisle 11	Location 39
9	Aisle 6	Location 19
10	Aisle 14	Location 20
11	Aisle 8	Location 3
12	Aisle 17	Location 26
13	Aisle 16	Location 37
14	Aisle 8	Location 36
15	Aisle 18	Location 35
16	Aisle 17	Location 24
17	Aisle 12	Location 8
18	Aisle 6	Location 17
19	Aisle 4	Location 5
20	Aisle 15	Location 10
21	Aisle 11	Location 25
22	Aisle 7	Location 14
Order 34	number of articles 15
0	Aisle 10	Location 30
1	Aisle 12	Location 38
2	Aisle 15	Location 9
3	Aisle 3	Location 14
4	Aisle 15	Location 33
5	Aisle 9	Location 2
6	Aisle 7	Location 3
7	Aisle 0	Location 37
8	Aisle 15	Location 22
9	Aisle 2	Location 25
10	Aisle 15	Location 7
11	Aisle 5	Location 29
12	Aisle 14	Location 15
13	Aisle 12	Location 7
14	Aisle 12	Location 10
Order 35	number of articles 8
0	Aisle 13	Location 19
1	Aisle 13	Location 7
2	Aisle 19	Location 3
3	Aisle 2	Location 7
4	Aisle 17	Location 1
5	Aisle 0	Location 4
6	Aisle 7	Location 6
7	Aisle 2	Location 5
Order 36	number of articles 20
0	Aisle 14	Location 0
1	Aisle 19	Location 40
2	Aisle 12	Location 29
3	Aisle 6	Location 12
4	Aisle 17	Location 7
5	Aisle 0	Location 17
6	Aisle 16	Location 33
7	Aisle 11	Location 33
8	Aisle 9	Location 30
9	Aisle 2	Location 23
10	Aisle 2	Location 7
11	Aisle 10	Location 34
12	Aisle 16	Location 38
13	Aisle 11	Location 36
14	Aisle 0	Location 27
15	Aisle 4	Location 21
16	Aisle 19	Location 27
17	Aisle 5	Location 9
18	Aisle 0	Location 5
19	Aisle 17	Location 37
Order 37	number of articles 7
0	Aisle 15	Location 23
1	Aisle 11	Location 32
2	Aisle 17	Location 23
3	Aisle 12	Location 6
4	Aisle 15	Location 28
5	Aisle 17	Location 37
6	Aisle 14	Location 42
Order 38	number of articles 16
0	Aisle 3	Location 19
1	Aisle 0	Location 25
2	Aisle 11	Location 8
3	Aisle 12	Location 25
4	Aisle 12	Location 22
5	Aisle 16	Location 4
6	Aisle 5	Location 17
7	Aisle 2	Location 24
8	Aisle 17	Location 16
9	Aisle 16	Location 26
10	Aisle 9	Location 23
11	Aisle 13	Location 29
12	Aisle 3	Location 3
13	Aisle 13	Location 8
14	Aisle 1	Location 14
15	Aisle 18	Location 43
Order 39	number of articles 9
0	Aisle 15	Location 43
1	Aisle 2	Location 7
2	Aisle 0	Location 10
3	Aisle 6	Location 31
4	Aisle 17	Location 5
5	Aisle 2	Location 39
6	Aisle 0	Location 30
7	Aisle 5	Location 35
8	Aisle 7	Location 43
