Order 0	number of articles 10
6	Aisle 13	Location 31
7	Aisle 15	Location 34
8	Aisle 12	Location 27
9	Aisle 4	Location 34
10	Aisle 19	Location 22
11	Aisle 8	Location 31
12	Aisle 2	Location 34
13	Aisle 7	Location 27
14	Aisle 16	Location 40
15	Aisle 11	Location 8
16	Aisle 13	Location 23
17	Aisle 3	Location 27
18	Aisle 19	Location 25
19	Aisle 17	Location 25
20	Aisle 9	Location 6
21	Aisle 4	Location 3
22	Aisle 10	Location 28
23	Aisle 12	Location 12
Order 11	number of articles 18
0	Aisle 4	Location 23
1	Aisle 6	Location 23
2	Aisle 11	Location 8
3	Aisle 16	Location 3
4	Aisle 17	Location 8
5	Aisle 17	Location 14
6	Aisle 1	Location 3
7	Aisle 6	Location 29
8	Aisle 14	Location 20
9	Aisle 14	Location 41
10	Aisle 5	Location 18
11	Aisle 0	Location 3
12	Aisle 18	Location 2
13	Aisle 14	Location 6
14	Aisle 4	Location 7
15	Aisle 8	Location 28
16	Aisle 12	Location 27
17	Aisle 1	Location 44
Order 12	number of articles 15
0	Aisle 17	Location 3
1	Aisle 4	Location 3
2	Aisle 3	Location 20
3	Aisle 18	Location 20
4	Aisle 12	Location 0
5	Aisle 9	Location 20
6	Aisle 13	Location 0
7	Aisle 14	Location 17
8	Aisle 14	Location 33
9	Aisle 16	Location 41
10	Aisle 16	Location 8
11	Aisle 17	Location 10
12	Aisle 19	Location 30
13	Aisle 13	Location 2
14	Aisle 8	Location 33
Order 13	number of articles 11
0	Aisle 3	Location 5
1	Aisle 2	Location 6
2	Aisle 9	Location 24
3	Aisle 14	Location 20
4	Aisle 15	Location 9
5	Aisle 1	Location 25
6	Aisle 5	Location 41
7	Aisle 2	Location 43
8	Aisle 16	Location 38
9	Aisle 12	Location 6
10	Aisle 9	Location 13
Order 14	number of articles 7
0	Aisle 11	Location 17
1	Aisle 6	Location 11
2	Aisle 15	Location 4
3	Aisle 19	Location 38
4	Aisle 4	Location 10
5	Aisle 1	Location 27
6	Aisle 8	Location 25
Order 15	number of articles 19
0	Aisle 15	Location 8
1	Aisle 6	Location 8
2	Aisle 17	Location 10
3	Aisle 3	Location 16
4	Aisle 0	Location 15
5	Aisle 1	Location 14
6	Aisle 6	Location 0
7	Aisle 19	Location 23
8	Aisle 16	Location 4
9	Aisle 14	Location 26
10	Aisle 0	Location 42
11	Aisle 16	Location 30
12	Aisle 13	Location 27
13	Aisle 2	Location 2
14	Aisle 7	Location 20
15	Aisle 1	Location 5
16	Aisle 10	Location 25
17	Aisle 7	Location 6
18	Aisle 17	Location 22
Order 16	number of articles 13
0	Aisle 13	Location 43
1	Aisle 3	Location 40
2	Aisle 8	Location 29
3	Aisle 3	Location 8
4	Aisle 10	Location 1
5	Aisle 5	Location 6
6	Aisle 19	Location 19
7	Aisle 12	Location 0
8	Aisle 3	Location 16
9	Aisle 8	Location 37
10	Aisle 14	Location 7
11	Aisle 8	Location 38
12	Aisle 18	Location 26
Order 17	number of articles 19
0	Aisle 12	Location 31
1	Aisle 3	Location 0
2	Aisle 4	Location 42
3	Aisle 17	Location 3
4	Aisle 11	Location 31
5	Aisle 0	Location 43
6	Aisle 12	Location 41
7	Aisle 7	Location 27
8	Aisle 4	Location 16
9	Aisle 6	Location 27
10	Aisle 7	Location 37
11	Aisle 11	Location 20
12	Aisle 15	Location 44
13	Aisle 16	Location 41
14	Aisle 0	Location 7
15	Aisle 9	Location 35
16	Aisle 17	Location 10
17	Aisle 4	Location 22
18	Aisle 7	Location 25
Order 18	number of articles 7
0	Aisle 1	Location 8
1	Aisle 6	Location 10
2	Aisle 3	Location 40
3	Aisle 5	Location 11
4	Aisle 19	Location 0
5	Aisle 3	Location 43
6	Aisle 8	Location 36
Order 19	number of articles 23
0	Aisle 13	Location 21
1	Aisle 3	Location 25
2	Aisle 4	Location 17
3	Aisle 6	Location 29
4	Aisle 6	Location 10
5	Aisle 18	Location 32
6	Aisle 16	Location 7
7	Aisle 8	Location 32
8	Aisle 11	Location 40
9	Aisle 4	Location 38
10	Aisle 14	Location 41
11	Aisle 2	Location 6
12	Aisle 16	Location 2
13	Aisle 1	Location 1
14	Aisle 2	Location 39
15	Aisle 18	Location 23
16	Aisle 4	Location 28
17	Aisle 12	Location 29
18	Aisle 11	Location 1
19	Aisle 8	Location 4
20	Aisle 19	Location 43
21	Aisle 4	Location 4
22	Aisle 15	Location 4
Order 20	number of articles 5
0	Aisle 11	Location 30
1	Aisle 14	Location 5
2	Aisle 9	Location 4
3	Aisle 10	Location 13
4	Aisle 15	Location 33
Order 21	number of articles 7
0	Aisle 7	Location 22
1	Aisle 5	Location 2
2	Aisle 2	Location 21
3	Aisle 7	Location 0
4	Aisle 8	Location 9
5	Aisle 6	Location 36
6	Aisle 0	Location 25
Order 22	number of articles 6
0	Aisle 18	Location 31
1	Aisle 7	Location 13
2	Aisle 15	Location 18
3	Aisle 12	Location 26
4	Aisle 1	Location 34
5	Aisle 7	Location 1
Order 23	number of articles 22
0	Aisle 13	Location 0
1	Aisle 6	Location 36
2	Aisle 1	Location 4
3	Aisle 19	Location 29
4	Aisle 1	Location 12
5	Aisle 10	Location 22
6	Aisle 19	Location 38
7	Aisle 7	Location 38
8	Aisle 18	Location 44
9	Aisle 18	Location 3
10	Aisle 11	Location 12
11	Aisle 17	Location 30
12	Aisle 18	Location 10
13	Aisle 8	Location 4
14	Aisle 19	Location 20
15	Aisle 8	Location 11
16	Aisle 5	Location 37
17	Aisle 1	Location 18
18	Aisle 16	Location 6
19	Aisle 12	Location 34
20	Aisle 7	Location 20
21	Aisle 2	Location 9
Order 24	number of articles 19
0	Aisle 16	Location 20
1	Aisle 11	Location 16
2	Aisle 6	Location 28
3	Aisle 1	Location 27
4	Aisle 2	Location 5
5	Aisle 14	Location 6
6	Aisle 8	Location 11
7	Aisle 14	Location 14
8	Aisle 5	Location 9
9	Aisle 10	Location 31
10	Aisle 4	Location 7
11	Aisle 0	Location 30
12	Aisle 6	Location 27
13	Aisle 9	Location 15
14	Aisle 3	Location 27
15	Aisle 8	Location 20
16	Aisle 17	Location 38
17	Aisle 17	Location 21
18	Aisle 2	Location 42
Order 25	number of articles 10
0	Aisle 2	Location 11
1	Aisle 17	Location 24
2	Aisle 11	Location 44
3	Aisle 3	Location 35
4	Aisle 12	Location 23
5	Aisle 15	Location 0
6	Aisle 1	Location 36
7	Aisle 4	Location 11
8	Aisle 18	Location 40
9	Aisle 11	Location 0
Order 26	number of articles 9
0	Aisle 9	Location 41
1	Aisle 4	Location 12
2	Aisle 1	Location 3
3	Aisle 6	Location 3
4	Aisle 7	Location 39
5	Aisle 11	Location 31
6	Aisle 5	Location 14
7	Aisle 10	Location 38
8	Aisle 3	Location 37
Order 27	number of articles 9
0	Aisle 2	Location 19
1	Aisle 0	Location 21
2	Aisle 8	Location 11
3	Aisle 17	Location 30
4	Aisle 9	Location 43
5	Aisle 2	Location 43
6	Aisle 19	Location 21
7	Aisle 4	Location 8
8	Aisle 6	Location 30
Order 28	number of articles 6
0	Aisle 9	Location 1
1	Aisle 17	Location 8
2	Aisle 18	Location 27
3	Aisle 4	Location 12
4	Aisle 0	Location 35
5	Aisle 2	Location 44
Order 29	number of articles 13
0	Aisle 4	Location 18
1	Aisle 15	Location 22
2	Aisle 3	Location 6
3	Aisle 8	Location 35
4	Aisle 10	Location 32
5	Aisle 9	Location 33
6	Aisle 7	Location 22
7	Aisle 6	Location 23
8	Aisle 1	Location 31
9	Aisle 4	Location 32
10	Aisle 3	Location 12
11	Aisle 0	Location 34
12	Aisle 11	Location 36
Order 30	number of articles 19
0	Aisle 10	Location 26
1	Aisle 12	Location 12
2	Aisle 4	Location 9
3	Aisle 12	Location 31
4	Aisle 6	Location 12
5	Aisle 2	Location 4
6	Aisle 13	Location 2
7	Aisle 1	Location 22
8	Aisle 15	Location 41
9	Aisle 13	Location 19
10	Aisle 10	Location 23
11	Aisle 19	Location 13
12	Aisle 9	Location 19
13	Aisle 6	Location 27
14	Aisle 17	Location 32
15	Aisle 18	Location 1
16	Aisle 16	Location 20
17	Aisle 1	Location 13
18	Aisle 16	Location 9
Order 31	number of articles 18
0	Aisle 5	Location 39
1	Aisle 1	Location 16
2	Aisle 0	Location 34
3	Aisle 0	Location 43
4	Aisle 2	Location 31
5	Aisle 8	Location 15
6	Aisle 1	Location 12
7	Aisle 7	Location 5
8	Aisle 7	Location 23
9	Aisle 2	Location 14
10	Aisle 10	Location 27
11	Aisle 2	Location 10
12	Aisle 16	Location 36
13	Aisle 0	Location 3
14	Aisle 12	Location 27
15	Aisle 4	Location 42
16	Aisle 18	Location 9
17	Aisle 11	Location 28
Order 32	number of articles 20
0	Aisle 16	Location 5
1	Aisle 0	Location 19
2	Aisle 2	Location 21
3	Aisle 2	Location 20
4	Aisle 0	Location 41
5	Aisle 6	Location 35
6	Aisle 9	Location 41
7	Aisle 1	Location 8
8	Aisle 4	Location 23
9	Aisle 19	Location 6
10	Aisle 15	Location 20
11	Aisle 18	Location 15
12	Aisle 9	Location 43
13	Aisle 8	Location 16
14	Aisle 14	Location 20
15	Aisle 14	Location 24
16	Aisle 14	Location 32
17	Aisle 14	Location 43
18	Aisle 2	Location 10
19	Aisle 13	Location 40
Order 33	number of articles 17
0	Aisle 10	Location 29
1	Aisle 16	Location 17
2	Aisle 0	Location 6
3	Aisle 12	Location 37
4	Aisle 4	Location 0
5	Aisle 5	Location 24
6	Aisle 8	Location 18
7	Aisle 4	Location 6
8	Aisle 9	Location 11
9	Aisle 9	Location 27
10	Aisle 4	Location 15
11	Aisle 12	Location 7
12	Aisle 17	Location 9
13	Aisle 10	Location 1
14	Aisle 13	Location 8
15	Aisle 1	Location 33
16	Aisle 5	Location 31
Order 34	number of articles 11
0	Aisle 8	Location 35
1	Aisle 13	Location 36
2	Aisle 6	Location 22
3	Aisle 7	Location 39
4	Aisle 2	Location 16
5	Aisle 5	Location 33
6	Aisle 9	Location 1
7	Aisle 3	Location 40
8	Aisle 12	Location 37
9	Aisle 0	Location 7
10	Aisle 6	Location 29
Order 35	number of articles 8
0	Aisle 0	Location 22
1	Aisle 6	Location 22
2	Aisle 6	Location 33
3	Aisle 19	Location 1
4	Aisle 3	Location 25
5	Aisle 16	Location 13
6	Aisle 10	Location 11
7	Aisle 18	Location 38
Order 36	number of articles 12
0	Aisle 2	Location 31
1	Aisle 13	Location 15
2	Aisle 18	Location 16
3	Aisle 5	Location 5
4	Aisle 18	Location 27
5	Aisle 3	Location 39
6	Aisle 16	Location 25
7	Aisle 10	Location 19
8	Aisle 5	Location 42
9	Aisle 17	Location 30
10	Aisle 16	Location 36
11	Aisle 10	Location 6
Order 37	number of articles 17
0	Aisle 3	Location 27
1	Aisle 2	Location 41
2	Aisle 17	Location 23
3	Aisle 17	Location 24
4	Aisle 7	Location 38
5	Aisle 12	Location 30
6	Aisle 11	Location 21
7	Aisle 8	Location 1
8	Aisle 8	Location 4
9	Aisle 3	Location 37
10	Aisle 13	Location 13
11	Aisle 2	Location 16
12	Aisle 7	Location 0
13	Aisle 4	Location 3
14	Aisle 17	Location 32
15	Aisle 10	Location 15
16	Aisle 6	Location 7
Order 38	number of articles 5
0	Aisle 9	Location 0
1	Aisle 2	Location 13
2	Aisle 19	Location 30
3	Aisle 6	Location 25
4	Aisle 13	Location 40
Order 39	number of articles 7
0	Aisle 2	Location 38
1	Aisle 1	Location 17
2	Aisle 12	Location 5
3	Aisle 3	Location 40
4	Aisle 6	Location 18
5	Aisle 10	Location 18
6	Aisle 2	Location 36
