Order 0	number of articles 12
9	Aisle 12	Location 12
10	Aisle 16	Location 42
11	Aisle 18	Location 38
Order 7	number of articles 14
0	Aisle 1	Location 41
1	Aisle 10	Location 34
2	Aisle 6	Location 10
3	Aisle 18	Location 31
4	Aisle 12	Location 23
5	Aisle 9	Location 26
6	Aisle 19	Location 40
7	Aisle 12	Location 43
8	Aisle 2	Location 19
9	Aisle 4	Location 13
10	Aisle 11	Location 39
11	Aisle 15	Location 39
12	Aisle 10	Location 10
13	Aisle 5	Location 38
Order 8	number of articles 11
0	Aisle 8	Location 12
1	Aisle 19	Location 34
2	Aisle 9	Location 8
3	Aisle 10	Location 13
4	Aisle 4	Location 32
5	Aisle 19	Location 28
6	Aisle 5	Location 24
7	Aisle 19	Location 33
8	Aisle 8	Location 32
9	Aisle 17	Location 44
10	Aisle 0	Location 42
Order 9	number of articles 6
0	Aisle 9	Location 44
1	Aisle 0	Location 31
2	Aisle 0	Location 9
3	Aisle 16	Location 17
4	Aisle 16	Location 44
5	Aisle 10	Location 32
Order 10	number of articles 10
0	Aisle 15	Location 40
1	Aisle 16	Location 19
2	Aisle 5	Location 27
3	Aisle 17	Location 39
4	Aisle 15	Location 17
5	Aisle 15	Location 14
6	Aisle 15	Location 31
7	Aisle 7	Location 36
8	Aisle 5	Location 44
9	Aisle 3	Location 26
Order 11	number of articles 13
0	Aisle 8	Location 5
1	Aisle 12	Location 3
2	Aisle 2	Location 43
3	Aisle 16	Location 5
4	Aisle 3	Location 14
5	Aisle 15	Location 16
6	Aisle 7	Location 13
7	Aisle 12	Location 42
8	Aisle 10	Location 2
9	Aisle 9	Location 24
10	Aisle 17	Location 5
11	Aisle 4	Location 37
12	Aisle 19	Location 17
Order 12	number of articles 9
0	Aisle 7	Location 35
1	Aisle 12	Location 29
2	Aisle 15	Location 25
3	Aisle 5	Location 18
4	Aisle 4	Location 21
5	Aisle 3	Location 3
6	Aisle 2	Location 7
7	Aisle 19	Location 26
8	Aisle 11	Location 19
Order 13	number of articles 21
0	Aisle 19	Location 13
1	Aisle 15	Location 21
2	Aisle 9	Location 25
3	Aisle 4	Location 10
4	Aisle 19	Location 23
5	Aisle 9	Location 5
6	Aisle 2	Location 7
7	Aisle 2	Location 37
8	Aisle 3	Location 1
9	Aisle 15	Location 28
10	Aisle 5	Location 22
11	Aisle 18	Location 32
12	Aisle 0	Location 40
13	Aisle 10	Location 17
14	Aisle 2	Location 35
15	Aisle 13	Location 22
16	Aisle 8	Location 43
17	Aisle 8	Location 29
18	Aisle 9	Location 21
19	Aisle 4	Location 33
20	Aisle 16	Location 16
Order 14	number of articles 14
0	Aisle 11	Location 0
1	Aisle 3	Location 36
2	Aisle 8	Location 18
3	Aisle 4	Location 17
4	Aisle 17	Location 24
5	Aisle 19	Location 37
6	Aisle 9	Location 42
7	Aisle 3	Location 25
8	Aisle 12	Location 1
9	Aisle 4	Location 19
10	Aisle 15	Location 39
11	Aisle 0	Location 27
12	Aisle 12	Location 10
13	Aisle 13	Location 41
Order 15	number of articles 13
0	Aisle 7	Location 3
1	Aisle 7	Location 37
2	Aisle 5	Location 33
3	Aisle 9	Location 20
4	Aisle 2	Location 18
5	Aisle 12	Location 41
6	Aisle 0	Location 15
7	Aisle 19	Location 33
8	Aisle 7	Location 32
9	Aisle 1	Location 10
10	Aisle 12	Location 7
11	Aisle 15	Location 26
12	Aisle 0	Location 42
Order 16	number of articles 13
0	Aisle 10	Location 29
1	Aisle 17	Location 6
2	Aisle 8	Location 30
3	Aisle 1	Location 8
4	Aisle 9	Location 18
5	Aisle 14	Location 36
6	Aisle 1	Location 12
7	Aisle 5	Location 37
8	Aisle 5	Location 32
9	Aisle 14	Location 1
10	Aisle 12	Location 29
11	Aisle 15	Location 27
12	Aisle 1	Location 24
Order 17	number of articles 20
0	Aisle 15	Location 40
1	Aisle 19	Location 40
2	Aisle 13	Location 40
3	Aisle 9	Location 7
4	Aisle 5	Location 20
5	Aisle 12	Location 27
6	Aisle 8	Location 40
7	Aisle 7	Location 34
8	Aisle 2	Location 36
9	Aisle 2	Location 40
10	Aisle 1	Location 1
11	Aisle 11	Location 13
12	Aisle 1	Location 21
13	Aisle 12	Location 15
14	Aisle 10	Location 17
15	Aisle 10	Location 22
16	Aisle 3	Location 33
17	Aisle 0	Location 20
18	Aisle 8	Location 16
19	Aisle 9	Location 19
Order 18	number of articles 17
0	Aisle 16	Location 25
1	Aisle 18	Location 9
2	Aisle 6	Location 2
3	Aisle 13	Location 10
4	Aisle 9	Location 13
5	Aisle 13	Location 41
6	Aisle 18	Location 27
7	Aisle 3	Location 8
8	Aisle 14	Location 26
9	Aisle 5	Location 18
10	Aisle 4	Location 36
11	Aisle 14	Location 39
12	Aisle 8	Location 27
13	Aisle 7	Location 36
14	Aisle 9	Location 25
15	Aisle 5	Location 28
16	Aisle 16	Location 40
Order 19	number of articles 19
0	Aisle 1	Location 6
1	Aisle 15	Location 11
2	Aisle 14	Location 40
3	Aisle 4	Location 42
4	Aisle 19	Location 24
5	Aisle 1	Location 21
6	Aisle 14	Location 7
7	Aisle 9	Location 2
8	Aisle 13	Location 36
9	Aisle 4	Location 4
10	Aisle 12	Location 35
11	Aisle 9	Location 26
12	Aisle 18	Location 43
13	Aisle 7	Location 3
14	Aisle 10	Location 30
15	Aisle 4	Location 20
16	Aisle 15	Location 24
17	Aisle 13	Location 8
18	Aisle 9	Location 31
Order 20	number of articles 16
0	Aisle 9	Location 31
1	Aisle 2	Location 36
2	Aisle 19	Location 31
3	Aisle 12	Location 6
4	Aisle 6	Location 41
5	Aisle 16	Location 21
6	Aisle 18	Location 17
7	Aisle 17	Location 1
8	Aisle 6	Location 9
9	Aisle 15	Location 21
10	Aisle 15	Location 15
11	Aisle 3	Location 28
12	Aisle 2	Location 39
13	Aisle 11	Location 38
14	Aisle 4	Location 8
15	Aisle 6	Location 23
Order 21	number of articles 8
0	Aisle 10	Location 13
1	Aisle 3	Location 19
2	Aisle 14	Location 30
3	Aisle 5	Location 14
4	Aisle 8	Location 33
5	Aisle 15	Location 21
6	Aisle 1	Location 2
7	Aisle 2	Location 6
Order 22	number of articles 11
0	Aisle 13	Location 20
1	Aisle 10	Location 20
2	Aisle 3	Location 42
3	Aisle 0	Location 17
4	Aisle 6	Location 31
5	Aisle 1	Location 42
6	Aisle 0	Location 25
7	Aisle 2	Location 30
8	Aisle 13	Location 30
9	Aisle 5	Location 38
10	Aisle 12	Location 8
Order 23	number of articles 7
0	Aisle 8	Location 38
1	Aisle 6	Location 16
2	Aisle 13	Location 3
3	Aisle 16	Location 26
4	Aisle 9	Location 31
5	Aisle 4	Location 20
6	Aisle 9	Location 18
Order 24	number of articles 6
0	Aisle 13	Location 8
1	Aisle 3	Location 30
2	Aisle 0	Location 43
3	Aisle 4	Location 0
4	Aisle 15	Location 31
5	Aisle 1	Location 31
Order 25	number of articles 10
0	Aisle 3	Location 0
1	Aisle 11	Location 16
2	Aisle 18	Location 7
3	Aisle 15	Location 15
4	Aisle 10	Location 14
5	Aisle 0	Location 23
6	Aisle 10	Location 26
7	Aisle 16	Location 17
8	Aisle 12	Location 29
9	Aisle 5	Location 15
Order 26	number of articles 21
0	Aisle 19	Location 36
1	Aisle 1	Location 15
2	Aisle 14	Location 24
3	Aisle 1	Location 27
4	Aisle 3	Location 33
5	Aisle 15	Location 32
6	Aisle 10	Location 20
7	Aisle 2	Location 39
8	Aisle 17	Location 37
9	Aisle 18	Location 20
10	Aisle 1	Location 23
11	Aisle 4	Location 19
12	Aisle 10	Location 39
13	Aisle 13	Location 4
14	Aisle 8	Location 0
15	Aisle 14	Location 39
16	Aisle 8	Location 9
17	Aisle 17	Location 3
18	Aisle 5	Location 44
19	Aisle 4	Location 32
20	Aisle 0	Location 28
Order 27	number of articles 13
0	Aisle 16	Location 32
1	Aisle 4	Location 0
2	Aisle 6	Location 0
3	Aisle 16	Location 35
4	Aisle 18	Location 43
5	Aisle 4	Location 11
6	Aisle 4	Location 6
7	Aisle 15	Location 16
8	Aisle 14	Location 22
9	Aisle 7	Location 34
10	Aisle 10	Location 36
11	Aisle 17	Location 5
12	Aisle 9	Location 20
Order 28	number of articles 12
0	Aisle 1	Location 26
1	Aisle 14	Location 31
2	Aisle 10	Location 22
3	Aisle 0	Location 15
4	Aisle 6	Location 12
5	Aisle 8	Location 20
6	Aisle 19	Location 27
7	Aisle 13	Location 41
8	Aisle 2	Location 19
9	Aisle 0	Location 23
10	Aisle 18	Location 5
11	Aisle 2	Location 23
Order 29	number of articles 19
0	Aisle 18	Location 15
1	Aisle 9	Location 40
2	Aisle 7	Location 0
3	Aisle 3	Location 1
4	Aisle 16	Location 21
5	Aisle 16	Location 0
6	Aisle 3	Location 43
7	Aisle 3	Location 18
8	Aisle 10	Location 19
9	Aisle 12	Location 6
10	Aisle 4	Location 23
11	Aisle 8	Location 25
12	Aisle 10	Location 8
13	Aisle 12	Location 12
14	Aisle 12	Location 24
15	Aisle 15	Location 43
16	Aisle 3	Location 31
17	Aisle 5	Location 43
18	Aisle 8	Location 28
Order 30	number of articles 22
0	Aisle 5	Location 15
1	Aisle 18	Location 2
2	Aisle 13	Location 42
3	Aisle 8	Location 1
4	Aisle 5	Location 1
5	Aisle 16	Location 4
6	Aisle 16	Location 8
7	Aisle 0	Location 37
8	Aisle 19	Location 4
9	Aisle 18	Location 15
10	Aisle 6	Location 15
11	Aisle 12	Location 34
12	Aisle 15	Location 2
13	Aisle 13	Location 44
14	Aisle 8	Location 26
15	Aisle 0	Location 25
16	Aisle 7	Location 32
17	Aisle 2	Location 3
18	Aisle 7	Location 28
19	Aisle 15	Location 34
20	Aisle 9	Location 3
21	Aisle 15	Location 7
Order 31	number of articles 19
0	Aisle 0	Location 17
1	Aisle 11	Location 5
2	Aisle 5	Location 30
3	Aisle 5	Location 22
4	Aisle 5	Location 26
5	Aisle 11	Location 40
6	Aisle 12	Location 29
7	Aisle 2	Location 22
8	Aisle 17	Location 23
9	Aisle 16	Location 8
10	Aisle 3	Location 11
11	Aisle 15	Location 38
12	Aisle 19	Location 43
13	Aisle 19	Location 1
14	Aisle 8	Location 22
15	Aisle 7	Location 13
16	Aisle 8	Location 41
17	Aisle 14	Location 5
18	Aisle 3	Location 24
Order 32	number of articles 18
0	Aisle 14	Location 17
1	Aisle 3	Location 29
2	Aisle 15	Location 4
3	Aisle 18	Location 36
4	Aisle 18	Location 8
5	Aisle 13	Location 0
6	Aisle 7	Location 27
7	Aisle 2	Location 28
8	Aisle 18	Location 30
9	Aisle 6	Location 2
10	Aisle 0	Location 34
11	Aisle 13	Location 13
12	Aisle 18	Location 21
13	Aisle 19	Location 31
14	Aisle 17	Location 25
15	Aisle 2	Location 5
16	Aisle 2	Location 8
17	Aisle 0	Location 24
Order 33	number of articles 13
0	Aisle 14	Location 4
1	Aisle 18	Location 37
2	Aisle 10	Location 16
3	Aisle 13	Location 17
4	Aisle 16	Location 34
5	Aisle 18	Location 17
6	Aisle 8	Location 1
7	Aisle 12	Location 17
8	Aisle 4	Location 32
9	Aisle 17	Location 28
10	Aisle 0	Location 4
11	Aisle 2	Location 35
12	Aisle 9	Location 39
Order 34	number of articles 23
0	Aisle 19	Location 38
1	Aisle 2	Location 43
2	Aisle 19	Location 14
3	Aisle 11	Location 1
4	Aisle 15	Location 11
5	Aisle 11	Location 30
6	Aisle 1	Location 36
7	Aisle 16	Location 39
8	Aisle 19	Location 12
9	Aisle 11	Location 43
10	Aisle 4	Location 15
11	Aisle 2	Location 37
12	Aisle 2	Location 44
13	Aisle 13	Location 40
14	Aisle 11	Location 24
15	Aisle 10	Location 10
16	Aisle 14	Location 7
17	Aisle 1	Location 39
18	Aisle 1	Location 7
19	Aisle 2	Location 10
20	Aisle 2	Location 5
21	Aisle 10	Location 0
22	Aisle 16	Location 14
Order 35	number of articles 11
0	Aisle 5	Location 40
1	Aisle 14	Location 34
2	Aisle 14	Location 39
3	Aisle 4	Location 8
4	Aisle 10	Location 4
5	Aisle 15	Location 37
6	Aisle 4	Location 33
7	Aisle 16	Location 14
8	Aisle 10	Location 44
9	Aisle 8	Location 34
10	Aisle 4	Location 2
Order 36	number of articles 22
0	Aisle 17	Location 30
1	Aisle 18	Location 27
2	Aisle 10	Location 31
3	Aisle 19	Location 1
4	Aisle 11	Location 37
5	Aisle 0	Location 27
6	Aisle 8	Location 12
7	Aisle 5	Location 19
8	Aisle 4	Location 42
9	Aisle 18	Location 24
10	Aisle 8	Location 7
11	Aisle 2	Location 0
12	Aisle 18	Location 39
13	Aisle 9	Location 13
14	Aisle 5	Location 12
15	Aisle 8	Location 6
16	Aisle 0	Location 37
17	Aisle 18	Location 42
18	Aisle 14	Location 2
19	Aisle 14	Location 35
20	Aisle 14	Location 18
21	Aisle 16	Location 10
Order 37	number of articles 8
0	Aisle 12	Location 40
1	Aisle 17	Location 41
2	Aisle 18	Location 13
3	Aisle 3	Location 20
4	Aisle 10	Location 0
5	Aisle 6	Location 7
6	Aisle 6	Location 41
7	Aisle 3	Location 21
Order 38	number of articles 20
0	Aisle 5	Location 31
1	Aisle 7	Location 19
2	Aisle 19	Location 14
3	Aisle 17	Location 41
4	Aisle 14	Location 27
5	Aisle 0	Location 38
6	Aisle 7	Location 30
7	Aisle 4	Location 3
8	Aisle 11	Location 41
9	Aisle 14	Location 44
10	Aisle 6	Location 7
11	Aisle 10	Location 40
12	Aisle 3	Location 42
13	Aisle 19	Location 43
14	Aisle 18	Location 21
15	Aisle 13	Location 20
16	Aisle 7	Location 36
17	Aisle 4	Location 16
18	Aisle 12	Location 1
19	Aisle 13	Location 7
Order 39	number of articles 7
0	Aisle 15	Location 12
1	Aisle 3	Location 27
2	Aisle 19	Location 27
3	Aisle 7	Location 5
4	Aisle 11	Location 23
5	Aisle 0	Location 27
6	Aisle 0	Location 23
