Order 0	number of articles 22
10	Aisle 7	Location 37
11	Aisle 7	Location 25
12	Aisle 9	Location 31
13	Aisle 19	Location 9
14	Aisle 16	Location 43
15	Aisle 3	Location 14
16	Aisle 6	Location 7
Order 27	number of articles 12
0	Aisle 7	Location 11
1	Aisle 1	Location 8
2	Aisle 13	Location 24
3	Aisle 10	Location 25
4	Aisle 14	Location 43
5	Aisle 12	Location 31
6	Aisle 18	Location 30
7	Aisle 5	Location 43
8	Aisle 16	Location 13
9	Aisle 6	Location 33
10	Aisle 5	Location 21
11	Aisle 0	Location 3
Order 28	number of articles 21
0	Aisle 18	Location 18
1	Aisle 8	Location 27
2	Aisle 3	Location 29
3	Aisle 16	Location 25
4	Aisle 18	Location 44
5	Aisle 11	Location 6
6	Aisle 1	Location 21
7	Aisle 14	Location 5
8	Aisle 1	Location 15
9	Aisle 0	Location 32
10	Aisle 7	Location 8
11	Aisle 2	Location 5
12	Aisle 6	Location 27
13	Aisle 14	Location 8
14	Aisle 8	Location 29
15	Aisle 13	Location 21
16	Aisle 16	Location 16
17	Aisle 14	Location 23
18	Aisle 19	Location 33
19	Aisle 0	Location 20
20	Aisle 4	Location 17
Order 29	number of articles 20
0	Aisle 8	Location 35
1	Aisle 17	Location 28
2	Aisle 6	Location 39
3	Aisle 17	Location 0
4	Aisle 14	Location 2
5	Aisle 13	Location 4
6	Aisle 12	Location 8
7	Aisle 18	Location 25
8	Aisle 1	Location 4
9	Aisle 17	Location 19
10	Aisle 13	Location 33
11	Aisle 19	Location 16
12	Aisle 0	Location 37
13	Aisle 15	Location 26
14	Aisle 13	Location 16
15	Aisle 5	Location 19
16	Aisle 0	Location 23
17	Aisle 19	Location 30
18	Aisle 15	Location 30
19	Aisle 3	Location 26
Order 30	number of articles 23
0	Aisle 17	Location 7
1	Aisle 8	Location 4
2	Aisle 6	Location 33
3	Aisle 11	Location 42
4	Aisle 17	Location 9
5	Aisle 19	Location 31
6	Aisle 14	Location 3
7	Aisle 13	Location 22
8	Aisle 19	Location 0
9	Aisle 0	Location 37
10	Aisle 3	Location 12
11	Aisle 18	Location 24
12	Aisle 13	Location 44
13	Aisle 14	Location 30
14	Aisle 13	Location 5
15	Aisle 0	Location 25
16	Aisle 19	Location 5
17	Aisle 11	Location 31
18	Aisle 6	Location 26
19	Aisle 3	Location 32
20	Aisle 15	Location 0
21	Aisle 14	Location 27
22	Aisle 4	Location 3
Order 31	number of articles 15
0	Aisle 5	Location 5
1	Aisle 11	Location 33
2	Aisle 13	Location 8
3	Aisle 2	Location 8
4	Aisle 0	Location 14
5	Aisle 8	Location 37
6	Aisle 19	Location 26
7	Aisle 8	Location 15
8	Aisle 5	Location 7
9	Aisle 8	Location 16
10	Aisle 8	Location 19
11	Aisle 3	Location 5
12	Aisle 2	Location 7
13	Aisle 12	Location 41
14	Aisle 19	Location 34
Order 32	number of articles 13
0	Aisle 16	Location 23
1	Aisle 17	Location 24
2	Aisle 15	Location 3
3	Aisle 4	Location 37
4	Aisle 4	Location 14
5	Aisle 13	Location 8
6	Aisle 1	Location 32
7	Aisle 9	Location 33
8	Aisle 1	Location 1
9	Aisle 6	Location 25
10	Aisle 2	Location 40
11	Aisle 17	Location 1
12	Aisle 16	Location 40
Order 33	number of articles 17
0	Aisle 4	Location 36
1	Aisle 7	Location 12
2	Aisle 17	Location 5
3	Aisle 5	Location 29
4	Aisle 15	Location 19
5	Aisle 13	Location 44
6	Aisle 14	Location 42
7	Aisle 16	Location 41
8	Aisle 4	Location 40
9	Aisle 13	Location 17
10	Aisle 6	Location 9
11	Aisle 16	Location 36
12	Aisle 17	Location 15
13	Aisle 5	Location 4
14	Aisle 9	Location 9
15	Aisle 11	Location 8
16	Aisle 19	Location 7
Order 34	number of articles 17
0	Aisle 16	Location 11
1	Aisle 11	Location 30
2	Aisle 18	Location 7
3	Aisle 11	Location 5
4	Aisle 12	Location 9
5	Aisle 9	Location 28
6	Aisle 15	Location 21
7	Aisle 16	Location 1
8	Aisle 18	Location 13
9	Aisle 2	Location 44
10	Aisle 4	Location 21
11	Aisle 9	Location 22
12	Aisle 7	Location 19
13	Aisle 12	Location 28
14	Aisle 12	Location 11
15	Aisle 15	Location 32
16	Aisle 16	Location 32
Order 35	number of articles 5
0	Aisle 16	Location 23
1	Aisle 11	Location 43
2	Aisle 10	Location 22
3	Aisle 13	Location 10
4	Aisle 12	Location 38
Order 36	number of articles 20
0	Aisle 19	Location 20
1	Aisle 13	Location 37
2	Aisle 2	Location 18
3	Aisle 6	Location 20
4	Aisle 17	Location 42
5	Aisle 6	Location 25
6	Aisle 18	Location 10
7	Aisle 19	Location 0
8	Aisle 12	Location 32
9	Aisle 5	Location 35
10	Aisle 4	Location 5
11	Aisle 9	Location 6
12	Aisle 16	Location 22
13	Aisle 8	Location 0
14	Aisle 16	Location 30
15	Aisle 7	Location 42
16	Aisle 12	Location 16
17	Aisle 7	Location 5
18	Aisle 7	Location 41
19	Aisle 7	Location 26
Order 37	number of articles 8
0	Aisle 0	Location 16
1	Aisle 8	Location 12
2	Aisle 16	Location 33
3	Aisle 10	Location 0
4	Aisle 8	Location 6
5	Aisle 13	Location 42
6	Aisle 3	Location 43
7	Aisle 6	Location 38
Order 38	number of articles 8
0	Aisle 1	Location 2
1	Aisle 5	Location 37
2	Aisle 9	Location 17
3	Aisle 19	Location 10
4	Aisle 12	Location 0
5	Aisle 13	Location 26
6	Aisle 10	Location 25
7	Aisle 3	Location 1
Order 39	number of articles 20
0	Aisle 15	Location 19
1	Aisle 12	Location 35
2	Aisle 8	Location 44
3	Aisle 2	Location 10
4	Aisle 11	Location 32
5	Aisle 8	Location 27
6	Aisle 4	Location 34
7	Aisle 0	Location 22
8	Aisle 3	Location 21
9	Aisle 18	Location 12
10	Aisle 3	Location 9
11	Aisle 18	Location 23
12	Aisle 9	Location 25
13	Aisle 13	Location 38
14	Aisle 13	Location 6
15	Aisle 11	Location 42
16	Aisle 3	Location 31
17	Aisle 3	Location 41
18	Aisle 13	Location 21
19	Aisle 18	Location 33
