Order 0	number of articles 11
10	Aisle 3	Location 14
11	Aisle 12	Location 12
12	Aisle 19	Location 42
13	Aisle 19	Location 11
14	Aisle 1	Location 6
15	Aisle 19	Location 17
16	Aisle 18	Location 14
Order 6	number of articles 6
0	Aisle 15	Location 27
1	Aisle 4	Location 20
2	Aisle 1	Location 36
3	Aisle 13	Location 15
4	Aisle 12	Location 9
5	Aisle 10	Location 24
Order 7	number of articles 8
0	Aisle 15	Location 11
1	Aisle 8	Location 5
2	Aisle 5	Location 13
3	Aisle 6	Location 10
4	Aisle 1	Location 35
5	Aisle 16	Location 28
6	Aisle 16	Location 34
7	Aisle 18	Location 11
Order 8	number of articles 11
0	Aisle 15	Location 11
1	Aisle 10	Location 21
2	Aisle 16	Location 35
3	Aisle 16	Location 18
4	Aisle 0	Location 22
5	Aisle 15	Location 9
6	Aisle 9	Location 19
7	Aisle 12	Location 28
8	Aisle 12	Location 4
9	Aisle 14	Location 27
10	Aisle 17	Location 7
Order 9	number of articles 12
0	Aisle 1	Location 4
1	Aisle 13	Location 44
2	Aisle 16	Location 24
3	Aisle 9	Location 26
4	Aisle 10	Location 16
5	Aisle 3	Location 14
6	Aisle 6	Location 38
7	Aisle 5	Location 0
8	Aisle 17	Location 1
9	Aisle 14	Location 2
10	Aisle 16	Location 43
11	Aisle 8	Location 39
Order 10	number of articles 20
0	Aisle 1	Location 5
1	Aisle 2	Location 13
2	Aisle 11	Location 17
3	Aisle 2	Location 25
4	Aisle 0	Location 25
5	Aisle 11	Location 44
6	Aisle 11	Location 29
7	Aisle 0	Location 38
8	Aisle 4	Location 40
9	Aisle 18	Location 44
10	Aisle 6	Location 14
11	Aisle 17	Location 19
12	Aisle 4	Location 9
13	Aisle 16	Location 40
14	Aisle 12	Location 5
15	Aisle 2	Location 35
16	Aisle 3	Location 44
17	Aisle 13	Location 1
18	Aisle 8	Location 44
19	Aisle 15	Location 29
Order 11	number of articles 24
0	Aisle 2	Location 16
1	Aisle 19	Location 44
2	Aisle 7	Location 6
3	Aisle 2	Location 13
4	Aisle 3	Location 7
5	Aisle 16	Location 34
6	Aisle 7	Location 13
7	Aisle 4	Location 3
8	Aisle 7	Location 22
9	Aisle 18	Location 10
10	Aisle 2	Location 20
11	Aisle 19	Location 37
12	Aisle 6	Location 40
13	Aisle 6	Location 36
14	Aisle 15	Location 17
15	Aisle 5	Location 19
16	Aisle 6	Location 10
17	Aisle 14	Location 11
18	Aisle 0	Location 1
19	Aisle 7	Location 0
20	Aisle 9	Location 27
21	Aisle 5	Location 35
22	Aisle 13	Location 43
23	Aisle 16	Location 22
Order 12	number of articles 10
0	Aisle 15	Location 21
1	Aisle 1	Location 5
2	Aisle 4	Location 8
3	Aisle 1	Location 30
4	Aisle 9	Location 34
5	Aisle 5	Location 7
6	Aisle 9	Location 9
7	Aisle 7	Location 11
8	Aisle 4	Location 43
9	Aisle 0	Location 20
Order 13	number of articles 17
0	Aisle 1	Location 33
1	Aisle 16	Location 37
2	Aisle 13	Location 43
3	Aisle 16	Location 31
4	Aisle 8	Location 43
5	Aisle 14	Location 13
6	Aisle 10	Location 30
7	Aisle 6	Location 26
8	Aisle 15	Location 27
9	Aisle 5	Location 19
10	Aisle 9	Location 24
11	Aisle 11	Location 20
12	Aisle 11	Location 29
13	Aisle 7	Location 5
14	Aisle 5	Location 44
15	Aisle 16	Location 23
16	Aisle 11	Location 15
Order 14	number of articles 16
0	Aisle 3	Location 15
1	Aisle 5	Location 25
2	Aisle 3	Location 9
3	Aisle 15	Location 13
4	Aisle 0	Location 36
5	Aisle 9	Location 37
6	Aisle 17	Location 2
7	Aisle 1	Location 18
8	Aisle 9	Location 0
9	Aisle 16	Location 10
10	Aisle 0	Location 9
11	Aisle 18	Location 19
12	Aisle 7	Location 3
13	Aisle 1	Location 31
14	Aisle 4	Location 16
15	Aisle 8	Location 21
Order 15	number of articles 11
0	Aisle 16	Location 35
1	Aisle 12	Location 15
2	Aisle 7	Location 24
3	Aisle 14	Location 18
4	Aisle 17	Location 43
5	Aisle 9	Location 42
6	Aisle 12	Location 2
7	Aisle 10	Location 2
8	Aisle 17	Location 39
9	Aisle 4	Location 35
10	Aisle 12	Location 19
Order 16	number of articles 22
0	Aisle 8	Location 15
1	Aisle 7	Location 44
2	Aisle 0	Location 36
3	Aisle 11	Location 38
4	Aisle 1	Location 38
5	Aisle 10	Location 44
6	Aisle 2	Location 30
7	Aisle 10	Location 6
8	Aisle 16	Location 11
9	Aisle 10	Location 7
10	Aisle 4	Location 16
11	Aisle 9	Location 6
12	Aisle 15	Location 11
13	Aisle 7	Location 6
14	Aisle 0	Location 39
15	Aisle 6	Location 44
16	Aisle 10	Location 41
17	Aisle 15	Location 2
18	Aisle 10	Location 35
19	Aisle 2	Location 31
20	Aisle 14	Location 33
21	Aisle 17	Location 28
Order 17	number of articles 15
0	Aisle 14	Location 2
1	Aisle 17	Location 7
2	Aisle 10	Location 29
3	Aisle 8	Location 30
4	Aisle 1	Location 22
5	Aisle 17	Location 5
6	Aisle 16	Location 9
7	Aisle 12	Location 14
8	Aisle 13	Location 30
9	Aisle 3	Location 29
10	Aisle 1	Location 11
11	Aisle 16	Location 8
12	Aisle 5	Location 36
13	Aisle 5	Location 7
14	Aisle 18	Location 39
Order 18	number of articles 15
0	Aisle 17	Location 28
1	Aisle 14	Location 29
2	Aisle 2	Location 8
3	Aisle 16	Location 9
4	Aisle 5	Location 32
5	Aisle 17	Location 44
6	Aisle 13	Location 28
7	Aisle 0	Location 23
8	Aisle 19	Location 18
9	Aisle 7	Location 1
10	Aisle 15	Location 14
11	Aisle 13	Location 6
12	Aisle 1	Location 8
13	Aisle 15	Location 8
14	Aisle 15	Location 21
Order 19	number of articles 7
0	Aisle 19	Location 33
1	Aisle 0	Location 6
2	Aisle 13	Location 22
3	Aisle 1	Location 42
4	Aisle 1	Location 32
5	Aisle 11	Location 38
6	Aisle 3	Location 27
Order 20	number of articles 6
0	Aisle 8	Location 17
1	Aisle 18	Location 42
2	Aisle 10	Location 44
3	Aisle 14	Location 26
4	Aisle 13	Location 9
5	Aisle 10	Location 33
Order 21	number of articles 23
0	Aisle 10	Location 37
1	Aisle 4	Location 26
2	Aisle 9	Location 12
3	Aisle 13	Location 37
4	Aisle 1	Location 10
5	Aisle 3	Location 7
6	Aisle 18	Location 24
7	Aisle 3	Location 24
8	Aisle 6	Location 20
9	Aisle 16	Location 6
10	Aisle 9	Location 31
11	Aisle 4	Location 3
12	Aisle 1	Location 12
13	Aisle 19	Location 5
14	Aisle 5	Location 30
15	Aisle 2	Location 16
16	Aisle 8	Location 34
17	Aisle 14	Location 9
18	Aisle 1	Location 42
19	Aisle 3	Location 6
20	Aisle 4	Location 25
21	Aisle 17	Location 39
22	Aisle 0	Location 21
Order 22	number of articles 5
0	Aisle 19	Location 28
1	Aisle 17	Location 18
2	Aisle 11	Location 39
3	Aisle 10	Location 16
4	Aisle 7	Location 6
Order 23	number of articles 14
0	Aisle 18	Location 15
1	Aisle 17	Location 19
2	Aisle 16	Location 26
3	Aisle 12	Location 30
4	Aisle 13	Location 34
5	Aisle 0	Location 43
6	Aisle 7	Location 3
7	Aisle 0	Location 7
8	Aisle 7	Location 27
9	Aisle 11	Location 18
10	Aisle 10	Location 44
11	Aisle 7	Location 32
12	Aisle 13	Location 37
13	Aisle 0	Location 20
Order 24	number of articles 19
0	Aisle 3	Location 39
1	Aisle 9	Location 7
2	Aisle 1	Location 15
3	Aisle 18	Location 1
4	Aisle 15	Location 25
5	Aisle 3	Location 30
6	Aisle 12	Location 28
7	Aisle 11	Location 9
8	Aisle 11	Location 8
9	Aisle 15	Location 0
10	Aisle 3	Location 28
11	Aisle 3	Location 42
12	Aisle 8	Location 23
13	Aisle 9	Location 40
14	Aisle 5	Location 44
15	Aisle 13	Location 41
16	Aisle 11	Location 12
17	Aisle 16	Location 31
18	Aisle 3	Location 32
Order 25	number of articles 16
0	Aisle 19	Location 11
1	Aisle 10	Location 6
2	Aisle 13	Location 37
3	Aisle 9	Location 44
4	Aisle 5	Location 7
5	Aisle 12	Location 38
6	Aisle 9	Location 10
7	Aisle 13	Location 18
8	Aisle 15	Location 10
9	Aisle 9	Location 20
10	Aisle 18	Location 1
11	Aisle 4	Location 30
12	Aisle 17	Location 5
13	Aisle 11	Location 10
14	Aisle 12	Location 31
15	Aisle 3	Location 13
Order 26	number of articles 22
0	Aisle 3	Location 22
1	Aisle 1	Location 9
2	Aisle 18	Location 42
3	Aisle 3	Location 21
4	Aisle 13	Location 37
5	Aisle 10	Location 31
6	Aisle 15	Location 14
7	Aisle 9	Location 25
8	Aisle 0	Location 41
9	Aisle 18	Location 16
10	Aisle 12	Location 18
11	Aisle 13	Location 8
12	Aisle 16	Location 13
13	Aisle 15	Location 25
14	Aisle 6	Location 31
15	Aisle 11	Location 32
16	Aisle 8	Location 0
17	Aisle 12	Location 39
18	Aisle 14	Location 44
19	Aisle 0	Location 17
20	Aisle 4	Location 1
21	Aisle 3	Location 17
Order 27	number of articles 21
0	Aisle 0	Location 16
1	Aisle 7	Location 22
2	Aisle 17	Location 41
3	Aisle 2	Location 21
4	Aisle 15	Location 8
5	Aisle 5	Location 34
6	Aisle 9	Location 21
7	Aisle 6	Location 30
8	Aisle 8	Location 20
9	Aisle 18	Location 35
10	Aisle 9	Location 3
11	Aisle 11	Location 20
12	Aisle 4	Location 29
13	Aisle 8	Location 4
14	Aisle 0	Location 10
15	Aisle 1	Location 39
16	Aisle 14	Location 15
17	Aisle 8	Location 17
18	Aisle 7	Location 8
19	Aisle 18	Location 10
20	Aisle 16	Location 38
Order 28	number of articles 11
0	Aisle 17	Location 44
1	Aisle 6	Location 43
2	Aisle 19	Location 38
3	Aisle 12	Location 30
4	Aisle 8	Location 2
5	Aisle 19	Location 28
6	Aisle 8	Location 14
7	Aisle 15	Location 30
8	Aisle 17	Location 40
9	Aisle 0	Location 43
10	Aisle 0	Location 2
Order 29	number of articles 11
0	Aisle 2	Location 37
1	Aisle 1	Location 6
2	Aisle 19	Location 17
3	Aisle 0	Location 35
4	Aisle 7	Location 36
5	Aisle 2	Location 16
6	Aisle 14	Location 38
7	Aisle 15	Location 9
8	Aisle 0	Location 6
9	Aisle 9	Location 26
10	Aisle 12	Location 38
Order 30	number of articles 8
0	Aisle 3	Location 15
1	Aisle 4	Location 26
2	Aisle 14	Location 44
3	Aisle 12	Location 13
4	Aisle 9	Location 40
5	Aisle 1	Location 8
6	Aisle 4	Location 28
7	Aisle 2	Location 23
Order 31	number of articles 8
0	Aisle 3	Location 23
1	Aisle 17	Location 32
2	Aisle 17	Location 38
3	Aisle 12	Location 29
4	Aisle 4	Location 35
5	Aisle 8	Location 23
6	Aisle 14	Location 42
7	Aisle 10	Location 33
Order 32	number of articles 15
0	Aisle 11	Location 12
1	Aisle 14	Location 27
2	Aisle 0	Location 18
3	Aisle 3	Location 18
4	Aisle 14	Location 25
5	Aisle 9	Location 8
6	Aisle 1	Location 26
7	Aisle 12	Location 12
8	Aisle 11	Location 2
9	Aisle 6	Location 21
10	Aisle 18	Location 16
11	Aisle 8	Location 17
12	Aisle 6	Location 2
13	Aisle 10	Location 8
14	Aisle 2	Location 17
Order 33	number of articles 18
0	Aisle 14	Location 44
1	Aisle 13	Location 34
2	Aisle 2	Location 2
3	Aisle 8	Location 39
4	Aisle 4	Location 39
5	Aisle 3	Location 9
6	Aisle 11	Location 10
7	Aisle 7	Location 10
8	Aisle 16	Location 18
9	Aisle 14	Location 22
10	Aisle 11	Location 42
11	Aisle 5	Location 28
12	Aisle 13	Location 32
13	Aisle 7	Location 1
14	Aisle 8	Location 40
15	Aisle 17	Location 40
16	Aisle 0	Location 11
17	Aisle 12	Location 38
Order 34	number of articles 16
0	Aisle 15	Location 20
1	Aisle 12	Location 30
2	Aisle 3	Location 27
3	Aisle 7	Location 19
4	Aisle 5	Location 18
5	Aisle 10	Location 44
6	Aisle 5	Location 40
7	Aisle 19	Location 18
8	Aisle 12	Location 43
9	Aisle 15	Location 24
10	Aisle 5	Location 38
11	Aisle 15	Location 1
12	Aisle 8	Location 24
13	Aisle 19	Location 12
14	Aisle 13	Location 23
15	Aisle 18	Location 9
Order 35	number of articles 24
0	Aisle 15	Location 29
1	Aisle 9	Location 15
2	Aisle 9	Location 10
3	Aisle 1	Location 18
4	Aisle 0	Location 21
5	Aisle 0	Location 8
6	Aisle 6	Location 2
7	Aisle 5	Location 20
8	Aisle 17	Location 32
9	Aisle 1	Location 6
10	Aisle 17	Location 12
11	Aisle 9	Location 39
12	Aisle 2	Location 40
13	Aisle 8	Location 42
14	Aisle 2	Location 3
15	Aisle 10	Location 22
16	Aisle 15	Location 32
17	Aisle 17	Location 0
18	Aisle 5	Location 35
19	Aisle 6	Location 29
20	Aisle 6	Location 12
21	Aisle 4	Location 3
22	Aisle 4	Location 9
23	Aisle 13	Location 22
Order 36	number of articles 22
0	Aisle 5	Location 7
1	Aisle 2	Location 44
2	Aisle 5	Location 2
3	Aisle 18	Location 13
4	Aisle 14	Location 4
5	Aisle 9	Location 27
6	Aisle 10	Location 30
7	Aisle 13	Location 19
8	Aisle 14	Location 10
9	Aisle 15	Location 19
10	Aisle 4	Location 22
11	Aisle 16	Location 17
12	Aisle 15	Location 0
13	Aisle 17	Location 6
14	Aisle 0	Location 9
15	Aisle 2	Location 16
16	Aisle 8	Location 9
17	Aisle 4	Location 29
18	Aisle 8	Location 41
19	Aisle 2	Location 32
20	Aisle 8	Location 7
21	Aisle 1	Location 39
Order 37	number of articles 24
0	Aisle 2	Location 21
1	Aisle 1	Location 10
2	Aisle 16	Location 34
3	Aisle 8	Location 11
4	Aisle 5	Location 26
5	Aisle 7	Location 27
6	Aisle 6	Location 22
7	Aisle 3	Location 34
8	Aisle 4	Location 32
9	Aisle 12	Location 26
10	Aisle 9	Location 28
11	Aisle 15	Location 42
12	Aisle 8	Location 43
13	Aisle 7	Location 31
14	Aisle 4	Location 27
15	Aisle 14	Location 44
16	Aisle 10	Location 3
17	Aisle 3	Location 11
18	Aisle 10	Location 2
19	Aisle 5	Location 37
20	Aisle 17	Location 43
21	Aisle 6	Location 2
22	Aisle 3	Location 33
23	Aisle 8	Location 24
Order 38	number of articles 7
0	Aisle 15	Location 38
1	Aisle 15	Location 0
2	Aisle 19	Location 12
3	Aisle 2	Location 12
4	Aisle 2	Location 5
5	Aisle 0	Location 29
6	Aisle 11	Location 0
Order 39	number of articles 16
0	Aisle 19	Location 25
1	Aisle 7	Location 21
2	Aisle 9	Location 7
3	Aisle 5	Location 38
4	Aisle 1	Location 1
5	Aisle 12	Location 9
6	Aisle 13	Location 42
7	Aisle 11	Location 26
8	Aisle 11	Location 41
9	Aisle 5	Location 20
10	Aisle 16	Location 15
11	Aisle 15	Location 18
12	Aisle 3	Location 16
13	Aisle 9	Location 17
14	Aisle 10	Location 0
15	Aisle 3	Location 23
