Order 0	number of articles 18
8	Aisle 9	Location 14
9	Aisle 9	Location 35
10	Aisle 17	Location 16
11	Aisle 8	Location 28
12	Aisle 6	Location 15
13	Aisle 15	Location 21
Order 17	number of articles 16
0	Aisle 0	Location 6
1	Aisle 17	Location 4
2	Aisle 10	Location 24
3	Aisle 16	Location 9
4	Aisle 9	Location 43
5	Aisle 11	Location 29
6	Aisle 19	Location 32
7	Aisle 0	Location 0
8	Aisle 18	Location 30
9	Aisle 5	Location 8
10	Aisle 8	Location 12
11	Aisle 18	Location 18
12	Aisle 10	Location 13
13	Aisle 3	Location 27
14	Aisle 19	Location 25
15	Aisle 19	Location 12
Order 18	number of articles 10
0	Aisle 0	Location 30
1	Aisle 7	Location 10
2	Aisle 13	Location 6
3	Aisle 8	Location 10
4	Aisle 18	Location 42
5	Aisle 4	Location 33
6	Aisle 18	Location 43
7	Aisle 7	Location 23
8	Aisle 9	Location 25
9	Aisle 11	Location 37
Order 19	number of articles 11
0	Aisle 12	Location 44
1	Aisle 17	Location 31
2	Aisle 9	Location 19
3	Aisle 14	Location 14
4	Aisle 0	Location 6
5	Aisle 11	Location 8
6	Aisle 2	Location 4
7	Aisle 5	Location 13
8	Aisle 18	Location 19
9	Aisle 4	Location 33
10	Aisle 17	Location 12
Order 20	number of articles 17
0	Aisle 6	Location 26
1	Aisle 15	Location 18
2	Aisle 4	Location 39
3	Aisle 17	Location 19
4	Aisle 17	Location 24
5	Aisle 18	Location 13
6	Aisle 6	Location 7
7	Aisle 4	Location 40
8	Aisle 18	Location 9
9	Aisle 6	Location 10
10	Aisle 10	Location 7
11	Aisle 6	Location 37
12	Aisle 15	Location 29
13	Aisle 7	Location 8
14	Aisle 4	Location 21
15	Aisle 4	Location 8
16	Aisle 15	Location 32
Order 21	number of articles 23
0	Aisle 7	Location 1
1	Aisle 1	Location 21
2	Aisle 7	Location 4
3	Aisle 8	Location 42
4	Aisle 2	Location 16
5	Aisle 10	Location 12
6	Aisle 1	Location 1
7	Aisle 18	Location 17
8	Aisle 10	Location 34
9	Aisle 12	Location 13
10	Aisle 5	Location 34
11	Aisle 17	Location 0
12	Aisle 17	Location 23
13	Aisle 12	Location 11
14	Aisle 4	Location 36
15	Aisle 11	Location 40
16	Aisle 2	Location 40
17	Aisle 0	Location 34
18	Aisle 19	Location 18
19	Aisle 11	Location 30
20	Aisle 5	Location 26
21	Aisle 1	Location 31
22	Aisle 13	Location 32
Order 22	number of articles 14
0	Aisle 14	Location 6
1	Aisle 18	Location 14
2	Aisle 11	Location 17
3	Aisle 7	Location 41
4	Aisle 11	Location 35
5	Aisle 11	Location 0
6	Aisle 3	Location 43
7	Aisle 2	Location 23
8	Aisle 11	Location 18
9	Aisle 4	Location 35
10	Aisle 5	Location 21
11	Aisle 7	Location 20
12	Aisle 7	Location 22
13	Aisle 5	Location 36
Order 23	number of articles 24
0	Aisle 5	Location 1
1	Aisle 0	Location 31
2	Aisle 17	Location 23
3	Aisle 19	Location 44
4	Aisle 18	Location 24
5	Aisle 12	Location 13
6	Aisle 18	Location 17
7	Aisle 9	Location 14
8	Aisle 19	Location 34
9	Aisle 8	Location 8
10	Aisle 5	Location 43
11	Aisle 19	Location 40
12	Aisle 1	Location 16
13	Aisle 10	Location 23
14	Aisle 9	Location 42
15	Aisle 15	Location 42
16	Aisle 4	Location 15
17	Aisle 1	Location 39
18	Aisle 4	Location 36
19	Aisle 4	Location 20
20	Aisle 16	Location 29
21	Aisle 7	Location 43
22	Aisle 13	Location 15
23	Aisle 3	Location 32
Order 24	number of articles 19
0	Aisle 7	Location 31
1	Aisle 11	Location 24
2	Aisle 1	Location 12
3	Aisle 2	Location 17
4	Aisle 9	Location 2
5	Aisle 13	Location 41
6	Aisle 11	Location 30
7	Aisle 2	Location 1
8	Aisle 12	Location 25
9	Aisle 9	Location 41
10	Aisle 5	Location 20
11	Aisle 13	Location 18
12	Aisle 12	Location 40
13	Aisle 1	Location 9
14	Aisle 16	Location 21
15	Aisle 3	Location 36
16	Aisle 3	Location 32
17	Aisle 8	Location 11
18	Aisle 7	Location 17
Order 25	number of articles 12
0	Aisle 6	Location 10
1	Aisle 4	Location 27
2	Aisle 12	Location 25
3	Aisle 19	Location 22
4	Aisle 5	Location 35
5	Aisle 2	Location 24
6	Aisle 4	Location 15
7	Aisle 16	Location 5
8	Aisle 10	Location 23
9	Aisle 7	Location 30
10	Aisle 1	Location 30
11	Aisle 18	Location 5
Order 26	number of articles 24
0	Aisle 14	Location 0
1	Aisle 14	Location 44
2	Aisle 11	Location 23
3	Aisle 5	Location 26
4	Aisle 5	Location 38
5	Aisle 13	Location 30
6	Aisle 13	Location 8
7	Aisle 11	Location 21
8	Aisle 19	Location 22
9	Aisle 7	Location 25
10	Aisle 7	Location 30
11	Aisle 12	Location 1
12	Aisle 11	Location 29
13	Aisle 18	Location 30
14	Aisle 4	Location 28
15	Aisle 12	Location 20
16	Aisle 10	Location 40
17	Aisle 8	Location 0
18	Aisle 17	Location 38
19	Aisle 3	Location 37
20	Aisle 14	Location 25
21	Aisle 12	Location 6
22	Aisle 16	Location 15
23	Aisle 17	Location 33
Order 27	number of articles 22
0	Aisle 8	Location 32
1	Aisle 0	Location 6
2	Aisle 9	Location 28
3	Aisle 2	Location 21
4	Aisle 19	Location 29
5	Aisle 0	Location 34
6	Aisle 9	Location 42
7	Aisle 16	Location 29
8	Aisle 12	Location 42
9	Aisle 7	Location 43
10	Aisle 7	Location 20
11	Aisle 19	Location 44
12	Aisle 2	Location 32
13	Aisle 19	Location 14
14	Aisle 19	Location 19
15	Aisle 12	Location 9
16	Aisle 17	Location 1
17	Aisle 2	Location 4
18	Aisle 11	Location 9
19	Aisle 4	Location 33
20	Aisle 6	Location 30
21	Aisle 19	Location 7
Order 28	number of articles 19
0	Aisle 7	Location 14
1	Aisle 10	Location 35
2	Aisle 4	Location 13
3	Aisle 18	Location 31
4	Aisle 17	Location 15
5	Aisle 13	Location 2
6	Aisle 4	Location 44
7	Aisle 11	Location 18
8	Aisle 13	Location 15
9	Aisle 19	Location 11
10	Aisle 4	Location 23
11	Aisle 14	Location 24
12	Aisle 8	Location 5
13	Aisle 3	Location 32
14	Aisle 13	Location 12
15	Aisle 6	Location 5
16	Aisle 2	Location 19
17	Aisle 4	Location 28
18	Aisle 15	Location 23
Order 29	number of articles 12
0	Aisle 0	Location 23
1	Aisle 8	Location 5
2	Aisle 2	Location 34
3	Aisle 19	Location 12
4	Aisle 10	Location 16
5	Aisle 12	Location 17
6	Aisle 7	Location 38
7	Aisle 6	Location 40
8	Aisle 19	Location 0
9	Aisle 19	Location 34
10	Aisle 4	Location 12
11	Aisle 8	Location 11
Order 30	number of articles 10
0	Aisle 5	Location 16
1	Aisle 16	Location 19
2	Aisle 5	Location 10
3	Aisle 8	Location 41
4	Aisle 19	Location 9
5	Aisle 0	Location 11
6	Aisle 2	Location 18
7	Aisle 18	Location 36
8	Aisle 17	Location 37
9	Aisle 10	Location 31
Order 31	number of articles 21
0	Aisle 16	Location 3
1	Aisle 3	Location 24
2	Aisle 15	Location 41
3	Aisle 12	Location 37
4	Aisle 17	Location 23
5	Aisle 8	Location 43
6	Aisle 16	Location 0
7	Aisle 7	Location 32
8	Aisle 1	Location 37
9	Aisle 16	Location 43
10	Aisle 4	Location 31
11	Aisle 0	Location 12
12	Aisle 12	Location 35
13	Aisle 8	Location 19
14	Aisle 6	Location 30
15	Aisle 10	Location 31
16	Aisle 5	Location 25
17	Aisle 0	Location 33
18	Aisle 3	Location 8
19	Aisle 14	Location 20
20	Aisle 7	Location 10
Order 32	number of articles 11
0	Aisle 14	Location 13
1	Aisle 3	Location 29
2	Aisle 0	Location 19
3	Aisle 12	Location 8
4	Aisle 16	Location 11
5	Aisle 12	Location 43
6	Aisle 1	Location 15
7	Aisle 12	Location 9
8	Aisle 15	Location 22
9	Aisle 12	Location 42
10	Aisle 19	Location 5
Order 33	number of articles 5
0	Aisle 12	Location 8
1	Aisle 5	Location 13
2	Aisle 6	Location 21
3	Aisle 15	Location 32
4	Aisle 4	Location 32
Order 34	number of articles 6
0	Aisle 11	Location 32
1	Aisle 3	Location 24
2	Aisle 0	Location 31
3	Aisle 8	Location 18
4	Aisle 2	Location 9
5	Aisle 12	Location 33
Order 35	number of articles 6
0	Aisle 8	Location 29
1	Aisle 4	Location 14
2	Aisle 12	Location 37
3	Aisle 1	Location 41
4	Aisle 18	Location 23
5	Aisle 6	Location 7
Order 36	number of articles 11
0	Aisle 4	Location 44
1	Aisle 12	Location 37
2	Aisle 3	Location 27
3	Aisle 0	Location 6
4	Aisle 12	Location 19
5	Aisle 15	Location 19
6	Aisle 3	Location 18
7	Aisle 9	Location 8
8	Aisle 2	Location 15
9	Aisle 10	Location 3
10	Aisle 4	Location 37
Order 37	number of articles 19
0	Aisle 3	Location 9
1	Aisle 7	Location 19
2	Aisle 16	Location 28
3	Aisle 4	Location 36
4	Aisle 5	Location 38
5	Aisle 8	Location 13
6	Aisle 16	Location 21
7	Aisle 13	Location 11
8	Aisle 5	Location 37
9	Aisle 16	Location 4
10	Aisle 8	Location 19
11	Aisle 2	Location 16
12	Aisle 11	Location 40
13	Aisle 15	Location 4
14	Aisle 4	Location 20
15	Aisle 10	Location 14
16	Aisle 14	Location 44
17	Aisle 11	Location 3
18	Aisle 16	Location 35
Order 38	number of articles 16
0	Aisle 5	Location 25
1	Aisle 5	Location 42
2	Aisle 4	Location 17
3	Aisle 18	Location 41
4	Aisle 18	Location 21
5	Aisle 13	Location 10
6	Aisle 9	Location 32
7	Aisle 0	Location 44
8	Aisle 6	Location 1
9	Aisle 10	Location 16
10	Aisle 17	Location 31
11	Aisle 19	Location 5
12	Aisle 12	Location 32
13	Aisle 14	Location 18
14	Aisle 15	Location 37
15	Aisle 11	Location 39
Order 39	number of articles 10
0	Aisle 14	Location 7
1	Aisle 14	Location 17
2	Aisle 16	Location 19
3	Aisle 14	Location 16
4	Aisle 7	Location 12
5	Aisle 19	Location 39
6	Aisle 4	Location 16
7	Aisle 2	Location 36
8	Aisle 18	Location 41
9	Aisle 1	Location 13
