Order 0	number of articles 12
13	Aisle 19	Location 37
14	Aisle 11	Location 17
15	Aisle 11	Location 3
16	Aisle 18	Location 44
17	Aisle 17	Location 7
18	Aisle 8	Location 20
19	Aisle 10	Location 37
20	Aisle 9	Location 14
21	Aisle 16	Location 21
Order 14	number of articles 20
0	Aisle 0	Location 34
1	Aisle 19	Location 27
2	Aisle 17	Location 13
3	Aisle 2	Location 5
4	Aisle 15	Location 28
5	Aisle 1	Location 26
6	Aisle 10	Location 38
7	Aisle 17	Location 11
8	Aisle 9	Location 38
9	Aisle 13	Location 44
10	Aisle 9	Location 27
11	Aisle 12	Location 17
12	Aisle 0	Location 25
13	Aisle 11	Location 38
14	Aisle 12	Location 18
15	Aisle 1	Location 43
16	Aisle 4	Location 16
17	Aisle 7	Location 36
18	Aisle 18	Location 5
19	Aisle 7	Location 2
Order 15	number of articles 13
0	Aisle 15	Location 9
1	Aisle 0	Location 40
2	Aisle 9	Location 14
3	Aisle 14	Location 14
4	Aisle 3	Location 38
5	Aisle 9	Location 20
6	Aisle 0	Location 21
7	Aisle 6	Location 27
8	Aisle 15	Location 29
9	Aisle 13	Location 18
10	Aisle 9	Location 13
11	Aisle 7	Location 22
12	Aisle 13	Location 6
Order 16	number of articles 6
0	Aisle 7	Location 44
1	Aisle 8	Location 27
2	Aisle 18	Location 10
3	Aisle 9	Location 27
4	Aisle 16	Location 19
5	Aisle 3	Location 40
Order 17	number of articles 19
0	Aisle 10	Location 39
1	Aisle 4	Location 0
2	Aisle 19	Location 7
3	Aisle 3	Location 32
4	Aisle 11	Location 3
5	Aisle 0	Location 25
6	Aisle 18	Location 43
7	Aisle 9	Location 3
8	Aisle 16	Location 23
9	Aisle 2	Location 21
10	Aisle 4	Location 39
11	Aisle 3	Location 28
12	Aisle 11	Location 14
13	Aisle 13	Location 36
14	Aisle 6	Location 30
15	Aisle 17	Location 36
16	Aisle 15	Location 2
17	Aisle 12	Location 13
18	Aisle 2	Location 27
Order 18	number of articles 19
0	Aisle 12	Location 18
1	Aisle 0	Location 31
2	Aisle 15	Location 42
3	Aisle 19	Location 7
4	Aisle 5	Location 43
5	Aisle 14	Location 14
6	Aisle 5	Location 22
7	Aisle 9	Location 44
8	Aisle 16	Location 18
9	Aisle 4	Location 31
10	Aisle 17	Location 10
11	Aisle 6	Location 41
12	Aisle 1	Location 30
13	Aisle 2	Location 42
14	Aisle 10	Location 41
15	Aisle 17	Location 19
16	Aisle 2	Location 35
17	Aisle 9	Location 24
18	Aisle 4	Location 8
Order 19	number of articles 18
0	Aisle 1	Location 8
1	Aisle 3	Location 37
2	Aisle 11	Location 44
3	Aisle 14	Location 30
4	Aisle 14	Location 32
5	Aisle 2	Location 44
6	Aisle 18	Location 26
7	Aisle 8	Location 28
8	Aisle 8	Location 33
9	Aisle 12	Location 1
10	Aisle 5	Location 35
11	Aisle 17	Location 22
12	Aisle 4	Location 6
13	Aisle 2	Location 38
14	Aisle 17	Location 8
15	Aisle 5	Location 15
16	Aisle 9	Location 22
17	Aisle 15	Location 39
Order 20	number of articles 23
0	Aisle 0	Location 23
1	Aisle 18	Location 19
2	Aisle 0	Location 34
3	Aisle 5	Location 10
4	Aisle 16	Location 27
5	Aisle 12	Location 24
6	Aisle 18	Location 25
7	Aisle 11	Location 32
8	Aisle 13	Location 35
9	Aisle 3	Location 3
10	Aisle 12	Location 20
11	Aisle 18	Location 2
12	Aisle 1	Location 32
13	Aisle 8	Location 2
14	Aisle 6	Location 44
15	Aisle 17	Location 18
16	Aisle 13	Location 14
17	Aisle 15	Location 12
18	Aisle 9	Location 39
19	Aisle 0	Location 14
20	Aisle 8	Location 26
21	Aisle 7	Location 16
22	Aisle 5	Location 33
Order 21	number of articles 7
0	Aisle 11	Location 6
1	Aisle 3	Location 33
2	Aisle 19	Location 28
3	Aisle 10	Location 16
4	Aisle 11	Location 27
5	Aisle 4	Location 40
6	Aisle 4	Location 34
Order 22	number of articles 9
0	Aisle 13	Location 32
1	Aisle 9	Location 12
2	Aisle 19	Location 41
3	Aisle 15	Location 14
4	Aisle 3	Location 11
5	Aisle 8	Location 34
6	Aisle 3	Location 5
7	Aisle 15	Location 35
8	Aisle 14	Location 3
Order 23	number of articles 21
0	Aisle 14	Location 11
1	Aisle 14	Location 10
2	Aisle 1	Location 21
3	Aisle 5	Location 10
4	Aisle 0	Location 35
5	Aisle 15	Location 43
6	Aisle 17	Location 30
7	Aisle 9	Location 43
8	Aisle 18	Location 16
9	Aisle 1	Location 1
10	Aisle 13	Location 20
11	Aisle 6	Location 29
12	Aisle 5	Location 34
13	Aisle 14	Location 38
14	Aisle 16	Location 37
15	Aisle 8	Location 4
16	Aisle 15	Location 24
17	Aisle 1	Location 18
18	Aisle 7	Location 13
19	Aisle 15	Location 28
20	Aisle 11	Location 21
Order 24	number of articles 7
0	Aisle 11	Location 12
1	Aisle 16	Location 15
2	Aisle 1	Location 1
3	Aisle 17	Location 40
4	Aisle 13	Location 16
5	Aisle 0	Location 21
6	Aisle 12	Location 40
Order 25	number of articles 16
0	Aisle 11	Location 29
1	Aisle 1	Location 43
2	Aisle 9	Location 29
3	Aisle 6	Location 4
4	Aisle 15	Location 19
5	Aisle 10	Location 31
6	Aisle 7	Location 41
7	Aisle 5	Location 10
8	Aisle 16	Location 24
9	Aisle 3	Location 10
10	Aisle 18	Location 17
11	Aisle 12	Location 40
12	Aisle 6	Location 27
13	Aisle 9	Location 44
14	Aisle 9	Location 8
15	Aisle 2	Location 41
Order 26	number of articles 24
0	Aisle 4	Location 42
1	Aisle 2	Location 5
2	Aisle 8	Location 17
3	Aisle 3	Location 29
4	Aisle 17	Location 21
5	Aisle 0	Location 23
6	Aisle 12	Location 26
7	Aisle 4	Location 0
8	Aisle 11	Location 8
9	Aisle 17	Location 17
10	Aisle 19	Location 10
11	Aisle 13	Location 9
12	Aisle 7	Location 18
13	Aisle 17	Location 27
14	Aisle 15	Location 43
15	Aisle 1	Location 41
16	Aisle 3	Location 3
17	Aisle 12	Location 16
18	Aisle 9	Location 15
19	Aisle 0	Location 20
20	Aisle 4	Location 1
21	Aisle 6	Location 2
22	Aisle 6	Location 43
23	Aisle 4	Location 25
Order 27	number of articles 5
0	Aisle 9	Location 41
1	Aisle 5	Location 23
2	Aisle 18	Location 12
3	Aisle 2	Location 42
4	Aisle 4	Location 30
Order 28	number of articles 9
0	Aisle 1	Location 24
1	Aisle 6	Location 4
2	Aisle 18	Location 26
3	Aisle 7	Location 42
4	Aisle 8	Location 11
5	Aisle 3	Location 0
6	Aisle 10	Location 16
7	Aisle 13	Location 43
8	Aisle 14	Location 17
Order 29	number of articles 20
0	Aisle 8	Location 23
1	Aisle 17	Location 3
2	Aisle 5	Location 38
3	Aisle 13	Location 26
4	Aisle 2	Location 27
5	Aisle 5	Location 18
6	Aisle 15	Location 36
7	Aisle 14	Location 31
8	Aisle 3	Location 19
9	Aisle 6	Location 29
10	Aisle 15	Location 20
11	Aisle 16	Location 44
12	Aisle 4	Location 36
13	Aisle 12	Location 17
14	Aisle 9	Location 37
15	Aisle 11	Location 9
16	Aisle 18	Location 36
17	Aisle 4	Location 44
18	Aisle 6	Location 20
19	Aisle 3	Location 39
Order 30	number of articles 17
0	Aisle 11	Location 6
1	Aisle 8	Location 17
2	Aisle 5	Location 42
3	Aisle 17	Location 24
4	Aisle 17	Location 31
5	Aisle 10	Location 5
6	Aisle 18	Location 29
7	Aisle 0	Location 34
8	Aisle 11	Location 25
9	Aisle 15	Location 22
10	Aisle 18	Location 16
11	Aisle 14	Location 22
12	Aisle 8	Location 5
13	Aisle 3	Location 32
14	Aisle 10	Location 27
15	Aisle 2	Location 3
16	Aisle 1	Location 0
Order 31	number of articles 8
0	Aisle 16	Location 44
1	Aisle 4	Location 6
2	Aisle 13	Location 12
3	Aisle 6	Location 21
4	Aisle 15	Location 41
5	Aisle 15	Location 37
6	Aisle 10	Location 42
7	Aisle 8	Location 8
Order 32	number of articles 5
0	Aisle 1	Location 9
1	Aisle 18	Location 31
2	Aisle 5	Location 9
3	Aisle 6	Location 29
4	Aisle 1	Location 29
Order 33	number of articles 18
0	Aisle 12	Location 28
1	Aisle 2	Location 43
2	Aisle 12	Location 36
3	Aisle 7	Location 29
4	Aisle 0	Location 5
5	Aisle 0	Location 18
6	Aisle 7	Location 9
7	Aisle 17	Location 33
8	Aisle 14	Location 15
9	Aisle 9	Location 38
10	Aisle 16	Location 32
11	Aisle 16	Location 21
12	Aisle 15	Location 5
13	Aisle 1	Location 14
14	Aisle 14	Location 21
15	Aisle 4	Location 25
16	Aisle 10	Location 23
17	Aisle 4	Location 24
Order 34	number of articles 19
0	Aisle 18	Location 36
1	Aisle 11	Location 37
2	Aisle 2	Location 19
3	Aisle 1	Location 38
4	Aisle 14	Location 15
5	Aisle 15	Location 15
6	Aisle 2	Location 36
7	Aisle 11	Location 34
8	Aisle 12	Location 44
9	Aisle 4	Location 5
10	Aisle 18	Location 5
11	Aisle 12	Location 4
12	Aisle 19	Location 25
13	Aisle 4	Location 14
14	Aisle 1	Location 4
15	Aisle 0	Location 39
16	Aisle 7	Location 42
17	Aisle 10	Location 22
18	Aisle 15	Location 5
Order 35	number of articles 12
0	Aisle 16	Location 41
1	Aisle 17	Location 0
2	Aisle 2	Location 24
3	Aisle 13	Location 4
4	Aisle 13	Location 10
5	Aisle 10	Location 23
6	Aisle 2	Location 40
7	Aisle 10	Location 26
8	Aisle 2	Location 11
9	Aisle 2	Location 37
10	Aisle 16	Location 29
11	Aisle 16	Location 34
Order 36	number of articles 5
0	Aisle 11	Location 1
1	Aisle 12	Location 3
2	Aisle 18	Location 24
3	Aisle 8	Location 35
4	Aisle 6	Location 7
Order 37	number of articles 6
0	Aisle 7	Location 14
1	Aisle 0	Location 27
2	Aisle 18	Location 27
3	Aisle 19	Location 28
4	Aisle 15	Location 15
5	Aisle 1	Location 7
Order 38	number of articles 5
0	Aisle 0	Location 11
1	Aisle 2	Location 40
2	Aisle 8	Location 40
3	Aisle 9	Location 31
4	Aisle 3	Location 28
Order 39	number of articles 10
0	Aisle 18	Location 38
1	Aisle 6	Location 42
2	Aisle 19	Location 6
3	Aisle 16	Location 8
4	Aisle 12	Location 32
5	Aisle 1	Location 18
6	Aisle 9	Location 6
7	Aisle 10	Location 4
8	Aisle 6	Location 15
9	Aisle 6	Location 23
