Order 0	number of articles 15
2	Aisle 11	Location 13
3	Aisle 13	Location 5
4	Aisle 8	Location 12
5	Aisle 3	Location 38
6	Aisle 16	Location 20
Order 9	number of articles 18
0	Aisle 12	Location 36
1	Aisle 12	Location 9
2	Aisle 0	Location 29
3	Aisle 6	Location 41
4	Aisle 4	Location 17
5	Aisle 16	Location 25
6	Aisle 17	Location 5
7	Aisle 4	Location 14
8	Aisle 5	Location 23
9	Aisle 19	Location 35
10	Aisle 12	Location 42
11	Aisle 18	Location 33
12	Aisle 2	Location 18
13	Aisle 16	Location 22
14	Aisle 15	Location 6
15	Aisle 5	Location 15
16	Aisle 17	Location 38
17	Aisle 6	Location 44
Order 10	number of articles 5
0	Aisle 11	Location 17
1	Aisle 1	Location 30
2	Aisle 7	Location 2
3	Aisle 4	Location 31
4	Aisle 15	Location 9
Order 11	number of articles 20
0	Aisle 13	Location 44
1	Aisle 14	Location 28
2	Aisle 4	Location 19
3	Aisle 1	Location 30
4	Aisle 15	Location 19
5	Aisle 14	Location 14
6	Aisle 15	Location 39
7	Aisle 16	Location 5
8	Aisle 19	Location 20
9	Aisle 12	Location 26
10	Aisle 3	Location 13
11	Aisle 12	Location 10
12	Aisle 16	Location 34
13	Aisle 13	Location 8
14	Aisle 14	Location 33
15	Aisle 2	Location 31
16	Aisle 6	Location 5
17	Aisle 13	Location 6
18	Aisle 14	Location 27
19	Aisle 6	Location 28
Order 12	number of articles 16
0	Aisle 11	Location 25
1	Aisle 6	Location 8
2	Aisle 12	Location 8
3	Aisle 17	Location 44
4	Aisle 9	Location 35
5	Aisle 15	Location 37
6	Aisle 16	Location 11
7	Aisle 9	Location 26
8	Aisle 7	Location 26
9	Aisle 2	Location 13
10	Aisle 11	Location 19
11	Aisle 19	Location 24
12	Aisle 11	Location 16
13	Aisle 9	Location 28
14	Aisle 6	Location 43
15	Aisle 16	Location 33
Order 13	number of articles 10
0	Aisle 14	Location 28
1	Aisle 6	Location 0
2	Aisle 18	Location 39
3	Aisle 11	Location 39
4	Aisle 11	Location 40
5	Aisle 1	Location 2
6	Aisle 8	Location 38
7	Aisle 14	Location 17
8	Aisle 7	Location 34
9	Aisle 14	Location 2
Order 14	number of articles 7
0	Aisle 7	Location 10
1	Aisle 7	Location 41
2	Aisle 18	Location 30
3	Aisle 19	Location 24
4	Aisle 11	Location 15
5	Aisle 8	Location 8
6	Aisle 1	Location 31
Order 15	number of articles 17
0	Aisle 15	Location 26
1	Aisle 19	Location 22
2	Aisle 0	Location 10
3	Aisle 12	Location 28
4	Aisle 12	Location 19
5	Aisle 9	Location 38
6	Aisle 19	Location 2
7	Aisle 12	Location 24
8	Aisle 12	Location 6
9	Aisle 7	Location 17
10	Aisle 11	Location 12
11	Aisle 13	Location 39
12	Aisle 17	Location 19
13	Aisle 14	Location 36
14	Aisle 17	Location 43
15	Aisle 6	Location 16
16	Aisle 11	Location 34
Order 16	number of articles 9
0	Aisle 15	Location 27
1	Aisle 8	Location 3
2	Aisle 0	Location 14
3	Aisle 16	Location 38
4	Aisle 14	Location 6
5	Aisle 4	Location 17
6	Aisle 3	Location 2
7	Aisle 2	Location 18
8	Aisle 0	Location 37
Order 17	number of articles 15
0	Aisle 13	Location 21
1	Aisle 2	Location 29
2	Aisle 3	Location 14
3	Aisle 17	Location 34
4	Aisle 4	Location 40
5	Aisle 15	Location 35
6	Aisle 3	Location 37
7	Aisle 10	Location 37
8	Aisle 2	Location 30
9	Aisle 2	Location 41
10	Aisle 2	Location 7
11	Aisle 13	Location 19
12	Aisle 0	Location 13
13	Aisle 12	Location 29
14	Aisle 12	Location 13
Order 18	number of articles 10
0	Aisle 19	Location 40
1	Aisle 11	Location 32
2	Aisle 10	Location 32
3	Aisle 14	Location 12
4	Aisle 4	Location 44
5	Aisle 19	Location 1
6	Aisle 18	Location 15
7	Aisle 1	Location 22
8	Aisle 6	Location 33
9	Aisle 1	Location 2
Order 19	number of articles 23
0	Aisle 10	Location 41
1	Aisle 8	Location 16
2	Aisle 2	Location 40
3	Aisle 15	Location 37
4	Aisle 1	Location 42
5	Aisle 9	Location 8
6	Aisle 16	Location 25
7	Aisle 7	Location 14
8	Aisle 13	Location 38
9	Aisle 19	Location 32
10	Aisle 5	Location 11
11	Aisle 6	Location 7
12	Aisle 1	Location 15
13	Aisle 5	Location 8
14	Aisle 11	Location 9
15	Aisle 1	Location 38
16	Aisle 17	Location 40
17	Aisle 6	Location 44
18	Aisle 9	Location 22
19	Aisle 0	Location 13
20	Aisle 11	Location 14
21	Aisle 10	Location 38
22	Aisle 10	Location 26
Order 20	number of articles 17
0	Aisle 1	Location 40
1	Aisle 9	Location 21
2	Aisle 19	Location 10
3	Aisle 5	Location 22
4	Aisle 11	Location 43
5	Aisle 7	Location 5
6	Aisle 18	Location 20
7	Aisle 16	Location 25
8	Aisle 7	Location 12
9	Aisle 2	Location 24
10	Aisle 0	Location 16
11	Aisle 8	Location 40
12	Aisle 1	Location 0
13	Aisle 9	Location 38
14	Aisle 9	Location 39
15	Aisle 5	Location 24
16	Aisle 16	Location 31
Order 21	number of articles 21
0	Aisle 16	Location 14
1	Aisle 15	Location 35
2	Aisle 17	Location 44
3	Aisle 10	Location 12
4	Aisle 19	Location 34
5	Aisle 4	Location 12
6	Aisle 7	Location 27
7	Aisle 6	Location 14
8	Aisle 4	Location 18
9	Aisle 15	Location 23
10	Aisle 14	Location 1
11	Aisle 18	Location 40
12	Aisle 15	Location 28
13	Aisle 5	Location 25
14	Aisle 4	Location 9
15	Aisle 13	Location 0
16	Aisle 8	Location 29
17	Aisle 16	Location 1
18	Aisle 9	Location 6
19	Aisle 3	Location 36
20	Aisle 11	Location 26
Order 22	number of articles 9
0	Aisle 16	Location 23
1	Aisle 14	Location 2
2	Aisle 10	Location 24
3	Aisle 7	Location 3
4	Aisle 17	Location 30
5	Aisle 13	Location 13
6	Aisle 3	Location 31
7	Aisle 9	Location 38
8	Aisle 18	Location 43
Order 23	number of articles 5
0	Aisle 11	Location 20
1	Aisle 16	Location 17
2	Aisle 6	Location 0
3	Aisle 5	Location 33
4	Aisle 13	Location 44
Order 24	number of articles 15
0	Aisle 10	Location 44
1	Aisle 7	Location 22
2	Aisle 7	Location 0
3	Aisle 9	Location 28
4	Aisle 8	Location 35
5	Aisle 6	Location 7
6	Aisle 18	Location 41
7	Aisle 19	Location 30
8	Aisle 18	Location 31
9	Aisle 2	Location 1
10	Aisle 10	Location 27
11	Aisle 12	Location 23
12	Aisle 2	Location 4
13	Aisle 0	Location 13
14	Aisle 1	Location 7
Order 25	number of articles 12
0	Aisle 8	Location 24
1	Aisle 10	Location 14
2	Aisle 7	Location 37
3	Aisle 15	Location 44
4	Aisle 2	Location 20
5	Aisle 13	Location 37
6	Aisle 0	Location 16
7	Aisle 11	Location 8
8	Aisle 8	Location 25
9	Aisle 11	Location 10
10	Aisle 0	Location 41
11	Aisle 13	Location 27
Order 26	number of articles 5
0	Aisle 5	Location 11
1	Aisle 5	Location 8
2	Aisle 3	Location 21
3	Aisle 11	Location 3
4	Aisle 13	Location 26
Order 27	number of articles 15
0	Aisle 15	Location 1
1	Aisle 0	Location 11
2	Aisle 5	Location 1
3	Aisle 10	Location 14
4	Aisle 14	Location 40
5	Aisle 4	Location 44
6	Aisle 0	Location 32
7	Aisle 9	Location 16
8	Aisle 2	Location 5
9	Aisle 6	Location 14
10	Aisle 14	Location 41
11	Aisle 14	Location 17
12	Aisle 14	Location 36
13	Aisle 17	Location 37
14	Aisle 2	Location 43
Order 28	number of articles 24
0	Aisle 7	Location 8
1	Aisle 19	Location 9
2	Aisle 4	Location 43
3	Aisle 7	Location 25
4	Aisle 7	Location 10
5	Aisle 17	Location 0
6	Aisle 7	Location 30
7	Aisle 5	Location 19
8	Aisle 2	Location 17
9	Aisle 12	Location 34
10	Aisle 4	Location 23
11	Aisle 5	Location 6
12	Aisle 16	Location 1
13	Aisle 11	Location 43
14	Aisle 10	Location 22
15	Aisle 4	Location 40
16	Aisle 9	Location 4
17	Aisle 8	Location 29
18	Aisle 1	Location 29
19	Aisle 9	Location 12
20	Aisle 10	Location 43
21	Aisle 13	Location 38
22	Aisle 8	Location 20
23	Aisle 14	Location 14
Order 29	number of articles 11
0	Aisle 4	Location 10
1	Aisle 5	Location 7
2	Aisle 18	Location 31
3	Aisle 9	Location 41
4	Aisle 6	Location 10
5	Aisle 6	Location 36
6	Aisle 17	Location 36
7	Aisle 4	Location 27
8	Aisle 13	Location 8
9	Aisle 11	Location 23
10	Aisle 8	Location 20
Order 30	number of articles 10
0	Aisle 4	Location 8
1	Aisle 16	Location 43
2	Aisle 17	Location 24
3	Aisle 18	Location 0
4	Aisle 5	Location 1
5	Aisle 1	Location 43
6	Aisle 1	Location 29
7	Aisle 17	Location 13
8	Aisle 4	Location 30
9	Aisle 0	Location 44
Order 31	number of articles 10
0	Aisle 12	Location 12
1	Aisle 16	Location 41
2	Aisle 5	Location 32
3	Aisle 1	Location 9
4	Aisle 18	Location 10
5	Aisle 1	Location 41
6	Aisle 15	Location 28
7	Aisle 15	Location 9
8	Aisle 2	Location 40
9	Aisle 3	Location 14
Order 32	number of articles 19
0	Aisle 7	Location 5
1	Aisle 0	Location 8
2	Aisle 18	Location 8
3	Aisle 13	Location 22
4	Aisle 6	Location 28
5	Aisle 2	Location 34
6	Aisle 9	Location 28
7	Aisle 9	Location 21
8	Aisle 5	Location 26
9	Aisle 13	Location 18
10	Aisle 5	Location 1
11	Aisle 12	Location 4
12	Aisle 16	Location 37
13	Aisle 5	Location 31
14	Aisle 0	Location 19
15	Aisle 10	Location 3
16	Aisle 14	Location 37
17	Aisle 5	Location 18
18	Aisle 14	Location 7
Order 33	number of articles 19
0	Aisle 11	Location 1
1	Aisle 2	Location 32
2	Aisle 2	Location 17
3	Aisle 0	Location 6
4	Aisle 17	Location 20
5	Aisle 13	Location 34
6	Aisle 12	Location 24
7	Aisle 3	Location 32
8	Aisle 9	Location 19
9	Aisle 2	Location 36
10	Aisle 6	Location 33
11	Aisle 9	Location 40
12	Aisle 6	Location 37
13	Aisle 10	Location 41
14	Aisle 8	Location 28
15	Aisle 12	Location 43
16	Aisle 13	Location 30
17	Aisle 15	Location 43
18	Aisle 4	Location 21
Order 34	number of articles 19
0	Aisle 6	Location 11
1	Aisle 15	Location 26
2	Aisle 18	Location 18
3	Aisle 8	Location 43
4	Aisle 1	Location 10
5	Aisle 13	Location 32
6	Aisle 11	Location 44
7	Aisle 5	Location 21
8	Aisle 11	Location 41
9	Aisle 18	Location 24
10	Aisle 1	Location 32
11	Aisle 16	Location 29
12	Aisle 3	Location 6
13	Aisle 16	Location 36
14	Aisle 16	Location 6
15	Aisle 6	Location 35
16	Aisle 3	Location 38
17	Aisle 8	Location 8
18	Aisle 1	Location 13
Order 35	number of articles 17
0	Aisle 4	Location 30
1	Aisle 11	Location 12
2	Aisle 7	Location 1
3	Aisle 12	Location 3
4	Aisle 0	Location 17
5	Aisle 6	Location 39
6	Aisle 11	Location 16
7	Aisle 9	Location 43
8	Aisle 13	Location 39
9	Aisle 7	Location 22
10	Aisle 12	Location 2
11	Aisle 4	Location 24
12	Aisle 19	Location 25
13	Aisle 9	Location 38
14	Aisle 4	Location 8
15	Aisle 5	Location 20
16	Aisle 2	Location 11
Order 36	number of articles 10
0	Aisle 1	Location 8
1	Aisle 17	Location 31
2	Aisle 3	Location 40
3	Aisle 6	Location 8
4	Aisle 19	Location 26
5	Aisle 4	Location 16
6	Aisle 0	Location 0
7	Aisle 18	Location 0
8	Aisle 5	Location 23
9	Aisle 7	Location 17
Order 37	number of articles 12
0	Aisle 4	Location 35
1	Aisle 3	Location 33
2	Aisle 14	Location 39
3	Aisle 12	Location 27
4	Aisle 16	Location 15
5	Aisle 0	Location 5
6	Aisle 19	Location 39
7	Aisle 18	Location 0
8	Aisle 1	Location 28
9	Aisle 15	Location 40
10	Aisle 4	Location 2
11	Aisle 8	Location 35
Order 38	number of articles 20
0	Aisle 14	Location 8
1	Aisle 16	Location 10
2	Aisle 10	Location 2
3	Aisle 0	Location 42
4	Aisle 9	Location 17
5	Aisle 12	Location 32
6	Aisle 14	Location 0
7	Aisle 17	Location 32
8	Aisle 19	Location 32
9	Aisle 16	Location 17
10	Aisle 4	Location 7
11	Aisle 6	Location 26
12	Aisle 14	Location 27
13	Aisle 5	Location 6
14	Aisle 17	Location 38
15	Aisle 6	Location 8
16	Aisle 14	Location 43
17	Aisle 6	Location 29
18	Aisle 2	Location 12
19	Aisle 7	Location 44
Order 39	number of articles 11
0	Aisle 15	Location 44
1	Aisle 17	Location 22
2	Aisle 15	Location 8
3	Aisle 16	Location 42
4	Aisle 11	Location 0
5	Aisle 4	Location 38
6	Aisle 8	Location 21
7	Aisle 1	Location 42
8	Aisle 19	Location 10
9	Aisle 0	Location 28
10	Aisle 0	Location 29
