Order 0	number of articles 10
7	Aisle 6	Location 17
8	Aisle 1	Location 21
9	Aisle 7	Location 11
10	Aisle 6	Location 34
11	Aisle 16	Location 20
12	Aisle 2	Location 13
13	Aisle 7	Location 16
14	Aisle 7	Location 36
15	Aisle 4	Location 20
16	Aisle 14	Location 12
17	Aisle 13	Location 8
18	Aisle 15	Location 34
19	Aisle 11	Location 35
Order 14	number of articles 7
0	Aisle 3	Location 26
1	Aisle 8	Location 22
2	Aisle 12	Location 16
3	Aisle 1	Location 38
4	Aisle 2	Location 10
5	Aisle 7	Location 1
6	Aisle 15	Location 21
Order 15	number of articles 24
0	Aisle 0	Location 36
1	Aisle 8	Location 41
2	Aisle 18	Location 38
3	Aisle 6	Location 13
4	Aisle 6	Location 40
5	Aisle 2	Location 2
6	Aisle 15	Location 5
7	Aisle 4	Location 16
8	Aisle 3	Location 13
9	Aisle 4	Location 23
10	Aisle 19	Location 0
11	Aisle 16	Location 16
12	Aisle 19	Location 19
13	Aisle 2	Location 10
14	Aisle 1	Location 36
15	Aisle 10	Location 5
16	Aisle 4	Location 39
17	Aisle 1	Location 24
18	Aisle 5	Location 25
19	Aisle 3	Location 18
20	Aisle 5	Location 37
21	Aisle 1	Location 26
22	Aisle 6	Location 21
23	Aisle 18	Location 28
Order 16	number of articles 6
0	Aisle 18	Location 22
1	Aisle 12	Location 29
2	Aisle 14	Location 10
3	Aisle 6	Location 33
4	Aisle 15	Location 42
5	Aisle 4	Location 32
Order 17	number of articles 5
0	Aisle 10	Location 16
1	Aisle 19	Location 44
2	Aisle 6	Location 8
3	Aisle 8	Location 4
4	Aisle 19	Location 19
Order 18	number of articles 18
0	Aisle 13	Location 28
1	Aisle 6	Location 5
2	Aisle 16	Location 2
3	Aisle 14	Location 17
4	Aisle 10	Location 44
5	Aisle 11	Location 13
6	Aisle 18	Location 38
7	Aisle 3	Location 9
8	Aisle 0	Location 29
9	Aisle 3	Location 16
10	Aisle 7	Location 26
11	Aisle 4	Location 18
12	Aisle 15	Location 11
13	Aisle 1	Location 38
14	Aisle 2	Location 26
15	Aisle 1	Location 28
16	Aisle 11	Location 4
17	Aisle 6	Location 18
Order 19	number of articles 11
0	Aisle 0	Location 6
1	Aisle 6	Location 30
2	Aisle 11	Location 13
3	Aisle 16	Location 24
4	Aisle 17	Location 40
5	Aisle 9	Location 23
6	Aisle 17	Location 38
7	Aisle 8	Location 32
8	Aisle 9	Location 31
9	Aisle 14	Location 9
10	Aisle 6	Location 6
Order 20	number of articles 20
0	Aisle 8	Location 10
1	Aisle 2	Location 21
2	Aisle 5	Location 15
3	Aisle 16	Location 27
4	Aisle 6	Location 8
5	Aisle 12	Location 27
6	Aisle 14	Location 26
7	Aisle 12	Location 2
8	Aisle 9	Location 15
9	Aisle 18	Location 0
10	Aisle 19	Location 18
11	Aisle 9	Location 7
12	Aisle 0	Location 0
13	Aisle 14	Location 12
14	Aisle 1	Location 21
15	Aisle 4	Location 16
16	Aisle 9	Location 1
17	Aisle 16	Location 24
18	Aisle 16	Location 8
19	Aisle 1	Location 12
Order 21	number of articles 6
0	Aisle 19	Location 27
1	Aisle 0	Location 43
2	Aisle 13	Location 11
3	Aisle 13	Location 43
4	Aisle 11	Location 26
5	Aisle 2	Location 17
Order 22	number of articles 11
0	Aisle 4	Location 20
1	Aisle 18	Location 6
2	Aisle 7	Location 44
3	Aisle 2	Location 42
4	Aisle 18	Location 18
5	Aisle 10	Location 18
6	Aisle 18	Location 21
7	Aisle 19	Location 6
8	Aisle 10	Location 6
9	Aisle 4	Location 12
10	Aisle 7	Location 23
Order 23	number of articles 24
0	Aisle 4	Location 7
1	Aisle 0	Location 24
2	Aisle 5	Location 20
3	Aisle 15	Location 39
4	Aisle 0	Location 15
5	Aisle 19	Location 41
6	Aisle 2	Location 2
7	Aisle 3	Location 40
8	Aisle 7	Location 3
9	Aisle 19	Location 20
10	Aisle 9	Location 26
11	Aisle 18	Location 3
12	Aisle 9	Location 32
13	Aisle 5	Location 12
14	Aisle 8	Location 43
15	Aisle 5	Location 26
16	Aisle 17	Location 21
17	Aisle 2	Location 40
18	Aisle 9	Location 4
19	Aisle 19	Location 8
20	Aisle 3	Location 14
21	Aisle 3	Location 29
22	Aisle 14	Location 11
23	Aisle 4	Location 20
Order 24	number of articles 12
0	Aisle 10	Location 21
1	Aisle 14	Location 30
2	Aisle 12	Location 30
3	Aisle 8	Location 20
4	Aisle 3	Location 26
5	Aisle 15	Location 8
6	Aisle 13	Location 20
7	Aisle 10	Location 5
8	Aisle 4	Location 17
9	Aisle 9	Location 13
10	Aisle 8	Location 11
11	Aisle 19	Location 19
Order 25	number of articles 21
0	Aisle 1	Location 11
1	Aisle 11	Location 42
2	Aisle 5	Location 30
3	Aisle 18	Location 33
4	Aisle 0	Location 19
5	Aisle 0	Location 18
6	Aisle 10	Location 18
7	Aisle 5	Location 6
8	Aisle 7	Location 44
9	Aisle 4	Location 36
10	Aisle 4	Location 17
11	Aisle 15	Location 11
12	Aisle 13	Location 29
13	Aisle 6	Location 37
14	Aisle 15	Location 24
15	Aisle 15	Location 37
16	Aisle 16	Location 37
17	Aisle 18	Location 32
18	Aisle 6	Location 16
19	Aisle 12	Location 22
20	Aisle 8	Location 37
Order 26	number of articles 6
0	Aisle 4	Location 23
1	Aisle 16	Location 8
2	Aisle 8	Location 28
3	Aisle 18	Location 36
4	Aisle 14	Location 2
5	Aisle 15	Location 1
Order 27	number of articles 21
0	Aisle 1	Location 41
1	Aisle 18	Location 15
2	Aisle 14	Location 34
3	Aisle 8	Location 3
4	Aisle 5	Location 21
5	Aisle 15	Location 44
6	Aisle 7	Location 21
7	Aisle 7	Location 41
8	Aisle 2	Location 37
9	Aisle 8	Location 42
10	Aisle 6	Location 14
11	Aisle 10	Location 38
12	Aisle 19	Location 37
13	Aisle 12	Location 12
14	Aisle 13	Location 22
15	Aisle 18	Location 9
16	Aisle 8	Location 29
17	Aisle 2	Location 28
18	Aisle 4	Location 19
19	Aisle 18	Location 23
20	Aisle 14	Location 31
Order 28	number of articles 21
0	Aisle 14	Location 34
1	Aisle 10	Location 6
2	Aisle 3	Location 3
3	Aisle 17	Location 26
4	Aisle 3	Location 33
5	Aisle 15	Location 22
6	Aisle 9	Location 16
7	Aisle 18	Location 2
8	Aisle 6	Location 2
9	Aisle 7	Location 34
10	Aisle 15	Location 16
11	Aisle 3	Location 38
12	Aisle 14	Location 14
13	Aisle 0	Location 22
14	Aisle 2	Location 40
15	Aisle 18	Location 44
16	Aisle 1	Location 29
17	Aisle 18	Location 22
18	Aisle 15	Location 5
19	Aisle 12	Location 29
20	Aisle 16	Location 23
Order 29	number of articles 9
0	Aisle 2	Location 9
1	Aisle 13	Location 1
2	Aisle 8	Location 6
3	Aisle 4	Location 1
4	Aisle 14	Location 1
5	Aisle 10	Location 23
6	Aisle 18	Location 26
7	Aisle 5	Location 6
8	Aisle 8	Location 31
Order 30	number of articles 22
0	Aisle 7	Location 27
1	Aisle 16	Location 44
2	Aisle 17	Location 40
3	Aisle 6	Location 16
4	Aisle 7	Location 15
5	Aisle 13	Location 40
6	Aisle 13	Location 22
7	Aisle 13	Location 42
8	Aisle 6	Location 15
9	Aisle 18	Location 1
10	Aisle 9	Location 38
11	Aisle 3	Location 21
12	Aisle 16	Location 16
13	Aisle 4	Location 27
14	Aisle 3	Location 16
15	Aisle 2	Location 1
16	Aisle 0	Location 39
17	Aisle 2	Location 10
18	Aisle 8	Location 6
19	Aisle 18	Location 31
20	Aisle 2	Location 32
21	Aisle 16	Location 15
Order 31	number of articles 15
0	Aisle 18	Location 36
1	Aisle 7	Location 34
2	Aisle 18	Location 34
3	Aisle 19	Location 12
4	Aisle 1	Location 3
5	Aisle 8	Location 40
6	Aisle 8	Location 38
7	Aisle 4	Location 26
8	Aisle 18	Location 6
9	Aisle 0	Location 30
10	Aisle 17	Location 40
11	Aisle 18	Location 28
12	Aisle 10	Location 1
13	Aisle 5	Location 27
14	Aisle 17	Location 14
Order 32	number of articles 21
0	Aisle 18	Location 33
1	Aisle 10	Location 28
2	Aisle 16	Location 8
3	Aisle 5	Location 12
4	Aisle 19	Location 19
5	Aisle 18	Location 14
6	Aisle 14	Location 6
7	Aisle 14	Location 43
8	Aisle 3	Location 32
9	Aisle 13	Location 21
10	Aisle 11	Location 0
11	Aisle 15	Location 35
12	Aisle 19	Location 4
13	Aisle 16	Location 22
14	Aisle 17	Location 40
15	Aisle 5	Location 35
16	Aisle 6	Location 1
17	Aisle 3	Location 18
18	Aisle 7	Location 32
19	Aisle 6	Location 44
20	Aisle 17	Location 44
Order 33	number of articles 6
0	Aisle 18	Location 36
1	Aisle 15	Location 24
2	Aisle 11	Location 41
3	Aisle 9	Location 12
4	Aisle 14	Location 44
5	Aisle 18	Location 16
Order 34	number of articles 12
0	Aisle 3	Location 33
1	Aisle 11	Location 29
2	Aisle 18	Location 21
3	Aisle 7	Location 40
4	Aisle 11	Location 35
5	Aisle 13	Location 42
6	Aisle 9	Location 8
7	Aisle 3	Location 4
8	Aisle 5	Location 1
9	Aisle 18	Location 10
10	Aisle 8	Location 32
11	Aisle 8	Location 24
Order 35	number of articles 5
0	Aisle 18	Location 36
1	Aisle 7	Location 36
2	Aisle 1	Location 10
3	Aisle 5	Location 22
4	Aisle 13	Location 33
Order 36	number of articles 19
0	Aisle 12	Location 21
1	Aisle 13	Location 10
2	Aisle 13	Location 26
3	Aisle 13	Location 28
4	Aisle 5	Location 22
5	Aisle 9	Location 22
6	Aisle 16	Location 28
7	Aisle 14	Location 3
8	Aisle 18	Location 10
9	Aisle 4	Location 23
10	Aisle 3	Location 4
11	Aisle 10	Location 2
12	Aisle 11	Location 4
13	Aisle 16	Location 23
14	Aisle 4	Location 13
15	Aisle 18	Location 39
16	Aisle 1	Location 36
17	Aisle 15	Location 42
18	Aisle 6	Location 14
Order 37	number of articles 10
0	Aisle 12	Location 31
1	Aisle 0	Location 18
2	Aisle 6	Location 23
3	Aisle 4	Location 34
4	Aisle 12	Location 29
5	Aisle 18	Location 4
6	Aisle 19	Location 43
7	Aisle 8	Location 18
8	Aisle 4	Location 35
9	Aisle 18	Location 7
Order 38	number of articles 19
0	Aisle 9	Location 31
1	Aisle 4	Location 41
2	Aisle 11	Location 1
3	Aisle 4	Location 1
4	Aisle 17	Location 6
5	Aisle 18	Location 6
6	Aisle 15	Location 0
7	Aisle 16	Location 32
8	Aisle 8	Location 30
9	Aisle 0	Location 39
10	Aisle 5	Location 37
11	Aisle 7	Location 28
12	Aisle 17	Location 14
13	Aisle 0	Location 38
14	Aisle 18	Location 27
15	Aisle 7	Location 15
16	Aisle 4	Location 32
17	Aisle 13	Location 14
18	Aisle 17	Location 13
Order 39	number of articles 24
0	Aisle 9	Location 31
1	Aisle 1	Location 19
2	Aisle 2	Location 26
3	Aisle 6	Location 25
4	Aisle 17	Location 2
5	Aisle 10	Location 13
6	Aisle 19	Location 3
7	Aisle 3	Location 24
8	Aisle 19	Location 31
9	Aisle 16	Location 8
10	Aisle 0	Location 11
11	Aisle 3	Location 1
12	Aisle 1	Location 0
13	Aisle 8	Location 4
14	Aisle 9	Location 6
15	Aisle 19	Location 22
16	Aisle 1	Location 15
17	Aisle 10	Location 28
18	Aisle 15	Location 42
19	Aisle 14	Location 2
20	Aisle 6	Location 16
21	Aisle 6	Location 35
22	Aisle 7	Location 27
23	Aisle 4	Location 18
