Order 0	number of articles 7
4	Aisle 16	Location 34
5	Aisle 8	Location 40
6	Aisle 2	Location 0
7	Aisle 18	Location 4
8	Aisle 6	Location 31
Order 11	number of articles 11
0	Aisle 5	Location 11
1	Aisle 6	Location 39
2	Aisle 8	Location 20
3	Aisle 18	Location 33
4	Aisle 12	Location 1
5	Aisle 16	Location 19
6	Aisle 15	Location 6
7	Aisle 11	Location 9
8	Aisle 0	Location 0
9	Aisle 10	Location 34
10	Aisle 18	Location 11
Order 12	number of articles 9
0	Aisle 2	Location 18
1	Aisle 11	Location 33
2	Aisle 19	Location 28
3	Aisle 16	Location 15
4	Aisle 19	Location 11
5	Aisle 15	Location 34
6	Aisle 9	Location 16
7	Aisle 3	Location 2
8	Aisle 15	Location 39
Order 13	number of articles 13
0	Aisle 2	Location 19
1	Aisle 2	Location 17
2	Aisle 7	Location 0
3	Aisle 5	Location 6
4	Aisle 4	Location 14
5	Aisle 9	Location 3
6	Aisle 0	Location 7
7	Aisle 11	Location 17
8	Aisle 12	Location 44
9	Aisle 0	Location 44
10	Aisle 15	Location 42
11	Aisle 0	Location 32
12	Aisle 9	Location 18
Order 14	number of articles 7
0	Aisle 12	Location 43
1	Aisle 3	Location 43
2	Aisle 18	Location 44
3	Aisle 11	Location 25
4	Aisle 1	Location 24
5	Aisle 5	Location 32
6	Aisle 9	Location 25
Order 15	number of articles 9
0	Aisle 15	Location 40
1	Aisle 11	Location 17
2	Aisle 19	Location 30
3	Aisle 18	Location 7
4	Aisle 12	Location 41
5	Aisle 13	Location 44
6	Aisle 3	Location 35
7	Aisle 4	Location 6
8	Aisle 6	Location 39
Order 16	number of articles 10
0	Aisle 14	Location 20
1	Aisle 14	Location 10
2	Aisle 11	Location 39
3	Aisle 9	Location 37
4	Aisle 11	Location 25
5	Aisle 8	Location 8
6	Aisle 10	Location 35
7	Aisle 13	Location 27
8	Aisle 9	Location 28
9	Aisle 18	Location 0
Order 17	number of articles 10
0	Aisle 19	Location 11
1	Aisle 9	Location 40
2	Aisle 16	Location 15
3	Aisle 14	Location 1
4	Aisle 19	Location 16
5	Aisle 12	Location 0
6	Aisle 0	Location 36
7	Aisle 16	Location 31
8	Aisle 7	Location 19
9	Aisle 15	Location 23
Order 18	number of articles 12
0	Aisle 12	Location 43
1	Aisle 12	Location 18
2	Aisle 0	Location 36
3	Aisle 18	Location 8
4	Aisle 9	Location 31
5	Aisle 15	Location 39
6	Aisle 0	Location 27
7	Aisle 11	Location 22
8	Aisle 8	Location 33
9	Aisle 15	Location 34
10	Aisle 3	Location 33
11	Aisle 10	Location 3
Order 19	number of articles 6
0	Aisle 13	Location 23
1	Aisle 4	Location 17
2	Aisle 2	Location 32
3	Aisle 5	Location 17
4	Aisle 10	Location 43
5	Aisle 2	Location 23
Order 20	number of articles 7
0	Aisle 12	Location 36
1	Aisle 5	Location 9
2	Aisle 16	Location 10
3	Aisle 15	Location 19
4	Aisle 3	Location 37
5	Aisle 6	Location 44
6	Aisle 6	Location 34
Order 21	number of articles 5
0	Aisle 15	Location 9
1	Aisle 13	Location 10
2	Aisle 13	Location 23
3	Aisle 11	Location 19
4	Aisle 2	Location 6
Order 22	number of articles 11
0	Aisle 8	Location 35
1	Aisle 1	Location 37
2	Aisle 5	Location 17
3	Aisle 12	Location 17
4	Aisle 17	Location 25
5	Aisle 1	Location 16
6	Aisle 15	Location 18
7	Aisle 7	Location 15
8	Aisle 10	Location 43
9	Aisle 13	Location 0
10	Aisle 2	Location 25
Order 23	number of articles 7
0	Aisle 6	Location 44
1	Aisle 9	Location 38
2	Aisle 3	Location 22
3	Aisle 11	Location 16
4	Aisle 4	Location 38
5	Aisle 5	Location 27
6	Aisle 7	Location 4
Order 24	number of articles 15
0	Aisle 7	Location 36
1	Aisle 17	Location 3
2	Aisle 11	Location 2
3	Aisle 18	Location 0
4	Aisle 3	Location 4
5	Aisle 4	Location 36
6	Aisle 10	Location 17
7	Aisle 12	Location 35
8	Aisle 11	Location 18
9	Aisle 17	Location 10
10	Aisle 11	Location 4
11	Aisle 7	Location 16
12	Aisle 5	Location 16
13	Aisle 8	Location 36
14	Aisle 10	Location 23
Order 25	number of articles 11
0	Aisle 7	Location 14
1	Aisle 19	Location 10
2	Aisle 5	Location 27
3	Aisle 14	Location 43
4	Aisle 19	Location 32
5	Aisle 16	Location 38
6	Aisle 6	Location 43
7	Aisle 15	Location 19
8	Aisle 0	Location 33
9	Aisle 13	Location 27
10	Aisle 2	Location 0
Order 26	number of articles 12
0	Aisle 10	Location 38
1	Aisle 5	Location 6
2	Aisle 4	Location 6
3	Aisle 7	Location 4
4	Aisle 10	Location 7
5	Aisle 0	Location 14
6	Aisle 0	Location 41
7	Aisle 9	Location 33
8	Aisle 4	Location 32
9	Aisle 1	Location 10
10	Aisle 13	Location 41
11	Aisle 6	Location 20
Order 27	number of articles 16
0	Aisle 3	Location 33
1	Aisle 18	Location 8
2	Aisle 16	Location 25
3	Aisle 7	Location 25
4	Aisle 16	Location 38
5	Aisle 9	Location 35
6	Aisle 15	Location 36
7	Aisle 7	Location 38
8	Aisle 16	Location 29
9	Aisle 14	Location 17
10	Aisle 14	Location 30
11	Aisle 3	Location 21
12	Aisle 17	Location 23
13	Aisle 6	Location 11
14	Aisle 11	Location 29
15	Aisle 4	Location 5
Order 28	number of articles 5
0	Aisle 5	Location 2
1	Aisle 15	Location 16
2	Aisle 3	Location 42
3	Aisle 7	Location 11
4	Aisle 12	Location 1
Order 29	number of articles 23
0	Aisle 19	Location 43
1	Aisle 7	Location 7
2	Aisle 19	Location 14
3	Aisle 18	Location 26
4	Aisle 19	Location 38
5	Aisle 8	Location 20
6	Aisle 14	Location 14
7	Aisle 10	Location 32
8	Aisle 5	Location 30
9	Aisle 17	Location 25
10	Aisle 12	Location 11
11	Aisle 11	Location 17
12	Aisle 5	Location 22
13	Aisle 16	Location 17
14	Aisle 12	Location 37
15	Aisle 15	Location 11
16	Aisle 16	Location 18
17	Aisle 17	Location 7
18	Aisle 16	Location 33
19	Aisle 6	Location 40
20	Aisle 8	Location 23
21	Aisle 14	Location 37
22	Aisle 10	Location 40
Order 30	number of articles 8
0	Aisle 17	Location 43
1	Aisle 9	Location 19
2	Aisle 12	Location 23
3	Aisle 3	Location 0
4	Aisle 18	Location 39
5	Aisle 13	Location 35
6	Aisle 15	Location 33
7	Aisle 10	Location 35
Order 31	number of articles 9
0	Aisle 6	Location 28
1	Aisle 3	Location 13
2	Aisle 17	Location 25
3	Aisle 13	Location 10
4	Aisle 18	Location 5
5	Aisle 3	Location 8
6	Aisle 7	Location 17
7	Aisle 3	Location 30
8	Aisle 11	Location 4
Order 32	number of articles 24
0	Aisle 5	Location 22
1	Aisle 9	Location 25
2	Aisle 8	Location 17
3	Aisle 15	Location 39
4	Aisle 10	Location 17
5	Aisle 14	Location 35
6	Aisle 4	Location 7
7	Aisle 3	Location 4
8	Aisle 3	Location 5
9	Aisle 14	Location 14
10	Aisle 13	Location 7
11	Aisle 6	Location 42
12	Aisle 19	Location 40
13	Aisle 14	Location 24
14	Aisle 15	Location 1
15	Aisle 17	Location 24
16	Aisle 13	Location 6
17	Aisle 15	Location 44
18	Aisle 12	Location 2
19	Aisle 11	Location 33
20	Aisle 19	Location 20
21	Aisle 6	Location 31
22	Aisle 6	Location 33
23	Aisle 6	Location 34
Order 33	number of articles 11
0	Aisle 6	Location 30
1	Aisle 4	Location 14
2	Aisle 1	Location 31
3	Aisle 2	Location 39
4	Aisle 5	Location 40
5	Aisle 12	Location 31
6	Aisle 1	Location 10
7	Aisle 9	Location 30
8	Aisle 7	Location 14
9	Aisle 11	Location 20
10	Aisle 3	Location 15
Order 34	number of articles 9
0	Aisle 11	Location 44
1	Aisle 18	Location 26
2	Aisle 15	Location 44
3	Aisle 19	Location 36
4	Aisle 7	Location 14
5	Aisle 6	Location 16
6	Aisle 7	Location 9
7	Aisle 1	Location 19
8	Aisle 2	Location 39
Order 35	number of articles 9
0	Aisle 4	Location 34
1	Aisle 17	Location 22
2	Aisle 2	Location 26
3	Aisle 13	Location 20
4	Aisle 9	Location 26
5	Aisle 9	Location 33
6	Aisle 10	Location 16
7	Aisle 6	Location 4
8	Aisle 10	Location 35
Order 36	number of articles 22
0	Aisle 13	Location 41
1	Aisle 16	Location 19
2	Aisle 9	Location 15
3	Aisle 13	Location 11
4	Aisle 8	Location 3
5	Aisle 8	Location 38
6	Aisle 15	Location 9
7	Aisle 0	Location 43
8	Aisle 14	Location 36
9	Aisle 11	Location 7
10	Aisle 11	Location 38
11	Aisle 2	Location 23
12	Aisle 19	Location 8
13	Aisle 15	Location 2
14	Aisle 11	Location 31
15	Aisle 4	Location 23
16	Aisle 7	Location 12
17	Aisle 6	Location 39
18	Aisle 8	Location 31
19	Aisle 12	Location 1
20	Aisle 18	Location 25
21	Aisle 15	Location 27
Order 37	number of articles 18
0	Aisle 0	Location 8
1	Aisle 6	Location 1
2	Aisle 4	Location 10
3	Aisle 11	Location 6
4	Aisle 0	Location 44
5	Aisle 13	Location 19
6	Aisle 10	Location 22
7	Aisle 11	Location 23
8	Aisle 13	Location 36
9	Aisle 10	Location 20
10	Aisle 19	Location 18
11	Aisle 12	Location 23
12	Aisle 18	Location 23
13	Aisle 8	Location 12
14	Aisle 17	Location 1
15	Aisle 11	Location 37
16	Aisle 18	Location 24
17	Aisle 13	Location 38
Order 38	number of articles 6
0	Aisle 15	Location 21
1	Aisle 9	Location 7
2	Aisle 17	Location 15
3	Aisle 9	Location 44
4	Aisle 4	Location 6
5	Aisle 11	Location 8
Order 39	number of articles 8
0	Aisle 7	Location 8
1	Aisle 3	Location 6
2	Aisle 2	Location 11
3	Aisle 1	Location 26
4	Aisle 5	Location 18
5	Aisle 3	Location 2
6	Aisle 14	Location 3
7	Aisle 13	Location 35
