Order 0	number of articles 22
4	Aisle 10	Location 8
5	Aisle 14	Location 33
6	Aisle 10	Location 31
7	Aisle 11	Location 10
8	Aisle 10	Location 21
9	Aisle 2	Location 2
10	Aisle 13	Location 5
11	Aisle 13	Location 22
12	Aisle 15	Location 18
13	Aisle 1	Location 19
14	Aisle 0	Location 40
15	Aisle 18	Location 19
16	Aisle 11	Location 34
Order 16	number of articles 12
0	Aisle 14	Location 21
1	Aisle 11	Location 16
2	Aisle 1	Location 20
3	Aisle 11	Location 28
4	Aisle 9	Location 28
5	Aisle 17	Location 41
6	Aisle 9	Location 25
7	Aisle 8	Location 14
8	Aisle 15	Location 30
9	Aisle 9	Location 12
10	Aisle 6	Location 12
11	Aisle 16	Location 1
Order 17	number of articles 24
0	Aisle 2	Location 18
1	Aisle 6	Location 19
2	Aisle 16	Location 32
3	Aisle 18	Location 40
4	Aisle 0	Location 28
5	Aisle 10	Location 7
6	Aisle 4	Location 20
7	Aisle 7	Location 40
8	Aisle 11	Location 39
9	Aisle 2	Location 34
10	Aisle 4	Location 14
11	Aisle 7	Location 10
12	Aisle 13	Location 22
13	Aisle 16	Location 40
14	Aisle 15	Location 33
15	Aisle 4	Location 32
16	Aisle 1	Location 23
17	Aisle 4	Location 9
18	Aisle 16	Location 34
19	Aisle 4	Location 10
20	Aisle 4	Location 42
21	Aisle 3	Location 18
22	Aisle 19	Location 0
23	Aisle 1	Location 0
Order 18	number of articles 5
0	Aisle 16	Location 33
1	Aisle 13	Location 21
2	Aisle 1	Location 18
3	Aisle 13	Location 44
4	Aisle 13	Location 28
Order 19	number of articles 20
0	Aisle 9	Location 26
1	Aisle 16	Location 9
2	Aisle 3	Location 23
3	Aisle 13	Location 39
4	Aisle 9	Location 0
5	Aisle 12	Location 3
6	Aisle 16	Location 15
7	Aisle 11	Location 8
8	Aisle 19	Location 27
9	Aisle 5	Location 11
10	Aisle 17	Location 18
11	Aisle 16	Location 43
12	Aisle 15	Location 28
13	Aisle 11	Location 35
14	Aisle 13	Location 7
15	Aisle 14	Location 21
16	Aisle 17	Location 38
17	Aisle 16	Location 21
18	Aisle 10	Location 43
19	Aisle 14	Location 33
Order 20	number of articles 7
0	Aisle 12	Location 28
1	Aisle 14	Location 24
2	Aisle 9	Location 18
3	Aisle 13	Location 16
4	Aisle 12	Location 33
5	Aisle 19	Location 33
6	Aisle 10	Location 35
Order 21	number of articles 11
0	Aisle 5	Location 17
1	Aisle 3	Location 28
2	Aisle 10	Location 12
3	Aisle 1	Location 39
4	Aisle 9	Location 17
5	Aisle 3	Location 27
6	Aisle 2	Location 18
7	Aisle 11	Location 42
8	Aisle 16	Location 15
9	Aisle 1	Location 25
10	Aisle 16	Location 1
Order 22	number of articles 9
0	Aisle 4	Location 35
1	Aisle 3	Location 3
2	Aisle 5	Location 31
3	Aisle 3	Location 27
4	Aisle 12	Location 3
5	Aisle 13	Location 12
6	Aisle 0	Location 20
7	Aisle 7	Location 23
8	Aisle 19	Location 39
Order 23	number of articles 20
0	Aisle 9	Location 3
1	Aisle 16	Location 21
2	Aisle 17	Location 31
3	Aisle 6	Location 42
4	Aisle 19	Location 2
5	Aisle 5	Location 19
6	Aisle 15	Location 39
7	Aisle 10	Location 6
8	Aisle 6	Location 5
9	Aisle 4	Location 11
10	Aisle 17	Location 26
11	Aisle 0	Location 7
12	Aisle 7	Location 2
13	Aisle 0	Location 33
14	Aisle 17	Location 17
15	Aisle 4	Location 21
16	Aisle 1	Location 10
17	Aisle 1	Location 14
18	Aisle 11	Location 34
19	Aisle 11	Location 40
Order 24	number of articles 17
0	Aisle 14	Location 0
1	Aisle 5	Location 28
2	Aisle 13	Location 21
3	Aisle 17	Location 22
4	Aisle 4	Location 44
5	Aisle 19	Location 42
6	Aisle 19	Location 3
7	Aisle 2	Location 33
8	Aisle 2	Location 29
9	Aisle 6	Location 42
10	Aisle 13	Location 26
11	Aisle 14	Location 29
12	Aisle 5	Location 43
13	Aisle 17	Location 39
14	Aisle 14	Location 38
15	Aisle 7	Location 8
16	Aisle 6	Location 28
Order 25	number of articles 22
0	Aisle 17	Location 29
1	Aisle 14	Location 18
2	Aisle 5	Location 26
3	Aisle 10	Location 0
4	Aisle 16	Location 2
5	Aisle 9	Location 41
6	Aisle 8	Location 11
7	Aisle 12	Location 33
8	Aisle 15	Location 10
9	Aisle 0	Location 38
10	Aisle 9	Location 5
11	Aisle 16	Location 6
12	Aisle 5	Location 6
13	Aisle 10	Location 15
14	Aisle 18	Location 38
15	Aisle 4	Location 10
16	Aisle 4	Location 36
17	Aisle 5	Location 20
18	Aisle 7	Location 0
19	Aisle 14	Location 26
20	Aisle 19	Location 29
21	Aisle 12	Location 30
Order 26	number of articles 5
0	Aisle 5	Location 31
1	Aisle 1	Location 44
2	Aisle 14	Location 9
3	Aisle 18	Location 31
4	Aisle 8	Location 44
Order 27	number of articles 15
0	Aisle 6	Location 6
1	Aisle 8	Location 2
2	Aisle 0	Location 42
3	Aisle 17	Location 6
4	Aisle 7	Location 10
5	Aisle 11	Location 22
6	Aisle 5	Location 36
7	Aisle 6	Location 7
8	Aisle 7	Location 43
9	Aisle 0	Location 30
10	Aisle 6	Location 17
11	Aisle 5	Location 40
12	Aisle 3	Location 27
13	Aisle 11	Location 16
14	Aisle 4	Location 36
Order 28	number of articles 24
0	Aisle 4	Location 7
1	Aisle 14	Location 29
2	Aisle 2	Location 30
3	Aisle 16	Location 9
4	Aisle 10	Location 42
5	Aisle 12	Location 30
6	Aisle 0	Location 29
7	Aisle 3	Location 23
8	Aisle 1	Location 12
9	Aisle 15	Location 1
10	Aisle 19	Location 35
11	Aisle 11	Location 23
12	Aisle 8	Location 33
13	Aisle 7	Location 31
14	Aisle 13	Location 29
15	Aisle 10	Location 4
16	Aisle 3	Location 41
17	Aisle 16	Location 40
18	Aisle 13	Location 1
19	Aisle 10	Location 12
20	Aisle 3	Location 37
21	Aisle 11	Location 35
22	Aisle 17	Location 24
23	Aisle 7	Location 6
Order 29	number of articles 13
0	Aisle 5	Location 25
1	Aisle 7	Location 43
2	Aisle 12	Location 4
3	Aisle 17	Location 42
4	Aisle 0	Location 13
5	Aisle 8	Location 9
6	Aisle 18	Location 41
7	Aisle 13	Location 36
8	Aisle 4	Location 40
9	Aisle 12	Location 6
10	Aisle 11	Location 29
11	Aisle 11	Location 11
12	Aisle 17	Location 8
Order 30	number of articles 18
0	Aisle 13	Location 22
1	Aisle 14	Location 3
2	Aisle 18	Location 8
3	Aisle 13	Location 29
4	Aisle 0	Location 3
5	Aisle 19	Location 5
6	Aisle 2	Location 3
7	Aisle 10	Location 40
8	Aisle 16	Location 4
9	Aisle 0	Location 39
10	Aisle 5	Location 42
11	Aisle 19	Location 3
12	Aisle 18	Location 15
13	Aisle 5	Location 35
14	Aisle 5	Location 24
15	Aisle 15	Location 36
16	Aisle 3	Location 10
17	Aisle 5	Location 11
Order 31	number of articles 11
0	Aisle 4	Location 20
1	Aisle 15	Location 24
2	Aisle 5	Location 16
3	Aisle 0	Location 19
4	Aisle 17	Location 44
5	Aisle 18	Location 38
6	Aisle 10	Location 37
7	Aisle 11	Location 4
8	Aisle 11	Location 43
9	Aisle 19	Location 10
10	Aisle 15	Location 38
Order 32	number of articles 11
0	Aisle 10	Location 31
1	Aisle 19	Location 4
2	Aisle 19	Location 37
3	Aisle 15	Location 26
4	Aisle 11	Location 2
5	Aisle 4	Location 41
6	Aisle 17	Location 33
7	Aisle 10	Location 42
8	Aisle 13	Location 41
9	Aisle 7	Location 44
10	Aisle 14	Location 17
Order 33	number of articles 9
0	Aisle 18	Location 40
1	Aisle 16	Location 40
2	Aisle 2	Location 30
3	Aisle 4	Location 28
4	Aisle 10	Location 41
5	Aisle 9	Location 11
6	Aisle 17	Location 7
7	Aisle 19	Location 42
8	Aisle 12	Location 27
Order 34	number of articles 12
0	Aisle 16	Location 39
1	Aisle 19	Location 5
2	Aisle 16	Location 2
3	Aisle 10	Location 14
4	Aisle 15	Location 8
5	Aisle 3	Location 29
6	Aisle 19	Location 23
7	Aisle 6	Location 3
8	Aisle 4	Location 31
9	Aisle 11	Location 24
10	Aisle 5	Location 20
11	Aisle 18	Location 44
Order 35	number of articles 11
0	Aisle 11	Location 18
1	Aisle 19	Location 36
2	Aisle 2	Location 28
3	Aisle 10	Location 44
4	Aisle 2	Location 7
5	Aisle 6	Location 32
6	Aisle 1	Location 44
7	Aisle 17	Location 9
8	Aisle 12	Location 28
9	Aisle 17	Location 31
10	Aisle 4	Location 43
Order 36	number of articles 6
0	Aisle 11	Location 12
1	Aisle 13	Location 38
2	Aisle 15	Location 42
3	Aisle 2	Location 9
4	Aisle 8	Location 10
5	Aisle 8	Location 30
Order 37	number of articles 10
0	Aisle 9	Location 5
1	Aisle 2	Location 19
2	Aisle 14	Location 18
3	Aisle 17	Location 35
4	Aisle 17	Location 40
5	Aisle 6	Location 37
6	Aisle 1	Location 44
7	Aisle 8	Location 31
8	Aisle 2	Location 10
9	Aisle 2	Location 9
Order 38	number of articles 17
0	Aisle 6	Location 29
1	Aisle 0	Location 28
2	Aisle 11	Location 18
3	Aisle 12	Location 12
4	Aisle 17	Location 16
5	Aisle 7	Location 32
6	Aisle 7	Location 5
7	Aisle 13	Location 42
8	Aisle 5	Location 24
9	Aisle 18	Location 28
10	Aisle 13	Location 6
11	Aisle 4	Location 2
12	Aisle 6	Location 34
13	Aisle 10	Location 3
14	Aisle 3	Location 26
15	Aisle 9	Location 19
16	Aisle 15	Location 24
Order 39	number of articles 24
0	Aisle 9	Location 5
1	Aisle 4	Location 25
2	Aisle 7	Location 24
3	Aisle 12	Location 34
4	Aisle 18	Location 38
5	Aisle 5	Location 6
6	Aisle 18	Location 40
7	Aisle 17	Location 3
8	Aisle 15	Location 39
9	Aisle 15	Location 21
10	Aisle 8	Location 33
11	Aisle 16	Location 25
12	Aisle 12	Location 22
13	Aisle 13	Location 9
14	Aisle 17	Location 40
15	Aisle 16	Location 11
16	Aisle 14	Location 36
17	Aisle 15	Location 8
18	Aisle 13	Location 33
19	Aisle 17	Location 1
20	Aisle 10	Location 9
21	Aisle 9	Location 42
22	Aisle 6	Location 27
23	Aisle 11	Location 13
