Order 0	number of articles 8
11	Aisle 3	Location 8
12	Aisle 11	Location 37
13	Aisle 9	Location 9
14	Aisle 5	Location 40
15	Aisle 3	Location 38
16	Aisle 15	Location 21
17	Aisle 18	Location 36
18	Aisle 18	Location 33
19	Aisle 8	Location 34
20	Aisle 0	Location 26
21	Aisle 10	Location 20
22	Aisle 17	Location 29
23	Aisle 13	Location 33
Order 8	number of articles 17
0	Aisle 8	Location 15
1	Aisle 17	Location 26
2	Aisle 8	Location 2
3	Aisle 16	Location 44
4	Aisle 5	Location 2
5	Aisle 11	Location 18
6	Aisle 11	Location 37
7	Aisle 18	Location 28
8	Aisle 12	Location 26
9	Aisle 14	Location 9
10	Aisle 17	Location 19
11	Aisle 10	Location 32
12	Aisle 6	Location 43
13	Aisle 19	Location 24
14	Aisle 19	Location 22
15	Aisle 3	Location 41
16	Aisle 18	Location 29
Order 9	number of articles 20
0	Aisle 11	Location 13
1	Aisle 12	Location 4
2	Aisle 15	Location 27
3	Aisle 11	Location 8
4	Aisle 6	Location 14
5	Aisle 19	Location 35
6	Aisle 10	Location 6
7	Aisle 1	Location 26
8	Aisle 14	Location 24
9	Aisle 7	Location 37
10	Aisle 9	Location 0
11	Aisle 7	Location 43
12	Aisle 10	Location 2
13	Aisle 2	Location 39
14	Aisle 10	Location 24
15	Aisle 15	Location 29
16	Aisle 18	Location 32
17	Aisle 18	Location 33
18	Aisle 5	Location 5
19	Aisle 17	Location 1
Order 10	number of articles 12
0	Aisle 4	Location 5
1	Aisle 10	Location 11
2	Aisle 14	Location 43
3	Aisle 0	Location 34
4	Aisle 14	Location 7
5	Aisle 0	Location 4
6	Aisle 0	Location 10
7	Aisle 8	Location 9
8	Aisle 1	Location 32
9	Aisle 9	Location 14
10	Aisle 6	Location 35
11	Aisle 14	Location 42
Order 11	number of articles 20
0	Aisle 3	Location 19
1	Aisle 19	Location 37
2	Aisle 14	Location 32
3	Aisle 12	Location 43
4	Aisle 6	Location 3
5	Aisle 12	Location 41
6	Aisle 3	Location 29
7	Aisle 1	Location 19
8	Aisle 8	Location 15
9	Aisle 17	Location 35
10	Aisle 3	Location 4
11	Aisle 19	Location 2
12	Aisle 5	Location 13
13	Aisle 8	Location 0
14	Aisle 5	Location 19
15	Aisle 0	Location 35
16	Aisle 10	Location 25
17	Aisle 14	Location 7
18	Aisle 18	Location 7
19	Aisle 6	Location 14
Order 12	number of articles 16
0	Aisle 13	Location 26
1	Aisle 4	Location 42
2	Aisle 19	Location 3
3	Aisle 5	Location 17
4	Aisle 3	Location 16
5	Aisle 1	Location 20
6	Aisle 1	Location 17
7	Aisle 8	Location 14
8	Aisle 1	Location 23
9	Aisle 13	Location 14
10	Aisle 16	Location 24
11	Aisle 4	Location 36
12	Aisle 3	Location 2
13	Aisle 12	Location 7
14	Aisle 13	Location 22
15	Aisle 6	Location 1
Order 13	number of articles 9
0	Aisle 15	Location 3
1	Aisle 13	Location 13
2	Aisle 9	Location 21
3	Aisle 9	Location 14
4	Aisle 6	Location 20
5	Aisle 11	Location 40
6	Aisle 19	Location 3
7	Aisle 10	Location 17
8	Aisle 3	Location 37
Order 14	number of articles 15
0	Aisle 1	Location 17
1	Aisle 1	Location 8
2	Aisle 16	Location 12
3	Aisle 2	Location 27
4	Aisle 9	Location 25
5	Aisle 5	Location 3
6	Aisle 19	Location 5
7	Aisle 4	Location 28
8	Aisle 4	Location 17
9	Aisle 9	Location 16
10	Aisle 5	Location 28
11	Aisle 3	Location 33
12	Aisle 16	Location 19
13	Aisle 16	Location 9
14	Aisle 4	Location 15
Order 15	number of articles 11
0	Aisle 17	Location 29
1	Aisle 15	Location 13
2	Aisle 5	Location 17
3	Aisle 7	Location 22
4	Aisle 1	Location 14
5	Aisle 11	Location 22
6	Aisle 7	Location 42
7	Aisle 12	Location 20
8	Aisle 2	Location 25
9	Aisle 7	Location 16
10	Aisle 17	Location 20
Order 16	number of articles 14
0	Aisle 3	Location 13
1	Aisle 16	Location 10
2	Aisle 3	Location 26
3	Aisle 2	Location 9
4	Aisle 11	Location 14
5	Aisle 9	Location 11
6	Aisle 11	Location 44
7	Aisle 2	Location 16
8	Aisle 5	Location 38
9	Aisle 4	Location 1
10	Aisle 12	Location 12
11	Aisle 2	Location 14
12	Aisle 3	Location 29
13	Aisle 16	Location 3
Order 17	number of articles 12
0	Aisle 15	Location 18
1	Aisle 1	Location 6
2	Aisle 3	Location 9
3	Aisle 4	Location 26
4	Aisle 1	Location 30
5	Aisle 0	Location 26
6	Aisle 14	Location 21
7	Aisle 7	Location 14
8	Aisle 10	Location 17
9	Aisle 19	Location 19
10	Aisle 0	Location 19
11	Aisle 2	Location 13
Order 18	number of articles 20
0	Aisle 3	Location 27
1	Aisle 0	Location 25
2	Aisle 1	Location 13
3	Aisle 11	Location 33
4	Aisle 4	Location 4
5	Aisle 4	Location 39
6	Aisle 1	Location 26
7	Aisle 11	Location 35
8	Aisle 9	Location 10
9	Aisle 12	Location 35
10	Aisle 11	Location 26
11	Aisle 9	Location 14
12	Aisle 2	Location 29
13	Aisle 7	Location 26
14	Aisle 12	Location 0
15	Aisle 7	Location 2
16	Aisle 7	Location 6
17	Aisle 11	Location 9
18	Aisle 15	Location 0
19	Aisle 12	Location 3
Order 19	number of articles 24
0	Aisle 11	Location 15
1	Aisle 11	Location 22
2	Aisle 2	Location 31
3	Aisle 19	Location 9
4	Aisle 7	Location 23
5	Aisle 19	Location 10
6	Aisle 5	Location 29
7	Aisle 19	Location 14
8	Aisle 8	Location 31
9	Aisle 17	Location 9
10	Aisle 7	Location 22
11	Aisle 10	Location 14
12	Aisle 4	Location 17
13	Aisle 4	Location 32
14	Aisle 14	Location 26
15	Aisle 15	Location 44
16	Aisle 6	Location 8
17	Aisle 17	Location 32
18	Aisle 5	Location 11
19	Aisle 18	Location 16
20	Aisle 14	Location 5
21	Aisle 15	Location 0
22	Aisle 4	Location 36
23	Aisle 5	Location 8
Order 20	number of articles 14
0	Aisle 2	Location 29
1	Aisle 2	Location 3
2	Aisle 17	Location 40
3	Aisle 16	Location 3
4	Aisle 9	Location 7
5	Aisle 2	Location 2
6	Aisle 2	Location 7
7	Aisle 14	Location 27
8	Aisle 14	Location 20
9	Aisle 10	Location 34
10	Aisle 15	Location 20
11	Aisle 17	Location 27
12	Aisle 5	Location 10
13	Aisle 2	Location 23
Order 21	number of articles 23
0	Aisle 19	Location 6
1	Aisle 9	Location 40
2	Aisle 1	Location 37
3	Aisle 7	Location 29
4	Aisle 18	Location 16
5	Aisle 19	Location 24
6	Aisle 2	Location 41
7	Aisle 10	Location 16
8	Aisle 12	Location 2
9	Aisle 8	Location 6
10	Aisle 10	Location 7
11	Aisle 12	Location 21
12	Aisle 7	Location 15
13	Aisle 0	Location 37
14	Aisle 16	Location 8
15	Aisle 7	Location 34
16	Aisle 18	Location 44
17	Aisle 14	Location 4
18	Aisle 14	Location 42
19	Aisle 9	Location 16
20	Aisle 0	Location 36
21	Aisle 4	Location 7
22	Aisle 8	Location 29
Order 22	number of articles 8
0	Aisle 10	Location 9
1	Aisle 9	Location 40
2	Aisle 8	Location 43
3	Aisle 12	Location 5
4	Aisle 13	Location 25
5	Aisle 8	Location 19
6	Aisle 12	Location 14
7	Aisle 2	Location 28
Order 23	number of articles 17
0	Aisle 4	Location 10
1	Aisle 7	Location 25
2	Aisle 7	Location 20
3	Aisle 17	Location 28
4	Aisle 12	Location 15
5	Aisle 10	Location 1
6	Aisle 7	Location 41
7	Aisle 12	Location 39
8	Aisle 12	Location 0
9	Aisle 17	Location 32
10	Aisle 3	Location 26
11	Aisle 4	Location 11
12	Aisle 8	Location 40
13	Aisle 17	Location 41
14	Aisle 2	Location 42
15	Aisle 8	Location 28
16	Aisle 3	Location 41
Order 24	number of articles 24
0	Aisle 18	Location 29
1	Aisle 12	Location 43
2	Aisle 5	Location 40
3	Aisle 14	Location 30
4	Aisle 11	Location 35
5	Aisle 6	Location 37
6	Aisle 13	Location 38
7	Aisle 2	Location 29
8	Aisle 14	Location 2
9	Aisle 19	Location 10
10	Aisle 6	Location 23
11	Aisle 17	Location 28
12	Aisle 17	Location 18
13	Aisle 2	Location 33
14	Aisle 8	Location 3
15	Aisle 1	Location 27
16	Aisle 14	Location 16
17	Aisle 0	Location 10
18	Aisle 0	Location 39
19	Aisle 15	Location 28
20	Aisle 6	Location 22
21	Aisle 6	Location 8
22	Aisle 19	Location 28
23	Aisle 15	Location 7
Order 25	number of articles 21
0	Aisle 6	Location 4
1	Aisle 11	Location 42
2	Aisle 0	Location 22
3	Aisle 17	Location 12
4	Aisle 14	Location 30
5	Aisle 7	Location 19
6	Aisle 15	Location 41
7	Aisle 15	Location 31
8	Aisle 18	Location 38
9	Aisle 9	Location 31
10	Aisle 16	Location 14
11	Aisle 9	Location 8
12	Aisle 17	Location 24
13	Aisle 0	Location 12
14	Aisle 19	Location 2
15	Aisle 15	Location 0
16	Aisle 19	Location 41
17	Aisle 2	Location 42
18	Aisle 7	Location 44
19	Aisle 8	Location 40
20	Aisle 16	Location 15
Order 26	number of articles 16
0	Aisle 3	Location 32
1	Aisle 10	Location 28
2	Aisle 19	Location 5
3	Aisle 6	Location 30
4	Aisle 9	Location 42
5	Aisle 8	Location 10
6	Aisle 4	Location 2
7	Aisle 2	Location 18
8	Aisle 18	Location 9
9	Aisle 19	Location 36
10	Aisle 11	Location 2
11	Aisle 11	Location 27
12	Aisle 10	Location 17
13	Aisle 18	Location 20
14	Aisle 16	Location 29
15	Aisle 5	Location 21
Order 27	number of articles 21
0	Aisle 16	Location 37
1	Aisle 16	Location 1
2	Aisle 4	Location 9
3	Aisle 10	Location 38
4	Aisle 3	Location 6
5	Aisle 9	Location 29
6	Aisle 1	Location 3
7	Aisle 12	Location 37
8	Aisle 10	Location 5
9	Aisle 0	Location 17
10	Aisle 0	Location 35
11	Aisle 6	Location 23
12	Aisle 16	Location 6
13	Aisle 2	Location 38
14	Aisle 6	Location 9
15	Aisle 15	Location 21
16	Aisle 1	Location 21
17	Aisle 8	Location 17
18	Aisle 13	Location 5
19	Aisle 3	Location 3
20	Aisle 2	Location 7
Order 28	number of articles 7
0	Aisle 1	Location 37
1	Aisle 13	Location 12
2	Aisle 12	Location 9
3	Aisle 2	Location 8
4	Aisle 9	Location 7
5	Aisle 7	Location 38
6	Aisle 5	Location 25
Order 29	number of articles 17
0	Aisle 8	Location 13
1	Aisle 7	Location 33
2	Aisle 2	Location 37
3	Aisle 6	Location 35
4	Aisle 12	Location 44
5	Aisle 6	Location 38
6	Aisle 8	Location 5
7	Aisle 17	Location 39
8	Aisle 6	Location 42
9	Aisle 6	Location 18
10	Aisle 8	Location 26
11	Aisle 6	Location 3
12	Aisle 13	Location 16
13	Aisle 1	Location 3
14	Aisle 15	Location 33
15	Aisle 2	Location 8
16	Aisle 3	Location 26
Order 30	number of articles 17
0	Aisle 5	Location 3
1	Aisle 3	Location 34
2	Aisle 2	Location 34
3	Aisle 1	Location 38
4	Aisle 8	Location 28
5	Aisle 3	Location 26
6	Aisle 3	Location 10
7	Aisle 12	Location 25
8	Aisle 9	Location 42
9	Aisle 17	Location 0
10	Aisle 12	Location 37
11	Aisle 11	Location 32
12	Aisle 2	Location 6
13	Aisle 15	Location 44
14	Aisle 10	Location 20
15	Aisle 10	Location 27
16	Aisle 4	Location 6
Order 31	number of articles 13
0	Aisle 7	Location 38
1	Aisle 9	Location 11
2	Aisle 9	Location 21
3	Aisle 18	Location 26
4	Aisle 16	Location 14
5	Aisle 8	Location 18
6	Aisle 8	Location 2
7	Aisle 4	Location 36
8	Aisle 16	Location 24
9	Aisle 1	Location 21
10	Aisle 11	Location 27
11	Aisle 17	Location 1
12	Aisle 1	Location 6
Order 32	number of articles 10
0	Aisle 18	Location 4
1	Aisle 1	Location 37
2	Aisle 7	Location 8
3	Aisle 13	Location 30
4	Aisle 18	Location 19
5	Aisle 18	Location 40
6	Aisle 15	Location 11
7	Aisle 5	Location 10
8	Aisle 1	Location 6
9	Aisle 18	Location 5
Order 33	number of articles 20
0	Aisle 1	Location 23
1	Aisle 18	Location 40
2	Aisle 15	Location 28
3	Aisle 4	Location 36
4	Aisle 8	Location 21
5	Aisle 5	Location 17
6	Aisle 9	Location 5
7	Aisle 4	Location 28
8	Aisle 6	Location 6
9	Aisle 5	Location 0
10	Aisle 7	Location 44
11	Aisle 12	Location 20
12	Aisle 12	Location 14
13	Aisle 15	Location 23
14	Aisle 6	Location 23
15	Aisle 11	Location 40
16	Aisle 12	Location 1
17	Aisle 10	Location 24
18	Aisle 6	Location 43
19	Aisle 16	Location 18
Order 34	number of articles 17
0	Aisle 13	Location 18
1	Aisle 3	Location 11
2	Aisle 4	Location 35
3	Aisle 17	Location 29
4	Aisle 13	Location 19
5	Aisle 1	Location 19
6	Aisle 1	Location 37
7	Aisle 7	Location 5
8	Aisle 6	Location 43
9	Aisle 6	Location 42
10	Aisle 5	Location 41
11	Aisle 16	Location 33
12	Aisle 16	Location 32
13	Aisle 18	Location 42
14	Aisle 5	Location 23
15	Aisle 12	Location 4
16	Aisle 7	Location 23
Order 35	number of articles 15
0	Aisle 19	Location 9
1	Aisle 19	Location 13
2	Aisle 13	Location 19
3	Aisle 16	Location 42
4	Aisle 1	Location 16
5	Aisle 9	Location 25
6	Aisle 16	Location 32
7	Aisle 10	Location 5
8	Aisle 1	Location 38
9	Aisle 1	Location 18
10	Aisle 17	Location 29
11	Aisle 8	Location 41
12	Aisle 3	Location 1
13	Aisle 13	Location 36
14	Aisle 9	Location 41
Order 36	number of articles 7
0	Aisle 19	Location 18
1	Aisle 15	Location 7
2	Aisle 3	Location 6
3	Aisle 18	Location 37
4	Aisle 13	Location 37
5	Aisle 16	Location 14
6	Aisle 3	Location 29
Order 37	number of articles 7
0	Aisle 1	Location 12
1	Aisle 0	Location 11
2	Aisle 17	Location 31
3	Aisle 13	Location 2
4	Aisle 5	Location 31
5	Aisle 7	Location 22
6	Aisle 9	Location 2
Order 38	number of articles 23
0	Aisle 8	Location 28
1	Aisle 18	Location 1
2	Aisle 2	Location 31
3	Aisle 0	Location 34
4	Aisle 7	Location 23
5	Aisle 11	Location 3
6	Aisle 6	Location 2
7	Aisle 13	Location 43
8	Aisle 8	Location 37
9	Aisle 15	Location 24
10	Aisle 3	Location 34
11	Aisle 1	Location 30
12	Aisle 18	Location 3
13	Aisle 7	Location 12
14	Aisle 0	Location 41
15	Aisle 4	Location 35
16	Aisle 9	Location 0
17	Aisle 12	Location 44
18	Aisle 18	Location 20
19	Aisle 13	Location 42
20	Aisle 1	Location 35
21	Aisle 18	Location 8
22	Aisle 19	Location 39
Order 39	number of articles 10
0	Aisle 2	Location 14
1	Aisle 18	Location 42
2	Aisle 19	Location 36
3	Aisle 5	Location 34
4	Aisle 7	Location 11
5	Aisle 0	Location 11
6	Aisle 1	Location 6
7	Aisle 4	Location 34
8	Aisle 12	Location 13
9	Aisle 6	Location 8
