Order 0	number of articles 16
1	Aisle 4	Location 21
2	Aisle 14	Location 28
3	Aisle 12	Location 6
4	Aisle 15	Location 1
5	Aisle 5	Location 28
6	Aisle 4	Location 43
Order 5	number of articles 17
0	Aisle 0	Location 2
1	Aisle 15	Location 24
2	Aisle 3	Location 8
3	Aisle 7	Location 36
4	Aisle 15	Location 32
5	Aisle 16	Location 20
6	Aisle 7	Location 11
7	Aisle 3	Location 6
8	Aisle 8	Location 25
9	Aisle 17	Location 19
10	Aisle 15	Location 36
11	Aisle 3	Location 7
12	Aisle 19	Location 16
13	Aisle 11	Location 15
14	Aisle 12	Location 25
15	Aisle 14	Location 26
16	Aisle 10	Location 14
Order 6	number of articles 18
0	Aisle 15	Location 41
1	Aisle 12	Location 15
2	Aisle 19	Location 5
3	Aisle 12	Location 30
4	Aisle 6	Location 41
5	Aisle 16	Location 28
6	Aisle 0	Location 36
7	Aisle 8	Location 24
8	Aisle 13	Location 42
9	Aisle 8	Location 42
10	Aisle 0	Location 21
11	Aisle 14	Location 39
12	Aisle 1	Location 4
13	Aisle 8	Location 15
14	Aisle 19	Location 27
15	Aisle 0	Location 25
16	Aisle 6	Location 29
17	Aisle 19	Location 38
Order 7	number of articles 22
0	Aisle 19	Location 41
1	Aisle 9	Location 32
2	Aisle 2	Location 8
3	Aisle 14	Location 14
4	Aisle 17	Location 22
5	Aisle 13	Location 35
6	Aisle 13	Location 4
7	Aisle 2	Location 7
8	Aisle 8	Location 30
9	Aisle 0	Location 37
10	Aisle 4	Location 19
11	Aisle 8	Location 25
12	Aisle 18	Location 2
13	Aisle 14	Location 0
14	Aisle 9	Location 35
15	Aisle 5	Location 34
16	Aisle 13	Location 31
17	Aisle 9	Location 21
18	Aisle 3	Location 1
19	Aisle 0	Location 3
20	Aisle 0	Location 12
21	Aisle 14	Location 17
Order 8	number of articles 12
0	Aisle 2	Location 9
1	Aisle 15	Location 5
2	Aisle 19	Location 34
3	Aisle 9	Location 0
4	Aisle 18	Location 11
5	Aisle 17	Location 23
6	Aisle 5	Location 20
7	Aisle 18	Location 44
8	Aisle 16	Location 21
9	Aisle 13	Location 34
10	Aisle 0	Location 40
11	Aisle 15	Location 23
Order 9	number of articles 17
0	Aisle 0	Location 15
1	Aisle 14	Location 24
2	Aisle 5	Location 23
3	Aisle 12	Location 37
4	Aisle 3	Location 22
5	Aisle 6	Location 31
6	Aisle 14	Location 10
7	Aisle 7	Location 42
8	Aisle 2	Location 21
9	Aisle 1	Location 28
10	Aisle 15	Location 20
11	Aisle 8	Location 42
12	Aisle 8	Location 35
13	Aisle 7	Location 12
14	Aisle 18	Location 15
15	Aisle 7	Location 5
16	Aisle 14	Location 5
Order 10	number of articles 5
0	Aisle 8	Location 37
1	Aisle 0	Location 37
2	Aisle 16	Location 2
3	Aisle 5	Location 7
4	Aisle 15	Location 33
Order 11	number of articles 19
0	Aisle 12	Location 31
1	Aisle 2	Location 15
2	Aisle 1	Location 23
3	Aisle 3	Location 11
4	Aisle 18	Location 42
5	Aisle 0	Location 4
6	Aisle 19	Location 14
7	Aisle 9	Location 34
8	Aisle 0	Location 34
9	Aisle 8	Location 23
10	Aisle 8	Location 25
11	Aisle 6	Location 44
12	Aisle 19	Location 22
13	Aisle 18	Location 25
14	Aisle 14	Location 25
15	Aisle 6	Location 38
16	Aisle 11	Location 3
17	Aisle 13	Location 42
18	Aisle 16	Location 42
Order 12	number of articles 12
0	Aisle 2	Location 29
1	Aisle 8	Location 40
2	Aisle 3	Location 43
3	Aisle 3	Location 4
4	Aisle 1	Location 27
5	Aisle 8	Location 25
6	Aisle 17	Location 9
7	Aisle 8	Location 22
8	Aisle 11	Location 26
9	Aisle 7	Location 40
10	Aisle 2	Location 8
11	Aisle 10	Location 42
Order 13	number of articles 15
0	Aisle 14	Location 17
1	Aisle 5	Location 1
2	Aisle 13	Location 11
3	Aisle 11	Location 26
4	Aisle 10	Location 32
5	Aisle 16	Location 12
6	Aisle 6	Location 14
7	Aisle 19	Location 10
8	Aisle 13	Location 23
9	Aisle 12	Location 16
10	Aisle 15	Location 44
11	Aisle 1	Location 12
12	Aisle 11	Location 42
13	Aisle 13	Location 9
14	Aisle 15	Location 35
Order 14	number of articles 12
0	Aisle 19	Location 36
1	Aisle 5	Location 38
2	Aisle 12	Location 10
3	Aisle 9	Location 19
4	Aisle 8	Location 6
5	Aisle 19	Location 38
6	Aisle 14	Location 14
7	Aisle 11	Location 26
8	Aisle 5	Location 32
9	Aisle 15	Location 24
10	Aisle 15	Location 15
11	Aisle 3	Location 3
Order 15	number of articles 6
0	Aisle 2	Location 3
1	Aisle 15	Location 2
2	Aisle 12	Location 20
3	Aisle 11	Location 35
4	Aisle 7	Location 17
5	Aisle 18	Location 12
Order 16	number of articles 7
0	Aisle 19	Location 9
1	Aisle 6	Location 21
2	Aisle 5	Location 12
3	Aisle 10	Location 15
4	Aisle 3	Location 4
5	Aisle 16	Location 21
6	Aisle 17	Location 12
Order 17	number of articles 10
0	Aisle 14	Location 35
1	Aisle 2	Location 21
2	Aisle 17	Location 27
3	Aisle 11	Location 34
4	Aisle 1	Location 15
5	Aisle 9	Location 23
6	Aisle 12	Location 18
7	Aisle 13	Location 19
8	Aisle 6	Location 15
9	Aisle 11	Location 12
Order 18	number of articles 13
0	Aisle 15	Location 27
1	Aisle 13	Location 34
2	Aisle 18	Location 10
3	Aisle 5	Location 8
4	Aisle 3	Location 9
5	Aisle 15	Location 21
6	Aisle 2	Location 36
7	Aisle 6	Location 2
8	Aisle 1	Location 9
9	Aisle 0	Location 5
10	Aisle 1	Location 16
11	Aisle 19	Location 29
12	Aisle 18	Location 14
Order 19	number of articles 15
0	Aisle 10	Location 25
1	Aisle 10	Location 1
2	Aisle 1	Location 35
3	Aisle 17	Location 23
4	Aisle 10	Location 17
5	Aisle 16	Location 25
6	Aisle 8	Location 6
7	Aisle 11	Location 40
8	Aisle 9	Location 32
9	Aisle 4	Location 21
10	Aisle 9	Location 14
11	Aisle 13	Location 12
12	Aisle 4	Location 20
13	Aisle 6	Location 42
14	Aisle 3	Location 24
Order 20	number of articles 14
0	Aisle 14	Location 35
1	Aisle 11	Location 34
2	Aisle 15	Location 6
3	Aisle 19	Location 22
4	Aisle 14	Location 25
5	Aisle 11	Location 40
6	Aisle 18	Location 22
7	Aisle 13	Location 36
8	Aisle 11	Location 31
9	Aisle 5	Location 25
10	Aisle 0	Location 3
11	Aisle 8	Location 37
12	Aisle 3	Location 11
13	Aisle 2	Location 9
Order 21	number of articles 12
0	Aisle 19	Location 32
1	Aisle 13	Location 4
2	Aisle 4	Location 34
3	Aisle 8	Location 1
4	Aisle 0	Location 39
5	Aisle 0	Location 23
6	Aisle 5	Location 28
7	Aisle 9	Location 5
8	Aisle 4	Location 35
9	Aisle 12	Location 11
10	Aisle 14	Location 30
11	Aisle 19	Location 10
Order 22	number of articles 8
0	Aisle 2	Location 40
1	Aisle 8	Location 37
2	Aisle 4	Location 37
3	Aisle 12	Location 8
4	Aisle 0	Location 6
5	Aisle 10	Location 14
6	Aisle 14	Location 42
7	Aisle 17	Location 25
Order 23	number of articles 12
0	Aisle 14	Location 6
1	Aisle 11	Location 20
2	Aisle 18	Location 30
3	Aisle 0	Location 43
4	Aisle 15	Location 22
5	Aisle 11	Location 34
6	Aisle 13	Location 16
7	Aisle 17	Location 1
8	Aisle 14	Location 35
9	Aisle 13	Location 44
10	Aisle 2	Location 39
11	Aisle 5	Location 18
Order 24	number of articles 19
0	Aisle 9	Location 5
1	Aisle 15	Location 41
2	Aisle 11	Location 12
3	Aisle 17	Location 32
4	Aisle 4	Location 8
5	Aisle 14	Location 36
6	Aisle 0	Location 36
7	Aisle 16	Location 6
8	Aisle 8	Location 13
9	Aisle 2	Location 36
10	Aisle 3	Location 33
11	Aisle 1	Location 35
12	Aisle 14	Location 39
13	Aisle 7	Location 43
14	Aisle 10	Location 35
15	Aisle 19	Location 4
16	Aisle 11	Location 17
17	Aisle 10	Location 31
18	Aisle 5	Location 36
Order 25	number of articles 21
0	Aisle 15	Location 44
1	Aisle 6	Location 1
2	Aisle 18	Location 3
3	Aisle 8	Location 43
4	Aisle 14	Location 28
5	Aisle 8	Location 42
6	Aisle 19	Location 4
7	Aisle 9	Location 4
8	Aisle 11	Location 39
9	Aisle 18	Location 23
10	Aisle 18	Location 24
11	Aisle 3	Location 30
12	Aisle 19	Location 41
13	Aisle 6	Location 16
14	Aisle 12	Location 16
15	Aisle 6	Location 33
16	Aisle 2	Location 43
17	Aisle 7	Location 1
18	Aisle 2	Location 18
19	Aisle 9	Location 7
20	Aisle 6	Location 12
Order 26	number of articles 5
0	Aisle 13	Location 3
1	Aisle 4	Location 20
2	Aisle 13	Location 1
3	Aisle 8	Location 39
4	Aisle 14	Location 13
Order 27	number of articles 22
0	Aisle 8	Location 17
1	Aisle 0	Location 25
2	Aisle 14	Location 36
3	Aisle 10	Location 3
4	Aisle 2	Location 30
5	Aisle 9	Location 10
6	Aisle 11	Location 22
7	Aisle 7	Location 12
8	Aisle 7	Location 33
9	Aisle 4	Location 16
10	Aisle 8	Location 10
11	Aisle 17	Location 15
12	Aisle 8	Location 6
13	Aisle 10	Location 29
14	Aisle 12	Location 39
15	Aisle 13	Location 12
16	Aisle 10	Location 20
17	Aisle 0	Location 3
18	Aisle 0	Location 32
19	Aisle 8	Location 14
20	Aisle 5	Location 9
21	Aisle 9	Location 40
Order 28	number of articles 7
0	Aisle 9	Location 15
1	Aisle 0	Location 15
2	Aisle 15	Location 6
3	Aisle 7	Location 24
4	Aisle 5	Location 4
5	Aisle 9	Location 6
6	Aisle 19	Location 16
Order 29	number of articles 14
0	Aisle 0	Location 10
1	Aisle 10	Location 10
2	Aisle 11	Location 33
3	Aisle 18	Location 38
4	Aisle 8	Location 26
5	Aisle 19	Location 8
6	Aisle 18	Location 18
7	Aisle 14	Location 31
8	Aisle 6	Location 44
9	Aisle 1	Location 39
10	Aisle 15	Location 13
11	Aisle 17	Location 7
12	Aisle 17	Location 32
13	Aisle 14	Location 6
Order 30	number of articles 11
0	Aisle 18	Location 4
1	Aisle 3	Location 38
2	Aisle 6	Location 28
3	Aisle 14	Location 35
4	Aisle 13	Location 20
5	Aisle 14	Location 21
6	Aisle 17	Location 18
7	Aisle 18	Location 38
8	Aisle 1	Location 24
9	Aisle 6	Location 26
10	Aisle 14	Location 17
Order 31	number of articles 13
0	Aisle 7	Location 0
1	Aisle 3	Location 42
2	Aisle 12	Location 24
3	Aisle 14	Location 32
4	Aisle 15	Location 5
5	Aisle 7	Location 18
6	Aisle 3	Location 2
7	Aisle 7	Location 43
8	Aisle 18	Location 39
9	Aisle 16	Location 0
10	Aisle 3	Location 29
11	Aisle 7	Location 8
12	Aisle 0	Location 26
Order 32	number of articles 14
0	Aisle 6	Location 21
1	Aisle 11	Location 21
2	Aisle 11	Location 27
3	Aisle 1	Location 17
4	Aisle 11	Location 22
5	Aisle 16	Location 23
6	Aisle 0	Location 28
7	Aisle 2	Location 14
8	Aisle 14	Location 22
9	Aisle 8	Location 8
10	Aisle 17	Location 35
11	Aisle 0	Location 4
12	Aisle 16	Location 41
13	Aisle 19	Location 23
Order 33	number of articles 10
0	Aisle 19	Location 29
1	Aisle 5	Location 33
2	Aisle 8	Location 24
3	Aisle 8	Location 0
4	Aisle 7	Location 35
5	Aisle 6	Location 16
6	Aisle 12	Location 32
7	Aisle 0	Location 19
8	Aisle 7	Location 14
9	Aisle 14	Location 24
Order 34	number of articles 16
0	Aisle 11	Location 22
1	Aisle 19	Location 9
2	Aisle 5	Location 34
3	Aisle 3	Location 21
4	Aisle 6	Location 20
5	Aisle 0	Location 19
6	Aisle 6	Location 12
7	Aisle 7	Location 30
8	Aisle 7	Location 2
9	Aisle 12	Location 15
10	Aisle 5	Location 28
11	Aisle 5	Location 31
12	Aisle 13	Location 44
13	Aisle 13	Location 8
14	Aisle 9	Location 36
15	Aisle 4	Location 1
Order 35	number of articles 20
0	Aisle 17	Location 31
1	Aisle 0	Location 33
2	Aisle 14	Location 15
3	Aisle 11	Location 18
4	Aisle 15	Location 27
5	Aisle 8	Location 38
6	Aisle 11	Location 3
7	Aisle 19	Location 12
8	Aisle 14	Location 32
9	Aisle 1	Location 10
10	Aisle 9	Location 19
11	Aisle 7	Location 9
12	Aisle 5	Location 8
13	Aisle 8	Location 40
14	Aisle 1	Location 39
15	Aisle 16	Location 36
16	Aisle 19	Location 4
17	Aisle 16	Location 0
18	Aisle 5	Location 37
19	Aisle 4	Location 18
Order 36	number of articles 12
0	Aisle 0	Location 9
1	Aisle 11	Location 43
2	Aisle 0	Location 27
3	Aisle 14	Location 2
4	Aisle 16	Location 37
5	Aisle 13	Location 11
6	Aisle 8	Location 36
7	Aisle 2	Location 38
8	Aisle 12	Location 2
9	Aisle 19	Location 27
10	Aisle 18	Location 1
11	Aisle 5	Location 32
Order 37	number of articles 20
0	Aisle 9	Location 16
1	Aisle 10	Location 37
2	Aisle 3	Location 36
3	Aisle 18	Location 14
4	Aisle 8	Location 9
5	Aisle 14	Location 24
6	Aisle 6	Location 34
7	Aisle 12	Location 16
8	Aisle 16	Location 27
9	Aisle 6	Location 30
10	Aisle 8	Location 28
11	Aisle 12	Location 41
12	Aisle 19	Location 20
13	Aisle 5	Location 38
14	Aisle 5	Location 29
15	Aisle 18	Location 27
16	Aisle 10	Location 16
17	Aisle 13	Location 41
18	Aisle 18	Location 7
19	Aisle 7	Location 43
Order 38	number of articles 23
0	Aisle 8	Location 16
1	Aisle 9	Location 0
2	Aisle 11	Location 26
3	Aisle 14	Location 13
4	Aisle 8	Location 33
5	Aisle 19	Location 39
6	Aisle 2	Location 43
7	Aisle 4	Location 44
8	Aisle 12	Location 16
9	Aisle 19	Location 18
10	Aisle 9	Location 9
11	Aisle 5	Location 25
12	Aisle 6	Location 18
13	Aisle 13	Location 11
14	Aisle 18	Location 36
15	Aisle 14	Location 29
16	Aisle 7	Location 26
17	Aisle 7	Location 30
18	Aisle 0	Location 38
19	Aisle 15	Location 20
20	Aisle 17	Location 27
21	Aisle 6	Location 24
22	Aisle 0	Location 10
Order 39	number of articles 21
0	Aisle 16	Location 5
1	Aisle 2	Location 6
2	Aisle 7	Location 13
3	Aisle 7	Location 20
4	Aisle 2	Location 14
5	Aisle 11	Location 39
6	Aisle 5	Location 28
7	Aisle 1	Location 13
8	Aisle 0	Location 20
9	Aisle 11	Location 27
10	Aisle 13	Location 8
11	Aisle 18	Location 29
12	Aisle 8	Location 6
13	Aisle 18	Location 22
14	Aisle 5	Location 16
15	Aisle 10	Location 43
16	Aisle 1	Location 6
17	Aisle 9	Location 32
18	Aisle 5	Location 19
19	Aisle 16	Location 1
20	Aisle 6	Location 38
