Order 0	number of articles 12
12	Aisle 11	Location 17
13	Aisle 10	Location 4
14	Aisle 19	Location 21
15	Aisle 15	Location 42
16	Aisle 7	Location 2
17	Aisle 18	Location 1
18	Aisle 6	Location 20
19	Aisle 5	Location 41
Order 14	number of articles 16
0	Aisle 10	Location 19
1	Aisle 3	Location 18
2	Aisle 12	Location 29
3	Aisle 12	Location 19
4	Aisle 12	Location 28
5	Aisle 15	Location 0
6	Aisle 0	Location 26
7	Aisle 7	Location 32
8	Aisle 12	Location 7
9	Aisle 18	Location 36
10	Aisle 2	Location 23
11	Aisle 1	Location 37
12	Aisle 4	Location 31
13	Aisle 2	Location 3
14	Aisle 13	Location 29
15	Aisle 7	Location 20
Order 15	number of articles 18
0	Aisle 10	Location 5
1	Aisle 14	Location 18
2	Aisle 0	Location 38
3	Aisle 14	Location 9
4	Aisle 8	Location 4
5	Aisle 4	Location 29
6	Aisle 10	Location 6
7	Aisle 10	Location 17
8	Aisle 3	Location 44
9	Aisle 4	Location 6
10	Aisle 9	Location 14
11	Aisle 8	Location 14
12	Aisle 18	Location 13
13	Aisle 9	Location 2
14	Aisle 11	Location 40
15	Aisle 19	Location 44
16	Aisle 10	Location 22
17	Aisle 2	Location 34
Order 16	number of articles 16
0	Aisle 6	Location 15
1	Aisle 6	Location 4
2	Aisle 14	Location 42
3	Aisle 11	Location 25
4	Aisle 11	Location 8
5	Aisle 0	Location 21
6	Aisle 0	Location 12
7	Aisle 16	Location 28
8	Aisle 6	Location 24
9	Aisle 18	Location 20
10	Aisle 8	Location 3
11	Aisle 19	Location 8
12	Aisle 12	Location 30
13	Aisle 6	Location 16
14	Aisle 5	Location 19
15	Aisle 3	Location 22
Order 17	number of articles 20
0	Aisle 13	Location 24
1	Aisle 8	Location 29
2	Aisle 19	Location 5
3	Aisle 18	Location 2
4	Aisle 9	Location 7
5	Aisle 13	Location 17
6	Aisle 6	Location 22
7	Aisle 10	Location 1
8	Aisle 6	Location 23
9	Aisle 6	Location 14
10	Aisle 5	Location 2
11	Aisle 0	Location 13
12	Aisle 6	Location 16
13	Aisle 1	Location 31
14	Aisle 16	Location 30
15	Aisle 3	Location 10
16	Aisle 10	Location 22
17	Aisle 5	Location 44
18	Aisle 8	Location 30
19	Aisle 7	Location 33
Order 18	number of articles 12
0	Aisle 2	Location 39
1	Aisle 11	Location 24
2	Aisle 13	Location 17
3	Aisle 15	Location 31
4	Aisle 9	Location 21
5	Aisle 4	Location 31
6	Aisle 11	Location 25
7	Aisle 17	Location 40
8	Aisle 0	Location 4
9	Aisle 10	Location 7
10	Aisle 6	Location 6
11	Aisle 15	Location 17
Order 19	number of articles 19
0	Aisle 9	Location 35
1	Aisle 14	Location 27
2	Aisle 17	Location 13
3	Aisle 4	Location 38
4	Aisle 14	Location 40
5	Aisle 7	Location 6
6	Aisle 19	Location 36
7	Aisle 0	Location 44
8	Aisle 8	Location 28
9	Aisle 19	Location 4
10	Aisle 18	Location 43
11	Aisle 8	Location 12
12	Aisle 17	Location 28
13	Aisle 19	Location 21
14	Aisle 12	Location 13
15	Aisle 1	Location 42
16	Aisle 1	Location 36
17	Aisle 11	Location 41
18	Aisle 16	Location 23
Order 20	number of articles 10
0	Aisle 7	Location 38
1	Aisle 2	Location 2
2	Aisle 8	Location 24
3	Aisle 13	Location 1
4	Aisle 18	Location 0
5	Aisle 15	Location 9
6	Aisle 15	Location 1
7	Aisle 0	Location 31
8	Aisle 0	Location 32
9	Aisle 15	Location 38
Order 21	number of articles 10
0	Aisle 15	Location 3
1	Aisle 16	Location 4
2	Aisle 19	Location 15
3	Aisle 12	Location 22
4	Aisle 17	Location 17
5	Aisle 15	Location 43
6	Aisle 0	Location 4
7	Aisle 1	Location 44
8	Aisle 8	Location 36
9	Aisle 1	Location 18
Order 22	number of articles 8
0	Aisle 8	Location 40
1	Aisle 19	Location 42
2	Aisle 17	Location 26
3	Aisle 7	Location 9
4	Aisle 13	Location 35
5	Aisle 7	Location 2
6	Aisle 14	Location 40
7	Aisle 13	Location 43
Order 23	number of articles 23
0	Aisle 15	Location 39
1	Aisle 7	Location 20
2	Aisle 16	Location 24
3	Aisle 0	Location 23
4	Aisle 14	Location 43
5	Aisle 6	Location 23
6	Aisle 0	Location 7
7	Aisle 16	Location 21
8	Aisle 16	Location 23
9	Aisle 8	Location 35
10	Aisle 19	Location 39
11	Aisle 4	Location 13
12	Aisle 10	Location 13
13	Aisle 19	Location 19
14	Aisle 10	Location 37
15	Aisle 14	Location 34
16	Aisle 2	Location 6
17	Aisle 10	Location 0
18	Aisle 17	Location 0
19	Aisle 11	Location 28
20	Aisle 9	Location 33
21	Aisle 1	Location 16
22	Aisle 7	Location 23
Order 24	number of articles 14
0	Aisle 7	Location 39
1	Aisle 10	Location 30
2	Aisle 18	Location 27
3	Aisle 19	Location 31
4	Aisle 3	Location 17
5	Aisle 9	Location 12
6	Aisle 2	Location 43
7	Aisle 16	Location 11
8	Aisle 9	Location 35
9	Aisle 13	Location 30
10	Aisle 2	Location 38
11	Aisle 9	Location 17
12	Aisle 2	Location 0
13	Aisle 11	Location 44
Order 25	number of articles 6
0	Aisle 12	Location 16
1	Aisle 9	Location 2
2	Aisle 7	Location 37
3	Aisle 9	Location 0
4	Aisle 17	Location 42
5	Aisle 11	Location 24
Order 26	number of articles 16
0	Aisle 16	Location 20
1	Aisle 16	Location 42
2	Aisle 1	Location 25
3	Aisle 10	Location 10
4	Aisle 18	Location 39
5	Aisle 12	Location 22
6	Aisle 7	Location 34
7	Aisle 16	Location 21
8	Aisle 8	Location 23
9	Aisle 12	Location 38
10	Aisle 15	Location 16
11	Aisle 13	Location 15
12	Aisle 5	Location 19
13	Aisle 8	Location 2
14	Aisle 5	Location 21
15	Aisle 9	Location 43
Order 27	number of articles 15
0	Aisle 11	Location 8
1	Aisle 14	Location 1
2	Aisle 2	Location 21
3	Aisle 7	Location 27
4	Aisle 2	Location 7
5	Aisle 17	Location 15
6	Aisle 8	Location 42
7	Aisle 17	Location 0
8	Aisle 10	Location 26
9	Aisle 2	Location 33
10	Aisle 11	Location 7
11	Aisle 1	Location 20
12	Aisle 1	Location 3
13	Aisle 6	Location 11
14	Aisle 2	Location 28
Order 28	number of articles 6
0	Aisle 15	Location 2
1	Aisle 17	Location 38
2	Aisle 8	Location 2
3	Aisle 7	Location 10
4	Aisle 6	Location 43
5	Aisle 18	Location 19
Order 29	number of articles 21
0	Aisle 6	Location 9
1	Aisle 19	Location 5
2	Aisle 4	Location 34
3	Aisle 16	Location 43
4	Aisle 15	Location 44
5	Aisle 15	Location 33
6	Aisle 3	Location 2
7	Aisle 14	Location 18
8	Aisle 9	Location 34
9	Aisle 14	Location 27
10	Aisle 13	Location 3
11	Aisle 11	Location 5
12	Aisle 15	Location 12
13	Aisle 11	Location 36
14	Aisle 17	Location 11
15	Aisle 5	Location 39
16	Aisle 10	Location 8
17	Aisle 15	Location 34
18	Aisle 16	Location 26
19	Aisle 11	Location 24
20	Aisle 13	Location 39
Order 30	number of articles 23
0	Aisle 11	Location 40
1	Aisle 17	Location 38
2	Aisle 17	Location 12
3	Aisle 10	Location 32
4	Aisle 7	Location 1
5	Aisle 13	Location 26
6	Aisle 8	Location 16
7	Aisle 4	Location 34
8	Aisle 13	Location 7
9	Aisle 2	Location 19
10	Aisle 3	Location 1
11	Aisle 13	Location 32
12	Aisle 11	Location 10
13	Aisle 17	Location 20
14	Aisle 4	Location 29
15	Aisle 3	Location 35
16	Aisle 7	Location 25
17	Aisle 9	Location 15
18	Aisle 18	Location 30
19	Aisle 4	Location 5
20	Aisle 16	Location 29
21	Aisle 15	Location 23
22	Aisle 8	Location 28
Order 31	number of articles 18
0	Aisle 11	Location 10
1	Aisle 15	Location 33
2	Aisle 9	Location 41
3	Aisle 17	Location 9
4	Aisle 19	Location 40
5	Aisle 16	Location 9
6	Aisle 0	Location 13
7	Aisle 11	Location 7
8	Aisle 11	Location 5
9	Aisle 12	Location 31
10	Aisle 7	Location 8
11	Aisle 0	Location 43
12	Aisle 13	Location 35
13	Aisle 18	Location 40
14	Aisle 10	Location 1
15	Aisle 6	Location 14
16	Aisle 5	Location 2
17	Aisle 0	Location 3
Order 32	number of articles 8
0	Aisle 1	Location 28
1	Aisle 17	Location 17
2	Aisle 18	Location 5
3	Aisle 9	Location 7
4	Aisle 9	Location 43
5	Aisle 5	Location 0
6	Aisle 3	Location 13
7	Aisle 3	Location 38
Order 33	number of articles 21
0	Aisle 15	Location 19
1	Aisle 12	Location 29
2	Aisle 18	Location 21
3	Aisle 4	Location 22
4	Aisle 17	Location 35
5	Aisle 13	Location 31
6	Aisle 4	Location 9
7	Aisle 14	Location 26
8	Aisle 17	Location 24
9	Aisle 9	Location 32
10	Aisle 12	Location 2
11	Aisle 0	Location 8
12	Aisle 17	Location 21
13	Aisle 11	Location 35
14	Aisle 4	Location 17
15	Aisle 13	Location 32
16	Aisle 19	Location 44
17	Aisle 11	Location 17
18	Aisle 2	Location 44
19	Aisle 15	Location 22
20	Aisle 18	Location 4
Order 34	number of articles 17
0	Aisle 13	Location 11
1	Aisle 6	Location 5
2	Aisle 7	Location 13
3	Aisle 6	Location 26
4	Aisle 18	Location 34
5	Aisle 6	Location 23
6	Aisle 17	Location 12
7	Aisle 3	Location 32
8	Aisle 15	Location 36
9	Aisle 1	Location 0
10	Aisle 17	Location 18
11	Aisle 17	Location 20
12	Aisle 7	Location 15
13	Aisle 15	Location 40
14	Aisle 15	Location 30
15	Aisle 12	Location 33
16	Aisle 12	Location 38
Order 35	number of articles 9
0	Aisle 8	Location 40
1	Aisle 2	Location 37
2	Aisle 15	Location 28
3	Aisle 12	Location 11
4	Aisle 5	Location 22
5	Aisle 0	Location 10
6	Aisle 14	Location 7
7	Aisle 9	Location 31
8	Aisle 9	Location 11
Order 36	number of articles 11
0	Aisle 4	Location 39
1	Aisle 1	Location 12
2	Aisle 18	Location 38
3	Aisle 5	Location 15
4	Aisle 12	Location 12
5	Aisle 12	Location 34
6	Aisle 14	Location 33
7	Aisle 19	Location 20
8	Aisle 0	Location 36
9	Aisle 16	Location 38
10	Aisle 13	Location 23
Order 37	number of articles 9
0	Aisle 12	Location 20
1	Aisle 0	Location 13
2	Aisle 9	Location 5
3	Aisle 10	Location 16
4	Aisle 11	Location 34
5	Aisle 2	Location 33
6	Aisle 2	Location 7
7	Aisle 7	Location 40
8	Aisle 3	Location 3
Order 38	number of articles 12
0	Aisle 5	Location 12
1	Aisle 6	Location 30
2	Aisle 15	Location 19
3	Aisle 18	Location 38
4	Aisle 18	Location 13
5	Aisle 9	Location 2
6	Aisle 15	Location 29
7	Aisle 12	Location 21
8	Aisle 6	Location 17
9	Aisle 3	Location 33
10	Aisle 8	Location 37
11	Aisle 13	Location 10
Order 39	number of articles 14
0	Aisle 18	Location 10
1	Aisle 9	Location 39
2	Aisle 8	Location 26
3	Aisle 5	Location 9
4	Aisle 18	Location 37
5	Aisle 11	Location 38
6	Aisle 9	Location 42
7	Aisle 8	Location 9
8	Aisle 3	Location 11
9	Aisle 5	Location 44
10	Aisle 19	Location 6
11	Aisle 1	Location 16
12	Aisle 4	Location 25
13	Aisle 9	Location 30
