Order 0	number of articles 19
Order 4	number of articles 24
0	Aisle 5	Location 16
1	Aisle 3	Location 35
2	Aisle 15	Location 14
3	Aisle 17	Location 22
4	Aisle 8	Location 34
5	Aisle 4	Location 12
6	Aisle 17	Location 41
7	Aisle 2	Location 37
8	Aisle 6	Location 18
9	Aisle 12	Location 19
10	Aisle 19	Location 4
11	Aisle 5	Location 20
12	Aisle 18	Location 33
13	Aisle 17	Location 11
14	Aisle 1	Location 29
15	Aisle 13	Location 2
16	Aisle 0	Location 44
17	Aisle 1	Location 13
18	Aisle 1	Location 1
19	Aisle 16	Location 26
20	Aisle 7	Location 41
21	Aisle 18	Location 37
22	Aisle 19	Location 10
23	Aisle 12	Location 0
Order 5	number of articles 14
0	Aisle 19	Location 22
1	Aisle 6	Location 20
2	Aisle 9	Location 16
3	Aisle 2	Location 7
4	Aisle 6	Location 33
5	Aisle 18	Location 11
6	Aisle 0	Location 44
7	Aisle 15	Location 3
8	Aisle 3	Location 19
9	Aisle 7	Location 15
10	Aisle 11	Location 6
11	Aisle 9	Location 4
12	Aisle 4	Location 5
13	Aisle 7	Location 20
Order 6	number of articles 14
0	Aisle 4	Location 25
1	Aisle 16	Location 11
2	Aisle 12	Location 14
3	Aisle 18	Location 30
4	Aisle 2	Location 40
5	Aisle 1	Location 22
6	Aisle 12	Location 0
7	Aisle 8	Location 26
8	Aisle 6	Location 42
9	Aisle 10	Location 15
10	Aisle 10	Location 3
11	Aisle 14	Location 19
12	Aisle 9	Location 14
13	Aisle 7	Location 21
Order 7	number of articles 18
0	Aisle 3	Location 33
1	Aisle 17	Location 22
2	Aisle 3	Location 42
3	Aisle 10	Location 9
4	Aisle 13	Location 14
5	Aisle 0	Location 18
6	Aisle 16	Location 34
7	Aisle 1	Location 37
8	Aisle 6	Location 29
9	Aisle 4	Location 12
10	Aisle 4	Location 35
11	Aisle 4	Location 18
12	Aisle 10	Location 22
13	Aisle 14	Location 9
14	Aisle 13	Location 42
15	Aisle 0	Location 25
16	Aisle 13	Location 9
17	Aisle 15	Location 36
Order 8	number of articles 7
0	Aisle 5	Location 1
1	Aisle 9	Location 33
2	Aisle 15	Location 39
3	Aisle 6	Location 41
4	Aisle 18	Location 20
5	Aisle 1	Location 28
6	Aisle 13	Location 2
Order 9	number of articles 7
0	Aisle 16	Location 24
1	Aisle 17	Location 15
2	Aisle 8	Location 12
3	Aisle 6	Location 19
4	Aisle 12	Location 44
5	Aisle 7	Location 27
6	Aisle 10	Location 25
Order 10	number of articles 12
0	Aisle 3	Location 3
1	Aisle 11	Location 19
2	Aisle 5	Location 22
3	Aisle 0	Location 6
4	Aisle 12	Location 14
5	Aisle 13	Location 43
6	Aisle 14	Location 24
7	Aisle 10	Location 14
8	Aisle 2	Location 3
9	Aisle 6	Location 16
10	Aisle 16	Location 2
11	Aisle 13	Location 21
Order 11	number of articles 19
0	Aisle 16	Location 36
1	Aisle 13	Location 5
2	Aisle 11	Location 21
3	Aisle 9	Location 32
4	Aisle 15	Location 44
5	Aisle 2	Location 32
6	Aisle 14	Location 17
7	Aisle 1	Location 23
8	Aisle 6	Location 36
9	Aisle 19	Location 40
10	Aisle 4	Location 35
11	Aisle 3	Location 11
12	Aisle 19	Location 36
13	Aisle 11	Location 42
14	Aisle 3	Location 23
15	Aisle 7	Location 34
16	Aisle 17	Location 33
17	Aisle 10	Location 42
18	Aisle 19	Location 39
Order 12	number of articles 23
0	Aisle 6	Location 28
1	Aisle 11	Location 4
2	Aisle 8	Location 43
3	Aisle 14	Location 18
4	Aisle 12	Location 23
5	Aisle 0	Location 32
6	Aisle 1	Location 40
7	Aisle 14	Location 15
8	Aisle 13	Location 22
9	Aisle 0	Location 11
10	Aisle 12	Location 20
11	Aisle 1	Location 43
12	Aisle 0	Location 30
13	Aisle 12	Location 41
14	Aisle 19	Location 44
15	Aisle 16	Location 3
16	Aisle 15	Location 31
17	Aisle 11	Location 18
18	Aisle 16	Location 42
19	Aisle 10	Location 24
20	Aisle 1	Location 31
21	Aisle 1	Location 7
22	Aisle 17	Location 42
Order 13	number of articles 10
0	Aisle 11	Location 37
1	Aisle 1	Location 6
2	Aisle 1	Location 23
3	Aisle 14	Location 17
4	Aisle 16	Location 11
5	Aisle 19	Location 10
6	Aisle 8	Location 13
7	Aisle 6	Location 26
8	Aisle 12	Location 26
9	Aisle 17	Location 9
Order 14	number of articles 9
0	Aisle 2	Location 29
1	Aisle 3	Location 40
2	Aisle 5	Location 25
3	Aisle 19	Location 20
4	Aisle 14	Location 14
5	Aisle 18	Location 7
6	Aisle 1	Location 29
7	Aisle 18	Location 34
8	Aisle 5	Location 30
Order 15	number of articles 20
0	Aisle 4	Location 2
1	Aisle 8	Location 28
2	Aisle 16	Location 5
3	Aisle 3	Location 34
4	Aisle 11	Location 34
5	Aisle 6	Location 1
6	Aisle 9	Location 42
7	Aisle 15	Location 0
8	Aisle 19	Location 10
9	Aisle 5	Location 33
10	Aisle 17	Location 37
11	Aisle 15	Location 9
12	Aisle 19	Location 31
13	Aisle 16	Location 16
14	Aisle 19	Location 32
15	Aisle 18	Location 38
16	Aisle 0	Location 8
17	Aisle 17	Location 24
18	Aisle 8	Location 16
19	Aisle 13	Location 42
Order 16	number of articles 8
0	Aisle 10	Location 13
1	Aisle 0	Location 18
2	Aisle 2	Location 6
3	Aisle 17	Location 44
4	Aisle 5	Location 7
5	Aisle 13	Location 1
6	Aisle 0	Location 40
7	Aisle 1	Location 6
Order 17	number of articles 12
0	Aisle 18	Location 4
1	Aisle 11	Location 39
2	Aisle 2	Location 37
3	Aisle 12	Location 1
4	Aisle 6	Location 18
5	Aisle 10	Location 6
6	Aisle 7	Location 7
7	Aisle 6	Location 15
8	Aisle 13	Location 38
9	Aisle 17	Location 42
10	Aisle 5	Location 34
11	Aisle 8	Location 18
Order 18	number of articles 23
0	Aisle 7	Location 19
1	Aisle 19	Location 44
2	Aisle 3	Location 30
3	Aisle 10	Location 13
4	Aisle 1	Location 44
5	Aisle 3	Location 44
6	Aisle 16	Location 13
7	Aisle 19	Location 16
8	Aisle 17	Location 28
9	Aisle 14	Location 27
10	Aisle 11	Location 2
11	Aisle 8	Location 3
12	Aisle 16	Location 6
13	Aisle 3	Location 8
14	Aisle 5	Location 5
15	Aisle 15	Location 6
16	Aisle 9	Location 42
17	Aisle 7	Location 1
18	Aisle 1	Location 8
19	Aisle 9	Location 16
20	Aisle 19	Location 41
21	Aisle 9	Location 27
22	Aisle 6	Location 20
Order 19	number of articles 8
0	Aisle 11	Location 37
1	Aisle 18	Location 17
2	Aisle 0	Location 42
3	Aisle 2	Location 24
4	Aisle 18	Location 29
5	Aisle 3	Location 23
6	Aisle 5	Location 1
7	Aisle 6	Location 22
Order 20	number of articles 17
0	Aisle 15	Location 2
1	Aisle 18	Location 42
2	Aisle 5	Location 11
3	Aisle 12	Location 36
4	Aisle 15	Location 3
5	Aisle 16	Location 27
6	Aisle 14	Location 8
7	Aisle 4	Location 21
8	Aisle 6	Location 29
9	Aisle 18	Location 11
10	Aisle 16	Location 28
11	Aisle 17	Location 41
12	Aisle 3	Location 26
13	Aisle 11	Location 28
14	Aisle 9	Location 15
15	Aisle 10	Location 38
16	Aisle 15	Location 44
Order 21	number of articles 11
0	Aisle 19	Location 26
1	Aisle 19	Location 41
2	Aisle 7	Location 12
3	Aisle 6	Location 11
4	Aisle 7	Location 3
5	Aisle 5	Location 20
6	Aisle 19	Location 10
7	Aisle 2	Location 3
8	Aisle 18	Location 19
9	Aisle 4	Location 4
10	Aisle 1	Location 43
Order 22	number of articles 12
0	Aisle 1	Location 19
1	Aisle 11	Location 18
2	Aisle 5	Location 41
3	Aisle 14	Location 44
4	Aisle 15	Location 34
5	Aisle 16	Location 12
6	Aisle 0	Location 39
7	Aisle 7	Location 29
8	Aisle 17	Location 32
9	Aisle 3	Location 1
10	Aisle 16	Location 39
11	Aisle 4	Location 12
Order 23	number of articles 7
0	Aisle 9	Location 27
1	Aisle 1	Location 14
2	Aisle 18	Location 28
3	Aisle 5	Location 19
4	Aisle 7	Location 18
5	Aisle 7	Location 11
6	Aisle 4	Location 5
Order 24	number of articles 12
0	Aisle 12	Location 36
1	Aisle 2	Location 9
2	Aisle 5	Location 39
3	Aisle 9	Location 2
4	Aisle 15	Location 38
5	Aisle 9	Location 39
6	Aisle 12	Location 29
7	Aisle 1	Location 4
8	Aisle 19	Location 18
9	Aisle 5	Location 6
10	Aisle 8	Location 28
11	Aisle 6	Location 13
Order 25	number of articles 18
0	Aisle 2	Location 8
1	Aisle 17	Location 21
2	Aisle 9	Location 44
3	Aisle 0	Location 11
4	Aisle 6	Location 25
5	Aisle 14	Location 32
6	Aisle 7	Location 11
7	Aisle 10	Location 5
8	Aisle 2	Location 37
9	Aisle 7	Location 7
10	Aisle 9	Location 41
11	Aisle 7	Location 16
12	Aisle 18	Location 35
13	Aisle 19	Location 22
14	Aisle 8	Location 15
15	Aisle 17	Location 4
16	Aisle 18	Location 26
17	Aisle 7	Location 35
Order 26	number of articles 9
0	Aisle 5	Location 12
1	Aisle 15	Location 10
2	Aisle 11	Location 26
3	Aisle 17	Location 41
4	Aisle 4	Location 31
5	Aisle 14	Location 41
6	Aisle 9	Location 41
7	Aisle 14	Location 6
8	Aisle 2	Location 11
Order 27	number of articles 12
0	Aisle 11	Location 5
1	Aisle 19	Location 13
2	Aisle 5	Location 25
3	Aisle 11	Location 39
4	Aisle 4	Location 31
5	Aisle 4	Location 12
6	Aisle 3	Location 5
7	Aisle 15	Location 29
8	Aisle 11	Location 36
9	Aisle 6	Location 30
10	Aisle 2	Location 29
11	Aisle 0	Location 12
Order 28	number of articles 21
0	Aisle 16	Location 3
1	Aisle 14	Location 9
2	Aisle 7	Location 31
3	Aisle 4	Location 37
4	Aisle 8	Location 4
5	Aisle 5	Location 5
6	Aisle 0	Location 12
7	Aisle 13	Location 0
8	Aisle 11	Location 22
9	Aisle 3	Location 9
10	Aisle 19	Location 17
11	Aisle 16	Location 11
12	Aisle 19	Location 2
13	Aisle 2	Location 26
14	Aisle 18	Location 44
15	Aisle 2	Location 37
16	Aisle 5	Location 13
17	Aisle 3	Location 13
18	Aisle 9	Location 32
19	Aisle 14	Location 20
20	Aisle 14	Location 42
Order 29	number of articles 13
0	Aisle 4	Location 29
1	Aisle 3	Location 0
2	Aisle 3	Location 21
3	Aisle 18	Location 38
4	Aisle 4	Location 7
5	Aisle 6	Location 4
6	Aisle 11	Location 30
7	Aisle 15	Location 25
8	Aisle 4	Location 19
9	Aisle 18	Location 24
10	Aisle 8	Location 8
11	Aisle 2	Location 26
12	Aisle 5	Location 16
Order 30	number of articles 12
0	Aisle 8	Location 6
1	Aisle 18	Location 32
2	Aisle 15	Location 42
3	Aisle 11	Location 26
4	Aisle 4	Location 28
5	Aisle 1	Location 22
6	Aisle 9	Location 1
7	Aisle 2	Location 5
8	Aisle 10	Location 0
9	Aisle 7	Location 43
10	Aisle 4	Location 3
11	Aisle 6	Location 23
Order 31	number of articles 21
0	Aisle 19	Location 33
1	Aisle 18	Location 18
2	Aisle 6	Location 33
3	Aisle 0	Location 30
4	Aisle 16	Location 37
5	Aisle 17	Location 25
6	Aisle 19	Location 43
7	Aisle 14	Location 6
8	Aisle 9	Location 42
9	Aisle 17	Location 6
10	Aisle 2	Location 32
11	Aisle 6	Location 29
12	Aisle 15	Location 39
13	Aisle 14	Location 2
14	Aisle 9	Location 29
15	Aisle 14	Location 14
16	Aisle 13	Location 5
17	Aisle 7	Location 15
18	Aisle 8	Location 18
19	Aisle 15	Location 11
20	Aisle 18	Location 12
Order 32	number of articles 10
0	Aisle 5	Location 14
1	Aisle 12	Location 5
2	Aisle 12	Location 13
3	Aisle 8	Location 22
4	Aisle 2	Location 18
5	Aisle 12	Location 24
6	Aisle 12	Location 14
7	Aisle 3	Location 38
8	Aisle 8	Location 3
9	Aisle 16	Location 7
Order 33	number of articles 10
0	Aisle 1	Location 38
1	Aisle 2	Location 9
2	Aisle 8	Location 26
3	Aisle 12	Location 30
4	Aisle 9	Location 21
5	Aisle 13	Location 11
6	Aisle 11	Location 11
7	Aisle 4	Location 3
8	Aisle 15	Location 2
9	Aisle 7	Location 17
Order 34	number of articles 13
0	Aisle 8	Location 18
1	Aisle 10	Location 10
2	Aisle 9	Location 8
3	Aisle 3	Location 18
4	Aisle 13	Location 19
5	Aisle 2	Location 38
6	Aisle 6	Location 44
7	Aisle 19	Location 42
8	Aisle 8	Location 27
9	Aisle 19	Location 9
10	Aisle 3	Location 5
11	Aisle 14	Location 15
12	Aisle 14	Location 19
Order 35	number of articles 7
0	Aisle 14	Location 1
1	Aisle 15	Location 30
2	Aisle 13	Location 34
3	Aisle 18	Location 29
4	Aisle 7	Location 3
5	Aisle 13	Location 27
6	Aisle 0	Location 23
Order 36	number of articles 11
0	Aisle 4	Location 27
1	Aisle 14	Location 2
2	Aisle 9	Location 6
3	Aisle 10	Location 16
4	Aisle 5	Location 34
5	Aisle 0	Location 19
6	Aisle 11	Location 36
7	Aisle 16	Location 6
8	Aisle 15	Location 30
9	Aisle 17	Location 36
10	Aisle 3	Location 43
Order 37	number of articles 8
0	Aisle 13	Location 38
1	Aisle 11	Location 24
2	Aisle 2	Location 34
3	Aisle 13	Location 25
4	Aisle 9	Location 0
5	Aisle 3	Location 44
6	Aisle 0	Location 13
7	Aisle 16	Location 26
Order 38	number of articles 20
0	Aisle 18	Location 38
1	Aisle 12	Location 23
2	Aisle 10	Location 16
3	Aisle 5	Location 34
4	Aisle 9	Location 14
5	Aisle 19	Location 38
6	Aisle 11	Location 14
7	Aisle 11	Location 17
8	Aisle 6	Location 24
9	Aisle 17	Location 3
10	Aisle 13	Location 6
11	Aisle 9	Location 7
12	Aisle 15	Location 32
13	Aisle 12	Location 10
14	Aisle 14	Location 22
15	Aisle 10	Location 19
16	Aisle 5	Location 25
17	Aisle 12	Location 9
18	Aisle 7	Location 19
19	Aisle 8	Location 39
Order 39	number of articles 14
0	Aisle 0	Location 32
1	Aisle 18	Location 20
2	Aisle 1	Location 19
3	Aisle 2	Location 35
4	Aisle 8	Location 37
5	Aisle 1	Location 6
6	Aisle 4	Location 28
7	Aisle 8	Location 8
8	Aisle 14	Location 2
9	Aisle 5	Location 44
10	Aisle 13	Location 34
11	Aisle 18	Location 22
12	Aisle 10	Location 19
13	Aisle 18	Location 2
Order 40	number of articles 6
0	Aisle 9	Location 0
1	Aisle 10	Location 30
2	Aisle 7	Location 6
3	Aisle 6	Location 37
4	Aisle 7	Location 7
5	Aisle 11	Location 18
Order 41	number of articles 17
0	Aisle 7	Location 33
1	Aisle 10	Location 1
2	Aisle 2	Location 37
3	Aisle 18	Location 22
4	Aisle 3	Location 9
5	Aisle 18	Location 5
6	Aisle 9	Location 15
7	Aisle 19	Location 16
8	Aisle 17	Location 1
9	Aisle 17	Location 21
10	Aisle 14	Location 34
11	Aisle 9	Location 12
12	Aisle 15	Location 27
13	Aisle 11	Location 13
14	Aisle 7	Location 10
15	Aisle 8	Location 22
16	Aisle 18	Location 35
Order 42	number of articles 9
0	Aisle 17	Location 3
1	Aisle 12	Location 39
2	Aisle 8	Location 27
3	Aisle 13	Location 20
4	Aisle 12	Location 11
5	Aisle 13	Location 0
6	Aisle 19	Location 22
7	Aisle 6	Location 17
8	Aisle 6	Location 24
Order 43	number of articles 6
0	Aisle 13	Location 12
1	Aisle 14	Location 22
2	Aisle 2	Location 33
3	Aisle 12	Location 40
4	Aisle 17	Location 34
5	Aisle 5	Location 13
Order 44	number of articles 8
0	Aisle 4	Location 44
1	Aisle 1	Location 7
2	Aisle 13	Location 7
3	Aisle 14	Location 12
4	Aisle 2	Location 24
5	Aisle 13	Location 27
6	Aisle 0	Location 16
7	Aisle 10	Location 3
Order 45	number of articles 8
0	Aisle 6	Location 28
1	Aisle 17	Location 29
2	Aisle 19	Location 20
3	Aisle 1	Location 40
4	Aisle 17	Location 38
5	Aisle 11	Location 31
6	Aisle 3	Location 19
7	Aisle 17	Location 40
Order 46	number of articles 7
0	Aisle 1	Location 39
1	Aisle 16	Location 38
2	Aisle 14	Location 25
3	Aisle 15	Location 38
4	Aisle 7	Location 11
5	Aisle 3	Location 43
6	Aisle 13	Location 24
Order 47	number of articles 10
0	Aisle 11	Location 38
1	Aisle 15	Location 4
2	Aisle 5	Location 30
3	Aisle 18	Location 6
4	Aisle 5	Location 19
5	Aisle 8	Location 9
6	Aisle 4	Location 16
7	Aisle 16	Location 30
8	Aisle 4	Location 6
9	Aisle 1	Location 21
Order 48	number of articles 24
0	Aisle 11	Location 7
1	Aisle 5	Location 36
2	Aisle 4	Location 0
3	Aisle 3	Location 25
4	Aisle 6	Location 42
5	Aisle 18	Location 33
6	Aisle 8	Location 10
7	Aisle 9	Location 41
8	Aisle 12	Location 19
9	Aisle 16	Location 2
10	Aisle 7	Location 29
11	Aisle 16	Location 7
12	Aisle 6	Location 4
13	Aisle 14	Location 37
14	Aisle 4	Location 5
15	Aisle 10	Location 4
16	Aisle 18	Location 23
17	Aisle 4	Location 11
18	Aisle 3	Location 12
19	Aisle 15	Location 20
20	Aisle 6	Location 0
21	Aisle 4	Location 3
22	Aisle 9	Location 36
23	Aisle 12	Location 22
Order 49	number of articles 20
0	Aisle 11	Location 19
1	Aisle 5	Location 43
2	Aisle 6	Location 28
3	Aisle 14	Location 41
4	Aisle 11	Location 31
5	Aisle 18	Location 34
6	Aisle 1	Location 26
7	Aisle 9	Location 14
8	Aisle 4	Location 23
9	Aisle 10	Location 28
10	Aisle 12	Location 42
11	Aisle 13	Location 6
12	Aisle 19	Location 24
13	Aisle 6	Location 9
14	Aisle 6	Location 29
15	Aisle 15	Location 12
16	Aisle 5	Location 17
17	Aisle 14	Location 17
18	Aisle 19	Location 41
19	Aisle 11	Location 38
Order 50	number of articles 16
0	Aisle 3	Location 39
1	Aisle 13	Location 29
2	Aisle 9	Location 27
3	Aisle 13	Location 34
4	Aisle 6	Location 21
5	Aisle 15	Location 6
6	Aisle 6	Location 39
7	Aisle 19	Location 32
8	Aisle 1	Location 7
9	Aisle 2	Location 38
10	Aisle 12	Location 15
11	Aisle 19	Location 35
12	Aisle 18	Location 41
13	Aisle 13	Location 37
14	Aisle 10	Location 40
15	Aisle 12	Location 30
Order 51	number of articles 23
0	Aisle 15	Location 3
1	Aisle 1	Location 33
2	Aisle 10	Location 23
3	Aisle 1	Location 1
4	Aisle 15	Location 27
5	Aisle 6	Location 20
6	Aisle 0	Location 2
7	Aisle 11	Location 23
8	Aisle 18	Location 32
9	Aisle 13	Location 21
10	Aisle 12	Location 29
11	Aisle 10	Location 5
12	Aisle 4	Location 42
13	Aisle 0	Location 28
14	Aisle 19	Location 3
15	Aisle 11	Location 34
16	Aisle 3	Location 8
17	Aisle 12	Location 6
18	Aisle 14	Location 22
19	Aisle 1	Location 3
20	Aisle 8	Location 9
21	Aisle 5	Location 24
22	Aisle 3	Location 10
Order 52	number of articles 16
0	Aisle 0	Location 36
1	Aisle 0	Location 14
2	Aisle 1	Location 8
3	Aisle 19	Location 2
4	Aisle 0	Location 39
5	Aisle 12	Location 20
6	Aisle 19	Location 28
7	Aisle 15	Location 7
8	Aisle 2	Location 2
9	Aisle 13	Location 26
10	Aisle 16	Location 1
11	Aisle 19	Location 11
12	Aisle 7	Location 6
13	Aisle 2	Location 12
14	Aisle 18	Location 28
15	Aisle 0	Location 1
Order 53	number of articles 14
0	Aisle 8	Location 0
1	Aisle 14	Location 25
2	Aisle 1	Location 14
3	Aisle 6	Location 23
4	Aisle 11	Location 44
5	Aisle 3	Location 6
6	Aisle 14	Location 21
7	Aisle 7	Location 34
8	Aisle 8	Location 11
9	Aisle 7	Location 21
10	Aisle 6	Location 18
11	Aisle 17	Location 6
12	Aisle 2	Location 36
13	Aisle 1	Location 17
Order 54	number of articles 14
0	Aisle 15	Location 39
1	Aisle 3	Location 9
2	Aisle 13	Location 18
3	Aisle 18	Location 15
4	Aisle 0	Location 36
5	Aisle 5	Location 40
6	Aisle 7	Location 9
7	Aisle 5	Location 12
8	Aisle 1	Location 15
9	Aisle 9	Location 8
10	Aisle 1	Location 10
11	Aisle 12	Location 19
12	Aisle 9	Location 22
13	Aisle 6	Location 43
Order 55	number of articles 14
0	Aisle 10	Location 18
1	Aisle 19	Location 9
2	Aisle 17	Location 7
3	Aisle 5	Location 26
4	Aisle 10	Location 0
5	Aisle 2	Location 31
6	Aisle 18	Location 20
7	Aisle 14	Location 42
8	Aisle 9	Location 23
9	Aisle 13	Location 35
10	Aisle 19	Location 0
11	Aisle 4	Location 43
12	Aisle 16	Location 38
13	Aisle 10	Location 41
Order 56	number of articles 13
0	Aisle 4	Location 2
1	Aisle 17	Location 32
2	Aisle 10	Location 5
3	Aisle 18	Location 2
4	Aisle 0	Location 19
5	Aisle 5	Location 42
6	Aisle 1	Location 25
7	Aisle 4	Location 8
8	Aisle 7	Location 23
9	Aisle 18	Location 12
10	Aisle 18	Location 1
11	Aisle 2	Location 14
12	Aisle 2	Location 41
Order 57	number of articles 19
0	Aisle 13	Location 40
1	Aisle 18	Location 43
2	Aisle 2	Location 19
3	Aisle 15	Location 5
4	Aisle 2	Location 29
5	Aisle 16	Location 2
6	Aisle 12	Location 21
7	Aisle 10	Location 2
8	Aisle 14	Location 13
9	Aisle 13	Location 22
10	Aisle 6	Location 17
11	Aisle 2	Location 6
12	Aisle 0	Location 40
13	Aisle 15	Location 41
14	Aisle 3	Location 4
15	Aisle 0	Location 33
16	Aisle 15	Location 7
17	Aisle 6	Location 3
18	Aisle 19	Location 18
Order 58	number of articles 13
0	Aisle 16	Location 22
1	Aisle 13	Location 43
2	Aisle 9	Location 8
3	Aisle 9	Location 25
4	Aisle 5	Location 24
5	Aisle 4	Location 30
6	Aisle 3	Location 3
7	Aisle 12	Location 17
8	Aisle 17	Location 44
9	Aisle 14	Location 14
10	Aisle 0	Location 23
11	Aisle 7	Location 42
12	Aisle 17	Location 9
Order 59	number of articles 15
0	Aisle 13	Location 18
1	Aisle 18	Location 11
2	Aisle 9	Location 23
3	Aisle 18	Location 42
4	Aisle 7	Location 21
5	Aisle 16	Location 9
6	Aisle 9	Location 24
7	Aisle 0	Location 38
8	Aisle 11	Location 9
9	Aisle 1	Location 12
10	Aisle 16	Location 13
11	Aisle 14	Location 23
12	Aisle 19	Location 11
13	Aisle 14	Location 19
14	Aisle 19	Location 24
