Order 0	number of articles 16
1	Aisle 18	Location 25
2	Aisle 1	Location 36
3	Aisle 2	Location 29
4	Aisle 19	Location 11
5	Aisle 15	Location 9
6	Aisle 17	Location 12
7	Aisle 14	Location 7
8	Aisle 11	Location 14
9	Aisle 6	Location 44
10	Aisle 2	Location 12
11	Aisle 2	Location 9
12	Aisle 1	Location 43
Order 7	number of articles 15
0	Aisle 0	Location 10
1	Aisle 17	Location 40
2	Aisle 4	Location 34
3	Aisle 16	Location 21
4	Aisle 6	Location 2
5	Aisle 15	Location 44
6	Aisle 15	Location 38
7	Aisle 6	Location 43
8	Aisle 12	Location 12
9	Aisle 12	Location 20
10	Aisle 19	Location 9
11	Aisle 3	Location 16
12	Aisle 11	Location 44
13	Aisle 18	Location 16
14	Aisle 9	Location 24
Order 8	number of articles 8
0	Aisle 17	Location 39
1	Aisle 3	Location 36
2	Aisle 6	Location 25
3	Aisle 7	Location 35
4	Aisle 3	Location 0
5	Aisle 14	Location 31
6	Aisle 7	Location 10
7	Aisle 13	Location 19
Order 9	number of articles 12
0	Aisle 2	Location 26
1	Aisle 1	Location 32
2	Aisle 9	Location 34
3	Aisle 19	Location 36
4	Aisle 12	Location 35
5	Aisle 15	Location 1
6	Aisle 6	Location 13
7	Aisle 18	Location 16
8	Aisle 17	Location 11
9	Aisle 8	Location 34
10	Aisle 19	Location 31
11	Aisle 5	Location 36
Order 10	number of articles 8
0	Aisle 7	Location 10
1	Aisle 8	Location 39
2	Aisle 18	Location 28
3	Aisle 4	Location 37
4	Aisle 1	Location 20
5	Aisle 12	Location 13
6	Aisle 7	Location 41
7	Aisle 10	Location 20
Order 11	number of articles 17
0	Aisle 4	Location 36
1	Aisle 8	Location 13
2	Aisle 18	Location 32
3	Aisle 18	Location 43
4	Aisle 17	Location 22
5	Aisle 13	Location 6
6	Aisle 7	Location 26
7	Aisle 8	Location 30
8	Aisle 7	Location 6
9	Aisle 1	Location 4
10	Aisle 9	Location 28
11	Aisle 12	Location 24
12	Aisle 7	Location 19
13	Aisle 12	Location 21
14	Aisle 10	Location 22
15	Aisle 10	Location 19
16	Aisle 9	Location 24
Order 12	number of articles 13
0	Aisle 17	Location 13
1	Aisle 1	Location 26
2	Aisle 12	Location 22
3	Aisle 15	Location 39
4	Aisle 13	Location 17
5	Aisle 15	Location 35
6	Aisle 13	Location 42
7	Aisle 5	Location 39
8	Aisle 13	Location 3
9	Aisle 0	Location 9
10	Aisle 1	Location 32
11	Aisle 14	Location 34
12	Aisle 18	Location 31
Order 13	number of articles 21
0	Aisle 7	Location 21
1	Aisle 6	Location 37
2	Aisle 16	Location 32
3	Aisle 2	Location 0
4	Aisle 12	Location 25
5	Aisle 8	Location 44
6	Aisle 18	Location 3
7	Aisle 6	Location 28
8	Aisle 19	Location 13
9	Aisle 1	Location 26
10	Aisle 8	Location 12
11	Aisle 11	Location 41
12	Aisle 17	Location 1
13	Aisle 2	Location 31
14	Aisle 14	Location 10
15	Aisle 1	Location 42
16	Aisle 19	Location 0
17	Aisle 19	Location 5
18	Aisle 6	Location 31
19	Aisle 5	Location 16
20	Aisle 9	Location 8
Order 14	number of articles 20
0	Aisle 4	Location 18
1	Aisle 15	Location 44
2	Aisle 11	Location 29
3	Aisle 3	Location 0
4	Aisle 15	Location 13
5	Aisle 9	Location 14
6	Aisle 5	Location 15
7	Aisle 3	Location 43
8	Aisle 12	Location 16
9	Aisle 4	Location 16
10	Aisle 3	Location 3
11	Aisle 13	Location 39
12	Aisle 9	Location 36
13	Aisle 6	Location 14
14	Aisle 16	Location 0
15	Aisle 6	Location 31
16	Aisle 19	Location 43
17	Aisle 0	Location 33
18	Aisle 0	Location 22
19	Aisle 5	Location 10
Order 15	number of articles 18
0	Aisle 19	Location 36
1	Aisle 13	Location 40
2	Aisle 5	Location 21
3	Aisle 0	Location 39
4	Aisle 16	Location 6
5	Aisle 16	Location 43
6	Aisle 13	Location 34
7	Aisle 0	Location 33
8	Aisle 10	Location 17
9	Aisle 13	Location 33
10	Aisle 7	Location 7
11	Aisle 4	Location 24
12	Aisle 1	Location 31
13	Aisle 4	Location 30
14	Aisle 3	Location 43
15	Aisle 12	Location 7
16	Aisle 6	Location 23
17	Aisle 14	Location 7
Order 16	number of articles 14
0	Aisle 3	Location 3
1	Aisle 7	Location 0
2	Aisle 8	Location 28
3	Aisle 0	Location 2
4	Aisle 5	Location 27
5	Aisle 11	Location 38
6	Aisle 0	Location 29
7	Aisle 5	Location 8
8	Aisle 18	Location 36
9	Aisle 11	Location 2
10	Aisle 19	Location 29
11	Aisle 15	Location 42
12	Aisle 11	Location 6
13	Aisle 8	Location 16
Order 17	number of articles 11
0	Aisle 0	Location 38
1	Aisle 12	Location 15
2	Aisle 8	Location 28
3	Aisle 18	Location 25
4	Aisle 4	Location 30
5	Aisle 6	Location 35
6	Aisle 16	Location 13
7	Aisle 14	Location 22
8	Aisle 17	Location 7
9	Aisle 9	Location 20
10	Aisle 18	Location 28
Order 18	number of articles 10
0	Aisle 5	Location 26
1	Aisle 4	Location 7
2	Aisle 12	Location 42
3	Aisle 17	Location 17
4	Aisle 13	Location 44
5	Aisle 6	Location 37
6	Aisle 5	Location 39
7	Aisle 12	Location 3
8	Aisle 17	Location 4
9	Aisle 10	Location 6
Order 19	number of articles 22
0	Aisle 10	Location 19
1	Aisle 4	Location 41
2	Aisle 18	Location 1
3	Aisle 10	Location 22
4	Aisle 11	Location 35
5	Aisle 9	Location 31
6	Aisle 18	Location 24
7	Aisle 16	Location 24
8	Aisle 13	Location 26
9	Aisle 2	Location 11
10	Aisle 19	Location 39
11	Aisle 11	Location 39
12	Aisle 14	Location 37
13	Aisle 8	Location 32
14	Aisle 17	Location 4
15	Aisle 12	Location 31
16	Aisle 5	Location 42
17	Aisle 15	Location 12
18	Aisle 7	Location 5
19	Aisle 11	Location 25
20	Aisle 14	Location 0
21	Aisle 18	Location 5
Order 20	number of articles 17
0	Aisle 4	Location 19
1	Aisle 15	Location 22
2	Aisle 1	Location 1
3	Aisle 10	Location 12
4	Aisle 7	Location 43
5	Aisle 4	Location 25
6	Aisle 5	Location 38
7	Aisle 1	Location 37
8	Aisle 10	Location 2
9	Aisle 5	Location 43
10	Aisle 2	Location 27
11	Aisle 0	Location 11
12	Aisle 3	Location 5
13	Aisle 5	Location 9
14	Aisle 7	Location 30
15	Aisle 12	Location 33
16	Aisle 5	Location 21
Order 21	number of articles 7
0	Aisle 19	Location 38
1	Aisle 19	Location 2
2	Aisle 10	Location 1
3	Aisle 18	Location 33
4	Aisle 6	Location 40
5	Aisle 8	Location 14
6	Aisle 5	Location 32
Order 22	number of articles 7
0	Aisle 4	Location 25
1	Aisle 1	Location 17
2	Aisle 17	Location 5
3	Aisle 8	Location 2
4	Aisle 2	Location 30
5	Aisle 8	Location 26
6	Aisle 5	Location 18
Order 23	number of articles 15
0	Aisle 17	Location 6
1	Aisle 10	Location 34
2	Aisle 0	Location 15
3	Aisle 16	Location 9
4	Aisle 1	Location 12
5	Aisle 7	Location 0
6	Aisle 0	Location 1
7	Aisle 4	Location 37
8	Aisle 16	Location 24
9	Aisle 18	Location 33
10	Aisle 7	Location 20
11	Aisle 14	Location 33
12	Aisle 19	Location 11
13	Aisle 10	Location 12
14	Aisle 3	Location 25
Order 24	number of articles 15
0	Aisle 18	Location 15
1	Aisle 10	Location 39
2	Aisle 15	Location 7
3	Aisle 5	Location 6
4	Aisle 8	Location 25
5	Aisle 2	Location 0
6	Aisle 3	Location 28
7	Aisle 14	Location 38
8	Aisle 5	Location 15
9	Aisle 10	Location 23
10	Aisle 12	Location 38
11	Aisle 3	Location 22
12	Aisle 17	Location 29
13	Aisle 11	Location 25
14	Aisle 10	Location 26
Order 25	number of articles 12
0	Aisle 14	Location 8
1	Aisle 16	Location 0
2	Aisle 18	Location 34
3	Aisle 14	Location 0
4	Aisle 17	Location 12
5	Aisle 19	Location 22
6	Aisle 7	Location 14
7	Aisle 0	Location 17
8	Aisle 13	Location 9
9	Aisle 4	Location 16
10	Aisle 12	Location 10
11	Aisle 10	Location 7
Order 26	number of articles 22
0	Aisle 5	Location 14
1	Aisle 10	Location 28
2	Aisle 15	Location 34
3	Aisle 7	Location 34
4	Aisle 17	Location 34
5	Aisle 11	Location 26
6	Aisle 15	Location 40
7	Aisle 16	Location 20
8	Aisle 16	Location 37
9	Aisle 9	Location 40
10	Aisle 10	Location 4
11	Aisle 14	Location 5
12	Aisle 2	Location 40
13	Aisle 15	Location 10
14	Aisle 17	Location 23
15	Aisle 4	Location 28
16	Aisle 9	Location 0
17	Aisle 10	Location 6
18	Aisle 11	Location 12
19	Aisle 2	Location 4
20	Aisle 11	Location 32
21	Aisle 7	Location 28
Order 27	number of articles 23
0	Aisle 17	Location 4
1	Aisle 2	Location 6
2	Aisle 5	Location 39
3	Aisle 7	Location 40
4	Aisle 3	Location 14
5	Aisle 2	Location 34
6	Aisle 8	Location 28
7	Aisle 6	Location 35
8	Aisle 9	Location 35
9	Aisle 14	Location 18
10	Aisle 10	Location 43
11	Aisle 2	Location 9
12	Aisle 2	Location 16
13	Aisle 19	Location 6
14	Aisle 14	Location 31
15	Aisle 3	Location 40
16	Aisle 18	Location 31
17	Aisle 17	Location 27
18	Aisle 10	Location 37
19	Aisle 17	Location 38
20	Aisle 12	Location 6
21	Aisle 0	Location 9
22	Aisle 7	Location 4
Order 28	number of articles 14
0	Aisle 8	Location 32
1	Aisle 19	Location 29
2	Aisle 15	Location 8
3	Aisle 8	Location 36
4	Aisle 16	Location 16
5	Aisle 13	Location 34
6	Aisle 8	Location 34
7	Aisle 10	Location 26
8	Aisle 1	Location 4
9	Aisle 13	Location 36
10	Aisle 6	Location 32
11	Aisle 0	Location 35
12	Aisle 13	Location 30
13	Aisle 2	Location 18
Order 29	number of articles 13
0	Aisle 2	Location 17
1	Aisle 11	Location 40
2	Aisle 13	Location 10
3	Aisle 10	Location 4
4	Aisle 19	Location 2
5	Aisle 14	Location 30
6	Aisle 11	Location 26
7	Aisle 19	Location 17
8	Aisle 4	Location 1
9	Aisle 10	Location 10
10	Aisle 18	Location 2
11	Aisle 16	Location 1
12	Aisle 16	Location 13
Order 30	number of articles 12
0	Aisle 17	Location 8
1	Aisle 0	Location 19
2	Aisle 19	Location 3
3	Aisle 3	Location 9
4	Aisle 15	Location 21
5	Aisle 7	Location 32
6	Aisle 9	Location 23
7	Aisle 17	Location 17
8	Aisle 6	Location 26
9	Aisle 6	Location 41
10	Aisle 7	Location 16
11	Aisle 19	Location 19
Order 31	number of articles 6
0	Aisle 12	Location 44
1	Aisle 8	Location 5
2	Aisle 3	Location 34
3	Aisle 16	Location 27
4	Aisle 14	Location 13
5	Aisle 9	Location 29
Order 32	number of articles 14
0	Aisle 4	Location 9
1	Aisle 18	Location 32
2	Aisle 2	Location 18
3	Aisle 0	Location 32
4	Aisle 18	Location 33
5	Aisle 11	Location 3
6	Aisle 7	Location 23
7	Aisle 14	Location 22
8	Aisle 19	Location 7
9	Aisle 10	Location 29
10	Aisle 8	Location 41
11	Aisle 2	Location 1
12	Aisle 19	Location 29
13	Aisle 16	Location 31
Order 33	number of articles 20
0	Aisle 6	Location 36
1	Aisle 15	Location 0
2	Aisle 13	Location 33
3	Aisle 1	Location 36
4	Aisle 19	Location 42
5	Aisle 12	Location 38
6	Aisle 13	Location 37
7	Aisle 5	Location 18
8	Aisle 1	Location 44
9	Aisle 2	Location 12
10	Aisle 12	Location 15
11	Aisle 0	Location 27
12	Aisle 13	Location 36
13	Aisle 18	Location 11
14	Aisle 4	Location 3
15	Aisle 12	Location 41
16	Aisle 11	Location 37
17	Aisle 5	Location 26
18	Aisle 2	Location 32
19	Aisle 2	Location 20
Order 34	number of articles 8
0	Aisle 6	Location 9
1	Aisle 11	Location 17
2	Aisle 5	Location 38
3	Aisle 13	Location 23
4	Aisle 13	Location 31
5	Aisle 3	Location 35
6	Aisle 11	Location 19
7	Aisle 18	Location 12
Order 35	number of articles 7
0	Aisle 2	Location 18
1	Aisle 19	Location 1
2	Aisle 3	Location 5
3	Aisle 7	Location 14
4	Aisle 11	Location 17
5	Aisle 3	Location 33
6	Aisle 16	Location 9
Order 36	number of articles 22
0	Aisle 17	Location 1
1	Aisle 18	Location 38
2	Aisle 5	Location 5
3	Aisle 10	Location 26
4	Aisle 0	Location 23
5	Aisle 13	Location 43
6	Aisle 1	Location 32
7	Aisle 3	Location 35
8	Aisle 15	Location 11
9	Aisle 12	Location 34
10	Aisle 5	Location 12
11	Aisle 8	Location 27
12	Aisle 8	Location 30
13	Aisle 10	Location 33
14	Aisle 15	Location 2
15	Aisle 16	Location 25
16	Aisle 15	Location 4
17	Aisle 18	Location 12
18	Aisle 12	Location 19
19	Aisle 8	Location 0
20	Aisle 16	Location 35
21	Aisle 8	Location 29
Order 37	number of articles 5
0	Aisle 9	Location 20
1	Aisle 3	Location 11
2	Aisle 10	Location 27
3	Aisle 2	Location 1
4	Aisle 1	Location 25
Order 38	number of articles 19
0	Aisle 18	Location 15
1	Aisle 4	Location 22
2	Aisle 19	Location 36
3	Aisle 0	Location 20
4	Aisle 16	Location 38
5	Aisle 9	Location 23
6	Aisle 6	Location 44
7	Aisle 15	Location 30
8	Aisle 4	Location 42
9	Aisle 9	Location 14
10	Aisle 11	Location 2
11	Aisle 6	Location 27
12	Aisle 2	Location 1
13	Aisle 8	Location 40
14	Aisle 19	Location 15
15	Aisle 1	Location 33
16	Aisle 15	Location 12
17	Aisle 13	Location 24
18	Aisle 6	Location 13
Order 39	number of articles 21
0	Aisle 4	Location 3
1	Aisle 8	Location 4
2	Aisle 12	Location 24
3	Aisle 10	Location 38
4	Aisle 6	Location 2
5	Aisle 1	Location 30
6	Aisle 8	Location 35
7	Aisle 6	Location 41
8	Aisle 1	Location 0
9	Aisle 14	Location 19
10	Aisle 9	Location 12
11	Aisle 5	Location 4
12	Aisle 8	Location 23
13	Aisle 7	Location 24
14	Aisle 10	Location 33
15	Aisle 10	Location 32
16	Aisle 18	Location 20
17	Aisle 9	Location 21
18	Aisle 8	Location 36
19	Aisle 15	Location 34
20	Aisle 9	Location 36
Order 40	number of articles 19
0	Aisle 7	Location 35
1	Aisle 6	Location 34
2	Aisle 9	Location 36
3	Aisle 2	Location 35
4	Aisle 16	Location 41
5	Aisle 3	Location 25
6	Aisle 9	Location 30
7	Aisle 16	Location 43
8	Aisle 19	Location 20
9	Aisle 15	Location 32
10	Aisle 16	Location 26
11	Aisle 6	Location 39
12	Aisle 1	Location 9
13	Aisle 1	Location 23
14	Aisle 15	Location 6
15	Aisle 7	Location 27
16	Aisle 19	Location 12
17	Aisle 13	Location 16
18	Aisle 17	Location 30
Order 41	number of articles 23
0	Aisle 10	Location 6
1	Aisle 0	Location 19
2	Aisle 13	Location 18
3	Aisle 4	Location 15
4	Aisle 14	Location 0
5	Aisle 5	Location 13
6	Aisle 9	Location 18
7	Aisle 0	Location 5
8	Aisle 0	Location 43
9	Aisle 11	Location 16
10	Aisle 14	Location 12
11	Aisle 18	Location 14
12	Aisle 5	Location 25
13	Aisle 2	Location 29
14	Aisle 9	Location 34
15	Aisle 14	Location 6
16	Aisle 10	Location 39
17	Aisle 16	Location 11
18	Aisle 10	Location 38
19	Aisle 4	Location 12
20	Aisle 4	Location 5
21	Aisle 16	Location 38
22	Aisle 18	Location 35
Order 42	number of articles 11
0	Aisle 7	Location 13
1	Aisle 8	Location 34
2	Aisle 14	Location 16
3	Aisle 12	Location 41
4	Aisle 13	Location 42
5	Aisle 8	Location 8
6	Aisle 16	Location 28
7	Aisle 10	Location 40
8	Aisle 16	Location 16
9	Aisle 13	Location 29
10	Aisle 7	Location 20
Order 43	number of articles 10
0	Aisle 14	Location 43
1	Aisle 12	Location 31
2	Aisle 8	Location 6
3	Aisle 0	Location 27
4	Aisle 1	Location 36
5	Aisle 2	Location 8
6	Aisle 2	Location 1
7	Aisle 5	Location 6
8	Aisle 3	Location 3
9	Aisle 10	Location 36
Order 44	number of articles 11
0	Aisle 8	Location 0
1	Aisle 0	Location 26
2	Aisle 5	Location 20
3	Aisle 8	Location 3
4	Aisle 12	Location 30
5	Aisle 8	Location 1
6	Aisle 3	Location 3
7	Aisle 13	Location 29
8	Aisle 19	Location 0
9	Aisle 10	Location 23
10	Aisle 19	Location 17
Order 45	number of articles 22
0	Aisle 8	Location 17
1	Aisle 13	Location 35
2	Aisle 5	Location 11
3	Aisle 16	Location 19
4	Aisle 8	Location 3
5	Aisle 16	Location 21
6	Aisle 7	Location 44
7	Aisle 16	Location 42
8	Aisle 3	Location 31
9	Aisle 14	Location 3
10	Aisle 6	Location 33
11	Aisle 6	Location 36
12	Aisle 14	Location 20
13	Aisle 15	Location 38
14	Aisle 6	Location 28
15	Aisle 3	Location 39
16	Aisle 8	Location 27
17	Aisle 15	Location 31
18	Aisle 11	Location 34
19	Aisle 16	Location 18
20	Aisle 8	Location 0
21	Aisle 7	Location 43
Order 46	number of articles 24
0	Aisle 17	Location 41
1	Aisle 1	Location 29
2	Aisle 10	Location 7
3	Aisle 13	Location 24
4	Aisle 5	Location 0
5	Aisle 7	Location 30
6	Aisle 2	Location 42
7	Aisle 12	Location 27
8	Aisle 13	Location 2
9	Aisle 16	Location 13
10	Aisle 4	Location 8
11	Aisle 10	Location 37
12	Aisle 1	Location 6
13	Aisle 17	Location 23
14	Aisle 19	Location 4
15	Aisle 13	Location 23
16	Aisle 1	Location 35
17	Aisle 2	Location 29
18	Aisle 0	Location 41
19	Aisle 12	Location 35
20	Aisle 11	Location 6
21	Aisle 6	Location 30
22	Aisle 13	Location 18
23	Aisle 7	Location 32
Order 47	number of articles 13
0	Aisle 15	Location 3
1	Aisle 15	Location 35
2	Aisle 18	Location 23
3	Aisle 12	Location 42
4	Aisle 14	Location 26
5	Aisle 16	Location 4
6	Aisle 14	Location 43
7	Aisle 15	Location 11
8	Aisle 10	Location 25
9	Aisle 11	Location 44
10	Aisle 18	Location 13
11	Aisle 18	Location 38
12	Aisle 13	Location 3
Order 48	number of articles 11
0	Aisle 0	Location 36
1	Aisle 14	Location 29
2	Aisle 6	Location 26
3	Aisle 15	Location 7
4	Aisle 16	Location 33
5	Aisle 0	Location 21
6	Aisle 7	Location 36
7	Aisle 4	Location 24
8	Aisle 19	Location 27
9	Aisle 7	Location 28
10	Aisle 14	Location 41
Order 49	number of articles 22
0	Aisle 6	Location 10
1	Aisle 10	Location 10
2	Aisle 19	Location 33
3	Aisle 0	Location 0
4	Aisle 11	Location 27
5	Aisle 5	Location 6
6	Aisle 4	Location 32
7	Aisle 15	Location 31
8	Aisle 1	Location 42
9	Aisle 6	Location 15
10	Aisle 1	Location 10
11	Aisle 1	Location 14
12	Aisle 19	Location 12
13	Aisle 12	Location 5
14	Aisle 15	Location 7
15	Aisle 12	Location 16
16	Aisle 19	Location 22
17	Aisle 3	Location 43
18	Aisle 1	Location 27
19	Aisle 17	Location 37
20	Aisle 0	Location 20
21	Aisle 9	Location 19
Order 50	number of articles 7
0	Aisle 4	Location 21
1	Aisle 9	Location 23
2	Aisle 0	Location 11
3	Aisle 7	Location 44
4	Aisle 5	Location 16
5	Aisle 4	Location 20
6	Aisle 2	Location 13
Order 51	number of articles 6
0	Aisle 17	Location 41
1	Aisle 2	Location 1
2	Aisle 5	Location 5
3	Aisle 15	Location 18
4	Aisle 19	Location 25
5	Aisle 0	Location 39
Order 52	number of articles 24
0	Aisle 15	Location 2
1	Aisle 7	Location 38
2	Aisle 1	Location 41
3	Aisle 13	Location 37
4	Aisle 4	Location 44
5	Aisle 19	Location 37
6	Aisle 8	Location 14
7	Aisle 8	Location 26
8	Aisle 7	Location 33
9	Aisle 4	Location 40
10	Aisle 19	Location 6
11	Aisle 4	Location 24
12	Aisle 3	Location 40
13	Aisle 0	Location 16
14	Aisle 3	Location 11
15	Aisle 17	Location 42
16	Aisle 6	Location 31
17	Aisle 2	Location 43
18	Aisle 18	Location 28
19	Aisle 1	Location 23
20	Aisle 19	Location 39
21	Aisle 1	Location 39
22	Aisle 13	Location 19
23	Aisle 13	Location 10
Order 53	number of articles 5
0	Aisle 6	Location 7
1	Aisle 5	Location 32
2	Aisle 13	Location 33
3	Aisle 10	Location 26
4	Aisle 13	Location 37
Order 54	number of articles 9
0	Aisle 8	Location 7
1	Aisle 7	Location 34
2	Aisle 0	Location 37
3	Aisle 7	Location 39
4	Aisle 13	Location 29
5	Aisle 8	Location 12
6	Aisle 1	Location 28
7	Aisle 14	Location 11
8	Aisle 8	Location 18
Order 55	number of articles 17
0	Aisle 11	Location 8
1	Aisle 6	Location 32
2	Aisle 1	Location 23
3	Aisle 19	Location 0
4	Aisle 16	Location 35
5	Aisle 16	Location 6
6	Aisle 4	Location 8
7	Aisle 13	Location 1
8	Aisle 4	Location 43
9	Aisle 3	Location 7
10	Aisle 0	Location 11
11	Aisle 11	Location 24
12	Aisle 5	Location 5
13	Aisle 10	Location 23
14	Aisle 1	Location 2
15	Aisle 17	Location 39
16	Aisle 9	Location 41
Order 56	number of articles 13
0	Aisle 5	Location 0
1	Aisle 14	Location 24
2	Aisle 7	Location 22
3	Aisle 9	Location 3
4	Aisle 18	Location 16
5	Aisle 11	Location 3
6	Aisle 17	Location 21
7	Aisle 14	Location 18
8	Aisle 6	Location 9
9	Aisle 8	Location 16
10	Aisle 3	Location 8
11	Aisle 10	Location 17
12	Aisle 6	Location 12
Order 57	number of articles 17
0	Aisle 6	Location 28
1	Aisle 2	Location 37
2	Aisle 10	Location 24
3	Aisle 16	Location 9
4	Aisle 1	Location 3
5	Aisle 9	Location 21
6	Aisle 10	Location 22
7	Aisle 14	Location 28
8	Aisle 16	Location 30
9	Aisle 19	Location 19
10	Aisle 2	Location 31
11	Aisle 0	Location 18
12	Aisle 9	Location 30
13	Aisle 13	Location 29
14	Aisle 8	Location 14
15	Aisle 7	Location 6
16	Aisle 4	Location 38
Order 58	number of articles 11
0	Aisle 3	Location 24
1	Aisle 8	Location 41
2	Aisle 5	Location 37
3	Aisle 12	Location 25
4	Aisle 12	Location 36
5	Aisle 14	Location 27
6	Aisle 5	Location 7
7	Aisle 2	Location 40
8	Aisle 19	Location 10
9	Aisle 11	Location 1
10	Aisle 17	Location 19
Order 59	number of articles 9
0	Aisle 6	Location 6
1	Aisle 0	Location 21
2	Aisle 15	Location 24
3	Aisle 19	Location 11
4	Aisle 2	Location 29
5	Aisle 3	Location 35
6	Aisle 14	Location 40
7	Aisle 10	Location 30
8	Aisle 5	Location 17
