Order 0	number of articles 23
1	Aisle 7	Location 33
2	Aisle 18	Location 15
3	Aisle 4	Location 21
4	Aisle 4	Location 0
5	Aisle 5	Location 36
6	Aisle 15	Location 43
7	Aisle 10	Location 11
8	Aisle 5	Location 2
9	Aisle 7	Location 3
10	Aisle 8	Location 23
11	Aisle 4	Location 24
12	Aisle 3	Location 3
13	Aisle 12	Location 41
14	Aisle 8	Location 29
15	Aisle 6	Location 39
16	Aisle 5	Location 0
17	Aisle 6	Location 35
18	Aisle 9	Location 35
19	Aisle 14	Location 2
Order 12	number of articles 8
0	Aisle 15	Location 20
1	Aisle 9	Location 26
2	Aisle 3	Location 12
3	Aisle 9	Location 29
4	Aisle 2	Location 6
5	Aisle 15	Location 16
6	Aisle 6	Location 29
7	Aisle 3	Location 37
Order 13	number of articles 6
0	Aisle 4	Location 18
1	Aisle 3	Location 44
2	Aisle 15	Location 36
3	Aisle 7	Location 32
4	Aisle 12	Location 31
5	Aisle 18	Location 10
Order 14	number of articles 11
0	Aisle 0	Location 14
1	Aisle 9	Location 41
2	Aisle 19	Location 36
3	Aisle 0	Location 36
4	Aisle 15	Location 20
5	Aisle 3	Location 17
6	Aisle 1	Location 32
7	Aisle 2	Location 44
8	Aisle 3	Location 19
9	Aisle 16	Location 11
10	Aisle 9	Location 8
Order 15	number of articles 23
0	Aisle 12	Location 14
1	Aisle 19	Location 28
2	Aisle 4	Location 14
3	Aisle 11	Location 41
4	Aisle 16	Location 42
5	Aisle 6	Location 44
6	Aisle 10	Location 37
7	Aisle 3	Location 44
8	Aisle 7	Location 23
9	Aisle 10	Location 2
10	Aisle 15	Location 4
11	Aisle 17	Location 3
12	Aisle 16	Location 0
13	Aisle 14	Location 21
14	Aisle 13	Location 42
15	Aisle 13	Location 26
16	Aisle 11	Location 32
17	Aisle 7	Location 35
18	Aisle 7	Location 24
19	Aisle 2	Location 25
20	Aisle 13	Location 7
21	Aisle 17	Location 36
22	Aisle 10	Location 19
Order 16	number of articles 14
0	Aisle 16	Location 39
1	Aisle 7	Location 40
2	Aisle 14	Location 15
3	Aisle 3	Location 0
4	Aisle 12	Location 41
5	Aisle 17	Location 24
6	Aisle 10	Location 7
7	Aisle 13	Location 43
8	Aisle 0	Location 39
9	Aisle 17	Location 28
10	Aisle 15	Location 28
11	Aisle 8	Location 43
12	Aisle 4	Location 36
13	Aisle 7	Location 38
Order 17	number of articles 10
0	Aisle 11	Location 6
1	Aisle 4	Location 25
2	Aisle 15	Location 18
3	Aisle 6	Location 32
4	Aisle 3	Location 44
5	Aisle 3	Location 43
6	Aisle 11	Location 5
7	Aisle 4	Location 11
8	Aisle 11	Location 22
9	Aisle 8	Location 10
Order 18	number of articles 6
0	Aisle 8	Location 40
1	Aisle 10	Location 38
2	Aisle 11	Location 18
3	Aisle 18	Location 14
4	Aisle 14	Location 30
5	Aisle 17	Location 5
Order 19	number of articles 5
0	Aisle 18	Location 13
1	Aisle 3	Location 9
2	Aisle 19	Location 37
3	Aisle 17	Location 39
4	Aisle 9	Location 11
Order 20	number of articles 24
0	Aisle 6	Location 14
1	Aisle 13	Location 13
2	Aisle 5	Location 28
3	Aisle 16	Location 41
4	Aisle 3	Location 15
5	Aisle 9	Location 26
6	Aisle 12	Location 14
7	Aisle 14	Location 37
8	Aisle 6	Location 25
9	Aisle 12	Location 29
10	Aisle 10	Location 34
11	Aisle 15	Location 31
12	Aisle 14	Location 33
13	Aisle 11	Location 4
14	Aisle 17	Location 37
15	Aisle 8	Location 35
16	Aisle 5	Location 31
17	Aisle 18	Location 11
18	Aisle 18	Location 34
19	Aisle 12	Location 9
20	Aisle 10	Location 11
21	Aisle 11	Location 15
22	Aisle 15	Location 38
23	Aisle 3	Location 31
Order 21	number of articles 7
0	Aisle 8	Location 44
1	Aisle 16	Location 11
2	Aisle 2	Location 38
3	Aisle 13	Location 5
4	Aisle 17	Location 13
5	Aisle 8	Location 16
6	Aisle 19	Location 44
Order 22	number of articles 21
0	Aisle 17	Location 32
1	Aisle 10	Location 26
2	Aisle 7	Location 23
3	Aisle 11	Location 22
4	Aisle 4	Location 12
5	Aisle 16	Location 13
6	Aisle 2	Location 28
7	Aisle 7	Location 17
8	Aisle 6	Location 8
9	Aisle 0	Location 8
10	Aisle 13	Location 13
11	Aisle 6	Location 9
12	Aisle 10	Location 5
13	Aisle 4	Location 19
14	Aisle 4	Location 39
15	Aisle 11	Location 25
16	Aisle 10	Location 37
17	Aisle 13	Location 35
18	Aisle 16	Location 28
19	Aisle 18	Location 13
20	Aisle 10	Location 31
Order 23	number of articles 7
0	Aisle 9	Location 1
1	Aisle 0	Location 28
2	Aisle 1	Location 11
3	Aisle 11	Location 22
4	Aisle 1	Location 34
5	Aisle 19	Location 25
6	Aisle 7	Location 29
Order 24	number of articles 8
0	Aisle 19	Location 27
1	Aisle 8	Location 28
2	Aisle 0	Location 43
3	Aisle 4	Location 30
4	Aisle 7	Location 9
5	Aisle 15	Location 32
6	Aisle 6	Location 43
7	Aisle 2	Location 26
Order 25	number of articles 12
0	Aisle 8	Location 12
1	Aisle 16	Location 40
2	Aisle 7	Location 13
3	Aisle 2	Location 20
4	Aisle 1	Location 21
5	Aisle 6	Location 9
6	Aisle 2	Location 16
7	Aisle 4	Location 3
8	Aisle 9	Location 20
9	Aisle 3	Location 41
10	Aisle 2	Location 36
11	Aisle 5	Location 7
Order 26	number of articles 12
0	Aisle 10	Location 19
1	Aisle 9	Location 13
2	Aisle 8	Location 0
3	Aisle 19	Location 6
4	Aisle 5	Location 14
5	Aisle 11	Location 6
6	Aisle 9	Location 16
7	Aisle 14	Location 10
8	Aisle 18	Location 38
9	Aisle 11	Location 19
10	Aisle 13	Location 37
11	Aisle 2	Location 11
Order 27	number of articles 16
0	Aisle 11	Location 38
1	Aisle 13	Location 40
2	Aisle 6	Location 42
3	Aisle 3	Location 34
4	Aisle 1	Location 0
5	Aisle 12	Location 0
6	Aisle 9	Location 39
7	Aisle 0	Location 14
8	Aisle 17	Location 42
9	Aisle 3	Location 21
10	Aisle 9	Location 44
11	Aisle 5	Location 28
12	Aisle 11	Location 18
13	Aisle 17	Location 24
14	Aisle 14	Location 35
15	Aisle 1	Location 41
Order 28	number of articles 17
0	Aisle 7	Location 40
1	Aisle 15	Location 25
2	Aisle 0	Location 15
3	Aisle 2	Location 36
4	Aisle 19	Location 35
5	Aisle 7	Location 11
6	Aisle 19	Location 0
7	Aisle 4	Location 7
8	Aisle 14	Location 18
9	Aisle 7	Location 0
10	Aisle 17	Location 7
11	Aisle 3	Location 5
12	Aisle 11	Location 37
13	Aisle 2	Location 41
14	Aisle 10	Location 22
15	Aisle 11	Location 2
16	Aisle 3	Location 44
Order 29	number of articles 14
0	Aisle 9	Location 21
1	Aisle 2	Location 43
2	Aisle 5	Location 31
3	Aisle 7	Location 3
4	Aisle 5	Location 40
5	Aisle 9	Location 38
6	Aisle 15	Location 4
7	Aisle 16	Location 20
8	Aisle 2	Location 13
9	Aisle 16	Location 15
10	Aisle 19	Location 44
11	Aisle 8	Location 2
12	Aisle 14	Location 6
13	Aisle 17	Location 42
Order 30	number of articles 23
0	Aisle 14	Location 18
1	Aisle 12	Location 29
2	Aisle 10	Location 1
3	Aisle 13	Location 44
4	Aisle 15	Location 0
5	Aisle 2	Location 35
6	Aisle 18	Location 5
7	Aisle 18	Location 44
8	Aisle 6	Location 0
9	Aisle 3	Location 44
10	Aisle 5	Location 7
11	Aisle 11	Location 42
12	Aisle 1	Location 0
13	Aisle 15	Location 14
14	Aisle 15	Location 38
15	Aisle 4	Location 34
16	Aisle 12	Location 40
17	Aisle 6	Location 9
18	Aisle 5	Location 40
19	Aisle 12	Location 23
20	Aisle 19	Location 31
21	Aisle 4	Location 33
22	Aisle 1	Location 4
Order 31	number of articles 21
0	Aisle 14	Location 30
1	Aisle 10	Location 31
2	Aisle 12	Location 24
3	Aisle 4	Location 39
4	Aisle 2	Location 12
5	Aisle 5	Location 28
6	Aisle 6	Location 24
7	Aisle 11	Location 25
8	Aisle 1	Location 37
9	Aisle 8	Location 20
10	Aisle 19	Location 24
11	Aisle 17	Location 18
12	Aisle 1	Location 44
13	Aisle 6	Location 31
14	Aisle 10	Location 0
15	Aisle 13	Location 12
16	Aisle 13	Location 32
17	Aisle 16	Location 19
18	Aisle 15	Location 43
19	Aisle 5	Location 32
20	Aisle 12	Location 40
Order 32	number of articles 6
0	Aisle 18	Location 33
1	Aisle 12	Location 11
2	Aisle 8	Location 39
3	Aisle 6	Location 12
4	Aisle 4	Location 9
5	Aisle 11	Location 44
Order 33	number of articles 12
0	Aisle 17	Location 24
1	Aisle 3	Location 16
2	Aisle 18	Location 18
3	Aisle 5	Location 24
4	Aisle 9	Location 29
5	Aisle 12	Location 36
6	Aisle 11	Location 22
7	Aisle 14	Location 42
8	Aisle 15	Location 21
9	Aisle 5	Location 28
10	Aisle 19	Location 5
11	Aisle 9	Location 40
Order 34	number of articles 16
0	Aisle 6	Location 6
1	Aisle 11	Location 37
2	Aisle 13	Location 13
3	Aisle 10	Location 30
4	Aisle 17	Location 16
5	Aisle 3	Location 28
6	Aisle 17	Location 38
7	Aisle 6	Location 16
8	Aisle 11	Location 38
9	Aisle 2	Location 3
10	Aisle 4	Location 31
11	Aisle 15	Location 23
12	Aisle 8	Location 5
13	Aisle 8	Location 8
14	Aisle 19	Location 7
15	Aisle 19	Location 36
Order 35	number of articles 12
0	Aisle 13	Location 37
1	Aisle 19	Location 31
2	Aisle 16	Location 42
3	Aisle 12	Location 32
4	Aisle 13	Location 22
5	Aisle 8	Location 37
6	Aisle 7	Location 39
7	Aisle 0	Location 4
8	Aisle 4	Location 5
9	Aisle 13	Location 44
10	Aisle 10	Location 3
11	Aisle 17	Location 44
Order 36	number of articles 9
0	Aisle 16	Location 25
1	Aisle 0	Location 20
2	Aisle 10	Location 41
3	Aisle 6	Location 10
4	Aisle 9	Location 16
5	Aisle 12	Location 44
6	Aisle 11	Location 17
7	Aisle 0	Location 32
8	Aisle 8	Location 3
Order 37	number of articles 22
0	Aisle 0	Location 27
1	Aisle 15	Location 14
2	Aisle 11	Location 22
3	Aisle 10	Location 32
4	Aisle 11	Location 23
5	Aisle 19	Location 5
6	Aisle 7	Location 0
7	Aisle 11	Location 1
8	Aisle 11	Location 37
9	Aisle 12	Location 6
10	Aisle 5	Location 3
11	Aisle 7	Location 10
12	Aisle 6	Location 42
13	Aisle 17	Location 0
14	Aisle 4	Location 31
15	Aisle 5	Location 10
16	Aisle 6	Location 43
17	Aisle 2	Location 3
18	Aisle 4	Location 4
19	Aisle 19	Location 12
20	Aisle 8	Location 35
21	Aisle 19	Location 40
Order 38	number of articles 11
0	Aisle 9	Location 9
1	Aisle 19	Location 25
2	Aisle 0	Location 36
3	Aisle 14	Location 26
4	Aisle 15	Location 28
5	Aisle 3	Location 27
6	Aisle 17	Location 36
7	Aisle 14	Location 15
8	Aisle 0	Location 33
9	Aisle 6	Location 39
10	Aisle 6	Location 19
Order 39	number of articles 19
0	Aisle 14	Location 10
1	Aisle 6	Location 23
2	Aisle 4	Location 19
3	Aisle 19	Location 26
4	Aisle 8	Location 19
5	Aisle 15	Location 6
6	Aisle 11	Location 30
7	Aisle 1	Location 2
8	Aisle 3	Location 24
9	Aisle 14	Location 14
10	Aisle 11	Location 42
11	Aisle 7	Location 9
12	Aisle 1	Location 5
13	Aisle 9	Location 33
14	Aisle 16	Location 35
15	Aisle 12	Location 8
16	Aisle 11	Location 29
17	Aisle 1	Location 4
18	Aisle 9	Location 14
