Order 0	number of articles 6
6	Aisle 16	Location 42
7	Aisle 11	Location 35
8	Aisle 14	Location 38
9	Aisle 2	Location 31
10	Aisle 12	Location 28
11	Aisle 6	Location 31
12	Aisle 4	Location 21
13	Aisle 1	Location 26
14	Aisle 19	Location 22
15	Aisle 0	Location 4
16	Aisle 7	Location 17
17	Aisle 11	Location 27
18	Aisle 11	Location 18
19	Aisle 10	Location 14
20	Aisle 14	Location 37
21	Aisle 6	Location 40
Order 6	number of articles 5
0	Aisle 18	Location 14
1	Aisle 4	Location 17
2	Aisle 13	Location 24
3	Aisle 4	Location 14
4	Aisle 15	Location 2
Order 7	number of articles 7
0	Aisle 1	Location 20
1	Aisle 3	Location 32
2	Aisle 13	Location 27
3	Aisle 10	Location 27
4	Aisle 4	Location 17
5	Aisle 11	Location 16
6	Aisle 6	Location 38
Order 8	number of articles 16
0	Aisle 4	Location 11
1	Aisle 13	Location 43
2	Aisle 19	Location 26
3	Aisle 9	Location 30
4	Aisle 18	Location 39
5	Aisle 6	Location 16
6	Aisle 15	Location 36
7	Aisle 6	Location 29
8	Aisle 16	Location 13
9	Aisle 0	Location 11
10	Aisle 3	Location 5
11	Aisle 18	Location 37
12	Aisle 1	Location 11
13	Aisle 1	Location 9
14	Aisle 14	Location 16
15	Aisle 16	Location 15
Order 9	number of articles 24
0	Aisle 19	Location 21
1	Aisle 19	Location 12
2	Aisle 17	Location 25
3	Aisle 2	Location 42
4	Aisle 4	Location 40
5	Aisle 7	Location 36
6	Aisle 9	Location 12
7	Aisle 10	Location 0
8	Aisle 10	Location 22
9	Aisle 6	Location 20
10	Aisle 7	Location 21
11	Aisle 0	Location 19
12	Aisle 15	Location 43
13	Aisle 14	Location 27
14	Aisle 4	Location 43
15	Aisle 8	Location 23
16	Aisle 7	Location 37
17	Aisle 17	Location 0
18	Aisle 10	Location 29
19	Aisle 10	Location 16
20	Aisle 12	Location 8
21	Aisle 10	Location 28
22	Aisle 3	Location 39
23	Aisle 5	Location 26
Order 10	number of articles 21
0	Aisle 5	Location 3
1	Aisle 4	Location 22
2	Aisle 6	Location 8
3	Aisle 15	Location 25
4	Aisle 17	Location 5
5	Aisle 6	Location 19
6	Aisle 15	Location 41
7	Aisle 6	Location 30
8	Aisle 0	Location 16
9	Aisle 2	Location 11
10	Aisle 0	Location 6
11	Aisle 2	Location 12
12	Aisle 10	Location 17
13	Aisle 10	Location 11
14	Aisle 2	Location 19
15	Aisle 13	Location 27
16	Aisle 1	Location 43
17	Aisle 17	Location 11
18	Aisle 11	Location 36
19	Aisle 17	Location 35
20	Aisle 0	Location 43
Order 11	number of articles 12
0	Aisle 13	Location 15
1	Aisle 15	Location 20
2	Aisle 4	Location 16
3	Aisle 13	Location 2
4	Aisle 11	Location 7
5	Aisle 18	Location 15
6	Aisle 8	Location 11
7	Aisle 18	Location 24
8	Aisle 8	Location 41
9	Aisle 10	Location 43
10	Aisle 12	Location 3
11	Aisle 2	Location 38
Order 12	number of articles 8
0	Aisle 11	Location 12
1	Aisle 2	Location 35
2	Aisle 2	Location 27
3	Aisle 0	Location 35
4	Aisle 18	Location 3
5	Aisle 18	Location 42
6	Aisle 8	Location 0
7	Aisle 19	Location 26
Order 13	number of articles 14
0	Aisle 3	Location 28
1	Aisle 19	Location 43
2	Aisle 9	Location 32
3	Aisle 1	Location 28
4	Aisle 1	Location 8
5	Aisle 16	Location 22
6	Aisle 12	Location 33
7	Aisle 16	Location 25
8	Aisle 11	Location 11
9	Aisle 11	Location 22
10	Aisle 13	Location 44
11	Aisle 3	Location 23
12	Aisle 18	Location 7
13	Aisle 8	Location 9
Order 14	number of articles 17
0	Aisle 13	Location 22
1	Aisle 1	Location 14
2	Aisle 7	Location 17
3	Aisle 19	Location 26
4	Aisle 8	Location 9
5	Aisle 4	Location 38
6	Aisle 18	Location 36
7	Aisle 14	Location 6
8	Aisle 8	Location 10
9	Aisle 8	Location 26
10	Aisle 5	Location 35
11	Aisle 19	Location 2
12	Aisle 4	Location 40
13	Aisle 17	Location 6
14	Aisle 5	Location 42
15	Aisle 10	Location 5
16	Aisle 7	Location 15
Order 15	number of articles 13
0	Aisle 8	Location 17
1	Aisle 7	Location 23
2	Aisle 12	Location 10
3	Aisle 5	Location 39
4	Aisle 8	Location 14
5	Aisle 16	Location 29
6	Aisle 13	Location 41
7	Aisle 15	Location 39
8	Aisle 16	Location 44
9	Aisle 9	Location 32
10	Aisle 3	Location 38
11	Aisle 19	Location 39
12	Aisle 0	Location 12
Order 16	number of articles 6
0	Aisle 8	Location 40
1	Aisle 14	Location 10
2	Aisle 6	Location 25
3	Aisle 2	Location 40
4	Aisle 14	Location 23
5	Aisle 7	Location 37
Order 17	number of articles 9
0	Aisle 2	Location 12
1	Aisle 17	Location 26
2	Aisle 18	Location 20
3	Aisle 14	Location 7
4	Aisle 16	Location 15
5	Aisle 2	Location 3
6	Aisle 2	Location 37
7	Aisle 19	Location 32
8	Aisle 13	Location 2
Order 18	number of articles 13
0	Aisle 18	Location 28
1	Aisle 18	Location 9
2	Aisle 4	Location 4
3	Aisle 13	Location 38
4	Aisle 12	Location 9
5	Aisle 5	Location 7
6	Aisle 2	Location 42
7	Aisle 18	Location 24
8	Aisle 12	Location 4
9	Aisle 13	Location 29
10	Aisle 2	Location 0
11	Aisle 4	Location 16
12	Aisle 8	Location 42
Order 19	number of articles 12
0	Aisle 3	Location 35
1	Aisle 18	Location 3
2	Aisle 10	Location 22
3	Aisle 15	Location 32
4	Aisle 5	Location 42
5	Aisle 18	Location 33
6	Aisle 18	Location 22
7	Aisle 7	Location 40
8	Aisle 14	Location 12
9	Aisle 9	Location 34
10	Aisle 13	Location 42
11	Aisle 3	Location 14
Order 20	number of articles 16
0	Aisle 12	Location 41
1	Aisle 15	Location 9
2	Aisle 10	Location 42
3	Aisle 10	Location 20
4	Aisle 11	Location 26
5	Aisle 17	Location 42
6	Aisle 13	Location 39
7	Aisle 0	Location 13
8	Aisle 4	Location 13
9	Aisle 3	Location 12
10	Aisle 18	Location 40
11	Aisle 15	Location 10
12	Aisle 19	Location 2
13	Aisle 11	Location 32
14	Aisle 7	Location 15
15	Aisle 9	Location 42
Order 21	number of articles 14
0	Aisle 11	Location 43
1	Aisle 18	Location 25
2	Aisle 14	Location 2
3	Aisle 11	Location 28
4	Aisle 16	Location 19
5	Aisle 11	Location 23
6	Aisle 9	Location 16
7	Aisle 2	Location 3
8	Aisle 10	Location 21
9	Aisle 18	Location 26
10	Aisle 6	Location 15
11	Aisle 13	Location 17
12	Aisle 18	Location 23
13	Aisle 9	Location 5
Order 22	number of articles 20
0	Aisle 15	Location 33
1	Aisle 7	Location 0
2	Aisle 14	Location 37
3	Aisle 6	Location 3
4	Aisle 2	Location 32
5	Aisle 15	Location 3
6	Aisle 10	Location 7
7	Aisle 5	Location 24
8	Aisle 18	Location 11
9	Aisle 11	Location 5
10	Aisle 8	Location 1
11	Aisle 0	Location 20
12	Aisle 16	Location 29
13	Aisle 17	Location 35
14	Aisle 9	Location 17
15	Aisle 5	Location 4
16	Aisle 15	Location 22
17	Aisle 16	Location 19
18	Aisle 19	Location 38
19	Aisle 5	Location 12
Order 23	number of articles 19
0	Aisle 11	Location 30
1	Aisle 19	Location 37
2	Aisle 14	Location 39
3	Aisle 12	Location 31
4	Aisle 5	Location 20
5	Aisle 10	Location 14
6	Aisle 6	Location 10
7	Aisle 5	Location 24
8	Aisle 7	Location 11
9	Aisle 3	Location 10
10	Aisle 9	Location 25
11	Aisle 5	Location 44
12	Aisle 11	Location 37
13	Aisle 1	Location 39
14	Aisle 9	Location 24
15	Aisle 14	Location 21
16	Aisle 1	Location 30
17	Aisle 17	Location 30
18	Aisle 8	Location 1
Order 24	number of articles 13
0	Aisle 10	Location 29
1	Aisle 11	Location 44
2	Aisle 11	Location 2
3	Aisle 4	Location 22
4	Aisle 15	Location 42
5	Aisle 15	Location 10
6	Aisle 14	Location 10
7	Aisle 7	Location 29
8	Aisle 0	Location 29
9	Aisle 3	Location 34
10	Aisle 17	Location 23
11	Aisle 6	Location 24
12	Aisle 0	Location 37
Order 25	number of articles 13
0	Aisle 14	Location 12
1	Aisle 1	Location 28
2	Aisle 16	Location 18
3	Aisle 6	Location 19
4	Aisle 16	Location 15
5	Aisle 0	Location 1
6	Aisle 16	Location 31
7	Aisle 13	Location 19
8	Aisle 5	Location 17
9	Aisle 1	Location 15
10	Aisle 17	Location 43
11	Aisle 19	Location 8
12	Aisle 18	Location 34
Order 26	number of articles 12
0	Aisle 2	Location 19
1	Aisle 13	Location 17
2	Aisle 2	Location 13
3	Aisle 2	Location 8
4	Aisle 8	Location 17
5	Aisle 9	Location 20
6	Aisle 0	Location 8
7	Aisle 8	Location 5
8	Aisle 11	Location 28
9	Aisle 6	Location 39
10	Aisle 1	Location 16
11	Aisle 16	Location 14
Order 27	number of articles 18
0	Aisle 3	Location 20
1	Aisle 14	Location 20
2	Aisle 12	Location 25
3	Aisle 2	Location 5
4	Aisle 9	Location 44
5	Aisle 16	Location 36
6	Aisle 12	Location 30
7	Aisle 15	Location 44
8	Aisle 16	Location 11
9	Aisle 2	Location 33
10	Aisle 18	Location 13
11	Aisle 15	Location 35
12	Aisle 1	Location 5
13	Aisle 1	Location 15
14	Aisle 5	Location 31
15	Aisle 3	Location 19
16	Aisle 13	Location 30
17	Aisle 1	Location 33
Order 28	number of articles 10
0	Aisle 18	Location 33
1	Aisle 7	Location 25
2	Aisle 6	Location 23
3	Aisle 18	Location 23
4	Aisle 9	Location 34
5	Aisle 2	Location 14
6	Aisle 12	Location 38
7	Aisle 15	Location 29
8	Aisle 11	Location 17
9	Aisle 4	Location 36
Order 29	number of articles 21
0	Aisle 8	Location 36
1	Aisle 17	Location 42
2	Aisle 18	Location 44
3	Aisle 1	Location 28
4	Aisle 4	Location 28
5	Aisle 15	Location 4
6	Aisle 0	Location 23
7	Aisle 8	Location 25
8	Aisle 10	Location 38
9	Aisle 8	Location 17
10	Aisle 12	Location 43
11	Aisle 15	Location 38
12	Aisle 11	Location 22
13	Aisle 17	Location 24
14	Aisle 7	Location 13
15	Aisle 4	Location 44
16	Aisle 17	Location 39
17	Aisle 14	Location 30
18	Aisle 4	Location 7
19	Aisle 0	Location 38
20	Aisle 2	Location 34
Order 30	number of articles 24
0	Aisle 16	Location 29
1	Aisle 17	Location 42
2	Aisle 15	Location 7
3	Aisle 4	Location 24
4	Aisle 11	Location 7
5	Aisle 19	Location 32
6	Aisle 15	Location 2
7	Aisle 10	Location 1
8	Aisle 18	Location 30
9	Aisle 12	Location 0
10	Aisle 12	Location 31
11	Aisle 2	Location 5
12	Aisle 14	Location 31
13	Aisle 13	Location 4
14	Aisle 8	Location 23
15	Aisle 12	Location 12
16	Aisle 2	Location 2
17	Aisle 4	Location 33
18	Aisle 2	Location 4
19	Aisle 10	Location 29
20	Aisle 2	Location 35
21	Aisle 1	Location 0
22	Aisle 9	Location 34
23	Aisle 2	Location 24
Order 31	number of articles 16
0	Aisle 17	Location 19
1	Aisle 11	Location 38
2	Aisle 7	Location 32
3	Aisle 7	Location 33
4	Aisle 9	Location 33
5	Aisle 19	Location 0
6	Aisle 14	Location 6
7	Aisle 11	Location 8
8	Aisle 5	Location 27
9	Aisle 1	Location 30
10	Aisle 0	Location 19
11	Aisle 9	Location 0
12	Aisle 19	Location 9
13	Aisle 1	Location 42
14	Aisle 13	Location 19
15	Aisle 16	Location 8
Order 32	number of articles 14
0	Aisle 7	Location 28
1	Aisle 4	Location 8
2	Aisle 1	Location 35
3	Aisle 14	Location 14
4	Aisle 17	Location 34
5	Aisle 14	Location 38
6	Aisle 8	Location 24
7	Aisle 17	Location 13
8	Aisle 9	Location 17
9	Aisle 17	Location 20
10	Aisle 19	Location 8
11	Aisle 7	Location 5
12	Aisle 18	Location 18
13	Aisle 18	Location 17
Order 33	number of articles 23
0	Aisle 5	Location 32
1	Aisle 6	Location 44
2	Aisle 14	Location 30
3	Aisle 16	Location 34
4	Aisle 14	Location 23
5	Aisle 17	Location 30
6	Aisle 16	Location 41
7	Aisle 13	Location 37
8	Aisle 5	Location 22
9	Aisle 18	Location 8
10	Aisle 11	Location 8
11	Aisle 15	Location 41
12	Aisle 13	Location 36
13	Aisle 4	Location 9
14	Aisle 4	Location 27
15	Aisle 14	Location 5
16	Aisle 6	Location 4
17	Aisle 0	Location 3
18	Aisle 11	Location 13
19	Aisle 15	Location 14
20	Aisle 3	Location 20
21	Aisle 8	Location 21
22	Aisle 14	Location 33
Order 34	number of articles 17
0	Aisle 14	Location 14
1	Aisle 16	Location 29
2	Aisle 7	Location 7
3	Aisle 2	Location 9
4	Aisle 12	Location 26
5	Aisle 19	Location 25
6	Aisle 3	Location 32
7	Aisle 1	Location 31
8	Aisle 16	Location 18
9	Aisle 15	Location 12
10	Aisle 5	Location 29
11	Aisle 19	Location 27
12	Aisle 10	Location 6
13	Aisle 1	Location 0
14	Aisle 9	Location 5
15	Aisle 5	Location 5
16	Aisle 5	Location 26
Order 35	number of articles 10
0	Aisle 11	Location 9
1	Aisle 4	Location 10
2	Aisle 6	Location 34
3	Aisle 7	Location 9
4	Aisle 13	Location 4
5	Aisle 6	Location 14
6	Aisle 18	Location 2
7	Aisle 19	Location 38
8	Aisle 12	Location 33
9	Aisle 16	Location 38
Order 36	number of articles 24
0	Aisle 6	Location 19
1	Aisle 8	Location 15
2	Aisle 3	Location 16
3	Aisle 12	Location 2
4	Aisle 15	Location 1
5	Aisle 9	Location 4
6	Aisle 7	Location 7
7	Aisle 18	Location 14
8	Aisle 17	Location 23
9	Aisle 18	Location 8
10	Aisle 9	Location 32
11	Aisle 1	Location 40
12	Aisle 19	Location 31
13	Aisle 7	Location 17
14	Aisle 0	Location 4
15	Aisle 11	Location 41
16	Aisle 4	Location 23
17	Aisle 19	Location 23
18	Aisle 17	Location 28
19	Aisle 1	Location 29
20	Aisle 6	Location 10
21	Aisle 4	Location 27
22	Aisle 14	Location 15
23	Aisle 6	Location 8
Order 37	number of articles 12
0	Aisle 12	Location 40
1	Aisle 12	Location 16
2	Aisle 18	Location 18
3	Aisle 17	Location 11
4	Aisle 11	Location 4
5	Aisle 17	Location 15
6	Aisle 5	Location 34
7	Aisle 16	Location 44
8	Aisle 14	Location 23
9	Aisle 19	Location 16
10	Aisle 1	Location 38
11	Aisle 4	Location 0
Order 38	number of articles 17
0	Aisle 1	Location 3
1	Aisle 18	Location 18
2	Aisle 10	Location 43
3	Aisle 0	Location 3
4	Aisle 12	Location 1
5	Aisle 4	Location 0
6	Aisle 16	Location 41
7	Aisle 13	Location 27
8	Aisle 10	Location 20
9	Aisle 4	Location 11
10	Aisle 5	Location 23
11	Aisle 8	Location 14
12	Aisle 3	Location 10
13	Aisle 14	Location 38
14	Aisle 1	Location 34
15	Aisle 19	Location 19
16	Aisle 14	Location 42
Order 39	number of articles 20
0	Aisle 16	Location 19
1	Aisle 12	Location 28
2	Aisle 11	Location 14
3	Aisle 19	Location 37
4	Aisle 5	Location 29
5	Aisle 17	Location 10
6	Aisle 12	Location 10
7	Aisle 5	Location 15
8	Aisle 11	Location 6
9	Aisle 13	Location 33
10	Aisle 2	Location 7
11	Aisle 8	Location 8
12	Aisle 8	Location 1
13	Aisle 4	Location 4
14	Aisle 8	Location 31
15	Aisle 19	Location 0
16	Aisle 14	Location 18
17	Aisle 1	Location 43
18	Aisle 17	Location 30
19	Aisle 9	Location 23
Order 40	number of articles 11
0	Aisle 11	Location 35
1	Aisle 0	Location 20
2	Aisle 10	Location 17
3	Aisle 15	Location 44
4	Aisle 4	Location 10
5	Aisle 15	Location 43
6	Aisle 13	Location 40
7	Aisle 3	Location 39
8	Aisle 7	Location 13
9	Aisle 3	Location 20
10	Aisle 11	Location 37
Order 41	number of articles 10
0	Aisle 14	Location 3
1	Aisle 2	Location 17
2	Aisle 1	Location 44
3	Aisle 16	Location 9
4	Aisle 8	Location 22
5	Aisle 17	Location 34
6	Aisle 14	Location 31
7	Aisle 1	Location 28
8	Aisle 15	Location 0
9	Aisle 4	Location 8
Order 42	number of articles 6
0	Aisle 2	Location 30
1	Aisle 16	Location 33
2	Aisle 4	Location 29
3	Aisle 15	Location 8
4	Aisle 11	Location 13
5	Aisle 12	Location 27
Order 43	number of articles 19
0	Aisle 13	Location 42
1	Aisle 4	Location 2
2	Aisle 2	Location 40
3	Aisle 11	Location 4
4	Aisle 2	Location 24
5	Aisle 8	Location 43
6	Aisle 3	Location 10
7	Aisle 18	Location 36
8	Aisle 3	Location 44
9	Aisle 18	Location 40
10	Aisle 7	Location 27
11	Aisle 14	Location 8
12	Aisle 18	Location 1
13	Aisle 9	Location 24
14	Aisle 19	Location 37
15	Aisle 11	Location 36
16	Aisle 12	Location 2
17	Aisle 2	Location 31
18	Aisle 17	Location 2
Order 44	number of articles 13
0	Aisle 11	Location 37
1	Aisle 4	Location 7
2	Aisle 17	Location 29
3	Aisle 8	Location 31
4	Aisle 18	Location 26
5	Aisle 8	Location 21
6	Aisle 0	Location 31
7	Aisle 16	Location 42
8	Aisle 3	Location 13
9	Aisle 18	Location 9
10	Aisle 14	Location 13
11	Aisle 8	Location 17
12	Aisle 0	Location 36
Order 45	number of articles 15
0	Aisle 19	Location 35
1	Aisle 1	Location 12
2	Aisle 12	Location 11
3	Aisle 15	Location 17
4	Aisle 19	Location 19
5	Aisle 15	Location 4
6	Aisle 10	Location 19
7	Aisle 6	Location 1
8	Aisle 14	Location 9
9	Aisle 11	Location 11
10	Aisle 1	Location 21
11	Aisle 12	Location 34
12	Aisle 17	Location 19
13	Aisle 11	Location 32
14	Aisle 1	Location 39
Order 46	number of articles 14
0	Aisle 3	Location 16
1	Aisle 2	Location 12
2	Aisle 2	Location 9
3	Aisle 18	Location 14
4	Aisle 13	Location 29
5	Aisle 17	Location 23
6	Aisle 14	Location 29
7	Aisle 16	Location 14
8	Aisle 15	Location 8
9	Aisle 16	Location 37
10	Aisle 18	Location 19
11	Aisle 2	Location 21
12	Aisle 17	Location 36
13	Aisle 1	Location 41
Order 47	number of articles 10
0	Aisle 0	Location 4
1	Aisle 2	Location 14
2	Aisle 5	Location 34
3	Aisle 9	Location 19
4	Aisle 9	Location 32
5	Aisle 14	Location 28
6	Aisle 5	Location 4
7	Aisle 15	Location 30
8	Aisle 19	Location 16
9	Aisle 8	Location 37
Order 48	number of articles 5
0	Aisle 12	Location 23
1	Aisle 12	Location 6
2	Aisle 6	Location 25
3	Aisle 3	Location 26
4	Aisle 7	Location 42
Order 49	number of articles 7
0	Aisle 12	Location 30
1	Aisle 0	Location 3
2	Aisle 2	Location 15
3	Aisle 6	Location 12
4	Aisle 13	Location 0
5	Aisle 19	Location 9
6	Aisle 13	Location 17
Order 50	number of articles 17
0	Aisle 10	Location 17
1	Aisle 5	Location 13
2	Aisle 13	Location 24
3	Aisle 6	Location 5
4	Aisle 4	Location 12
5	Aisle 13	Location 42
6	Aisle 17	Location 13
7	Aisle 1	Location 5
8	Aisle 2	Location 26
9	Aisle 19	Location 32
10	Aisle 9	Location 22
11	Aisle 3	Location 31
12	Aisle 17	Location 3
13	Aisle 0	Location 25
14	Aisle 7	Location 10
15	Aisle 18	Location 16
16	Aisle 8	Location 16
Order 51	number of articles 21
0	Aisle 17	Location 13
1	Aisle 5	Location 5
2	Aisle 6	Location 2
3	Aisle 8	Location 6
4	Aisle 17	Location 10
5	Aisle 10	Location 33
6	Aisle 18	Location 32
7	Aisle 18	Location 11
8	Aisle 11	Location 3
9	Aisle 9	Location 21
10	Aisle 14	Location 41
11	Aisle 4	Location 17
12	Aisle 13	Location 17
13	Aisle 0	Location 15
14	Aisle 9	Location 14
15	Aisle 2	Location 7
16	Aisle 18	Location 14
17	Aisle 19	Location 15
18	Aisle 19	Location 41
19	Aisle 7	Location 33
20	Aisle 0	Location 36
Order 52	number of articles 5
0	Aisle 4	Location 41
1	Aisle 6	Location 29
2	Aisle 8	Location 16
3	Aisle 1	Location 23
4	Aisle 6	Location 5
Order 53	number of articles 11
0	Aisle 18	Location 13
1	Aisle 15	Location 0
2	Aisle 8	Location 34
3	Aisle 7	Location 0
4	Aisle 17	Location 27
5	Aisle 7	Location 12
6	Aisle 0	Location 21
7	Aisle 2	Location 8
8	Aisle 3	Location 36
9	Aisle 5	Location 7
10	Aisle 19	Location 35
Order 54	number of articles 7
0	Aisle 3	Location 27
1	Aisle 11	Location 22
2	Aisle 7	Location 21
3	Aisle 7	Location 44
4	Aisle 19	Location 1
5	Aisle 19	Location 4
6	Aisle 12	Location 4
Order 55	number of articles 23
0	Aisle 18	Location 20
1	Aisle 1	Location 12
2	Aisle 5	Location 17
3	Aisle 19	Location 18
4	Aisle 14	Location 43
5	Aisle 7	Location 31
6	Aisle 7	Location 8
7	Aisle 2	Location 6
8	Aisle 11	Location 6
9	Aisle 2	Location 38
10	Aisle 17	Location 31
11	Aisle 17	Location 7
12	Aisle 7	Location 5
13	Aisle 2	Location 31
14	Aisle 18	Location 26
15	Aisle 16	Location 7
16	Aisle 13	Location 17
17	Aisle 16	Location 35
18	Aisle 8	Location 24
19	Aisle 0	Location 26
20	Aisle 8	Location 4
21	Aisle 7	Location 33
22	Aisle 13	Location 20
Order 56	number of articles 21
0	Aisle 3	Location 3
1	Aisle 8	Location 0
2	Aisle 16	Location 43
3	Aisle 10	Location 32
4	Aisle 12	Location 2
5	Aisle 16	Location 25
6	Aisle 11	Location 9
7	Aisle 14	Location 20
8	Aisle 13	Location 0
9	Aisle 11	Location 2
10	Aisle 8	Location 25
11	Aisle 7	Location 31
12	Aisle 9	Location 4
13	Aisle 10	Location 25
14	Aisle 13	Location 16
15	Aisle 15	Location 14
16	Aisle 5	Location 11
17	Aisle 14	Location 24
18	Aisle 18	Location 16
19	Aisle 10	Location 35
20	Aisle 5	Location 25
Order 57	number of articles 6
0	Aisle 7	Location 42
1	Aisle 3	Location 21
2	Aisle 11	Location 34
3	Aisle 0	Location 9
4	Aisle 18	Location 41
5	Aisle 0	Location 22
Order 58	number of articles 19
0	Aisle 1	Location 4
1	Aisle 5	Location 20
2	Aisle 17	Location 0
3	Aisle 9	Location 13
4	Aisle 0	Location 20
5	Aisle 13	Location 1
6	Aisle 12	Location 40
7	Aisle 1	Location 15
8	Aisle 8	Location 26
9	Aisle 4	Location 26
10	Aisle 17	Location 34
11	Aisle 8	Location 1
12	Aisle 14	Location 11
13	Aisle 8	Location 3
14	Aisle 18	Location 38
15	Aisle 3	Location 4
16	Aisle 2	Location 16
17	Aisle 17	Location 17
18	Aisle 6	Location 29
Order 59	number of articles 6
0	Aisle 12	Location 30
1	Aisle 19	Location 7
2	Aisle 4	Location 18
3	Aisle 19	Location 2
4	Aisle 14	Location 17
5	Aisle 6	Location 17
