Order 0	number of articles 13
2	Aisle 2	Location 9
3	Aisle 5	Location 37
4	Aisle 3	Location 42
5	Aisle 1	Location 42
6	Aisle 5	Location 38
7	Aisle 5	Location 16
8	Aisle 11	Location 5
9	Aisle 19	Location 33
10	Aisle 1	Location 17
Order 27	number of articles 24
0	Aisle 5	Location 2
1	Aisle 7	Location 28
2	Aisle 16	Location 7
3	Aisle 8	Location 12
4	Aisle 15	Location 44
5	Aisle 18	Location 28
6	Aisle 19	Location 2
7	Aisle 7	Location 44
8	Aisle 3	Location 8
9	Aisle 10	Location 22
10	Aisle 3	Location 2
11	Aisle 18	Location 35
12	Aisle 14	Location 42
13	Aisle 17	Location 3
14	Aisle 19	Location 44
15	Aisle 7	Location 42
16	Aisle 17	Location 23
17	Aisle 17	Location 26
18	Aisle 7	Location 34
19	Aisle 13	Location 43
20	Aisle 1	Location 20
21	Aisle 17	Location 19
22	Aisle 10	Location 19
23	Aisle 0	Location 44
Order 28	number of articles 6
0	Aisle 15	Location 6
1	Aisle 6	Location 32
2	Aisle 1	Location 26
3	Aisle 17	Location 39
4	Aisle 1	Location 3
5	Aisle 7	Location 25
Order 29	number of articles 13
0	Aisle 18	Location 31
1	Aisle 1	Location 0
2	Aisle 15	Location 18
3	Aisle 16	Location 42
4	Aisle 10	Location 26
5	Aisle 13	Location 3
6	Aisle 6	Location 23
7	Aisle 10	Location 34
8	Aisle 19	Location 29
9	Aisle 0	Location 16
10	Aisle 11	Location 19
11	Aisle 5	Location 21
12	Aisle 18	Location 44
Order 30	number of articles 9
0	Aisle 19	Location 24
1	Aisle 13	Location 4
2	Aisle 14	Location 38
3	Aisle 17	Location 19
4	Aisle 5	Location 5
5	Aisle 10	Location 9
6	Aisle 7	Location 3
7	Aisle 13	Location 39
8	Aisle 12	Location 4
Order 31	number of articles 17
0	Aisle 19	Location 6
1	Aisle 10	Location 8
2	Aisle 13	Location 43
3	Aisle 2	Location 25
4	Aisle 19	Location 17
5	Aisle 6	Location 40
6	Aisle 3	Location 20
7	Aisle 2	Location 34
8	Aisle 10	Location 29
9	Aisle 11	Location 23
10	Aisle 4	Location 41
11	Aisle 7	Location 41
12	Aisle 0	Location 32
13	Aisle 15	Location 43
14	Aisle 0	Location 37
15	Aisle 16	Location 32
16	Aisle 3	Location 36
Order 32	number of articles 7
0	Aisle 6	Location 34
1	Aisle 10	Location 1
2	Aisle 8	Location 18
3	Aisle 1	Location 8
4	Aisle 11	Location 19
5	Aisle 17	Location 39
6	Aisle 19	Location 12
Order 33	number of articles 16
0	Aisle 12	Location 21
1	Aisle 11	Location 6
2	Aisle 14	Location 28
3	Aisle 12	Location 4
4	Aisle 9	Location 40
5	Aisle 6	Location 10
6	Aisle 6	Location 22
7	Aisle 9	Location 11
8	Aisle 11	Location 24
9	Aisle 14	Location 0
10	Aisle 2	Location 21
11	Aisle 19	Location 8
12	Aisle 15	Location 11
13	Aisle 15	Location 33
14	Aisle 13	Location 26
15	Aisle 14	Location 23
Order 34	number of articles 14
0	Aisle 2	Location 43
1	Aisle 9	Location 31
2	Aisle 2	Location 3
3	Aisle 0	Location 21
4	Aisle 14	Location 42
5	Aisle 15	Location 44
6	Aisle 14	Location 33
7	Aisle 19	Location 20
8	Aisle 10	Location 30
9	Aisle 13	Location 31
10	Aisle 11	Location 7
11	Aisle 6	Location 23
12	Aisle 5	Location 23
13	Aisle 0	Location 5
Order 35	number of articles 20
0	Aisle 14	Location 22
1	Aisle 9	Location 39
2	Aisle 5	Location 15
3	Aisle 10	Location 11
4	Aisle 17	Location 34
5	Aisle 3	Location 0
6	Aisle 0	Location 41
7	Aisle 0	Location 27
8	Aisle 1	Location 13
9	Aisle 8	Location 34
10	Aisle 0	Location 16
11	Aisle 17	Location 12
12	Aisle 19	Location 0
13	Aisle 19	Location 29
14	Aisle 16	Location 14
15	Aisle 13	Location 1
16	Aisle 9	Location 23
17	Aisle 2	Location 43
18	Aisle 7	Location 3
19	Aisle 6	Location 39
Order 36	number of articles 24
0	Aisle 14	Location 19
1	Aisle 5	Location 29
2	Aisle 7	Location 23
3	Aisle 18	Location 39
4	Aisle 10	Location 44
5	Aisle 13	Location 26
6	Aisle 6	Location 13
7	Aisle 12	Location 37
8	Aisle 14	Location 37
9	Aisle 6	Location 9
10	Aisle 16	Location 44
11	Aisle 3	Location 44
12	Aisle 7	Location 12
13	Aisle 16	Location 10
14	Aisle 9	Location 19
15	Aisle 0	Location 7
16	Aisle 9	Location 37
17	Aisle 19	Location 27
18	Aisle 2	Location 1
19	Aisle 12	Location 44
20	Aisle 5	Location 36
21	Aisle 4	Location 30
22	Aisle 4	Location 26
23	Aisle 4	Location 33
Order 37	number of articles 5
0	Aisle 7	Location 22
1	Aisle 9	Location 25
2	Aisle 17	Location 15
3	Aisle 3	Location 0
4	Aisle 2	Location 2
Order 38	number of articles 23
0	Aisle 8	Location 36
1	Aisle 10	Location 8
2	Aisle 9	Location 9
3	Aisle 18	Location 42
4	Aisle 16	Location 42
5	Aisle 16	Location 40
6	Aisle 16	Location 44
7	Aisle 13	Location 11
8	Aisle 4	Location 4
9	Aisle 16	Location 2
10	Aisle 11	Location 13
11	Aisle 6	Location 38
12	Aisle 8	Location 10
13	Aisle 15	Location 29
14	Aisle 12	Location 20
15	Aisle 15	Location 15
16	Aisle 2	Location 12
17	Aisle 13	Location 34
18	Aisle 0	Location 20
19	Aisle 4	Location 22
20	Aisle 7	Location 17
21	Aisle 19	Location 7
22	Aisle 0	Location 1
Order 39	number of articles 11
0	Aisle 12	Location 28
1	Aisle 12	Location 5
2	Aisle 1	Location 26
3	Aisle 5	Location 35
4	Aisle 3	Location 23
5	Aisle 13	Location 25
6	Aisle 10	Location 39
7	Aisle 17	Location 5
8	Aisle 11	Location 40
9	Aisle 10	Location 26
10	Aisle 15	Location 10
