Order 0	number of articles 15
1	Aisle 5	Location 35
2	Aisle 5	Location 6
3	Aisle 12	Location 27
4	Aisle 8	Location 10
5	Aisle 18	Location 13
6	Aisle 16	Location 13
7	Aisle 6	Location 5
8	Aisle 6	Location 38
9	Aisle 14	Location 39
10	Aisle 18	Location 43
11	Aisle 7	Location 3
Order 9	number of articles 10
0	Aisle 8	Location 35
1	Aisle 7	Location 39
2	Aisle 3	Location 33
3	Aisle 10	Location 40
4	Aisle 18	Location 34
5	Aisle 13	Location 44
6	Aisle 3	Location 9
7	Aisle 17	Location 28
8	Aisle 13	Location 17
9	Aisle 17	Location 16
Order 10	number of articles 14
0	Aisle 14	Location 27
1	Aisle 19	Location 4
2	Aisle 5	Location 37
3	Aisle 16	Location 2
4	Aisle 5	Location 32
5	Aisle 15	Location 16
6	Aisle 2	Location 44
7	Aisle 16	Location 19
8	Aisle 19	Location 19
9	Aisle 10	Location 14
10	Aisle 0	Location 3
11	Aisle 2	Location 25
12	Aisle 4	Location 11
13	Aisle 13	Location 10
Order 11	number of articles 19
0	Aisle 13	Location 29
1	Aisle 0	Location 37
2	Aisle 10	Location 22
3	Aisle 12	Location 15
4	Aisle 6	Location 11
5	Aisle 13	Location 14
6	Aisle 11	Location 12
7	Aisle 16	Location 0
8	Aisle 2	Location 24
9	Aisle 10	Location 14
10	Aisle 4	Location 28
11	Aisle 16	Location 8
12	Aisle 8	Location 8
13	Aisle 14	Location 25
14	Aisle 15	Location 42
15	Aisle 10	Location 19
16	Aisle 6	Location 21
17	Aisle 16	Location 7
18	Aisle 18	Location 19
Order 12	number of articles 16
0	Aisle 17	Location 22
1	Aisle 9	Location 20
2	Aisle 5	Location 4
3	Aisle 19	Location 0
4	Aisle 0	Location 33
5	Aisle 16	Location 1
6	Aisle 6	Location 6
7	Aisle 11	Location 13
8	Aisle 13	Location 12
9	Aisle 2	Location 8
10	Aisle 15	Location 6
11	Aisle 6	Location 11
12	Aisle 15	Location 9
13	Aisle 18	Location 35
14	Aisle 0	Location 11
15	Aisle 4	Location 34
Order 13	number of articles 7
0	Aisle 9	Location 37
1	Aisle 12	Location 36
2	Aisle 0	Location 28
3	Aisle 7	Location 7
4	Aisle 15	Location 15
5	Aisle 16	Location 27
6	Aisle 18	Location 25
Order 14	number of articles 10
0	Aisle 18	Location 14
1	Aisle 6	Location 38
2	Aisle 1	Location 43
3	Aisle 18	Location 2
4	Aisle 5	Location 41
5	Aisle 11	Location 20
6	Aisle 9	Location 29
7	Aisle 7	Location 5
8	Aisle 12	Location 35
9	Aisle 11	Location 31
Order 15	number of articles 23
0	Aisle 14	Location 32
1	Aisle 0	Location 35
2	Aisle 17	Location 35
3	Aisle 2	Location 1
4	Aisle 3	Location 43
5	Aisle 10	Location 19
6	Aisle 1	Location 2
7	Aisle 1	Location 35
8	Aisle 8	Location 7
9	Aisle 17	Location 26
10	Aisle 12	Location 38
11	Aisle 16	Location 9
12	Aisle 0	Location 19
13	Aisle 16	Location 23
14	Aisle 6	Location 35
15	Aisle 17	Location 4
16	Aisle 17	Location 37
17	Aisle 8	Location 13
18	Aisle 10	Location 36
19	Aisle 13	Location 2
20	Aisle 8	Location 1
21	Aisle 3	Location 30
22	Aisle 11	Location 37
Order 16	number of articles 6
0	Aisle 17	Location 11
1	Aisle 3	Location 16
2	Aisle 12	Location 21
3	Aisle 10	Location 33
4	Aisle 11	Location 2
5	Aisle 16	Location 17
Order 17	number of articles 7
0	Aisle 14	Location 7
1	Aisle 13	Location 37
2	Aisle 5	Location 43
3	Aisle 14	Location 31
4	Aisle 2	Location 27
5	Aisle 12	Location 21
6	Aisle 17	Location 34
Order 18	number of articles 22
0	Aisle 11	Location 22
1	Aisle 3	Location 10
2	Aisle 11	Location 1
3	Aisle 0	Location 19
4	Aisle 9	Location 41
5	Aisle 1	Location 44
6	Aisle 8	Location 28
7	Aisle 0	Location 40
8	Aisle 12	Location 17
9	Aisle 0	Location 27
10	Aisle 12	Location 41
11	Aisle 12	Location 28
12	Aisle 2	Location 7
13	Aisle 13	Location 44
14	Aisle 19	Location 15
15	Aisle 6	Location 41
16	Aisle 6	Location 6
17	Aisle 16	Location 24
18	Aisle 0	Location 18
19	Aisle 11	Location 23
20	Aisle 1	Location 1
21	Aisle 12	Location 38
Order 19	number of articles 16
0	Aisle 12	Location 15
1	Aisle 2	Location 13
2	Aisle 12	Location 14
3	Aisle 4	Location 11
4	Aisle 13	Location 38
5	Aisle 0	Location 37
6	Aisle 4	Location 43
7	Aisle 16	Location 7
8	Aisle 12	Location 16
9	Aisle 10	Location 11
10	Aisle 2	Location 32
11	Aisle 13	Location 21
12	Aisle 3	Location 31
13	Aisle 2	Location 35
14	Aisle 4	Location 36
15	Aisle 6	Location 13
Order 20	number of articles 22
0	Aisle 1	Location 36
1	Aisle 10	Location 40
2	Aisle 15	Location 10
3	Aisle 15	Location 15
4	Aisle 1	Location 29
5	Aisle 6	Location 32
6	Aisle 6	Location 5
7	Aisle 8	Location 0
8	Aisle 4	Location 28
9	Aisle 0	Location 36
10	Aisle 5	Location 36
11	Aisle 14	Location 33
12	Aisle 12	Location 27
13	Aisle 11	Location 2
14	Aisle 11	Location 5
15	Aisle 10	Location 1
16	Aisle 0	Location 7
17	Aisle 3	Location 20
18	Aisle 5	Location 7
19	Aisle 9	Location 32
20	Aisle 2	Location 11
21	Aisle 10	Location 20
Order 21	number of articles 8
0	Aisle 7	Location 35
1	Aisle 6	Location 26
2	Aisle 1	Location 31
3	Aisle 11	Location 0
4	Aisle 16	Location 38
5	Aisle 11	Location 33
6	Aisle 9	Location 13
7	Aisle 12	Location 21
Order 22	number of articles 6
0	Aisle 12	Location 18
1	Aisle 10	Location 41
2	Aisle 9	Location 26
3	Aisle 2	Location 32
4	Aisle 11	Location 20
5	Aisle 11	Location 39
Order 23	number of articles 14
0	Aisle 3	Location 15
1	Aisle 10	Location 8
2	Aisle 0	Location 36
3	Aisle 8	Location 35
4	Aisle 15	Location 8
5	Aisle 13	Location 43
6	Aisle 2	Location 13
7	Aisle 9	Location 41
8	Aisle 19	Location 16
9	Aisle 19	Location 35
10	Aisle 10	Location 43
11	Aisle 4	Location 22
12	Aisle 17	Location 18
13	Aisle 0	Location 22
Order 24	number of articles 20
0	Aisle 16	Location 18
1	Aisle 4	Location 24
2	Aisle 5	Location 27
3	Aisle 17	Location 12
4	Aisle 19	Location 32
5	Aisle 2	Location 14
6	Aisle 4	Location 0
7	Aisle 14	Location 7
8	Aisle 3	Location 40
9	Aisle 3	Location 27
10	Aisle 1	Location 8
11	Aisle 4	Location 4
12	Aisle 13	Location 41
13	Aisle 17	Location 41
14	Aisle 19	Location 5
15	Aisle 18	Location 40
16	Aisle 6	Location 19
17	Aisle 9	Location 2
18	Aisle 13	Location 27
19	Aisle 15	Location 8
Order 25	number of articles 21
0	Aisle 8	Location 18
1	Aisle 11	Location 14
2	Aisle 4	Location 33
3	Aisle 19	Location 11
4	Aisle 5	Location 22
5	Aisle 18	Location 10
6	Aisle 8	Location 22
7	Aisle 0	Location 43
8	Aisle 1	Location 4
9	Aisle 15	Location 41
10	Aisle 18	Location 41
11	Aisle 10	Location 4
12	Aisle 12	Location 20
13	Aisle 8	Location 34
14	Aisle 4	Location 22
15	Aisle 12	Location 7
16	Aisle 2	Location 2
17	Aisle 10	Location 18
18	Aisle 2	Location 15
19	Aisle 19	Location 19
20	Aisle 19	Location 6
Order 26	number of articles 13
0	Aisle 11	Location 31
1	Aisle 12	Location 33
2	Aisle 11	Location 8
3	Aisle 15	Location 23
4	Aisle 12	Location 44
5	Aisle 12	Location 41
6	Aisle 2	Location 19
7	Aisle 19	Location 31
8	Aisle 0	Location 40
9	Aisle 6	Location 20
10	Aisle 16	Location 33
11	Aisle 6	Location 37
12	Aisle 9	Location 5
Order 27	number of articles 8
0	Aisle 3	Location 35
1	Aisle 8	Location 19
2	Aisle 1	Location 37
3	Aisle 13	Location 28
4	Aisle 15	Location 31
5	Aisle 5	Location 38
6	Aisle 6	Location 43
7	Aisle 12	Location 36
Order 28	number of articles 10
0	Aisle 2	Location 5
1	Aisle 5	Location 18
2	Aisle 3	Location 34
3	Aisle 5	Location 17
4	Aisle 3	Location 10
5	Aisle 7	Location 5
6	Aisle 12	Location 29
7	Aisle 18	Location 33
8	Aisle 18	Location 16
9	Aisle 0	Location 19
Order 29	number of articles 7
0	Aisle 3	Location 35
1	Aisle 6	Location 8
2	Aisle 18	Location 43
3	Aisle 13	Location 23
4	Aisle 12	Location 22
5	Aisle 19	Location 35
6	Aisle 18	Location 35
Order 30	number of articles 20
0	Aisle 11	Location 2
1	Aisle 5	Location 30
2	Aisle 1	Location 16
3	Aisle 8	Location 23
4	Aisle 8	Location 10
5	Aisle 8	Location 8
6	Aisle 2	Location 18
7	Aisle 12	Location 23
8	Aisle 16	Location 36
9	Aisle 4	Location 21
10	Aisle 18	Location 9
11	Aisle 19	Location 15
12	Aisle 0	Location 40
13	Aisle 0	Location 1
14	Aisle 9	Location 41
15	Aisle 11	Location 25
16	Aisle 19	Location 8
17	Aisle 2	Location 28
18	Aisle 13	Location 23
19	Aisle 14	Location 41
Order 31	number of articles 18
0	Aisle 16	Location 22
1	Aisle 11	Location 25
2	Aisle 0	Location 39
3	Aisle 6	Location 39
4	Aisle 2	Location 40
5	Aisle 7	Location 10
6	Aisle 10	Location 10
7	Aisle 5	Location 32
8	Aisle 9	Location 15
9	Aisle 4	Location 15
10	Aisle 14	Location 21
11	Aisle 12	Location 29
12	Aisle 7	Location 9
13	Aisle 8	Location 16
14	Aisle 17	Location 39
15	Aisle 3	Location 29
16	Aisle 3	Location 41
17	Aisle 17	Location 2
Order 32	number of articles 12
0	Aisle 3	Location 37
1	Aisle 4	Location 5
2	Aisle 10	Location 43
3	Aisle 2	Location 32
4	Aisle 18	Location 25
5	Aisle 16	Location 43
6	Aisle 5	Location 3
7	Aisle 12	Location 19
8	Aisle 17	Location 21
9	Aisle 3	Location 30
10	Aisle 10	Location 14
11	Aisle 10	Location 1
Order 33	number of articles 12
0	Aisle 4	Location 43
1	Aisle 0	Location 33
2	Aisle 7	Location 5
3	Aisle 9	Location 16
4	Aisle 15	Location 22
5	Aisle 6	Location 17
6	Aisle 19	Location 11
7	Aisle 13	Location 19
8	Aisle 3	Location 36
9	Aisle 9	Location 37
10	Aisle 12	Location 12
11	Aisle 18	Location 8
Order 34	number of articles 11
0	Aisle 4	Location 12
1	Aisle 10	Location 18
2	Aisle 15	Location 16
3	Aisle 17	Location 43
4	Aisle 6	Location 19
5	Aisle 15	Location 9
6	Aisle 14	Location 7
7	Aisle 4	Location 13
8	Aisle 12	Location 15
9	Aisle 16	Location 28
10	Aisle 1	Location 40
Order 35	number of articles 15
0	Aisle 4	Location 18
1	Aisle 9	Location 23
2	Aisle 12	Location 25
3	Aisle 17	Location 31
4	Aisle 14	Location 17
5	Aisle 16	Location 4
6	Aisle 8	Location 23
7	Aisle 4	Location 3
8	Aisle 11	Location 1
9	Aisle 2	Location 30
10	Aisle 13	Location 29
11	Aisle 8	Location 44
12	Aisle 7	Location 37
13	Aisle 1	Location 43
14	Aisle 3	Location 12
Order 36	number of articles 22
0	Aisle 14	Location 3
1	Aisle 5	Location 20
2	Aisle 1	Location 33
3	Aisle 14	Location 1
4	Aisle 19	Location 9
5	Aisle 19	Location 3
6	Aisle 7	Location 7
7	Aisle 16	Location 33
8	Aisle 5	Location 31
9	Aisle 16	Location 18
10	Aisle 11	Location 8
11	Aisle 16	Location 28
12	Aisle 12	Location 39
13	Aisle 10	Location 13
14	Aisle 0	Location 13
15	Aisle 8	Location 2
16	Aisle 9	Location 29
17	Aisle 15	Location 20
18	Aisle 10	Location 20
19	Aisle 12	Location 20
20	Aisle 1	Location 42
21	Aisle 0	Location 29
Order 37	number of articles 6
0	Aisle 0	Location 15
1	Aisle 0	Location 14
2	Aisle 12	Location 23
3	Aisle 1	Location 44
4	Aisle 11	Location 17
5	Aisle 14	Location 32
Order 38	number of articles 7
0	Aisle 4	Location 11
1	Aisle 9	Location 34
2	Aisle 7	Location 43
3	Aisle 15	Location 26
4	Aisle 1	Location 1
5	Aisle 12	Location 36
6	Aisle 5	Location 38
Order 39	number of articles 14
0	Aisle 15	Location 28
1	Aisle 2	Location 44
2	Aisle 7	Location 6
3	Aisle 13	Location 1
4	Aisle 7	Location 21
5	Aisle 12	Location 17
6	Aisle 19	Location 26
7	Aisle 12	Location 4
8	Aisle 18	Location 6
9	Aisle 15	Location 19
10	Aisle 7	Location 23
11	Aisle 12	Location 25
12	Aisle 8	Location 44
13	Aisle 9	Location 1
