Order 0	number of articles 11
3	Aisle 8	Location 35
4	Aisle 14	Location 8
5	Aisle 0	Location 12
6	Aisle 17	Location 15
7	Aisle 13	Location 39
Order 5	number of articles 22
0	Aisle 1	Location 25
1	Aisle 4	Location 23
2	Aisle 9	Location 10
3	Aisle 16	Location 20
4	Aisle 10	Location 25
5	Aisle 6	Location 33
6	Aisle 8	Location 8
7	Aisle 5	Location 30
8	Aisle 4	Location 4
9	Aisle 19	Location 4
10	Aisle 16	Location 28
11	Aisle 0	Location 11
12	Aisle 0	Location 15
13	Aisle 18	Location 32
14	Aisle 13	Location 9
15	Aisle 4	Location 18
16	Aisle 12	Location 41
17	Aisle 16	Location 37
18	Aisle 18	Location 38
19	Aisle 2	Location 29
20	Aisle 3	Location 42
21	Aisle 9	Location 17
Order 6	number of articles 15
0	Aisle 9	Location 42
1	Aisle 10	Location 22
2	Aisle 7	Location 36
3	Aisle 17	Location 5
4	Aisle 13	Location 24
5	Aisle 14	Location 33
6	Aisle 2	Location 12
7	Aisle 14	Location 15
8	Aisle 6	Location 25
9	Aisle 18	Location 25
10	Aisle 7	Location 40
11	Aisle 8	Location 1
12	Aisle 17	Location 34
13	Aisle 5	Location 43
14	Aisle 17	Location 44
Order 7	number of articles 6
0	Aisle 17	Location 26
1	Aisle 16	Location 15
2	Aisle 10	Location 41
3	Aisle 11	Location 21
4	Aisle 2	Location 17
5	Aisle 4	Location 18
Order 8	number of articles 11
0	Aisle 17	Location 10
1	Aisle 5	Location 18
2	Aisle 19	Location 44
3	Aisle 8	Location 39
4	Aisle 0	Location 4
5	Aisle 17	Location 14
6	Aisle 2	Location 36
7	Aisle 0	Location 30
8	Aisle 14	Location 5
9	Aisle 11	Location 14
10	Aisle 2	Location 0
Order 9	number of articles 14
0	Aisle 3	Location 13
1	Aisle 5	Location 40
2	Aisle 8	Location 4
3	Aisle 14	Location 37
4	Aisle 19	Location 30
5	Aisle 1	Location 18
6	Aisle 3	Location 35
7	Aisle 2	Location 43
8	Aisle 18	Location 30
9	Aisle 3	Location 5
10	Aisle 17	Location 43
11	Aisle 0	Location 28
12	Aisle 14	Location 13
13	Aisle 10	Location 31
Order 10	number of articles 5
0	Aisle 3	Location 24
1	Aisle 10	Location 41
2	Aisle 9	Location 11
3	Aisle 12	Location 17
4	Aisle 14	Location 15
Order 11	number of articles 6
0	Aisle 2	Location 3
1	Aisle 11	Location 4
2	Aisle 1	Location 1
3	Aisle 0	Location 13
4	Aisle 2	Location 5
5	Aisle 10	Location 34
Order 12	number of articles 5
0	Aisle 16	Location 28
1	Aisle 3	Location 34
2	Aisle 13	Location 31
3	Aisle 17	Location 18
4	Aisle 2	Location 6
Order 13	number of articles 7
0	Aisle 12	Location 6
1	Aisle 9	Location 13
2	Aisle 9	Location 34
3	Aisle 18	Location 14
4	Aisle 1	Location 43
5	Aisle 0	Location 6
6	Aisle 6	Location 32
Order 14	number of articles 7
0	Aisle 2	Location 4
1	Aisle 14	Location 10
2	Aisle 18	Location 31
3	Aisle 16	Location 35
4	Aisle 12	Location 35
5	Aisle 6	Location 20
6	Aisle 1	Location 10
Order 15	number of articles 18
0	Aisle 13	Location 42
1	Aisle 1	Location 10
2	Aisle 17	Location 34
3	Aisle 7	Location 31
4	Aisle 8	Location 40
5	Aisle 1	Location 16
6	Aisle 1	Location 8
7	Aisle 6	Location 38
8	Aisle 17	Location 19
9	Aisle 15	Location 42
10	Aisle 18	Location 40
11	Aisle 0	Location 20
12	Aisle 14	Location 35
13	Aisle 0	Location 4
14	Aisle 10	Location 10
15	Aisle 0	Location 10
16	Aisle 0	Location 14
17	Aisle 15	Location 23
Order 16	number of articles 5
0	Aisle 2	Location 30
1	Aisle 10	Location 32
2	Aisle 6	Location 1
3	Aisle 16	Location 7
4	Aisle 6	Location 17
Order 17	number of articles 21
0	Aisle 14	Location 20
1	Aisle 15	Location 41
2	Aisle 9	Location 12
3	Aisle 1	Location 41
4	Aisle 19	Location 32
5	Aisle 13	Location 25
6	Aisle 1	Location 1
7	Aisle 14	Location 38
8	Aisle 8	Location 12
9	Aisle 0	Location 24
10	Aisle 5	Location 39
11	Aisle 19	Location 11
12	Aisle 11	Location 18
13	Aisle 19	Location 0
14	Aisle 8	Location 15
15	Aisle 10	Location 13
16	Aisle 5	Location 41
17	Aisle 5	Location 37
18	Aisle 3	Location 43
19	Aisle 0	Location 38
20	Aisle 2	Location 26
Order 18	number of articles 8
0	Aisle 2	Location 11
1	Aisle 2	Location 31
2	Aisle 0	Location 11
3	Aisle 10	Location 8
4	Aisle 13	Location 36
5	Aisle 3	Location 35
6	Aisle 4	Location 25
7	Aisle 3	Location 40
Order 19	number of articles 21
0	Aisle 11	Location 10
1	Aisle 8	Location 39
2	Aisle 7	Location 34
3	Aisle 10	Location 39
4	Aisle 9	Location 39
5	Aisle 2	Location 2
6	Aisle 13	Location 12
7	Aisle 12	Location 39
8	Aisle 16	Location 28
9	Aisle 7	Location 27
10	Aisle 15	Location 22
11	Aisle 5	Location 3
12	Aisle 13	Location 18
13	Aisle 15	Location 32
14	Aisle 2	Location 14
15	Aisle 10	Location 14
16	Aisle 12	Location 30
17	Aisle 18	Location 0
18	Aisle 4	Location 18
19	Aisle 14	Location 32
20	Aisle 17	Location 1
Order 20	number of articles 16
0	Aisle 4	Location 20
1	Aisle 11	Location 44
2	Aisle 6	Location 3
3	Aisle 2	Location 4
4	Aisle 0	Location 14
5	Aisle 6	Location 36
6	Aisle 6	Location 24
7	Aisle 11	Location 13
8	Aisle 15	Location 8
9	Aisle 8	Location 31
10	Aisle 4	Location 11
11	Aisle 9	Location 11
12	Aisle 12	Location 34
13	Aisle 5	Location 10
14	Aisle 12	Location 24
15	Aisle 2	Location 15
Order 21	number of articles 21
0	Aisle 10	Location 12
1	Aisle 1	Location 38
2	Aisle 18	Location 5
3	Aisle 10	Location 40
4	Aisle 2	Location 8
5	Aisle 17	Location 39
6	Aisle 16	Location 23
7	Aisle 12	Location 38
8	Aisle 13	Location 18
9	Aisle 17	Location 27
10	Aisle 14	Location 24
11	Aisle 18	Location 39
12	Aisle 3	Location 19
13	Aisle 8	Location 6
14	Aisle 1	Location 35
15	Aisle 17	Location 25
16	Aisle 14	Location 21
17	Aisle 15	Location 5
18	Aisle 12	Location 6
19	Aisle 19	Location 10
20	Aisle 12	Location 32
Order 22	number of articles 10
0	Aisle 8	Location 38
1	Aisle 9	Location 0
2	Aisle 15	Location 20
3	Aisle 11	Location 41
4	Aisle 6	Location 3
5	Aisle 16	Location 34
6	Aisle 11	Location 29
7	Aisle 6	Location 27
8	Aisle 13	Location 0
9	Aisle 15	Location 23
Order 23	number of articles 12
0	Aisle 1	Location 0
1	Aisle 19	Location 6
2	Aisle 7	Location 16
3	Aisle 3	Location 18
4	Aisle 14	Location 0
5	Aisle 18	Location 13
6	Aisle 5	Location 20
7	Aisle 4	Location 34
8	Aisle 13	Location 13
9	Aisle 1	Location 31
10	Aisle 2	Location 44
11	Aisle 2	Location 28
Order 24	number of articles 14
0	Aisle 8	Location 40
1	Aisle 12	Location 3
2	Aisle 9	Location 0
3	Aisle 2	Location 20
4	Aisle 13	Location 8
5	Aisle 9	Location 13
6	Aisle 11	Location 3
7	Aisle 12	Location 19
8	Aisle 2	Location 2
9	Aisle 0	Location 24
10	Aisle 17	Location 11
11	Aisle 13	Location 27
12	Aisle 6	Location 40
13	Aisle 3	Location 4
Order 25	number of articles 20
0	Aisle 12	Location 36
1	Aisle 2	Location 36
2	Aisle 2	Location 19
3	Aisle 13	Location 12
4	Aisle 13	Location 32
5	Aisle 17	Location 39
6	Aisle 11	Location 37
7	Aisle 10	Location 7
8	Aisle 5	Location 28
9	Aisle 15	Location 32
10	Aisle 5	Location 4
11	Aisle 13	Location 17
12	Aisle 6	Location 0
13	Aisle 0	Location 44
14	Aisle 5	Location 15
15	Aisle 14	Location 17
16	Aisle 14	Location 33
17	Aisle 5	Location 35
18	Aisle 15	Location 4
19	Aisle 11	Location 23
Order 26	number of articles 13
0	Aisle 17	Location 14
1	Aisle 11	Location 22
2	Aisle 13	Location 43
3	Aisle 19	Location 9
4	Aisle 5	Location 23
5	Aisle 2	Location 18
6	Aisle 3	Location 28
7	Aisle 15	Location 24
8	Aisle 8	Location 2
9	Aisle 2	Location 8
10	Aisle 5	Location 6
11	Aisle 9	Location 10
12	Aisle 10	Location 30
Order 27	number of articles 9
0	Aisle 5	Location 8
1	Aisle 19	Location 3
2	Aisle 6	Location 19
3	Aisle 19	Location 38
4	Aisle 18	Location 41
5	Aisle 13	Location 32
6	Aisle 19	Location 21
7	Aisle 6	Location 29
8	Aisle 0	Location 8
Order 28	number of articles 18
0	Aisle 6	Location 35
1	Aisle 5	Location 37
2	Aisle 16	Location 19
3	Aisle 2	Location 10
4	Aisle 2	Location 35
5	Aisle 14	Location 15
6	Aisle 2	Location 25
7	Aisle 11	Location 31
8	Aisle 15	Location 15
9	Aisle 11	Location 17
10	Aisle 9	Location 24
11	Aisle 13	Location 10
12	Aisle 10	Location 21
13	Aisle 2	Location 42
14	Aisle 19	Location 29
15	Aisle 2	Location 8
16	Aisle 0	Location 8
17	Aisle 10	Location 1
Order 29	number of articles 9
0	Aisle 15	Location 14
1	Aisle 6	Location 4
2	Aisle 18	Location 43
3	Aisle 17	Location 0
4	Aisle 6	Location 16
5	Aisle 11	Location 30
6	Aisle 6	Location 14
7	Aisle 13	Location 16
8	Aisle 6	Location 19
Order 30	number of articles 24
0	Aisle 16	Location 14
1	Aisle 4	Location 31
2	Aisle 13	Location 3
3	Aisle 12	Location 11
4	Aisle 16	Location 5
5	Aisle 9	Location 26
6	Aisle 0	Location 8
7	Aisle 4	Location 25
8	Aisle 12	Location 23
9	Aisle 17	Location 39
10	Aisle 5	Location 30
11	Aisle 3	Location 25
12	Aisle 13	Location 40
13	Aisle 7	Location 18
14	Aisle 5	Location 21
15	Aisle 17	Location 6
16	Aisle 14	Location 10
17	Aisle 7	Location 38
18	Aisle 0	Location 13
19	Aisle 4	Location 7
20	Aisle 9	Location 31
21	Aisle 4	Location 20
22	Aisle 10	Location 8
23	Aisle 7	Location 16
Order 31	number of articles 17
0	Aisle 19	Location 34
1	Aisle 0	Location 7
2	Aisle 8	Location 21
3	Aisle 9	Location 33
4	Aisle 16	Location 8
5	Aisle 9	Location 31
6	Aisle 12	Location 11
7	Aisle 13	Location 42
8	Aisle 8	Location 34
9	Aisle 4	Location 34
10	Aisle 2	Location 7
11	Aisle 18	Location 7
12	Aisle 4	Location 14
13	Aisle 9	Location 24
14	Aisle 15	Location 7
15	Aisle 9	Location 11
16	Aisle 19	Location 42
Order 32	number of articles 22
0	Aisle 2	Location 32
1	Aisle 5	Location 26
2	Aisle 6	Location 7
3	Aisle 10	Location 17
4	Aisle 6	Location 42
5	Aisle 8	Location 10
6	Aisle 2	Location 43
7	Aisle 13	Location 39
8	Aisle 13	Location 5
9	Aisle 2	Location 22
10	Aisle 7	Location 4
11	Aisle 3	Location 23
12	Aisle 1	Location 14
13	Aisle 2	Location 2
14	Aisle 4	Location 14
15	Aisle 10	Location 42
16	Aisle 6	Location 33
17	Aisle 6	Location 44
18	Aisle 6	Location 40
19	Aisle 11	Location 16
20	Aisle 14	Location 29
21	Aisle 16	Location 27
Order 33	number of articles 5
0	Aisle 8	Location 34
1	Aisle 10	Location 17
2	Aisle 2	Location 37
3	Aisle 10	Location 8
4	Aisle 6	Location 40
Order 34	number of articles 16
0	Aisle 19	Location 12
1	Aisle 3	Location 24
2	Aisle 14	Location 1
3	Aisle 9	Location 42
4	Aisle 13	Location 0
5	Aisle 3	Location 41
6	Aisle 5	Location 31
7	Aisle 17	Location 26
8	Aisle 15	Location 7
9	Aisle 2	Location 15
10	Aisle 17	Location 18
11	Aisle 15	Location 33
12	Aisle 19	Location 2
13	Aisle 6	Location 43
14	Aisle 19	Location 10
15	Aisle 13	Location 23
Order 35	number of articles 14
0	Aisle 5	Location 35
1	Aisle 15	Location 33
2	Aisle 10	Location 44
3	Aisle 19	Location 5
4	Aisle 6	Location 26
5	Aisle 19	Location 15
6	Aisle 6	Location 17
7	Aisle 3	Location 12
8	Aisle 0	Location 0
9	Aisle 12	Location 33
10	Aisle 7	Location 19
11	Aisle 15	Location 39
12	Aisle 7	Location 26
13	Aisle 13	Location 24
Order 36	number of articles 5
0	Aisle 13	Location 39
1	Aisle 4	Location 42
2	Aisle 0	Location 33
3	Aisle 19	Location 26
4	Aisle 10	Location 5
Order 37	number of articles 13
0	Aisle 18	Location 3
1	Aisle 4	Location 19
2	Aisle 6	Location 16
3	Aisle 5	Location 39
4	Aisle 2	Location 5
5	Aisle 9	Location 0
6	Aisle 15	Location 36
7	Aisle 6	Location 7
8	Aisle 5	Location 6
9	Aisle 13	Location 33
10	Aisle 19	Location 0
11	Aisle 10	Location 23
12	Aisle 18	Location 13
Order 38	number of articles 15
0	Aisle 8	Location 41
1	Aisle 12	Location 24
2	Aisle 10	Location 25
3	Aisle 7	Location 28
4	Aisle 1	Location 8
5	Aisle 11	Location 27
6	Aisle 6	Location 33
7	Aisle 12	Location 25
8	Aisle 12	Location 20
9	Aisle 8	Location 0
10	Aisle 5	Location 41
11	Aisle 4	Location 29
12	Aisle 8	Location 9
13	Aisle 7	Location 24
14	Aisle 19	Location 31
Order 39	number of articles 12
0	Aisle 15	Location 21
1	Aisle 6	Location 30
2	Aisle 9	Location 10
3	Aisle 7	Location 23
4	Aisle 11	Location 40
5	Aisle 16	Location 10
6	Aisle 19	Location 18
7	Aisle 19	Location 21
8	Aisle 17	Location 26
9	Aisle 9	Location 31
10	Aisle 3	Location 28
11	Aisle 4	Location 39
